timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.114963265443,[-0.19932334  1.90986184],-2.58839,"[[-0.03565352 -0.07011385  0.17022396  0.09293333]
 [-0.00318144 -0.00487799  0.          0.        ]]","[ 1.0195928   0.85878206  0.53635669 -0.62681933  1.46809191  0.79939818
 -0.60787485  0.13400797 -0.55026578 -0.59381294  0.        ]",[-0.05694425  2.05474424],[-0.8801108  -0.72002023]
1,-0.112556641056,[-0.0419011   1.58616978],-2.48492,"[[-0.0436432  -0.03047952  0.17022396  0.09293333]
 [-0.7931515   3.95511206  0.          0.        ]]","[ 1.01905457  0.86107455  0.52313849 -0.52509969  1.46809111  0.79939795
 -0.62851242  0.83823815 -0.54776473 -0.55970354  0.        ]",[-0.0271897   1.17085516],[-0.8801108  -0.72002023]
2,-0.103934559899,[-0.75873777 -0.39083006],-2.12502,"[[-0.06102703  0.08756551  0.17022396  0.09293333]
 [-0.94471831  7.836455    0.          0.        ]]","[ 1.01750977  0.8572      0.49439574 -0.22203908  1.46809031  0.79939772
 -0.63247191  1.52848141 -0.54622862 -0.44040915  0.        ]",[-0.60023749 -0.32210025],[-0.8801108  -0.72002023]
3,-0.0987856515525,[-0.14459078 -0.13741831],-2.12346,"[[-0.10984199  0.2272227   0.17022396  0.09293333]
 [-3.92686164  6.13492605  0.          0.        ]]","[ 1.01043566  0.83203103  0.41387548  0.13213721  1.46808951  0.7993975
 -0.71037933  1.22588713 -0.55633276 -0.37512271  0.        ]",[-0.26083335 -0.26964593],[-0.8801108  -0.72002023]
4,-0.10250492433,[-0.74929945 -0.7280527 ],-2.03506,"[[-0.19333649  0.34324495  0.17022396  0.09293333]
 [-4.42094942  5.46951305  0.          0.        ]]","[ 0.98902756  0.79448591  0.2772585   0.41809171  1.46808872  0.79939727
 -0.72328704  1.10755208 -0.57179934 -0.43532931  0.        ]",[ 0.0467698  -0.48579222],[-0.8801108  -0.72002023]
5,-0.116366481828,[ 1.90063476  0.81252139],-2.33762,"[[-0.31060829  0.42263511  0.17022396  0.09293333]
 [-7.29667255  2.47945016  0.          0.        ]]","[ 0.9393991   0.76036062  0.08933047  0.6072869   1.46808792  0.79939705
 -0.79841423  0.57581005 -0.59297021 -0.63327005  0.        ]",[ 1.18895578  0.21168718],[-0.8801108  -0.72002023]
6,-0.127354135024,[ 1.4051113  -1.44744943],-2.13778,"[[-0.41541365  0.50399551  0.17022396  0.09293333]
 [-3.19748713  5.64605943  0.          0.        ]]","[ 0.87622173  0.71853151 -0.07281329  0.79427804  1.46808712  0.79939682
 -0.69132403  1.13894792 -0.62379453 -0.79143127  0.        ]",[ 0.89678693 -1.01938999],[-0.8801108  -0.72002023]
7,-0.123918126847,[ 0.65871525  0.15681065],-2.19464,"[[-0.43902122  0.57605277  0.17022396  0.09293333]
 [ 0.82334602  1.57325357  0.          0.        ]]","[ 0.85960902  0.67590908 -0.10838647  0.95306966  1.46808632  0.79939659
 -0.5862808   0.41465483 -0.63784699 -0.75114872  0.        ]",[ 0.54718637 -0.40048122],[-0.8801108  -0.72002023]
8,-0.111838451074,[-0.03575494 -1.1244934 ],-2.12868,"[[-0.39657293  0.61342584  0.17022396  0.09293333]
 [ 3.41287202  2.16209111  0.          0.        ]]","[ 0.88885834  0.65181509 -0.04415484  1.03261732  1.46808552  0.79939637
 -0.51863006  0.51937146 -0.63626463 -0.59104637  0.        ]",[-0.3635473  -0.94272053],[-0.8801108  -0.72002023]
9,-0.098952502884,[-0.09301882  0.04613906],-2.20201,"[[-0.33039792  0.61651079  0.17022396  0.09293333]
 [ 3.20530349 -1.8402567   0.          0.        ]]","[ 0.92880943  0.64976693  0.05823389  1.03909242  1.46808472  0.79939614
 -0.52405262 -0.19239171 -0.63220032 -0.41756251  0.        ]",[-0.48940495  0.05870132],[-0.8801108  -0.72002023]
10,-0.0913424721223,[-1.78642748 -0.26151982],-2.09027,"[[-0.2706212   0.58190549  0.17022396  0.09293333]
 [ 2.77380627 -1.62100255  0.          0.        ]]","[ 0.95885639  0.6722236   0.15275687  0.96565801  1.46808392  0.79939592
 -0.53532524 -0.1534003  -0.62369805 -0.31073623  0.        ]",[-0.74375343  0.10773936],[-0.8801108  -0.72002023]
11,-0.0930836800574,[ 0.04853489  1.48979947],-2.27499,"[[-0.25538527  0.53943203  0.17022396  0.09293333]
 [-1.23684397 -2.62300343  0.          0.        ]]","[ 0.96558341  0.69821018  0.17711535  0.87322451  1.46808312  0.79939569
 -0.64010221 -0.33159254 -0.61234978 -0.32850573  0.        ]",[-0.20966116  0.66348374],[-0.8801108  -0.72002023]
12,-0.0987546724601,[-0.48449657 -0.18629153],-2.10887,"[[-0.27796452  0.52722002  0.17022396  0.09293333]
 [-1.02179889  1.38843409  0.          0.        ]]","[ 0.95547758  0.7053541   0.141053    0.84619963  1.46808233  0.79939547
 -0.63448406  0.38178741 -0.6086631  -0.40364296  0.        ]",[-0.13732785 -0.26441014],[-0.8801108  -0.72002023]
13,-0.104082171565,[ 0.43119548  0.15998873],-2.18262,"[[-0.31742608  0.54731871  0.17022396  0.09293333]
 [-2.91804695  0.62397629  0.          0.        ]]","[ 0.93582014  0.69351775  0.07859423  0.89057248  1.46808153  0.79939524
 -0.68402286  0.24583884 -0.61447243 -0.47829415  0.        ]",[ 0.40860406 -0.01657696],[-0.8801108  -0.72002023]
14,-0.109763595208,[ 0.73660343 -0.02148412],-2.196,"[[-0.35809471  0.56602385  0.17022396  0.09293333]
 [-1.15468465  1.24447577  0.          0.        ]]","[ 0.91293305  0.68214537  0.0150679   0.93138374  1.46808073  0.79939501
 -0.63795534  0.35618627 -0.62179902 -0.55756608  0.        ]",[ 0.3793022  -0.27317819],[-0.8801108  -0.72002023]
15,-0.105945425119,[-0.48257799 -1.26016302],-2.09949,"[[-0.35172063  0.5898022   0.17022396  0.09293333]
 [ 1.78231831  1.13373181  0.          0.        ]]","[ 0.91669471  0.66719862  0.02496375  0.98256592  1.46807993  0.79939479
 -0.56122679  0.33649187 -0.62635833 -0.5085671   0.        ]",[-0.23220578 -0.52216434],[-0.8801108  -0.72002023]
16,-0.104767941989,[-0.06260029 -0.23132068],-2.18936,"[[-0.33556907  0.57253063  0.17022396  0.09293333]
 [-0.16069293 -2.84762046  0.          0.        ]]","[ 0.92593658  0.67810923  0.05014214  0.94546749  1.46807913  0.79939456
 -0.6119873  -0.37153826 -0.62125729 -0.49057646  0.        ]",[ 0.04187262  0.59700531],[-0.8801108  -0.72002023]
17,-0.113025849851,[-0.11512207  1.58540109],-2.26768,"[[-0.3412325   0.50695487  0.17022396  0.09293333]
 [-0.40483413 -3.70709096  0.          0.        ]]","[ 0.92274309  0.71688073  0.04129697  0.80092878  1.46807833  0.79939434
 -0.61836528 -0.52438349 -0.60897815 -0.59561206  0.        ]",[ 0.1748566   1.06410682],[-0.8801108  -0.72002023]
18,-0.119082171888,[ 0.44714693  0.61377317],-2.19848,"[[-0.35383284  0.47327889  0.17022396  0.09293333]
 [-0.85370836  0.32605125  0.          0.        ]]","[ 0.91545438  0.73512068  0.02168189  0.72457731  1.46807753  0.79939411
 -0.63009185  0.19285702 -0.60635626 -0.67521962  0.        ]",[ 0.42380536  0.28909287],[-0.8801108  -0.72002023]
19,-0.115569728708,[ 0.1766635  -0.68393824],-2.11702,"[[-0.35299806  0.50411249  0.17022396  0.09293333]
 [ 0.93125432  2.74923629  0.          0.        ]]","[ 0.91594479  0.71846425  0.02297863  0.79453752  1.46807673  0.79939388
 -0.58346002  0.62378809 -0.61028374 -0.63009313  0.        ]",[ 0.02496663 -0.53266782],[-0.8801108  -0.72002023]
20,-0.107754098732,[-0.17995084  0.17379953],-2.15106,"[[-0.32753537  0.53137723  0.17022396  0.09293333]
 [ 1.61273611 -0.01355433  0.          0.        ]]","[ 0.93037677  0.70293727  0.0627191   0.8554191   1.46807593  0.79939366
 -0.56565635  0.13246247 -0.61183652 -0.52635765  0.        ]",[-0.14917344  0.02417769],[-0.8801108  -0.72002023]
21,-0.102304484352,[-0.41591477 -0.34137144],-2.1196,"[[-0.30274596  0.53801616  0.17022396  0.09293333]
 [ 0.86868468  0.67515111  0.          0.        ]]","[ 0.94342564  0.69904424  0.10174077  0.87009864  1.46807514  0.79939343
 -0.58509438  0.25493955 -0.61169583 -0.45307494  0.        ]",[-0.23237535 -0.17293885],[-0.8801108  -0.72002023]
22,-0.102190244919,[ 0.04611237 -1.219306  ],-2.14524,"[[-0.30204864  0.53782909  0.17022396  0.09293333]
 [-0.79342005 -0.68931266  0.          0.        ]]","[ 0.94377803  0.69915435  0.10284291  0.86968553  1.46807434  0.79939321
 -0.6285163   0.01228772 -0.61162923 -0.45150392  0.        ]",[ 0.02104995  0.23231015],[-0.8801108  -0.72002023]
23,-0.110667852253,[ 0.9518854   0.88649283],-2.35011,"[[-0.31591485  0.48445119  0.17022396  0.09293333]
 [-0.59385811 -4.63532579  0.          0.        ]]","[ 0.93661644  0.72919619  0.08097193  0.75005782  1.46807354  0.79939298
 -0.62330264 -0.68945846 -0.60216427 -0.56105083  0.        ]",[ 0.07870334  1.35775185],[-0.8801108  -0.72002023]
24,-0.111867812072,[-0.45755382  0.6781714 ],-2.1675,"[[-0.28990469  0.42786996  0.17022396  0.09293333]
 [ 3.18228418 -1.03479838  0.          0.        ]]","[ 0.94979318  0.75787225  0.12207529  0.61953636  1.46807274  0.79939275
 -0.52465172 -0.04915211 -0.59068296 -0.57188563  0.        ]",[-0.4385086   0.58467871],[-0.8801108  -0.72002023]
25,-0.102590651168,[-0.20429628 -0.79099352],-2.10202,"[[-0.24506185  0.43432866  0.17022396  0.09293333]
 [ 1.30824698  1.67164834  0.          0.        ]]","[ 0.96992075  0.75476647  0.19367558  0.6346156   1.46807194  0.79939253
 -0.57361037  0.43215375 -0.58831209 -0.44532077  0.        ]",[-0.50914657 -0.08171465],[-0.8801108  -0.72002023]
26,-0.0989897630356,[-1.38670656  0.97533726],-2.14576,"[[-0.22725377  0.43600817  0.17022396  0.09293333]
 [ 0.47532865 -1.49315052  0.          0.        ]]","[ 0.9769967   0.75395155  0.22234174  0.6385293   1.46807114  0.7993923
 -0.59537002 -0.13066416 -0.58838057 -0.39628518  0.        ]",[-0.43644121  0.72296894],[-0.8801108  -0.72002023]
27,-0.103799218397,[ 0.22783667  0.73414161],-2.17187,"[[-0.25754802  0.44520446  0.17022396  0.09293333]
 [-3.49154521  2.39979598  0.          0.        ]]","[ 0.96464679  0.74943824  0.17365156  0.65990521  1.46807034  0.79939208
 -0.6990035   0.56164526 -0.59077941 -0.46299588  0.        ]",[ 0.24837153 -0.08364224],[-0.8801108  -0.72002023]
28,-0.106914845001,[ 0.41619672 -1.26704018],-2.09216,"[[-0.31765329  0.52188579  0.17022396  0.09293333]
 [-2.52219535  5.25881247  0.          0.        ]]","[ 0.9356951   0.70842519  0.0782366   0.83433084  1.46806954  0.79939185
 -0.67367929  1.07008356 -0.60911895 -0.51386865  0.        ]",[-0.00238833 -1.20955825],[-0.8801108  -0.72002023]
29,-0.106204072449,[ 0.04894143 -0.54098761],-2.14243,"[[-0.35106196  0.58628342  0.17022396  0.09293333]
 [-0.82433222  1.19450255  0.          0.        ]]","[ 0.91707548  0.66944205  0.02598728  0.97503915  1.46806875  0.79939162
 -0.62932285  0.34729914 -0.62550118 -0.51164993  0.        ]",[ 0.22221336 -0.37817043],[-0.8801108  -0.72002023]
30,-0.108691999446,[ 0.1511137  -0.19232619],-2.18264,"[[-0.36543471  0.58844317  0.17022396  0.09293333]
 [-0.61364551 -0.97130903  0.          0.        ]]","[ 0.90851613  0.66806466  0.00370122  0.9796589   1.46806795  0.7993914
 -0.62381856 -0.03786217 -0.62726903 -0.54558904  0.        ]",[ 0.28301698  0.13915689],[-0.8801108  -0.72002023]
31,-0.112805409879,[ 0.12465177  0.99698316],-2.21899,"[[-0.37158494  0.56156706  0.17022396  0.09293333]
 [-0.00341006 -1.7138271   0.          0.        ]]","[ 0.90475313  0.68488278 -0.00579812  0.92169906  1.46806715  0.79939117
 -0.60787615 -0.16990931 -0.62260875 -0.598408    0.        ]",[ 0.25116545  0.39506856],[-0.8801108  -0.72002023]
32,-0.111264986071,[ 0.0177416  -0.16213151],-2.13687,"[[-0.36671884  0.56723717  0.17022396  0.09293333]
 [ 0.48838904  2.26757025  0.          0.        ]]","[ 0.90773488  0.68139257  0.00171595  0.9340103   1.46806635  0.79939095
 -0.59502787  0.53813036 -0.6230434  -0.57809039  0.        ]",[ 0.04786459 -0.64647269],[-0.8801108  -0.72002023]
33,-0.105073237697,[-0.48591416 -1.05411174],-2.1014,"[[-0.35634119  0.6056968   0.17022396  0.09293333]
 [ 0.54917193  1.58068114  0.          0.        ]]","[ 0.91396872  0.65690219  0.01778754  1.01632577  1.46806555  0.79939072
 -0.59343979  0.41597596 -0.63044614 -0.49868266  0.        ]",[-0.08076584 -0.64725631],[-0.8801108  -0.72002023]
34,-0.107587930713,[ 0.36093052  0.81236784],-2.24644,"[[-0.36474038  0.59727538  0.17022396  0.09293333]
 [-1.38265833 -2.40952741  0.          0.        ]]","[ 0.90893601  0.66238552  0.00477506  0.99848176  1.46806475  0.79939049
 -0.64390829 -0.29363092 -0.6291555  -0.53167078  0.        ]",[ 0.35132763  0.46850872],[-0.8801108  -0.72002023]
