timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.235212324231,[ 0.44262608  0.36654212],-0.880837,"[[ 0.08596597  0.05842377 -0.02280835  0.06716579]
 [ 0.00355553 -0.0031591   0.          0.        ]]","[ 1.03862758  1.24044685  0.30779919  0.15470105 -0.18098138  0.59231271
 -0.79833125  0.12769137  1.20841052 -0.17222309  0.        ]",[-0.71773779 -0.03028183],[-0.40222752 -0.26186267]
1,-0.233594706389,[-1.46401052  0.45428197],-0.762608,"[[ 0.10359879  0.07291632 -0.02280835  0.06716579]
 [ 1.75390066  1.44758059  0.          0.        ]]","[ 1.03618965  1.23935463  0.3343894   0.18485081 -0.1809812   0.59231192
 -0.74230468  0.3380357   1.20305902 -0.12685521  0.        ]",[-0.97584796 -0.28468576],[-0.40222752 -0.26186267]
2,-0.23214122624,[-0.68756906 -2.02794873],-0.987986,"[[ 0.0986313   0.11964357 -0.02280835  0.06716579]
 [-2.23735966  3.21923419  0.          0.        ]]","[ 1.03691946  1.23420779  0.32690256  0.28181174 -0.18098101  0.59231114
 -0.8700564   0.59490957  1.19682751 -0.09210561  0.        ]",[-0.82335711 -0.35162362],[-0.40222752 -0.26186267]
3,-0.235659087662,[-1.44872653  1.38874755],-0.749752,"[[ 0.02705363  0.14367128 -0.02280835  0.06716579]
 [-4.91150849 -0.80306392  0.          0.        ]]","[ 1.04347734  1.2305925   0.21871089  0.33147185 -0.18098083  0.59231035
 -0.95564942  0.01171027  1.20750648 -0.19832755  0.        ]",[-0.42994508  0.39188445],[-0.40222752 -0.26186267]
4,-0.24287809863,[-0.34012418 -0.40558999],-0.73393,"[[-0.10990798  0.16751209 -0.02280835  0.06716579]
 [-8.77180069  3.17387886  0.          0.        ]]","[ 1.03520205  1.22635861  0.01157605  0.3805754  -0.18098065  0.59230957
 -1.07920834  0.5883332   1.21372711 -0.42365124  0.        ]",[ 0.0205898  -0.07936317],[-0.40222752 -0.26186267]
5,-0.251288555078,[ 0.84918818 -0.55005144],-0.725185,"[[-0.29709687  0.21424985 -0.02280835  0.06716579]
 [-9.94319049  1.50544961  0.          0.        ]]","[ 0.98006027  1.21620165 -0.26572842  0.4762397  -0.18098046  0.59230879
 -1.11670001  0.34642427  1.184663   -0.71570386  0.        ]",[ 0.48726296  0.31134415],[-0.40222752 -0.26186267]
6,-0.258854829794,[-0.40317131  1.3226624 ],-0.823189,"[[-0.46027398  0.22219301 -0.02280835  0.06716579]
 [-6.38636012 -0.70375675  0.          0.        ]]","[ 0.8921001   1.21422935 -0.49514777  0.492407   -0.18098028  0.592308
 -1.00285017  0.02610717  1.12062745 -0.99257902  0.        ]",[ 0.63911486  0.69437176],[-0.40222752 -0.26186267]
7,-0.263950811473,[ 0.05324995  0.20642202],-0.794936,"[[-0.60275139  0.24799071 -0.02280835  0.06716579]
 [-7.85648894  3.2702752   0.          0.        ]]","[ 0.78678145  1.20734491 -0.68104467  0.54471098 -0.1809801   0.59230722
 -1.04990424  0.60230946  1.04043317 -1.20497285  0.        ]",[ 1.00140035  0.07122117],[-0.40222752 -0.26186267]
8,-0.267066390363,[ 1.07542421  0.64720372],-0.849732,"[[-0.75621181  0.32094521 -0.02280835  0.06716579]
 [-7.49077239  4.02266668  0.          0.        ]]","[ 0.646159    1.18389972 -0.86170282  0.6906677  -0.18097991  0.59230644
 -1.03819618  0.71139927  0.94502441 -1.37892558  0.        ]",[ 1.19665349 -0.09518551],[-0.40222752 -0.26186267]
9,-0.26676344067,[ 0.57993392 -0.43824151],-0.885966,"[[-0.86485896  0.42629546 -0.02280835  0.06716579]
 [-3.38757696  6.50410809  0.          0.        ]]","[ 0.53129285  1.13988223 -0.97506143  0.89506367 -0.18097973  0.59230565
 -0.90685853  1.07118672  0.8863124  -1.44656661  0.        ]",[ 0.96782291 -0.78651279],[-0.40222752 -0.26186267]
10,-0.263560470639,[ 0.64828887 -1.6175249 ],-0.865869,"[[-0.90891234  0.53766646 -0.02280835  0.06716579]
 [-1.02561795  4.63921749  0.          0.        ]]","[ 0.48145441  1.08078959 -1.01722049  1.10070034 -0.18097955  0.59230487
 -0.83125501  0.80079084  0.88268127 -1.41172586  0.        ]",[ 0.80598068 -0.66756409],[-0.40222752 -0.26186267]
11,-0.261001099058,[ 1.34426308 -0.55957789],-0.837239,"[[-0.90347386  0.5897922  -0.02280835  0.06716579]
 [ 1.56084655  0.58686736  0.          0.        ]]","[ 0.48770259  1.04889347 -1.01213745  1.1925484  -0.18097937  0.59230408
 -0.74846567  0.21323125  0.90136733 -1.35719377  0.        ]",[ 0.61105567 -0.06171568],[-0.40222752 -0.26186267]
12,-0.259069913605,[-0.32898893  0.96054568],-0.886989,"[[-0.83286546  0.57916805 -0.02280835  0.06716579]
 [ 5.4869092  -1.64186177  0.          0.        ]]","[ 0.56633911  1.05560453 -0.94302942  1.17407241 -0.18097918  0.5923033
 -0.62279839 -0.10991741  0.95428265 -1.26289887  0.        ]",[ 0.19676819  0.22991553],[-0.40222752 -0.26186267]
13,-0.255122098176,[ 0.97506647  0.10125131],-0.77477,"[[-0.73728859  0.58482177 -0.02280835  0.06716579]
 [ 4.07549783  2.19445215  0.          0.        ]]","[ 0.66491778  1.05204327 -0.84065628  1.18391647 -0.180979    0.59230252
 -0.66797429  0.44631893  1.02012482 -1.11002964  0.        ]",[ 0.04429564 -0.52355438],[-0.40222752 -0.26186267]
14,-0.24735323714,[ 0.54964092 -1.49129925],-0.772938,"[[-0.61788419  0.63228338 -0.02280835  0.06716579]
 [ 7.85238485  2.55050978  0.          0.        ]]","[ 0.77411713  1.02097126 -0.69981815  1.26509397 -0.18097882  0.59230173
 -0.54708188  0.49794406  1.08409825 -0.87126356  0.        ]",[-0.56852973 -0.84744304],[-0.40222752 -0.26186267]
