timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.276353446247,[-7.73332378 -0.17247829],-3.24465,"[[ 0.04809421  0.03168618  0.00134553 -0.16816358]
 [ 0.00365749  0.00360871  0.          0.        ]]","[ 1.02620997  0.86256918  0.67834512 -0.36672032  0.01027694 -1.44932491
 -0.60592333  0.13420419  0.95406247  3.08730914  0.        ]",[-7.19730806  0.08948603],[-0.86015189 -0.71668124]
1,-0.270796749067,[-5.67691437  0.38477355],-3.66209,"[[  8.47879396e-03   2.49208846e-02   1.34553199e-03  -1.68163583e-01]
 [ -3.95202930e+00  -6.77872392e-01   0.00000000e+00   0.00000000e+00]]","[ 1.02811225  0.86278955  0.61291302 -0.38399119  0.01027694 -1.4493241
 -0.70979503  0.01300793  0.95761646  2.97207595  0.        ]",[-6.36814642  0.49612752],[-0.86015189 -0.71668124]
2,-0.255110962634,[-5.36179571  0.27644816],-3.37117,"[[ -1.09474000e-01   2.67994215e-02   1.34553199e-03  -1.68163583e-01]
 [ -7.83033522e+00   8.60592837e-01   0.00000000e+00   0.00000000e+00]]","[ 1.01800664  0.8627333   0.41836336 -0.37919511  0.01027694 -1.44932329
 -0.81163475  0.28661233  0.9495483   2.65969787  0.        ]",[-5.30459023  0.47248846],[-0.86015189 -0.71668124]
3,-0.229345770313,[-3.75188959  0.21353371],-3.23288,"[[ -3.04221499e-01   5.48377260e-02   1.34553199e-03  -1.68163583e-01]
 [ -1.16317578e+01   1.93963221e+00   0.00000000e+00   0.00000000e+00]]","[ 0.95018931  0.86141449  0.10391062 -0.30764995  0.01027694 -1.44932247
 -0.91145555  0.47851127  0.8872457   2.18735428  0.        ]",[-3.49550295  0.56473827],[-0.86015189 -0.71668124]
4,-0.191498633372,[-1.04268325  1.08438241],-3.16915,"[[ -5.74242149e-01   1.01742333e-01   1.34553199e-03  -1.68163583e-01]
 [ -1.53579044e+01   2.74811667e+00   0.00000000e+00   0.00000000e+00]]","[ 0.75577887  0.85718698 -0.29870533 -0.18823798  0.01027693 -1.44932166
 -1.00929962  0.62229403  0.70888988  1.58532898  0.        ]",[-1.02993131  0.72577953],[-0.86015189 -0.71668124]
5,-0.142833972763,[ 0.96590782 -0.30958985],-2.95657,"[[ -9.18058894e-01   1.95899280e-01   1.34553199e-03  -1.68163583e-01]
 [ -1.90116248e+01   6.65451896e+00   0.00000000e+00   0.00000000e+00]]","[ 0.36137379  0.84110363 -0.71384243  0.04948393  0.01027693 -1.44932084
 -1.10524179  1.31701788  0.36604579  0.97701832  0.        ]",[ 1.09085786 -0.16064286],[-0.86015189 -0.71668124]
6,-0.0957157461809,[ 1.95478867 -0.23162332],-2.99211,"[[ -1.25617721e+00   3.15349205e-01   1.34553199e-03  -1.68163583e-01]
 [ -1.48141760e+01   5.29501647e+00   0.00000000e+00   0.00000000e+00]]","[-0.14455287  0.80631713 -0.97243408  0.34445919  0.01027693 -1.44932003
 -0.99502113  1.07524012 -0.05581384  0.57176846  0.        ]",[ 1.93443787  0.04277841],[-0.86015189 -0.71668124]
7,-0.0622544585087,[ 2.97558096  0.36340703],-3.05342,"[[ -1.50982694e+00   4.10977159e-01   1.34553199e-03  -1.68163583e-01]
 [ -1.05649300e+01   4.27121892e+00   0.00000000e+00   0.00000000e+00]]","[-0.56660867  0.76718322 -1.05047493  0.57266785  0.01027693 -1.44931922
 -0.8834404   0.8931651  -0.40768517  0.39588688  0.        ]",[ 2.10975027  0.04994788],[-0.86015189 -0.71668124]
8,-0.044777375559,[ 1.32523265 -1.14447703],-2.84092,"[[ -1.67934284e+00   5.09973531e-01   1.34553199e-03  -1.68163583e-01]
 [ -6.40050195e+00   5.62393975e+00   0.00000000e+00   0.00000000e+00]]","[-0.85406443  0.71650626 -1.04381957  0.79906827  0.01027693 -1.4493184
 -0.77408695  1.13373591 -0.62028788  0.3592473   0.        ]",[ 1.60964525 -0.65928119],[-0.86015189 -0.71668124]
9,-0.0379376615099,[ 1.55651205 -0.52952841],-2.91918,"[[ -1.76637559e+00   5.81592100e-01   1.34553199e-03  -1.68163583e-01]
 [ -2.31635979e+00   1.55151254e+00   0.00000000e+00   0.00000000e+00]]","[-1.0001166   0.67367179 -1.022041    0.95536902  0.01027693 -1.44931759
 -0.66684176  0.40948515 -0.71048939  0.36776099  0.        ]",[ 1.28188848 -0.02021011],[-0.86015189 -0.71668124]
10,-0.0375784217588,[ 0.98482385  1.20840836],-2.94836,"[[ -1.77254219e+00   5.91262937e-01   1.34553199e-03  -1.68163583e-01]
 [  1.68637161e+00  -5.77327492e-01   0.00000000e+00   0.00000000e+00]]","[-1.01038272  0.66750409 -1.02002954  0.97594046  0.01027692 -1.44931678
 -0.56173436  0.03088684 -0.71269415  0.37116244  0.        ]",[ 0.78642881  0.32080036],[-0.86015189 -0.71668124]
11,-0.0468702169484,[ 0.50303535 -1.26184204],-2.81403,"[[ -1.70007221e+00   6.19545032e-01   1.34553199e-03  -1.68163583e-01]
 [  5.54780136e+00   3.39230220e+00   0.00000000e+00   0.00000000e+00]]","[-0.88901804  0.64895581 -1.03975488  1.03533063  0.01027692 -1.44931596
 -0.4603374   0.73685577 -0.56033276  0.41601332  0.        ]",[-0.27178368 -1.09426534],[-0.86015189 -0.71668124]
12,-0.0679446083294,[-0.00362161 -0.0504662 ],-2.8514,"[[ -1.57023508e+00   6.46981857e-01   1.34553199e-03  -1.68163583e-01]
 [  7.42961541e+00  -6.35205004e-01   0.00000000e+00   0.00000000e+00]]","[-0.66913173  0.63024461 -1.05354307  1.09181273  0.01027692 -1.44931515
 -0.41092296  0.02059349 -0.3161572   0.52396548  0.        ]",[-0.74408805 -0.3636488 ],[-0.86015189 -0.71668124]
13,-0.091151311192,[-1.39703361 -0.797064  ],-2.71714,"[[ -1.42326069e+00   6.32398163e-01   1.34553199e-03  -1.68163583e-01]
 [  7.26835996e+00  -8.22538690e-01   0.00000000e+00   0.00000000e+00]]","[-0.42043893  0.64027715 -1.03559131  1.06193134  0.01027692 -1.44931434
 -0.41515727 -0.01272242 -0.08856128  0.65910321  0.        ]",[-1.32890785 -0.47329602],[-0.86015189 -0.71668124]
