timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.323203965071,"[[-0.02474202  0.00963934 -0.11280114  0.01283778]
 [ 0.00463402  0.00350969  0.          0.        ]]",[ 0.33745563  4.46062136],-3.68624,"[ 1.20709167  2.67811885  0.05262504 -0.79151742 -0.98486245  0.11019161
  1.55861636 -0.36996479  2.19353156 -0.16346145  0.        ]",[-0.22016776 -0.0791598 ],[-0.11045908  4.35336355]
1,-0.323018407111,"[[-0.02904988  0.04943839 -0.11280114  0.01283778]
 [-0.43395378  3.9631976   0.          0.        ]]",[-0.15811688  4.81551123],-3.54626,"[ 1.20693225  2.6762728   0.04620775 -0.6189905  -0.98486208  0.11019159
  1.54657499  0.12950416  2.19336621 -0.13273058  0.        ]",[-0.22016776 -0.0791598 ],[-1.05433094  4.76682654]
2,-0.32222981296,"[[-0.07734848  0.1676583  -0.11280114  0.01283778]
 [-4.38275648  7.84584439  0.          0.        ]]",[-0.57469845  5.32592106],-3.44083,"[ 1.20341037  2.65621014 -0.02565846 -0.10957038 -0.98486171  0.11019157
  1.43816925  0.61925521  2.18828073 -0.10742749  0.        ]",[-0.22016776 -0.0791598 ],[-1.4594701   5.40729102]
3,-0.319729301479,"[[ -0.20383964   0.36275908  -0.11280114   0.01283778]
 [ -8.25348662  11.65152305   0.           0.        ]]",[-0.67496938  5.9507184 ],-3.35613,"[ 1.1791203   2.57619588 -0.21217242  0.70572751 -0.98486135  0.11019155
  1.33190696  1.09929738  2.16809102 -0.15194232  0.        ]",[-0.22016776 -0.0791598 ],[-0.24251081  6.12711329]
4,-0.312946565656,"[[ -3.76911884e-01   6.33204495e-01  -1.12801144e-01   1.28377773e-02]
 [ -9.05107154e+00   1.53805685e+01   0.00000000e+00   0.00000000e+00]]",[-0.58731288  6.50001717],-3.13628,"[ 1.11125596  2.37437474 -0.45898075  1.73308727 -0.98486098  0.11019152
  1.31001052  1.56967256  2.11476431 -0.20582864  0.        ]",[-0.22016776 -0.0791598 ],[-1.06199251  7.51124438]
5,-0.298967869996,"[[ -5.95846144e-01   9.77497899e-01  -1.12801144e-01   1.28377773e-02]
 [ -1.28298602e+01   1.90364854e+01   0.00000000e+00   0.00000000e+00]]",[-0.02767122  6.7461319 ],-2.92835,"[ 0.97120854  1.98724623 -0.74682713  2.76258619 -0.98486061  0.1101915
  1.20627243  2.03082235  2.00645484 -0.26095837  0.        ]",[-0.22016776 -0.0791598 ],[-0.01797879  7.3627269 ]
6,-0.274668980213,"[[ -8.50624097e-01   1.39416724e+00  -1.12801144e-01   1.28377773e-02]
 [ -1.26484482e+01   2.26184984e+01   0.00000000e+00   0.00000000e+00]]",[-0.14067027  6.90907812],-2.61496,"[ 0.74062096  1.38644752 -1.03068623  3.43630846 -0.98486024  0.11019148
  1.21125209  2.48264834  1.82198436 -0.28868329  0.        ]",[-0.22016776 -0.0791598 ],[ 0.7686689  7.2764515]
7,-0.237429665682,"[[ -1.07056543e+00   1.88176053e+00  -1.12801144e-01   1.28377773e-02]
 [ -9.35629181e+00   2.61292438e+01   0.00000000e+00   0.00000000e+00]]",[-0.94896758  6.74954319],-2.17152,"[ 0.49395402  0.6316021  -1.21812383  3.29576735 -0.98485988  0.11019146
  1.30162962  2.9254824   1.55083982 -0.19756308  0.        ]",[-0.22016776 -0.0791598 ],[-1.315499    7.37603358]
8,-0.185799775026,"[[ -1.29554524e+00   2.43888134e+00  -1.12801144e-01   1.28377773e-02]
 [ -1.31292756e+01   2.95712806e+01   0.00000000e+00   0.00000000e+00]]",[-2.28307676  6.25555897],-1.59471,"[ 0.20895606 -0.08473555 -1.34461981  1.96969654 -0.98485951  0.11019144
  1.19805094  3.35964653  1.17130291 -0.09262682  0.        ]",[-0.22016776 -0.0791598 ],[-1.56239365  6.08361318]
9,-0.121592848391,"[[ -1.59524386e+00   3.06415602e+00  -1.12801144e-01   1.28377773e-02]
 [ -1.68286168e+01   2.69224498e+01   0.00000000e+00   0.00000000e+00]]",[-3.91787148  5.6475358 ],-0.771248,"[-0.19725144 -0.45129229 -1.4002697  -0.497809   -0.98485914  0.11019142
  1.09649403  3.02552291  0.69410395 -0.04312553  0.        ]",[-0.22016776 -0.0791598 ],[-3.44818718  5.71389174]
10,-0.104621793954,"[[ -1.96821447e+00   3.24552618e+00  -1.12801144e-01   1.28377773e-02]
 [ -2.04559968e+01  -1.06118436e+00   0.00000000e+00   0.00000000e+00]]",[-2.68437386  4.85922003],-0.959943,"[-0.69445466 -0.44753196 -1.28457243 -1.28328247 -0.98485877  0.1101914
  0.99691273 -0.5042668   0.56797256 -0.00758986  0.        ]",[-0.22016776 -0.0791598 ],[-3.87002834  5.05203075]
11,-0.11770431399,"[[ -2.41299903e+00   3.17370069e+00  -1.12801144e-01   1.28377773e-02]
 [ -2.40105410e+01  -4.42717162e+00   0.00000000e+00   0.00000000e+00]]",[-2.27704     4.62114429],-1.29839,"[-1.18682896 -0.45518049 -0.90271734 -0.97255491 -0.98485841  0.11019138
  0.89933103 -0.92884425  0.66511899 -0.04296415  0.        ]",[-0.22016776 -0.0791598 ],[-1.51128193  3.81719207]
12,-0.124490647009,"[[ -2.92816530e+00   3.09625144e+00  -1.12801144e-01   1.28377773e-02]
 [ -2.74944545e+01  -3.11623680e+00   0.00000000e+00   0.00000000e+00]]",[-2.16756845  4.2720933 ],-1.35785,"[-1.50385769 -0.45437754 -0.22614695 -0.63674083 -0.98485804  0.11019136
  0.80368838 -0.76348576  0.70875951 -0.15107631  0.        ]",[-0.22016776 -0.0791598 ],[-1.78394597  5.41303908]
13,-0.12077533933,"[[ -3.51231718e+00   3.04894824e+00  -1.12801144e-01   1.28377773e-02]
 [ -3.09093549e+01  -1.69512053e+00   0.00000000e+00   0.00000000e+00]]",[-2.08136129  3.68272591],-1.66614,"[-1.44181426 -0.44926767  0.62938457 -0.43208912 -0.98485767  0.11019133
  0.70994036 -0.5842293   0.66761275 -0.24145085  0.        ]",[-0.22016776 -0.0791598 ],[-3.03958173  3.63525733]
14,-0.110123005279,"[[ -4.16408902e+00   3.02460454e+00  -1.12801144e-01   1.28377773e-02]
 [ -3.42566797e+01  -8.26208623e-01   0.00000000e+00   0.00000000e+00]]",[-1.84757888  2.90984821],-1.76757,"[-0.8784703  -0.44527639  1.36125724 -0.32709002 -0.9848573   0.11019131
  0.61804749 -0.47462665  0.5831194  -0.25600773  0.        ]",[-0.22016776 -0.0791598 ],[-1.1473077  2.7049439]
15,-0.0992798553188,"[[ -4.88214281e+00   3.01308474e+00  -1.12801144e-01   1.28377773e-02]
 [ -3.75377697e+01  -3.78831302e-01   0.00000000e+00   0.00000000e+00]]",[-1.82481837  2.59582186],-1.8488,"[ 0.06792777 -0.44306596  1.55828356 -0.27750357 -0.98485694  0.11019129
  0.52797296 -0.4181954   0.51389214 -0.18508841  0.        ]",[-0.22016776 -0.0791598 ],[-0.56350678  3.82284142]
16,-0.0970489975653,"[[ -5.64782729e+00   3.00789867e+00  -1.12801144e-01   1.28377773e-02]
 [ -3.90257218e+01  -1.67069398e-01   0.00000000e+00   0.00000000e+00]]",[-2.17743969  3.13325453],-2.2299,"[ 0.93992588 -0.44200345  0.97388176 -0.25520407 -0.98485657  0.11019127
  0.48712472 -0.39148415  0.50998739 -0.06973799  0.        ]",[-0.22016776 -0.0791598 ],[-2.45792773  4.86377511]
17,-0.106639108234,"[[ -6.46031501e+00   3.00563985e+00  -1.12801144e-01   1.28377773e-02]
 [ -4.22124317e+01  -7.17249159e-02   0.00000000e+00   0.00000000e+00]]",[-2.5941329   4.39574814],-2.02551,"[ 1.18605506 -0.44152756 -0.17308845 -0.2454962  -0.9848562   0.11019125
  0.39964118 -0.37945753  0.58260924  0.01707693  0.        ]",[-0.22016776 -0.0791598 ],[-3.12556126  4.91802494]
