timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.24312621573,"[[ 0.02114518 -0.0645812  -0.03322572  0.00093458]
 [-0.00126539  0.00072838  0.          0.        ]]",[ 0.54115647  3.75448442],-2.94818,"[ 1.20724403  2.67639399  0.12136838 -1.11469109 -0.28718483 -0.00405324
  1.56087766 -0.37023385  1.58982867 -0.03402423  0.        ]",[-0.22256777 -0.08307945],[-0.24403606  1.9376834 ]
1,-0.243212587924,"[[  1.14187720e-02  -2.48351730e-02  -3.32257172e-02   9.34581754e-04]
 [ -9.68151500e-01   3.96067606e+00   0.00000000e+00   0.00000000e+00]]",[ 0.03668237  4.07635117],-2.8861,"[ 1.20746063  2.6791746   0.10687642 -0.94239449 -0.28718477 -0.00405324
  1.53432872  0.1293151   1.59064218 -0.01334579  0.        ]",[-0.22256777 -0.08307945],[ 0.21732076  3.3587722 ]
2,-0.242924000953,"[[  8.58328866e-04   9.33160143e-02  -3.32257172e-02   9.34581754e-04]
 [ -9.08042994e-02   7.84151009e+00   0.00000000e+00   0.00000000e+00]]",[-0.65162545  4.6447401 ],-2.77911,"[ 1.20754897  2.67283308  0.09114001 -0.43026974 -0.28718471 -0.00405324
  1.5584172   0.61888379  1.58714404  0.08228002  0.        ]",[-0.22256777 -0.08307945],[-1.11896015  3.96941311]
3,-0.24079073501,"[[ -4.06448241e-02   2.88331733e-01  -3.32257172e-02   9.34581754e-04]
 [ -4.04633635e+00   1.16473643e+01   0.00000000e+00   0.00000000e+00]]",[-1.29302895  5.2562747 ],-2.72464,"[ 1.20641636  2.61493332  0.02931027  0.39933358 -0.28718465 -0.00405324
  1.44980863  1.09899351  1.56521436  0.19316206  0.        ]",[-0.22256777 -0.08307945],[-0.87680234  5.62832137]
4,-0.234726759009,"[[ -1.55583794e-01   5.58705494e-01  -3.32257172e-02   9.34581754e-04]
 [ -7.43628603e+00   1.53775445e+01   0.00000000e+00   0.00000000e+00]]",[-1.43198609  5.64379168],-2.70616,"[ 1.19098449  2.44126033 -0.14104985  1.46571606 -0.2871846  -0.00405324
  1.35672949  1.56955633  1.51629714  0.23538102  0.        ]",[-0.22256777 -0.08307945],[-0.8175786   4.57826791]
5,-0.221854011611,"[[ -3.35299510e-01   9.02938261e-01  -3.32257172e-02   9.34581754e-04]
 [ -1.05250418e+01   1.90334768e+01   0.00000000e+00   0.00000000e+00]]",[-1.12767768  5.94425488],-2.47043,"[ 1.13118139  2.08281749 -0.40047979  2.57256289 -0.28718454 -0.00405324
  1.2719204   2.0307517   1.4212644   0.22275308  0.        ]",[-0.22256777 -0.08307945],[-0.67196234  5.59160332]
6,-0.198950048934,"[[ -5.70399415e-01   1.31955695e+00  -3.32257172e-02   9.34581754e-04]
 [ -1.29768293e+01   2.26163596e+01   0.00000000e+00   0.00000000e+00]]",[-1.08573484  6.12458038],-2.15237,"[ 0.99044708  1.50165667 -0.7147791   3.36866709 -0.28718448 -0.00405324
  1.20460073  2.48273018  1.25441829  0.17547874  0.        ]",[-0.22256777 -0.08307945],[-1.1259573   6.31327642]
7,-0.163222438908,"[[ -8.67077378e-01   1.80711789e+00  -3.32257172e-02   9.34581754e-04]
 [ -1.66787841e+01   2.61278842e+01   0.00000000e+00   0.00000000e+00]]",[-1.79792142  6.18266439],-1.74875,"[ 0.72354945  0.74486124 -1.04629938  3.38428468 -0.28718442 -0.00405323
  1.10295512  2.92570447  0.99341801  0.10150587  0.        ]",[-0.22256777 -0.08307945],[-2.00095219  6.94456381]
8,-0.113269525031,"[[ -1.23706778e+00   2.36420389e+00  -3.32257172e-02   9.34581754e-04]
 [ -2.03082645e+01   2.95691672e+01   0.00000000e+00   0.00000000e+00]]",[-3.04461241  5.82125902],-1.23655,"[ 0.28542615 -0.00548579 -1.31808421  2.20920195 -0.28718436 -0.00405323
  1.00329953  3.35981464  0.62496706  0.03288648  0.        ]",[-0.22256777 -0.08307945],[-3.33429508  5.18180322]
9,-0.0510920190852,"[[ -1.67893006e+00   2.98943053e+00  -3.32257172e-02   9.34581754e-04]
 [ -2.38660336e+01   3.29423669e+01   0.00000000e+00   0.00000000e+00]]",[-5.16759443  5.44076443],-0.372591,"[-0.31177297 -0.43770647 -1.39159566 -0.17686565 -0.2871843  -0.00405323
  0.905613    3.78533214  0.1610574   0.05074791  0.        ]",[-0.22256777 -0.08307945],[-4.34717309  7.57450385]
10,-0.0293013956498,"[[ -2.19125209e+00   3.27903443e+00  -3.32257172e-02   9.34581754e-04]
 [ -2.73543051e+01   1.58570135e-01   0.00000000e+00   0.00000000e+00]]",[-2.95623207  4.50084209],-0.890747,"[-0.96107076 -0.44103635 -1.12255283 -1.42918798 -0.28718425 -0.00405323
  0.80983473 -0.35032614 -0.03321756  0.13951967  0.        ]",[-0.22256777 -0.08307945],[-1.1326092   4.99492829]
11,-0.0407237227792,"[[ -2.77263396e+00   3.20726327e+00  -3.32257172e-02   9.34581754e-04]
 [ -3.07724080e+01  -5.03928529e+00   0.00000000e+00   0.00000000e+00]]",[-2.54055452  4.15052462],-1.07499,"[-1.44281217 -0.45244107 -0.44755525 -1.11940584 -0.28718419 -0.00405323
  0.71598314 -1.00603254  0.07792451  0.08407597  0.        ]",[-0.22256777 -0.08307945],[-2.6314672   4.49944053]
12,-0.0425241144909,"[[ -3.42169497e+00   3.11642762e+00  -3.32257172e-02   9.34581754e-04]
 [ -3.41224933e+01  -3.73214427e+00   0.00000000e+00   0.00000000e+00]]",[-2.40539956  3.57004666],-1.35188,"[-1.48165232 -0.4553239   0.50182464 -0.72543815 -0.28718413 -0.00405323
  0.62399914 -0.8411371   0.09652106 -0.05794263  0.        ]",[-0.22256777 -0.08307945],[-2.34755489  4.71293797]
13,-0.0338671269471,"[[ -4.13709099e+00   3.05925995e+00  -3.32257172e-02   9.34581754e-04]
 [ -3.74061650e+01  -2.06575446e+00   0.00000000e+00   0.00000000e+00]]",[-2.30332804  2.83809519],-1.57684,"[-0.90988954 -0.4505096   1.34015398 -0.47774935 -0.28718407 -0.00405323
  0.5338387  -0.63092271  0.01339856 -0.12591761  0.        ]",[-0.22256777 -0.08307945],[-1.44084334  3.62998995]
14,-0.0206868243518,"[[ -4.91750839e+00   3.02946529e+00  -3.32257172e-02   9.34581754e-04]
 [ -4.06248554e+01  -1.01572138e+00   0.00000000e+00   0.00000000e+00]]",[-2.13149977  2.59439659],-1.54171,"[ 0.11554295 -0.4459752   1.54878534 -0.34906994 -0.28718401 -0.00405323
  0.44546248 -0.49846144 -0.07277027 -0.06903712  0.        ]",[-0.22256777 -0.08307945],[-1.07371941  3.16462997]
15,-0.0195358435057,"[[ -5.76166068e+00   3.01526746e+00  -3.32257172e-02   9.34581754e-04]
 [ -4.37798652e+01  -4.68189533e-01   0.00000000e+00   0.00000000e+00]]",[-2.17453408  3.01167583],-1.59984,"[ 1.02524607 -0.44332762  0.83226454 -0.28789589 -0.28718395 -0.00405323
  0.35883476 -0.42939046 -0.07914547  0.05609477  0.        ]",[-0.22256777 -0.08307945],[-2.5425915   3.56159281]
16,-0.0342679146827,"[[ -6.66828679e+00   3.00884755e+00  -3.32257172e-02   9.34581754e-04]
 [ -4.68724427e+01  -2.07208038e-01   0.00000000e+00   0.00000000e+00]]",[-2.76511049  4.15859556],-1.27233,"[ 1.10711318 -0.44202743 -0.46992216 -0.26026991 -0.2871839  -0.00405323
  0.27392126 -0.39646768  0.00939337  0.13970893  0.        ]",[-0.22256777 -0.08307945],[-4.18312883  4.85982753]
17,-0.0471144134936,"[[ -7.63615034e+00   3.00604282e+00  -3.32257172e-02   9.34581754e-04]
 [ -4.99038120e+01  -8.91800261e-02   0.00000000e+00   0.00000000e+00]]",[-2.61546373  4.83029747],-0.864957,"[ 0.13258575 -0.44143924 -1.3650846  -0.24820799 -0.28718384 -0.00405323
  0.19068836 -0.38157842  0.12431639  0.09617859  0.        ]",[-0.22256777 -0.08307945],[-3.28002192  6.48220862]
18,-0.0503778349853,"[[ -8.66403925e+00   3.00484685e+00  -3.32257172e-02   9.34581754e-04]
 [ -5.28751778e+01  -3.76117310e-02   0.00000000e+00   0.00000000e+00]]",[-2.69431782  4.63308716],-1.10138,"[-1.15706033 -0.44118466 -0.93753931 -0.24306604 -0.28718378 -0.00405323
  0.109103   -0.37507302  0.15600212 -0.0519156   0.        ]",[-0.22256777 -0.08307945],[-2.84163174  4.00887563]
19,-0.0410835755325,"[[ -9.75076533e+00   3.00434594e+00  -3.32257172e-02   9.34581754e-04]
 [ -5.57877242e+01  -1.56225989e-02   0.00000000e+00   0.00000000e+00]]",[-2.69248939  3.64572835],-1.30051,"[-1.46287561 -0.44107731  0.56707866 -0.24091262 -0.28718372 -0.00405323
  0.02913265 -0.37229902  0.05821564 -0.16256857  0.        ]",[-0.22256777 -0.08307945],[-4.07634227  5.42665841]
20,-0.0222482101192,"[[ -1.08951638e+01   3.00413897e+00  -3.32257172e-02   9.34581754e-04]
 [ -5.86426139e+01  -6.41426166e-03   0.00000000e+00   0.00000000e+00]]",[-2.32351255  2.5717814 ],-1.53973,"[-0.30123734 -0.44103279  1.5725181  -0.24002289 -0.28718366 -0.00405323
 -0.04925461 -0.37113731 -0.07379026 -0.10303213  0.        ]",[-0.22256777 -0.08307945],[-0.72000594  2.4933189 ]
21,-0.0200873531511,"[[ -1.20849704e+01   3.00405434e+00  -3.32257172e-02   9.34581754e-04]
 [ -6.03324101e+01  -2.60956662e-03   0.00000000e+00   0.00000000e+00]]",[-2.06116295  2.90586948],-1.59404,"[ 1.05169482 -0.44101451  0.77983762 -0.23965907 -0.2871836  -0.00405322
 -0.09565166 -0.37065727 -0.07993914  0.07153819  0.        ]",[-0.22256777 -0.08307945],[-2.40140249  3.37181415]
22,-0.040393891787,"[[ -1.33193600e+01   3.00401999e+00  -3.32257172e-02   9.34581754e-04]
 [ -6.30973320e+01  -1.05733376e-03   0.00000000e+00   0.00000000e+00]]",[-2.54627228  4.47893906],-1.08393,"[ 0.83680891 -0.44100702 -0.92914486 -0.23951135 -0.28718355 -0.00405322
 -0.17156866 -0.37046138  0.05898483  0.14187853  0.        ]",[-0.22256777 -0.08307945],[-2.59621168  6.76638579]
23,-0.0507366421107,"[[ -1.46084988e+01   3.00400607e+00  -3.32257172e-02   9.34581754e-04]
 [ -6.58075185e+01  -4.29295295e-04   0.00000000e+00   0.00000000e+00]]",[-2.6601243   4.86395931],-1.05672,"[ -7.86455142e-01  -4.41003930e-01  -1.23781842e+00  -2.39451467e-01
  -2.87183487e-01  -4.05322278e-03  -2.45982778e-01  -3.70382074e-01
   1.60991997e-01  -3.02180641e-04   0.00000000e+00]",[-0.22256777 -0.08307945],[-2.25379114  4.0377092 ]
24,-0.0421957477702,"[[ -1.59513030e+01   3.00400039e+00  -3.32257172e-02   9.34581754e-04]
 [ -6.84640529e+01  -1.77128873e-04   0.00000000e+00   0.00000000e+00]]",[-2.76506495  3.81685567],-1.36921,"[-1.49469519 -0.44100261  0.44891002 -0.239427   -0.28718343 -0.00405322
 -0.31892375 -0.37035018  0.06852205 -0.15966378  0.        ]",[-0.22256777 -0.08307945],[-3.71480382  3.17521631]
25,-0.0196681275848,"[[ -1.73467103e+01   3.00399801e+00  -3.32257172e-02   9.34581754e-04]
 [ -7.10679974e+01  -7.65759565e-05   0.00000000e+00   0.00000000e+00]]",[-2.19763327  2.48663568],-1.48215,"[-0.07066261 -0.441002    1.57658451 -0.23941671 -0.28718337 -0.00405322
 -0.39042075 -0.37033742 -0.0854007  -0.08070327  0.        ]",[-0.22256777 -0.08307945],[-2.9358511   1.73740793]
26,-0.027111389403,"[[ -1.87936793e+01   3.00399693e+00  -3.32257172e-02   9.34581754e-04]
 [ -7.36203931e+01  -3.67562411e-05   0.00000000e+00   0.00000000e+00]]",[-2.22045112  3.33624887],-1.57472,"[ 1.20540906 -0.44100167  0.17308372 -0.23941205 -0.28718331 -0.00405322
 -0.46050235 -0.37033232 -0.0417843   0.11903572  0.        ]",[-0.22256777 -0.08307945],[-2.35982811  1.72256218]
27,-0.0480631878788,"[[ -2.02911892e+01   3.00399638e+00  -3.32257172e-02   9.34581754e-04]
 [ -7.61222604e+01  -2.11187471e-05   0.00000000e+00   0.00000000e+00]]",[-2.53961682  4.91416407],-0.923553,"[ 0.01285847 -0.44100145 -1.38788637 -0.23940962 -0.28718325 -0.00405322
 -0.52919656 -0.37033027  0.13349004  0.08585256  0.        ]",[-0.22256777 -0.08307945],[-3.24830297  5.37203638]
28,-0.0466827278895,"[[ -2.18382395e+01   3.00399603e+00  -3.32257172e-02   9.34581754e-04]
 [ -7.85745996e+01  -1.50562372e-05   0.00000000e+00   0.00000000e+00]]",[-2.89954734  4.36519241],-1.29001,"[-1.51909571 -0.44100128 -0.13711003 -0.23940806 -0.2871832  -0.00405322
 -0.59653086 -0.37032942  0.1137772  -0.13074254  0.        ]",[-0.22256777 -0.08307945],[-2.73742141  4.31290373]
29,-0.0226856456803,"[[ -2.34338495e+01   3.00399575e+00  -3.32257172e-02   9.34581754e-04]
 [ -8.09783912e+01  -1.27626454e-05   0.00000000e+00   0.00000000e+00]]",[-2.25690746  2.54864025],-1.48181,"[-0.33895324 -0.44100112  1.56781434 -0.23940683 -0.28718314 -0.00405322
 -0.66253216 -0.37032905 -0.07172169 -0.10646286  0.        ]",[-0.22256777 -0.08307945],[-2.23032478  1.16383752]
30,-0.0271148784129,"[[ -2.50770579e+01   3.00399551e+00  -3.32257172e-02   9.34581754e-04]
 [ -8.33345963e+01  -1.19410916e-05   0.00000000e+00   0.00000000e+00]]",[-2.13209772  3.30398703],-1.54584,"[ 1.20542411 -0.44100097  0.17279597 -0.23940573 -0.28718308 -0.00405322
 -0.72722683 -0.37032887 -0.04176328  0.11905409  0.        ]",[-0.22256777 -0.08307945],[-2.41579501  5.02685988]
31,-0.0493573137129,"[[ -2.67669224e+01   3.00399527e+00  -3.32257172e-02   9.34581754e-04]
 [ -8.56441569e+01  -1.16868492e-05   0.00000000e+00   0.00000000e+00]]",[-2.61909199  5.05984449],-1.03569,"[-0.25063636 -0.44100082 -1.39730685 -0.23940467 -0.28718302 -0.00405322
 -0.79064076 -0.37032876  0.14698816  0.06059593  0.        ]",[-0.22256777 -0.08307945],[-2.28272677  4.03843666]
32,-0.0423935853663,"[[ -2.85025194e+01   3.00399504e+00  -3.32257172e-02   9.34581754e-04]
 [ -8.79079963e+01  -1.16450886e-05   0.00000000e+00   0.00000000e+00]]",[-2.83715224  3.93399119],-1.36159,"[-1.49954898 -0.44100067  0.42695217 -0.23940362 -0.28718296 -0.00405322
 -0.85279927 -0.37032868  0.07040719 -0.15897025  0.        ]",[-0.22256777 -0.08307945],[-2.90135942  4.35693663]
33,-0.0159837069508,"[[ -3.02829435e+01   3.00399480e+00  -3.32257172e-02   9.34581754e-04]
 [ -9.01270199e+01  -1.16773630e-05   0.00000000e+00   0.00000000e+00]]",[-1.98048115  2.41594505],-1.51462,"[ 0.41761318 -0.44100052  1.43947225 -0.23940257 -0.2871829  -0.00405322
 -0.91372723 -0.3703286  -0.09879002 -0.02564151  0.        ]",[-0.22256777 -0.08307945],[-2.26358515  3.03621067]
34,-0.0395085099262,"[[ -3.21073073e+01   3.00399457e+00  -3.32257172e-02   9.34581754e-04]
 [ -9.23021146e+01  -1.17300805e-05   0.00000000e+00   0.00000000e+00]]",[-2.29996514  4.41556787],-1.33076,"[ 0.89264793 -0.44100037 -0.86026739 -0.23940151 -0.28718284 -0.00405321
 -0.97344899 -0.37032853  0.0511109   0.14367305  0.        ]",[-0.22256777 -0.08307945],[-0.4466282   4.56418334]
35,-0.0498629597268,"[[ -3.39527584e+01   3.00399439e+00  -3.32257172e-02   9.34581754e-04]
 [ -9.22431910e+01  -6.77594676e-06   0.00000000e+00   0.00000000e+00]]",[-2.89970756  4.89006519],-1.03108,"[-1.29187548 -0.44100023 -0.75739208 -0.23940067 -0.28718279 -0.00405321
 -0.97183075 -0.37032782  0.1493983  -0.07539073  0.        ]",[-0.22256777 -0.08307945],[-3.14955422  6.25136754]
36,-0.0257583206828,"[[ -3.58190253e+01   3.00399424e+00  -3.32257172e-02   9.34581754e-04]
 [ -9.43763930e+01  -8.27846715e-06   0.00000000e+00   0.00000000e+00]]",[-2.2820034   2.68492651],-1.49561,"[-0.58117953 -0.4410001   1.50931444 -0.23939999 -0.28718273 -0.00405321
 -1.03040221 -0.37032794 -0.05556726 -0.12701812  0.        ]",[-0.22256777 -0.08307945],[-1.82992128  1.75008911]
37,-0.028590064697,"[[ -3.77275326e+01   3.00399406e+00  -3.32257172e-02   9.34581754e-04]
 [ -9.64673652e+01  -9.91816816e-06   0.00000000e+00   0.00000000e+00]]",[-2.07936549  3.445503  ],-1.61878,"[ 1.20699622 -0.44099996  0.0475157  -0.23939916 -0.28718267 -0.00405321
 -1.0878141  -0.37032806 -0.03241749  0.12590305  0.        ]",[-0.22256777 -0.08307945],[-1.3296807   3.70208324]
38,-0.0506465270788,"[[ -3.96774440e+01   3.00399385e+00  -3.32257172e-02   9.34581754e-04]
 [ -9.85169436e+01  -1.09313186e-05   0.00000000e+00   0.00000000e+00]]",[-2.78366733  5.2052269 ],-1.07847,"[-0.70729429 -0.44099982 -1.27825558 -0.23939821 -0.28718261 -0.00405321
 -1.14408938 -0.37032811  0.16019958  0.00959018  0.        ]",[-0.22256777 -0.08307945],[-2.13985178  3.91409297]
39,-0.0333052718583,"[[ -4.16679399e+01   3.00399362e+00  -3.32257172e-02   9.34581754e-04]
 [ -1.00525948e+02  -1.14603061e-05   0.00000000e+00   0.00000000e+00]]",[-2.54008389  3.17939472],-1.48452,"[-1.09203931 -0.44099967  1.18671375 -0.2393972  -0.28718255 -0.00405321
 -1.19925055 -0.3703281  -0.00651153 -0.15972557  0.        ]",[-0.22256777 -0.08307945],[-2.18854172  2.33825838]
40,-0.0231906396914,"[[ -4.36982168e+01   3.00399339e+00  -3.32257172e-02   9.34581754e-04]
 [ -1.02495181e+02  -1.17136427e-05   0.00000000e+00   0.00000000e+00]]",[-1.94517732  3.010988  ],-1.63252,"[ 1.15258735 -0.44099952  0.50751609 -0.23939615 -0.28718249 -0.00405321
 -1.25331964 -0.37032805 -0.06437233  0.0960071   0.        ]",[-0.22256777 -0.08307945],[-2.24857764  3.90895702]
41,-0.0500874680224,"[[ -4.57674872e+01   3.00399315e+00  -3.32257172e-02   9.34581754e-04]
 [ -1.04425430e+02  -1.18258171e-05   0.00000000e+00   0.00000000e+00]]",[-2.70724034  5.25127506],-0.960722,"[-0.45552867 -0.44099937 -1.36618296 -0.23939509 -0.28718244 -0.00405321
 -1.30631829 -0.37032799  0.15459369  0.03890132  0.        ]",[-0.22256777 -0.08307945],[-1.68483188  6.49246002]
