timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.0700162446801,"[[-0.04791336  0.08403962  0.16621988 -0.05560584]
 [-0.00119898 -0.00195973  0.          0.        ]]",[-0.9549334   3.21027517],-0.580172,"[ 1.20675003  2.61563971  0.02513731 -0.46137965  1.42722819 -0.48468157
  1.48572921 -0.36931311  0.10924939  0.47593774  0.        ]",[-0.14952423 -0.11531138],[-0.79804702  2.46414434]
1,-0.0680909516618,"[[-0.07962746  0.12374095  0.16621988 -0.05560584]
 [-3.15969055  3.95888656  0.          0.        ]]",[-0.97399223  3.26100659],-0.52044,"[ 1.20397544  2.6092756  -0.02200899 -0.29594425  1.42722688 -0.48468139
  1.39676438  0.13310716  0.10749475  0.45598048  0.        ]",[-0.14952423 -0.11531138],[-0.936232    2.99372685]
2,-0.061263723166,"[[-0.17936911  0.2418741   0.16621988 -0.05560584]
 [-6.80235027  7.84147487  0.          0.        ]]",[-0.94216824  3.36965036],-0.51178,"[ 1.18630415  2.57612307 -0.16928833  0.19048695  1.42722557 -0.48468121
  1.29416248  0.62560058  0.0971753   0.38730946  0.        ]",[-0.14952423 -0.11531138],[-0.3514631   3.38489358]
3,-0.0517427899126,"[[ -0.32803125   0.43687792   0.16621988  -0.05560584]
 [ -8.05967802  11.64620977   0.           0.        ]]",[-1.16665339  3.63220978],-0.352301,"[ 1.13514068  2.4760225  -0.3834632   0.95970383  1.42722427 -0.48468102
  1.25874702  1.10821816  0.06637572  0.30611263  0.        ]",[-0.14952423 -0.11531138],[-2.21506539  4.64254636]
4,-0.0378293201813,"[[ -0.52733318   0.70722833   0.16621988  -0.05560584]
 [-11.85792842  15.37632952   0.           0.        ]]",[-1.44221163  3.87447214],-0.523978,"[ 1.02187567  2.25068    -0.65317333  1.9091941   1.42722296 -0.48468084
  1.15176295  1.58137009 -0.00297811  0.21557546  0.        ]",[-0.14952423 -0.11531138],[-1.16431591  4.06673894]
5,-0.0147412742326,"[[ -0.801851     1.05143488   0.16621988  -0.05560584]
 [-15.5815711   19.03201503   0.           0.        ]]",[-1.92613316  4.13036537],-0.477097,"[ 0.79023839  1.84321706 -0.97407385  2.82428107  1.42722165 -0.48468066
  1.04688047  2.04507855 -0.13989386  0.09288607  0.        ]",[-0.14952423 -0.11531138],[-1.92343232  3.56604782]
6,-0.0209316780417,"[[ -1.15011066   1.4680204    0.16621988  -0.05560584]
 [-19.23240112  22.61442669   0.           0.        ]]",[-2.68905425  4.37003994],-0.270261,"[ 0.39635302  1.235159   -1.26331913  3.35464906  1.42722034 -0.48468048
  0.944049    2.49948975 -0.36773181 -0.01364827  0.        ]",[-0.14952423 -0.11531138],[-3.43211021  5.01106092]
7,-0.0643269618034,"[[ -1.57067205   1.95553239   0.16621988  -0.05560584]
 [-22.81196137  26.12492292   0.           0.        ]]",[-3.8906002   4.69181728],-0.271655,"[-0.16397225  0.49710052 -1.3932057   3.07046076  1.42721904 -0.4846803
  0.84322504  2.9447749  -0.68845758 -0.02941856  0.        ]",[-0.14952423 -0.11531138],[-3.2728191   3.72179129]
8,-0.11539129352,"[[ -2.06212048   2.51255038   0.16621988  -0.05560584]
 [-26.32119514  29.56540679   0.           0.        ]]",[-5.192698    4.87461233],-0.0108724,"[-0.81166287 -0.17202945 -1.21698716  1.65208937  1.42721773 -0.48468012
  0.744382    3.38117413 -1.05915899  0.13139074  0.        ]",[-0.14952423 -0.11531138],[-3.83871975  4.79189307]
9,-0.168442676922,"[[ -2.62305202   3.13769951   0.16621988  -0.05560584]
 [-29.76052405  26.61063222   0.           0.        ]]",[-5.40851212  4.66948128],0.417421,"[-1.35618663 -0.46761908 -0.64182206 -0.79676906  1.42721642 -0.48467994
  0.647508    3.00636462 -1.3768687   0.52307237  0.        ]",[-0.14952423 -0.11531138],[-5.75061897  4.47278435]
10,-0.172072931162,"[[ -3.25209118   3.29728222   0.16621988  -0.05560584]
 [-33.13182176  -2.40920385   0.           0.        ]]",[-4.94731045  4.70962143],-0.190621,"[-1.52823434 -0.44895148  0.2607646  -1.46275942  1.42721512 -0.48467976
  0.55255024 -0.67466719 -1.36558961  0.63535104  0.        ]",[-0.14952423 -0.11531138],[-4.80942546  4.57170053]
11,-0.163394332885,"[[ -3.94787543   3.20185223   0.16621988  -0.05560584]
 [-36.43551689  -5.37755915   0.           0.        ]]",[-4.79144716  4.37875319],-0.743503,"[-1.11414022 -0.46482737  1.1716311  -1.0654031   1.42721381 -0.48467958
  0.45949663 -1.05118874 -1.35553116  0.46340734  0.        ]",[-0.14952423 -0.11531138],[-4.8259962  3.2943944]
12,-0.175659419639,"[[ -4.70907352   3.10997217   0.16621988  -0.05560584]
 [-39.67346809  -3.63351352   0.           0.        ]]",[-4.69012165  4.07948208],-0.691026,"[-0.16869009 -0.46685828  1.58617488 -0.68061628  1.4272125  -0.4846794
  0.36829482 -0.82996416 -1.46786145  0.39613303  0.        ]",[-0.14952423 -0.11531138],[-4.48344315  4.25822597]
13,-0.188245895159,"[[ -5.53438635   3.0552392    0.16621988  -0.05560584]
 [-42.84723855  -1.94732218   0.           0.        ]]",[-4.50764322  4.09496784],-0.591753,"[ 0.84119967 -0.46187565  1.11061145 -0.45172198  1.42721119 -0.48467922
  0.27890077 -0.61607827 -1.54247245  0.48683336  0.        ]",[-0.14952423 -0.11531138],[-3.97431422  3.96239271]
14,-0.186993500227,"[[ -6.42254445   3.02737873   0.16621988  -0.05560584]
 [-45.95821181  -0.9418718    0.           0.        ]]",[-4.30422592  4.47461987],-0.562536,"[ 1.1950177  -0.45756801 -0.11044335 -0.33558154  1.42720989 -0.48467904
  0.19127549 -0.4885413  -1.49776724  0.60283704  0.        ]",[-0.14952423 -0.11531138],[-3.14511326  3.48971445]
15,-0.172922740959,"[[ -7.37230453   3.01427541   0.16621988  -0.05560584]
 [-49.00763977  -0.42984919   0.           0.        ]]",[-4.31585503  4.89028263],0.0381684,"[ 0.4716751  -0.45512997 -1.22370741 -0.28108105  1.42720858 -0.48467886
  0.10538374 -0.42359341 -1.38226807  0.61006319  0.        ]",[-0.14952423 -0.11531138],[-4.55650321  4.96931254]
16,-0.159233970864,"[[ -8.38244777   3.0083995    0.16621988  -0.05560584]
 [-51.9967262   -0.18897724   0.           0.        ]]",[-4.71812439  4.93012238],0.361066,"[-0.85615035 -0.45395115 -1.18998321 -0.25667051  1.42720727 -0.48467868
  0.0211916  -0.39303975 -1.31567169  0.48678421  0.        ]",[-0.14952423 -0.11531138],[-5.22006481  6.72825123]
17,-0.162751719987,"[[ -9.45177918   3.00584712   0.16621988  -0.05560584]
 [-54.92665321  -0.08094812   0.           0.        ]]",[-5.20837593  4.71615028],-0.150655,"[-1.5361038  -0.45342254  0.136708   -0.24607294  1.42720597 -0.4846785
 -0.06133423 -0.37933661 -1.37918794  0.35101434  0.        ]",[-0.14952423 -0.11531138],[-5.2573297   5.41570904]
18,-0.181092958234,"[[ -1.05791273e+01   3.00476330e+00   1.66219878e-01  -5.56058361e-02]
 [ -5.77985848e+01  -3.40192257e-02   0.00000000e+00   0.00000000e+00]]",[-5.14318466  4.25784159],-0.48962,"[-0.71932008 -0.45319496  1.45886151 -0.24157394  1.42720466 -0.48467832
 -0.14222653 -0.37338376 -1.51732916  0.3584412   0.        ]",[-0.14952423 -0.11531138],[-6.01672804  5.0355294 ]
19,-0.192727902204,"[[ -1.17633436e+01   3.00431079e+00   1.66219878e-01  -5.56058361e-02]
 [ -6.06136653e+01  -1.40922353e-02   0.00000000e+00   0.00000000e+00]]",[-4.63081121  4.08618927],-0.590094,"[ 0.7890808  -0.45309932  1.16826573 -0.23969569  1.42720335 -0.48467814
 -0.22151752 -0.37085598 -1.56883707  0.51803126  0.        ]",[-0.14952423 -0.11531138],[-4.43517506  3.79596647]
20,-0.183161969253,"[[ -1.30033024e+01   3.00412427e+00   1.66219878e-01  -5.56058361e-02]
 [ -6.33730186e+01  -5.77406849e-03   0.00000000e+00   0.00000000e+00]]",[-4.26685095  4.64022732],-0.139864,"[ 1.07938689 -0.4530597  -0.53389332 -0.23892148  1.42720205 -0.48467796
 -0.29923887 -0.36980073 -1.45555007  0.63540911  0.        ]",[-0.14952423 -0.11531138],[-4.60481416  5.16687762]
21,-0.162228440424,"[[ -1.42979002e+01   3.00404812e+00   1.66219878e-01  -5.56058361e-02]
 [ -6.60777471e+01  -2.34753231e-03   0.00000000e+00   0.00000000e+00]]",[-4.61881304  4.9932909 ],0.0616269,"[-0.38379239 -0.45304342 -1.37400351 -0.23860537  1.42720074 -0.48467778
 -0.37542162 -0.36936596 -1.32193728  0.5392157   0.        ]",[-0.14952423 -0.11531138],[-4.49093731  4.62751662]
22,-0.161655836626,"[[ -1.56460553e+01   3.00401722e+00   1.66219878e-01  -5.56058361e-02]
 [ -6.87289318e+01  -9.50909798e-04   0.00000000e+00   0.00000000e+00]]",[-5.23413277  4.7572155 ],-0.384151,"[-1.5339745  -0.45303671  0.00432377 -0.23847707  1.42719943 -0.4846776
 -0.45009621 -0.36918868 -1.36960801  0.35645579  0.        ]",[-0.14952423 -0.11531138],[-5.29306614  3.02289254]
23,-0.184036054924,"[[ -1.70467075e+01   3.00400470e+00   1.66219878e-01  -5.56058361e-02]
 [ -7.13276326e+01  -3.86597763e-04   0.00000000e+00   0.00000000e+00]]",[-4.98658085  4.1247859 ],-0.672244,"[-0.47977174 -0.45303389  1.5462529  -0.23842501  1.42719812 -0.48467741
 -0.52329249 -0.36911698 -1.536023    0.3766415   0.        ]",[-0.14952423 -0.11531138],[-5.22363496  4.39041066]
24,-0.191789361213,"[[ -1.84988176e+01   3.00399957e+00   1.66219878e-01  -5.56058361e-02]
 [ -7.38748884e+01  -1.60265889e-04   0.00000000e+00   0.00000000e+00]]",[-4.39876986  4.20660686],-0.513919,"[ 1.12476821 -0.45303264  0.60833343 -0.23840367  1.42719682 -0.48467723
 -0.59503971 -0.36908814 -1.54324913  0.57988189  0.        ]",[-0.14952423 -0.11531138],[-4.51136281  4.04923999]
25,-0.17103197792,"[[ -2.00013669e+01   3.00399741e+00   1.66219878e-01  -5.56058361e-02]
 [ -7.63717176e+01  -7.00897135e-05   0.00000000e+00   0.00000000e+00]]",[-4.45656586  4.95768547],-0.0270438,"[ 0.39422504 -0.45303202 -1.26435051 -0.2383946   1.42719551 -0.48467705
 -0.66536655 -0.36907657 -1.36767914  0.60811061  0.        ]",[-0.14952423 -0.11531138],[-5.54285579  3.77550129]
26,-0.15845338511,"[[ -2.15533568e+01   3.00399642e+00   1.66219878e-01  -5.56058361e-02]
 [ -7.88191184e+01  -3.43965759e-05   0.00000000e+00   0.00000000e+00]]",[-5.14170933  4.86842203],-0.0762008,"[-1.40716658 -0.45303165 -0.53505317 -0.23839042  1.4271942  -0.48467687
 -0.73430113 -0.36907192 -1.33532065  0.39692912  0.        ]",[-0.14952423 -0.11531138],[-4.59464595  4.93457661]
27,-0.1813005081,"[[ -2.31538086e+01   3.00399589e+00   1.66219878e-01  -5.56058361e-02]
 [ -8.12180694e+01  -2.03774706e-05   0.00000000e+00   0.00000000e+00]]",[-5.00794458  4.1523037 ],-0.789611,"[-0.70886911 -0.45303137  1.46382125 -0.23838816  1.4271929  -0.48467669
 -0.80187099 -0.36907002 -1.51878591  0.35898136  0.        ]",[-0.14952423 -0.11531138],[-4.85998694  3.37497961]
28,-0.191674612868,"[[ -2.48017630e+01   3.00399555e+00   1.66219878e-01  -5.56058361e-02]
 [ -8.35695297e+01  -1.49336239e-05   0.00000000e+00   0.00000000e+00]]",[-4.35175705  4.18822813],-0.505857,"[ 1.13383454 -0.45303113  0.58059076 -0.23838665  1.42719159 -0.48467651
 -0.86810315 -0.3690692  -1.54160374  0.58221197  0.        ]",[-0.14952423 -0.11531138],[-4.58610861  4.1448522 ]
29,-0.167493150636,"[[ -2.64962795e+01   3.00399527e+00   1.66219878e-01  -5.56058361e-02]
 [ -8.58744394e+01  -1.28629534e-05   0.00000000e+00   0.00000000e+00]]",[-4.58057261  5.01580524],-0.0270011,"[ 0.11828277 -0.45303091 -1.36132438 -0.23838544  1.42719028 -0.48467633
 -0.93302408 -0.36906881 -1.34708179  0.58671954  0.        ]",[-0.14952423 -0.11531138],[-3.53272714  5.06709764]
30,-0.16193604092,"[[ -2.82364364e+01   3.00399502e+00   1.66219878e-01  -5.56058361e-02]
 [ -8.81337201e+01  -1.21090130e-05   0.00000000e+00   0.00000000e+00]]",[-5.26682806  4.74678755],-0.06393,"[-1.53561752 -0.45303069  0.040046   -0.23838433  1.42718898 -0.48467615
 -0.99665972 -0.36906859 -1.37219574  0.35439939  0.        ]",[-0.14952423 -0.11531138],[-5.13854101  6.38429952]
31,-0.189215162302,"[[ -3.00213301e+01   3.00399478e+00   1.66219878e-01  -5.56058361e-02]
 [ -9.03482751e+01  -1.18622967e-05   0.00000000e+00   0.00000000e+00]]",[-4.68433666  3.93204379],-0.685578,"[ 0.07644021 -0.45303048  1.56311567 -0.23838326  1.42718767 -0.48467597
 -1.05903551 -0.36906843 -1.56414332  0.42913548  0.        ]",[-0.14952423 -0.11531138],[-4.94046558  4.3186339 ]
32,-0.183202240889,"[[ -3.18500751e+01   3.00399455e+00   1.66219878e-01  -5.56058361e-02]
 [ -9.25189898e+01  -1.18055007e-05   0.00000000e+00   0.00000000e+00]]",[-4.25280333  4.62117243],-0.285941,"[ 1.08099991 -0.45303026 -0.53013452 -0.23838221  1.42718636 -0.48467579
 -1.12017638 -0.3690683  -1.45583652  0.63546778  0.        ]",[-0.14952423 -0.11531138],[-4.89026932  4.06878552]
33,-0.157874897833,"[[ -3.37218033e+01   3.00399431e+00   1.66219878e-01  -5.56058361e-02]
 [ -9.46467320e+01  -1.18148865e-05   0.00000000e+00   0.00000000e+00]]",[-5.05226517  5.00370693],-0.0833433,"[-1.08457767 -0.45303005 -1.00853228 -0.23838115  1.42718505 -0.48467561
 -1.18010677 -0.36906817 -1.31541823  0.45274914  0.        ]",[-0.14952423 -0.11531138],[-5.0871396   3.65885171]
34,-0.179910797929,"[[ -3.56356636e+01   3.00399408e+00   1.66219878e-01  -5.56058361e-02]
 [ -9.67323525e+01  -1.18425829e-05   0.00000000e+00   0.00000000e+00]]",[-4.96481085  4.12437057],-0.717433,"[-0.81326475 -0.45302983  1.40902885 -0.23838009  1.42718375 -0.48467543
 -1.23885063 -0.36906805 -1.50963175  0.35183735  0.        ]",[-0.14952423 -0.11531138],[-5.05058131  4.15330116]
35,-0.189981313085,"[[ -3.75908221e+01   3.00399384e+00   1.66219878e-01  -5.56058361e-02]
 [ -9.87766851e+01  -1.18703598e-05   0.00000000e+00   0.00000000e+00]]",[-4.25574827  4.26473808],-0.577629,"[ 1.20028648 -0.45302962  0.25749058 -0.23837903  1.42718244 -0.48467525
 -1.29643145 -0.36906793 -1.52059801  0.60555681  0.        ]",[-0.14952423 -0.11531138],[-5.47095035  2.46006015]
36,-0.160498293259,"[[ -3.95864612e+01   3.00399360e+00   1.66219878e-01  -5.56058361e-02]
 [ -1.00780547e+02  -1.18915275e-05   0.00000000e+00   0.00000000e+00]]",[-4.88948917  5.07402515],0.284232,"[-0.59137686 -0.4530294  -1.31918881 -0.23837797  1.42718113 -0.48467507
 -1.35287222 -0.3690678  -1.31595784  0.51639608  0.        ]",[-0.14952423 -0.11531138],[-5.15837362  6.32404901]
37,-0.174790676374,"[[ -4.16217795e+01   3.00399336e+00   1.66219878e-01  -5.56058361e-02]
 [ -1.02744740e+02  -1.19038689e-05   0.00000000e+00   0.00000000e+00]]",[-5.04938459  4.2538929 ],-0.587745,"[-1.13880342 -0.45302919  1.14529578 -0.23837691  1.42717983 -0.48467489
 -1.40819553 -0.36906768 -1.47414998  0.3344419   0.        ]",[-0.14952423 -0.11531138],[-5.19789176  4.61835463]
