timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.156866569816,"[[ 0.02881302  0.0265217   0.09634789 -0.09937734]
 [ 0.00178026  0.0040923   0.          0.        ]]",[-3.49729538 -2.1174643 ],-3.88299,"[ 0.97626772  1.17710696  0.28602917  1.16218501  0.83933701 -0.86318436
 -0.25813037  0.31824098  0.59537528  1.74917323  0.        ]",[-0.67723805 -0.5517211 ],[-3.18788612 -1.91864091]
1,-0.148527938528,"[[-0.01082678 -0.01310967  0.09634789 -0.09937734]
 [-3.9525994  -3.95404255  0.          0.        ]]",[-1.82872379 -0.50771266],-3.69962,"[ 0.97689821  1.17741884  0.22715727  1.05095022  0.83933666 -0.863184
 -0.48139876 -0.3820073   0.5972415   1.59422686  0.        ]",[-0.67723805 -0.5517211 ],[-2.07075209 -0.26581072]
2,-0.125888749552,"[[-0.12878121 -0.10194999  0.09634789 -0.09937734]
 [-7.82994343 -4.92674895  0.          0.        ]]",[ 0.03498334  0.58377641],-3.34527,"[ 0.96234379  1.17141226  0.05248425  0.80207227  0.83933631 -0.86318363
 -0.70031757 -0.55409228  0.55717614  1.17510841  0.        ]",[-0.67723805 -0.5517211 ],[ 0.19497546  0.9099238 ]
3,-0.102583932828,"[[-0.27610224 -0.1633603   0.09634789 -0.09937734]
 [-6.90522665 -1.22661114  0.          0.        ]]",[ 0.10598125 -0.07100992],-3.02888,"[ 0.90996005  1.16185988 -0.16167335  0.6312365   0.83933597 -0.86318327
 -0.64810683  0.10051312  0.44365533  0.73418396  0.        ]",[-0.67723805 -0.5517211 ],[ 0.32593275 -0.10586689]
4,-0.0870622057737,"[[-0.39989851 -0.19185994  0.09634789 -0.09937734]
 [-5.47914874 -1.62203507  0.          0.        ]]",[ 0.38688374  0.08520855],-2.82285,"[ 0.83734276  1.15593728 -0.33503671  0.5524998   0.83933562 -0.86318291
 -0.56758871  0.03055714  0.31006609  0.41351912  0.        ]",[-0.67723805 -0.5517211 ],[ 0.66495529 -1.55781664]
5,-0.0761957012722,"[[-0.48198665 -0.26371666  0.09634789 -0.09937734]
 [-2.73880295 -5.55054168  0.          0.        ]]",[ 0.56656551  0.91893178],-2.56536,"[ 0.77534605  1.13685563 -0.44527107  0.35605254  0.83933528 -0.86318254
 -0.41286562 -0.66444997  0.15878019  0.16053325  0.        ]",[-0.67723805 -0.5517211 ],[ 0.03009543  0.48228091]
6,-0.0696319635248,"[[-0.53503297 -0.35446553  0.09634789 -0.09937734]
 [-2.56639375 -3.53107471  0.          0.        ]]",[ 0.78204346  0.8215782 ],-2.46234,"[ 0.72963543  1.10439868 -0.5140847   0.11347784  0.83933493 -0.86318218
 -0.40313109 -0.3071781   0.00618139 -0.02824548  0.        ]",[-0.67723805 -0.5517211 ],[ 0.88244199  0.55704363]
7,-0.0676844897114,"[[-0.55083469 -0.40226872  0.09634789 -0.09937734]
 [ 0.9744482  -1.25681912  0.          0.        ]]",[-0.18177696  0.02435087],-2.46711,"[ 0.71518449  1.08363105 -0.53417991 -0.01120167  0.83933459 -0.86318181
 -0.20321109  0.09516939 -0.06291109 -0.09652934  0.        ]",[-0.67723805 -0.5517211 ],[ 0.42024641 -0.87200398]
8,-0.0664368712931,"[[-0.51484595 -0.46180435  0.09634789 -0.09937734]
 [ 2.61894677 -4.68531217  0.          0.        ]]",[-0.47833097  0.5279752 ],-2.47449,"[ 0.74754233  1.0543151  -0.48813772 -0.16293873  0.83933424 -0.86318145
 -0.11036078 -0.51137881 -0.06612961 -0.07663544  0.        ]",[-0.67723805 -0.5517211 ],[-0.92223517 -0.07760918]
9,-0.0635104835679,"[[-0.49959207 -0.55764962  0.09634789 -0.09937734]
 [-1.08126589 -4.89851644  0.          0.        ]]",[ 0.67691588  1.22869682],-2.4467,"[ 0.76065737  0.99933164 -0.46833329 -0.39768348  0.83933389 -0.86318109
 -0.319279   -0.54909746 -0.13960452 -0.11729178  0.        ]",[-0.67723805 -0.5517211 ],[ 0.37877569  0.99402632]
10,-0.0619250766788,"[[-0.50598263 -0.61516177  0.09634789 -0.09937734]
 [ 0.43718088 -0.8661339   0.          0.        ]]",[ 0.16615361  0.29253918],-2.47648,"[ 0.75520629  0.96190511 -0.4766505  -0.53212972  0.83933355 -0.86318072
 -0.23354566  0.1642876  -0.21034037 -0.16398146  0.        ]",[-0.67723805 -0.5517211 ],[-0.2932175   0.98893546]
11,-0.0625232737726,"[[-0.50897844 -0.59302003  0.09634789 -0.09937734]
 [-0.7328642   3.06719841  0.          0.        ]]",[ 0.27688879 -0.49665272],-2.47319,"[ 0.75262896  0.97669643 -0.48053933 -0.48097894  0.8393332  -0.86318036
 -0.29960771  0.86014913 -0.1914824  -0.15575187  0.        ]",[-0.67723805 -0.5517211 ],[-0.23649167 -0.78654766]
12,-0.0634900970703,"[[-0.53286617 -0.56352987  0.09634789 -0.09937734]
 [-1.65284397 -0.10760144  0.          0.        ]]",[ 0.73061496  0.36193565],-2.45214,"[ 0.73158573  0.99565313 -0.51131341 -0.41166236  0.83933286 -0.86317999
 -0.35155078  0.2984822  -0.198371   -0.17764094  0.        ]",[-0.67723805 -0.5517211 ],[ 0.68376046  0.71240368]
13,-0.0641495716838,"[[-0.53846451 -0.53736802  0.09634789 -0.09937734]
 [ 1.0838908   2.71438265  0.          0.        ]]",[-0.20411189 -0.76496255],-2.48278,"[ 0.72652752  1.01174701 -0.51846389 -0.34907559  0.83933251 -0.86317963
 -0.19703137  0.79773077 -0.17986969 -0.1706839   0.        ]",[-0.67723805 -0.5517211 ],[-0.83920609 -0.11674418]
14,-0.0653789242449,"[[-0.55031051 -0.48824545  0.09634789 -0.09937734]
 [-2.25735265  2.19959041  0.          0.        ]]",[ 0.70748413 -0.24708091],-2.43531,"[ 0.71566795  1.04008945 -0.53351538 -0.22893788  0.83933217 -0.86317927
 -0.38568196  0.70665648 -0.1478319  -0.1583927   0.        ]",[-0.67723805 -0.5517211 ],[ 1.43944215  0.13133449]
15,-0.0665955001911,"[[-0.55531895 -0.43948756  0.09634789 -0.09937734]
 [ 1.74317542  2.67461654  0.          0.        ]]",[-0.52700865 -1.06782806],-2.46138,"[ 0.71101265  1.06574351 -0.53984633 -0.10655006  0.83933182 -0.8631789
 -0.15980716  0.79069502 -0.10647988 -0.13270631  0.        ]",[-0.67723805 -0.5517211 ],[-0.13951994 -0.91365381]
16,-0.0675125257439,"[[-0.52632576 -0.42282178  0.09634789 -0.09937734]
 [ 1.15809335 -0.99580795  0.          0.        ]]",[-0.32861412 -0.0682071 ],-2.46621,"[ 0.73743319  1.07393461 -0.5029289  -0.06405126  0.83933147 -0.86317854
 -0.19284158  0.14134481 -0.04543635 -0.06766919  0.        ]",[-0.67723805 -0.5517211 ],[-0.56717595 -0.25463381]
