timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.260513847059,"[[ -1.86768654e-02   2.78315859e-02   8.65030235e-04  -1.56228689e-01]
 [  4.19124882e-05  -1.52426766e-03   0.00000000e+00   0.00000000e+00]]",[-4.80381155 -2.75882745],-4.8527,"[ 0.98071628  1.14589154  0.22697223  1.18834228  0.01034659 -1.35749881
 -0.24739628  0.31419844  1.65767531  2.40317707  0.        ]",[-0.69792986 -0.57732856],[-4.89307088 -3.03995653]
1,-0.252805388653,"[[ -5.83510923e-02  -1.19109969e-02   8.65030235e-04  -1.56228689e-01]
 [ -3.95430337e+00  -3.95954798e+00   0.00000000e+00   0.00000000e+00]]",[-3.23353434 -1.11425114],-4.69034,"[ 0.97797557  1.14626489  0.16816725  1.0768038   0.01034658 -1.35749796
 -0.47689176 -0.39879032  1.65304492  2.24393505  0.        ]",[-0.69792986 -0.57732856],[-3.63910558 -0.33568185]
2,-0.230345870844,"[[ -1.76338188e-01  -1.03636160e-01   8.65030235e-04  -1.56228689e-01]
 [ -7.83150768e+00  -5.20880629e+00   0.00000000e+00   0.00000000e+00]]",[-1.59200692 -0.13355455],-4.43417,"[ 0.95320918  1.14000592 -0.00554953  0.81987044  0.01034658 -1.35749712
 -0.7019102  -0.62382855  1.59350627  1.81238925  0.        ]",[-0.69792986 -0.57732856],[-1.57115811  0.29647635]
3,-0.194947983723,"[[ -3.71110417e-01  -1.94983974e-01   8.65030235e-04  -1.56228689e-01]
 [ -1.16330660e+01  -3.93022863e+00   0.00000000e+00   0.00000000e+00]]",[ 0.10957143  0.34880623],-4.09122,"[ 0.85890622  1.12394853 -0.28327736  0.56641748  0.01034658 -1.35749627
 -0.92253831 -0.39350848  1.39327066  1.21846466  0.        ]",[-0.69792986 -0.57732856],[-0.11471283 -0.53857744]
4,-0.150258685629,"[[ -6.06009531e-01  -2.94202178e-01   8.65030235e-04  -1.56228689e-01]
 [ -1.18561298e+01  -5.98473452e+00   0.00000000e+00   0.00000000e+00]]",[ 1.52133024  1.31480873],-3.64404,"[ 0.66157709  1.09555856 -0.59025305  0.29633293  0.01034658 -1.35749543
 -0.93548373 -0.76360215  1.0014666   0.61758654  0.        ]",[-0.69792986 -0.57732856],[ 1.68982224  1.74553111]
5,-0.112521085853,"[[ -8.01104864e-01  -3.72994576e-01   8.65030235e-04  -1.56228689e-01]
 [ -7.66730450e+00  -1.90809674e+00   0.00000000e+00   0.00000000e+00]]",[ 0.6844433   0.39363408],-3.26064,"[ 0.43551624  1.06506865 -0.81058609  0.08742578  0.01034658 -1.35749458
 -0.69237946 -0.02924599  0.57672031  0.23940723  0.        ]",[-0.69792986 -0.57732856],[ 0.40846706  0.22902493]
6,-0.0893973710425,"[[ -9.36720480e-01  -4.01684625e-01   8.65030235e-04  -1.56228689e-01]
 [ -5.90013311e+00  -9.64057266e-01   0.00000000e+00   0.00000000e+00]]",[ 0.62633967  0.33286729],-3.03488,"[ 0.24987879  1.05225866 -0.94037393  0.01286716  0.01034657 -1.35749374
 -0.58981913  0.14081112  0.2729122   0.05953095  0.        ]",[-0.69792986 -0.57732856],[ 1.1857549  -0.05827993]
7,-0.076577950338,"[[ -1.01385968e+00  -4.23104408e-01   8.65030235e-04  -1.56228689e-01]
 [ -1.82734382e+00  -1.17721327e+00   0.00000000e+00   0.00000000e+00]]",[-0.20437217  0.02321731],-2.79174,"[ 0.13534487  1.04211025 -1.00454333 -0.04221223  0.01034657 -1.35749289
 -0.35344924  0.10241365  0.08472815 -0.01952896  0.        ]",[-0.69792986 -0.57732856],[-0.07020558  0.1303039 ]
8,-0.0698886655421,"[[ -1.05283259e+00  -4.41237179e-01   8.65030235e-04  -1.56228689e-01]
 [ -2.06914053e+00  -6.37861354e-01   0.00000000e+00   0.00000000e+00]]",[-0.00061788  0.05067576],-2.73808,"[ 0.07529053  1.03313244 -1.03413777 -0.08842706  0.01034657 -1.35749205
 -0.36748215  0.19957128 -0.02117444 -0.0528355   0.        ]",[-0.69792986 -0.57732856],[-0.67115912  0.01882312]
9,-0.0609340040029,"[[ -1.12044492e+00  -4.53110079e-01   8.65030235e-04  -1.56228689e-01]
 [ -4.68338949e+00  -5.49720420e-01   0.00000000e+00   0.00000000e+00]]",[ 1.01387334  0.58058453],-2.7483,"[-0.0320409   1.02706325 -1.0808123  -0.11847484  0.01034657 -1.3574912
 -0.51920352  0.21544875 -0.18367467 -0.09637473  0.        ]",[-0.69792986 -0.57732856],[ 0.74822709  1.13640994]
10,-0.0567512420711,"[[ -1.18349902e+00  -4.24278441e-01   8.65030235e-04  -1.56228689e-01]
 [ -1.63217839e+00   3.41965144e+00   0.00000000e+00   0.00000000e+00]]",[ 0.24618636 -0.88275778],-2.71406,"[-0.13536212  1.04153829 -1.1188445  -0.04521603  0.01034656 -1.35749036
 -0.34212219  0.93048265 -0.28890477 -0.1276234   0.        ]",[-0.69792986 -0.57732856],[-0.07487719  0.00400755]
