timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.272214249152,"[[-0.0747564  -0.06694621 -0.05393268  0.0488825 ]
 [-0.00172692 -0.00085975  0.          0.        ]]",[-0.44141474 -2.09268546],-2.74675,"[ 0.98215398  1.80993791 -0.05911484  0.65121723 -0.47448698  0.42286953
 -0.35566202  0.36000943  1.843      -0.4847009   0.        ]",[-0.26084381 -0.22365859],[ 0.33689004 -1.63003953]
1,-0.272280151574,"[[-0.06140383 -0.10669627 -0.05393268  0.0488825 ]
 [ 1.33253597 -3.96094637  0.          0.        ]]",[-0.39436802 -1.88957703],-2.70918,"[ 0.98348335  1.80556586 -0.03870353  0.53230359 -0.47448657  0.42286918
 -0.29406333 -0.2213869   1.84000376 -0.49877332  0.        ]",[-0.26084381 -0.22365859],[-0.0774808 -2.4622087]
2,-0.272484503338,"[[-0.03807787 -0.22485494 -0.05393268  0.0488825 ]
 [ 1.00114816 -7.84198665  0.          0.        ]]",[-0.3169781  -1.77667582],-2.70569,"[ 0.98518104  1.78087172 -0.00300845  0.18253739 -0.47448616  0.42286883
 -0.30936217 -0.79117776  1.82229103 -0.5707404   0.        ]",[-0.26084381 -0.22365859],[-0.43651941 -1.42576058]
3,-0.272030793588,"[[ -0.03556605  -0.41985812  -0.05393268   0.0488825 ]
 [ -0.74421321 -11.64566085   0.           0.        ]]",[-0.26373801 -1.74565029],-2.67644,"[  9.85315155e-01   1.70272201e+00   8.37564430e-04  -3.72020261e-01
  -4.74485758e-01   4.22868482e-01  -3.89939467e-01  -1.34960857e+00
   1.76011319e+00  -7.49757948e-01   0.00000000e+00]",[-0.26084381 -0.22365859],[-0.7984359  -0.83979956]
4,-0.268346146935,"[[ -0.08198788  -0.68380997  -0.05393268   0.0488825 ]
 [ -3.88765963 -14.73922707   0.           0.        ]]",[ 0.03184295 -1.49920714],-2.61165,"[ 0.98131912  1.52791078 -0.07016092 -1.04505917 -0.47448535  0.42286813
 -0.53506169 -1.80378246  1.59449777 -1.04744189  0.        ]",[-0.26084381 -0.22365859],[ 0.59351816 -0.83195454]
5,-0.256575708382,"[[ -0.13541021  -1.00872609  -0.05393268   0.0488825 ]
 [ -1.46270935 -17.74235776   0.           0.        ]]",[ 0.29870498 -1.25253916],-2.37438,"[ 0.97282826  1.22101313 -0.15152205 -1.68891318 -0.47448495  0.42286778
 -0.42310921 -2.24467433  1.30672012 -1.31505474  0.        ]",[-0.26084381 -0.22365859],[-0.57134706 -0.68471021]
6,-0.233544502911,"[[ -0.18706728  -1.38724485  -0.05393268   0.0488825 ]
 [ -3.69582073 -20.10167728   0.           0.        ]]",[ 0.69478393 -0.82260823],-2.03692,"[ 0.96067882  0.77705321 -0.22963588 -2.10046477 -0.47448454  0.42286744
 -0.52620435 -2.5910403   0.91519537 -1.45207898  0.        ]",[-0.26084381 -0.22365859],[-0.07608514 -0.4279173 ]
7,-0.197840064825,"[[ -0.26329361  -1.80228461  -0.05393268   0.0488825 ]
 [ -3.92612063 -21.39798063   0.           0.        ]]",[ 0.966488   -0.40552294],-1.61744,"[ 0.93574906  0.25513563 -0.34345402 -2.0708003  -0.47448413  0.42286709
 -0.53683608 -2.78133737  0.46659213 -1.39928881  0.        ]",[-0.26084381 -0.22365859],[ 0.37307919 -1.71356819]
8,-0.148869714036,"[[ -0.32624324  -2.26572253  -0.05393268   0.0488825 ]
 [ -2.37399307 -24.9340111    0.           0.        ]]",[ 1.06884933  0.04786637],-1.23648,"[ 0.90896005 -0.26545605 -0.43573038 -1.45450282 -0.47448373  0.42286674
 -0.46517885 -3.30044239  0.1030469  -1.09399154  0.        ]",[-0.26084381 -0.22365859],[ 1.64871137  0.25257517]
9,-0.09615850533,"[[ -0.33354956  -2.74941589  -0.05393268   0.0488825 ]
 [  1.63040036 -23.44026374   0.           0.        ]]",[ 0.51673031 -0.0558609 ],-0.871007,"[ 0.90549144 -0.62495278 -0.44632112 -0.2956389  -0.47448332  0.42286639
 -0.28030833 -3.08112095 -0.03308271 -0.63292542  0.        ]",[-0.26084381 -0.22365859],[ 0.71624863  1.69776574]
10,-0.0682894900234,"[[-0.272813   -3.12409081 -0.05393268  0.0488825 ]
 [ 4.43436928 -7.58050785  0.          0.        ]]",[-0.21003538 -0.54932976],-0.776023,"[  9.32051859e-01  -7.20945657e-01  -3.57517677e-01   7.99559868e-01
  -4.74482913e-01   4.22866042e-01  -1.50857667e-01  -7.52744176e-01
  -1.52523953e-04  -3.15514641e-01   0.00000000e+00]",[-0.26084381 -0.22365859],[ 0.2876018  -0.52217646]
11,-0.0638630886002,"[[-0.17357557 -3.1472981  -0.05393268  0.0488825 ]
 [ 5.48573184  2.2239128   0.          0.        ]]",[-0.33677426 -0.88501239],-0.7837,"[ 0.96421763 -0.72111831 -0.20929723  0.86924791 -0.47448251  0.42286569
 -0.10231941  0.68664575  0.01450569 -0.24761737  0.        ]",[-0.26084381 -0.22365859],[ 0.17106962 -2.50505996]
12,-0.0691508863175,"[[-0.05815437 -3.09299861 -0.05393268  0.0488825 ]
 [ 6.05446475  2.62909034  0.          0.        ]]",[-0.39381447 -0.99273616],-0.734306,"[ 0.9837537  -0.71964258 -0.03373064  0.70624237 -0.4744821   0.42286535
 -0.07606269  0.74612923  0.01014602 -0.31656683  0.        ]",[-0.26084381 -0.22365859],[-0.59857923 -1.91261293]
13,-0.0742893250543,"[[ 0.0379533  -3.05012856 -0.05393268  0.0488825 ]
 [ 3.56459978  1.63476423  0.          0.        ]]",[-0.32181388 -0.96678156],-0.780071,"[ 0.98517392 -0.71584165  0.11346258  0.57782764 -0.47448169  0.422865
 -0.19101213  0.60015117  0.01860649 -0.36916113  0.        ]",[-0.26084381 -0.22365859],[ 0.2412814 -0.1739258]
14,-0.0779314588031,"[[ 0.11812179 -3.02466557 -0.05393268  0.0488825 ]
 [ 4.44930089  0.92092035  0.          0.        ]]",[-0.34989849 -0.97931659],-0.783021,"[ 0.97601897 -0.71248568  0.23589111  0.5017781  -0.47448129  0.42286465
 -0.15016801  0.49535094  0.0310125  -0.40067167  0.        ]",[-0.26084381 -0.22365859],[ 0.54699538 -1.00134354]
15,-0.0807729912676,"[[ 0.22795308 -3.0124356  -0.05393268  0.0488825 ]
 [ 6.52690789  0.38007992  0.          0.        ]]",[-0.37100962 -0.98910874],-0.790799,"[ 0.94832781 -0.71058324  0.40157958  0.46532872 -0.47448088  0.4228643
 -0.05425096  0.41594948  0.04801355 -0.41929319  0.        ]",[-0.26084381 -0.22365859],[ 0.11079904  0.0607871 ]
16,-0.0836345575965,"[[ 0.36159637 -3.00249417 -0.05393268  0.0488825 ]
 [ 6.83639     0.61328625  0.          0.        ]]",[-0.2764895  -0.98532295],-0.785254,"[ 0.89148731 -0.70889819  0.59737147  0.43574228 -0.47448047  0.42286395
 -0.03996305  0.45018629  0.07045377 -0.43359432  0.        ]",[-0.26084381 -0.22365859],[ 0.19512877 -1.20797015]
17,-0.0854750018226,"[[ 0.50471724 -3.00193539 -0.05393268  0.0488825 ]
 [ 7.47359303 -0.12220478  0.          0.        ]]",[-0.11710832 -0.89437068],-0.809746,"[ 0.80355301 -0.70879909  0.7962403   0.43408016 -0.47448007  0.4228636
 -0.01054521  0.34220801  0.09200069 -0.43651869  0.        ]",[-0.26084381 -0.22365859],[ 0.1773014   0.16512979]
