timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.292062211321,"[[-0.06573327  0.05948078 -0.0636628  -0.10986405]
 [-0.00423617  0.00398995  0.          0.        ]]",[-3.89722323 -3.01211953],-4.01194,"[ 0.96072037  1.30401752  0.09403578  1.16729902 -0.55226179 -0.9548738
 -0.29877453  0.32978828  2.19333491  1.48305124  0.        ]",[-0.54037279 -0.43098685],[-3.55669015 -3.17571934]
1,-0.287149829675,"[[-0.10549223  0.01984737 -0.0636628  -0.10986405]
 [-3.9584971  -3.95414452  0.          0.        ]]",[-2.7363925  -1.85476446],-3.97467,"[ 0.95502164  1.30585184  0.03480197  1.05594847 -0.55226155 -0.95487319
 -0.50293175 -0.32984392  2.18589512  1.34106897  0.        ]",[-0.54037279 -0.43098685],[-2.09035292 -1.31865016]
2,-0.27075403316,"[[-0.22355205 -0.09816275 -0.0636628  -0.10986405]
 [-7.83459915 -7.83393844  0.          0.        ]]",[-1.49574113 -0.83036077],-3.83579,"[ 0.92262962  1.30045789 -0.13925936  0.7245635  -0.55226131 -0.95487258
 -0.70305356 -0.97642016  2.11387592  0.92655284  0.        ]",[-0.54037279 -0.43098685],[-2.20922527 -1.12368085]
3,-0.238376843369,"[[ -0.41836703  -0.2929979   -0.0636628   -0.10986405]
 [-11.63433827 -11.63688866   0.           0.        ]]",[-0.11231893  0.29677844],-3.54132,"[ 0.81977532  1.25630263 -0.41527121  0.18800301 -0.55226107 -0.95487197
 -0.89923261 -1.61018893  1.84105667  0.30506533  0.        ]",[-0.54037279 -0.43098685],[-0.9364418  -0.17353623]
4,-0.187973408366,"[[ -0.68591911  -0.53030267  -0.0636628   -0.10986405]
 [-15.10942838 -12.09203204   0.           0.        ]]",[ 1.35899711  1.18962836],-3.03398,"[ 0.58525191  1.14566014 -0.75489939 -0.42209491 -0.55226083 -0.95487136
 -1.07864988 -1.68603745  1.24738496 -0.30033177  0.        ]",[-0.54037279 -0.43098685],[ 1.91206715  2.02200511]
5,-0.136942655966,"[[ -0.9454401   -0.73002388  -0.0636628   -0.10986405]
 [-10.85669583  -7.89408431   0.           0.        ]]",[ 1.31635594  0.9809522 ],-2.20123,"[ 0.26937628  1.00842597 -1.02013788 -0.87507025 -0.55226059 -0.95487075
 -0.85908185 -0.98643962  0.5591882  -0.5688955   0.        ]",[-0.54037279 -0.43098685],[ 1.95176962  1.1247997 ]
6,-0.104151754679,"[[-1.12074235 -0.8466206  -0.0636628  -0.10986405]
 [-6.68729225 -3.77931676  0.          0.        ]]",[ 1.00233984  0.62570781],-1.58592,"[ 0.01732763  0.91190255 -1.15422792 -1.10608974 -0.55226035 -0.95487014
 -0.64381625 -0.30070449  0.09696149 -0.58043894  0.        ]",[-0.54037279 -0.43098685],[ 1.47245678  0.58941752]
7,-0.0887049029823,"[[-1.21347321 -0.89805177 -0.0636628  -0.10986405]
 [-2.59935911 -1.37183496  0.          0.        ]]",[ 0.48709098  0.12537587],-1.40496,"[-0.12555971  0.86590271 -1.20867866 -1.1990741  -0.5522601  -0.95486953
 -0.43275703  0.10050772 -0.1305701  -0.54106794  0.        ]",[-0.54037279 -0.43098685],[-0.05179565  0.03748199]
8,-0.0807369214751,"[[-1.26700143 -0.92372618 -0.0636628  -0.10986405]
 [-2.75295086 -1.19619102  0.          0.        ]]",[ 0.76157558  0.38334316],-1.37831,"[-0.21041436  0.84221134 -1.23465521 -1.24332967 -0.55225986 -0.95486892
 -0.44068677  0.12977914 -0.25450246 -0.50704794  0.        ]",[-0.54037279 -0.43098685],[ 0.25934635 -0.03869968]
9,-0.0742361897447,"[[-1.3112185  -0.94895291 -0.0636628  -0.10986405]
 [-1.67235225 -1.32605013  0.          0.        ]]",[ 0.77278125  0.53512406],-1.38135,"[-0.28160272  0.81848094 -1.253033   -1.28537331 -0.55225962 -0.95486831
 -0.38489553  0.10813777 -0.35799093 -0.46873054  0.        ]",[-0.54037279 -0.43098685],[ 1.30014417  0.88560034]
10,-0.0756335652312,"[[-1.3046465  -0.94003941 -0.0636628  -0.10986405]
 [ 2.31626447  2.20563463  0.          0.        ]]",[-0.33738533 -0.7681672 ],-1.36754,"[-0.27096525  0.82691536 -1.25047822 -1.27068108 -0.55225938 -0.95486769
 -0.17896394  0.69670119 -0.33837164 -0.47882009  0.        ]",[-0.54037279 -0.43098685],[-0.32294259 -0.74781719]
11,-0.0800673195747,"[[-1.27159211 -0.92606987 -0.0636628  -0.10986405]
 [ 0.99358839 -0.79867169  0.          0.        ]]",[ 0.01578318 -0.10958651],-1.3722,"[-0.2177617   0.84002396 -1.23669056 -1.24729311 -0.55225914 -0.95486708
 -0.24725339  0.19602616 -0.26510136 -0.50359839  0.        ]",[-0.54037279 -0.43098685],[-0.69862662 -0.52437783]
12,-0.0759122273168,"[[-1.27964517 -0.96270864 -0.0636628  -0.10986405]
 [-1.78964792 -2.85834496  0.          0.        ]]",[ 0.7848447  0.7794221],-1.35915,"[-0.2306761   0.80535661 -1.24019279 -1.30768518 -0.5522589  -0.95486647
 -0.3909513  -0.14722346 -0.31214905 -0.47293945  0.        ]",[-0.54037279 -0.43098685],[ 0.88038606 -0.26743733]
13,-0.069647858704,"[[-1.28013073 -1.02994275 -0.0636628  -0.10986405]
 [ 1.72939404 -3.86171107  0.          0.        ]]",[ 0.24961662  0.76234376],-1.36492,"[-0.2314557   0.73944533 -1.2404     -1.41039497 -0.55225866 -0.95486586
 -0.20926359 -0.31443686 -0.36960448 -0.41899979  0.        ]",[-0.54037279 -0.43098685],[ 0.888729    0.21562172]
