timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.316459166947,"[[ 0.00639543  0.08152774 -0.10688604  0.01051543]
 [ 0.00402645  0.00264786  0.          0.        ]]",[ 0.62740076  2.05842972],-2.16918,"[  1.11273492e+00   1.65972703e+00   8.42023005e-02  -5.15860533e-01
  -9.27144245e-01   9.68169829e-02  -6.38754910e-01  -3.65349905e-01
   2.14307196e+00  -1.68588658e-03   0.00000000e+00]",[-0.15154812 -0.31782123],[ 1.33457613  2.32180528]
1,-0.315486592095,"[[ 0.04615035  0.12129259 -0.10688604  0.01051543]
 [ 3.95831003  3.96065061  0.          0.        ]]",[ 0.19532102  1.63567495],-2.17694,"[ 1.11128503  1.65486983  0.14421444 -0.39404613 -0.927143    0.09681691
 -0.4827598   0.23522168  2.13341444  0.11584718  0.        ]",[-0.15154812 -0.31782123],[-0.98276986  1.1765242 ]
2,-0.312525963444,"[[ 0.0855095   0.23946203 -0.10688604  0.01051543]
 [-0.00917555  7.84334733  0.          0.        ]]",[ 0.17906824  1.40608704],-2.18451,"[ 1.10769318  1.62932356  0.203521   -0.03626887 -0.92714175  0.09681684
 -0.63927473  0.8243662   2.09790534  0.3084984   0.        ]",[-0.15154812 -0.31782123],[-0.41172587  2.11509213]
3,-0.307007204695,"[[  6.89723695e-02   4.34505018e-01  -1.06886040e-01   1.05154252e-02]
 [ -1.63908549e+00   1.16482636e+01   0.00000000e+00   0.00000000e+00]]",[ 0.17875728  1.15615427],-2.13451,"[ 1.10946087  1.55169925  0.1786216   0.52966476 -0.9271405   0.09681677
 -0.70357323  1.40170674  2.0363537   0.46004123  0.        ]",[-0.15154812 -0.31782123],[-1.16417215  0.83533891]
4,-0.297397513923,"[[ -3.18613661e-03   6.98356667e-01  -1.06886040e-01   1.05154252e-02]
 [ -5.56372238e+00   1.47266037e+01   0.00000000e+00   0.00000000e+00]]",[ 0.19372426  1.12408984],-2.04776,"[ 1.11274906  1.38150178  0.06973186  1.21328214 -0.92713926  0.0968167
 -0.85839749  1.86879599  1.9440848   0.5546487   0.        ]",[-0.15154812 -0.31782123],[ 0.39954783  1.12742065]
5,-0.280370675308,"[[ -9.75047069e-02   1.02968506e+00  -1.06886040e-01   1.05154252e-02]
 [ -3.87359728e+00   1.83940349e+01   0.00000000e+00   0.00000000e+00]]",[ 0.08075039  0.96834409],-1.96551,"[ 1.10616787  1.07914117 -0.07247291  1.87280966 -0.92713801  0.09681663
 -0.7917218   2.42526462  1.7904875   0.63315133  0.        ]",[-0.15154812 -0.31782123],[-0.26025089  1.51974366]
6,-0.251563123766,"[[ -1.84540480e-01   1.43364159e+00  -1.06886040e-01   1.05154252e-02]
 [ -4.82670531e+00   2.19896134e+01   0.00000000e+00   0.00000000e+00]]",[ 0.27024025  0.82954252],-1.77909,"[ 1.08920779  0.62301373 -0.20256664  2.28381134 -0.92713677  0.09681656
 -0.82932053  2.97081965  1.53672664  0.70216498  0.        ]",[-0.15154812 -0.31782123],[ 0.36546101  0.9432084 ]
7,-0.208833934825,"[[ -2.65595666e-01   1.90653406e+00  -1.06886040e-01   1.05154252e-02]
 [ -3.28371071e+00   2.52886762e+01   0.00000000e+00   0.00000000e+00]]",[ 0.4635402  0.5373624],-1.61138,"[ 1.06412903  0.06100869 -0.32185456  2.14079197 -0.92713552  0.09681649
 -0.76844909  3.47136831  1.18560988  0.67867149  0.        ]",[-0.15154812 -0.31782123],[ 0.14538075  0.26034748]
8,-0.156055991831,"[[ -3.24825661e-01   2.41762651e+00  -1.06886040e-01   1.05154252e-02]
 [ -2.64147043e+00   2.58188161e+01   0.00000000e+00   0.00000000e+00]]",[ 0.76479733  0.24093878],-1.37228,"[ 1.04023514 -0.44497295 -0.4074204   1.27300531 -0.92713427  0.09681642
 -0.74311211  3.55177318  0.79829255  0.49231891  0.        ]",[-0.15154812 -0.31782123],[ 3.15811408  0.74348316]
9,-0.10640032858,"[[ -3.37393759e-01   2.95841161e+00  -1.06886040e-01   1.05154252e-02]
 [  1.37124090e+00   2.82516227e+01   0.00000000e+00   0.00000000e+00]]",[ 1.00881422 -0.25680569],-1.16505,"[ 1.03456796 -0.72716744 -0.4253691  -0.20571381 -0.92713303  0.09681635
 -0.5848115   3.92086123  0.47339481  0.10346636  0.        ]",[-0.15154812 -0.31782123],[ 0.12541463  0.15656872]
