timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.07278906  0.02749171 -0.19426275  0.08105346]
 [ 0.0042313   0.0026232   0.          0.        ]]","[ 1.16293247  2.3486476   0.1837657  -0.75800991 -1.68170636  0.68767055
 -0.44375277 -0.36978787  3.03080083 -0.87886172  0.        ]",-0.41452307207,[ 4.42398355  3.20309969],-3.39022,[ 3.4492383   4.30128193],[-0.26799953 -0.11889223]
1,"[[-0.03303019  0.06725605 -0.19426275  0.08105346]
 [ 3.95849773  3.96062454  0.          0.        ]]","[ 1.16607558  2.34590014  0.24196211 -0.62349692 -1.68170325  0.68767006
 -0.24211248  0.1686194   3.03290555 -0.77057165  0.        ]",-0.412102098937,[ 2.34079456  4.14945117],-3.27336,[ 3.37667274  3.95891476],[-0.26799953 -0.11889223]
2,"[[ 0.08503009  0.18539442 -0.19426275  0.08105346]
 [ 7.83465735  7.84028212  0.          0.        ]]","[ 1.16148671  2.32424614  0.41486578 -0.22680864 -1.68170014  0.68766957
 -0.04445511  0.69636939  2.99816352 -0.4517767   0.        ]",-0.40222935381,[ 3.36890916  2.04138917],-3.19931,[ 3.25483966  3.61499453],[-0.26799953 -0.11889223]
3,"[[  0.27984758   0.38035502  -0.19426275   0.08105346]
 [ 11.63455093  11.64308802   0.           0.        ]]","[ 1.1087077   2.24517794  0.69526216  0.40623219 -1.68169703  0.68766908
  0.14931321  1.21366441  2.81263944  0.03560665  0.        ]",-0.377521111538,[ 4.2052875   3.61141808],-3.08568,[ 3.03457522  3.19257712],[-0.26799953 -0.11889223]
4,"[[  0.54991816   0.65061487  -0.19426275   0.08105346]
 [ 15.36036079  15.37043008   0.           0.        ]]","[ 0.94639288  2.05189256  1.05646765  1.20017657 -1.68169392  0.6876686
  0.33930375  1.72069211  2.33802677  0.5444922   0.        ]",-0.327734214476,[ 2.70656947  3.61409571],-2.76722,[ 2.49512267  2.61332703],[-0.26799953 -0.11889223]
5,"[[  0.89378482   0.99467778  -0.19426275   0.08105346]
 [ 19.01459259  19.02360542   0.           0.        ]]","[ 0.60824414  1.68672712  1.43295049  1.98897649 -1.68169081  0.68766811
  0.52564425  2.21762738  1.54522296  0.77995822  0.        ]",-0.244561413521,[ 3.11849331  1.86886541],-2.21408,[ 1.77626908  1.88350511],[-0.26799953 -0.11889223]
6,"[[  1.3100413    1.41107331  -0.19426275   0.08105346]
 [ 22.59971222  22.6039207    0.           0.        ]]","[ 0.05689476  1.12541947  1.70669731  2.49253875 -1.6816877   0.68766762
  0.70846037  2.70464605  0.70200582  0.43133617  0.        ]",-0.134043091633,[ 2.07578001  1.59341536],-1.59742,[ 1.14431584  1.25910282],[-0.26799953 -0.11889223]
7,"[[  1.79732357   1.89835899  -0.19426275   0.08105346]
 [ 26.11729934  26.11291166   0.           0.        ]]","[-0.66457295  0.42579367  1.7187973   2.35556397 -1.68168459  0.68766713
  0.88783258  3.1819548   0.36311223 -0.43732524  0.        ]",-0.0885761186525,[ 0.01359247  2.15518958],-1.35293,[ 0.75352335  0.99368906],[-0.26799953 -0.11889223]
8,"[[  2.31510182   2.4551329   -0.19426275   0.08105346]
 [ 25.66178158  29.55317333   0.           0.        ]]","[-1.34186244 -0.23159881  1.36860529  1.29542005 -1.68168148  0.68766664
  0.86460355  3.64990413  0.8105254  -1.08340405  0.        ]",-0.177251776171,[ 0.13194989  0.37337959],-1.54939,[ 0.50443685  0.81266302],[-0.26799953 -0.11889223]
9,"[[  2.82853101   3.05514623  -0.19426275   0.08105346]
 [ 25.67988872  25.07144612   0.           0.        ]]","[-1.75154516 -0.55577209  0.74181449 -0.558702   -1.68167837  0.68766615
  0.86552616  3.04024886  1.36421568 -0.87661061  0.        ]",-0.221001116475,[ 0.95404395  0.89806283],-1.76473,[ 0.3808482   0.66637403],[-0.26799953 -0.11889223]
10,"[[  3.37491348   3.22523103  -0.19426275   0.08105346]
 [ 28.94772993  -0.90638278   0.           0.        ]]","[-1.78370938 -0.55611883 -0.04856377 -1.13404061 -1.68167526  0.68766566
  1.03216283 -0.49344797  1.36941107 -0.66920573  0.        ]",-0.212506379985,[ 0.83334791  2.0498498 ],-1.72686,[ 0.87273431  1.32174635],[-0.26799953 -0.11889223]
11,"[[  3.98122137   3.15992207  -0.19426275   0.08105346]
 [ 31.67404358  -4.05505683   0.           0.        ]]","[-1.32731484 -0.56096086 -0.80083333 -0.91318143 -1.68167215  0.68766517
  1.17118495 -0.92175332  1.35397679 -0.69810015  0.        ]",-0.211854565353,[ 0.91272732  0.7261909 ],-1.70567,[ 1.0199635  1.673105 ],[-0.26799953 -0.11889223]
12,"[[  4.64466945   3.08856363  -0.19426275   0.08105346]
 [ 34.66080918  -2.88326124   0.           0.        ]]","[-0.42987076 -0.55915937 -1.17215884 -0.67159551 -1.68166904  0.68766468
  1.32348791 -0.76235634  1.36620858 -0.69408745  0.        ]",-0.213100626372,[ 1.24938768  2.51121668],-1.83067,[ 1.11169899  1.82557178],[-0.26799953 -0.11889223]
13,"[[  5.37072624   3.04500665  -0.19426275   0.08105346]
 [ 37.93395682  -1.55389767   0.           0.        ]]","[ 0.58631884 -0.55442225 -0.86916397 -0.52450281 -1.68166594  0.68766419
  1.49039379 -0.58152594  1.33469572 -0.65517688  0.        ]",-0.207964880226,[-0.0643634   1.41140681],-1.80489,[ 1.17694676  1.97592616],[-0.26799953 -0.11889223]
14,"[[  6.11931391   3.02274323  -0.19426275   0.08105346]
 [ 36.92816145  -0.75377133   0.           0.        ]]","[ 1.1468554  -0.55093893  0.05122263 -0.44954045 -1.68166283  0.6876637
  1.43910298 -0.47268644  1.2563346  -0.6519      0.        ]",-0.198805370307,[ 1.83807798  1.0733161 ],-1.95803,[ 1.11006069  2.00100827],[-0.26799953 -0.11889223]
15,"[[  6.89026714   3.01224796  -0.19426275   0.08105346]
 [ 40.15640342  -0.3446123    0.           0.        ]]","[ 0.89965781 -0.54904817  1.12661174 -0.41426886 -1.68165972  0.68766321
  1.60371834 -0.41702928  1.18598811 -0.71925137  0.        ]",-0.193642403286,[ 0.20631531  1.45117924],-1.79423,[ 0.94912457  1.83304691],[-0.26799953 -0.11889223]
16,"[[  7.69361499   3.00753458  -0.19426275   0.08105346]
 [ 40.17830902  -0.15168488   0.           0.        ]]","[-0.08986031 -0.54814712  1.73743583 -0.39844385 -1.68165661  0.68766272
  1.60483261 -0.39078559  1.18270427 -0.83025223  0.        ]",-0.198663500365,[ 1.26631294  0.41856813],-1.76796,[ 0.86024928  1.6160934 ],[-0.26799953 -0.11889223]
17,"[[  8.52892558   3.0048685   -0.19426275   0.08105346]
 [ 43.34220663  -0.10763368   0.           0.        ]]","[-1.26317852 -0.5476231   1.43483624 -0.38949691 -1.6816535   0.68766224
  1.76616586 -0.3847932   1.26347362 -0.91396037  0.        ]",-0.211891997594,[ 0.62329729  1.80712161],-1.75863,[ 0.86855149  1.41405249],[-0.26799953 -0.11889223]
