timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[ 0.03194454  0.06570451  0.14765899  0.07205312]
 [-0.00092099 -0.00496931  0.          0.        ]]","[ 1.10544753  1.87310443  0.28743068 -0.91765792  1.28161232  0.61495824
 -0.45049657 -0.36694497  0.10638211 -0.80284066  0.        ]",-0.0848215660898,[ 0.63860475  0.95549432],-2.2151,[ 1.12466145  1.61692297],[-0.65278614 -0.50021088]
1,"[[ 0.05725816  0.10355599  0.14765899  0.07205312]
 [ 2.52388431  3.77751392  0.          0.        ]]","[ 1.10365117  1.86878383  0.3237814  -0.81542436  1.28161171  0.61495809
 -0.3431199   0.21533556  0.09645192 -0.70685329  0.        ]",-0.0778800839661,[ 1.38602131  1.5093846 ],-2.20338,[ 0.57971561  0.6734581 ],[-0.65278614 -0.50021088]
2,"[[ 0.14691099  0.21806848  0.14765899  0.07205312]
 [ 6.42843188  7.66079469  0.          0.        ]]","[ 1.08911746  1.844043    0.45194202 -0.50917972  1.2816111   0.61495793
 -0.17706466  0.8131329   0.03004194 -0.39521905  0.        ]",-0.0569897012399,[-1.01130554  0.20351926],-1.87259,[-0.85235    -0.54650605],[-0.65278614 -0.50021088]
3,"[[ 0.23451185  0.37786334  0.14765899  0.07205312]
 [ 2.34524276  8.31649906  0.          0.        ]]","[ 1.06270211  1.78077881  0.57554424 -0.09554014  1.28161048  0.61495778
 -0.35071722  0.91407264 -0.11193027 -0.06309019  0.        ]",-0.0421554246588,[-0.00688039 -0.69973453],-1.81326,[-0.7387706 -0.870875 ],[-0.65278614 -0.50021088]
4,"[[ 0.28069062  0.51474257  0.14765899  0.07205312]
 [ 2.27285435  5.38120599  0.          0.        ]]","[ 1.04398295  1.70108087  0.63972934  0.23890231  1.28160987  0.61495763
 -0.35379573  0.46220944 -0.2517758   0.13871602  0.        ]",-0.042621190047,[-2.09392494 -2.23195964],-1.67242,[-0.8382206  -0.53734148],[-0.65278614 -0.50021088]
5,"[[ 0.2860188   0.58158425  0.14765899  0.07205312]
 [-1.72675907  1.31649981  0.          0.        ]]","[ 1.04161216  1.65406529  0.64708293  0.3935182   1.28160925  0.61495747
 -0.52389393 -0.16351714 -0.31106753  0.19848807  0.        ]",-0.0445227752277,[-0.33428855 -0.16319357],-1.77222,[-0.03055836  0.23807104],[-0.65278614 -0.50021088]
6,"[[ 0.23855956  0.60117385  0.14765899  0.07205312]
 [-3.01487755  0.64469465  0.          0.        ]]","[ 1.06119156  1.63932088  0.58120026  0.43760201  1.28160864  0.61495732
 -0.57867579 -0.26693574 -0.27614608  0.13118428  0.        ]",-0.0405826427069,[ 0.61982765  0.80867057],-1.81366,[ 0.3511624   0.43332142],[-0.65278614 -0.50021088]
7,"[[ 0.20345231  0.64605748  0.14765899  0.07205312]
 [-0.50419032  3.83305085  0.          0.        ]]","[ 1.07343665  1.60393873  0.53196396  0.53636136  1.28160802  0.61495716
 -0.47189942  0.22388444 -0.27645713  0.1035017   0.        ]",-0.0383554045727,[ 0.25580982  0.34248491],-1.8065,[-0.18486038 -0.26059124],[-0.65278614 -0.50021088]
8,"[[ 0.20361884  0.73555978  0.14765899  0.07205312]
 [ 0.51745976  5.11291727  0.          0.        ]]","[ 1.07338267  1.52697791  0.53219827  0.72329383  1.28160741  0.61495701
 -0.42844987  0.4209089  -0.352279    0.16662545  0.        ]",-0.0399597738576,[-1.20735834  0.02404701],-1.76144,[-0.62415493 -0.73621607],[-0.65278614 -0.50021088]
9,"[[ 0.17417052  0.83777084  0.14765899  0.07205312]
 [-3.44912401  5.10818297  0.          0.        ]]","[ 1.08218093  1.42932771  0.49062109  0.9188787   1.2816068   0.61495686
 -0.59714343  0.42018    -0.41215612  0.18292033  0.        ]",-0.0396146949681,[ 0.46799828 -0.37978406],-1.8199,[ 0.06167886 -0.8083334 ],[-0.65278614 -0.50021088]
10,"[[ 0.12445544  0.92382553  0.14765899  0.07205312]
 [-1.52876969  3.50264923  0.          0.        ]]","[ 1.09394748  1.33975751  0.41995867  1.06732019  1.28160618  0.6149567
 -0.5154731   0.17302164 -0.43862148  0.15374128  0.        ]",-0.0362626503984,[-0.60877118  0.40030738],-1.80151,[-0.14521183 -0.62563598],[-0.65278614 -0.50021088]
11,"[[ 0.07001203  1.00909302  0.14765899  0.07205312]
 [-3.90766494  5.01902879  0.          0.        ]]","[ 1.10235641  1.24506481  0.34207622  1.19861793  1.28160557  0.61495655
 -0.61664433  0.4064554  -0.46262853  0.11530813  0.        ]",-0.0321657335289,[ 0.00282855 -1.81890619],-1.82162,[ 0.21438572 -1.00328529],[-0.65278614 -0.50021088]
12,"[[-0.00724235  1.06874796  0.14765899  0.07205312]
 [-3.81807829  0.95999405  0.          0.        ]]","[ 1.10621254  1.17566687  0.2311063   1.28061705  1.28160495  0.6149564
 -0.61283417 -0.21839882 -0.44351288  0.02712029  0.        ]",-0.0240168293445,[ 1.44154038 -0.71994557],-1.90797,[ 0.630054   -0.17887974],[-0.65278614 -0.50021088]
13,"[[-0.04313866  1.05914383  0.14765899  0.07205312]
 [ 0.2150174  -1.91082748  0.          0.        ]]","[ 1.10477344  1.18700161  0.17952493  1.26797862  1.28160434  0.61495624
 -0.44131162 -0.66033754 -0.40188053 -0.03538232  0.        ]",-0.0199360784574,[-0.33632514  0.10112903],-1.88839,[-0.01033641  0.35055348],[-0.65278614 -0.50021088]
14,"[[-0.05223389  1.02532824  0.14765899  0.07205312]
 [-1.12008969 -1.47219453  0.          0.        ]]","[ 1.10408311  1.2264197   0.16646553  1.22175377  1.28160372  0.61495609
 -0.49809193 -0.59281353 -0.36331133 -0.07083969  0.        ]",-0.0196334617851,[-0.06588406  0.48499437],-1.9061,[ 0.34493008  0.38883641],[-0.65278614 -0.50021088]
15,"[[-0.07703435  1.01544519  0.14765899  0.07205312]
 [-1.35916245  0.47739192  0.          0.        ]]","[ 1.1015338   1.2377905   0.1308905   1.20774079  1.28160311  0.61495593
 -0.50825928 -0.29269092 -0.33417282 -0.11852976  0.        ]",-0.0192811126927,[ 0.25285987 -0.18719274],-1.92996,[ 0.43757233  0.06731898],[-0.65278614 -0.50021088]
16,"[[-0.09390748  1.01745845  0.14765899  0.07205312]
 [-0.33157218 -0.27356126  0.          0.        ]]","[ 1.09924134  1.2354791   0.1067244   1.21061299  1.28160249  0.61495578
 -0.46455704 -0.40829382 -0.32267532 -0.14562325  0.        ]",-0.0192945154017,[ 0.52119498  0.27052712],-1.94667,[ 0.30098525  0.20332628],[-0.65278614 -0.50021088]
17,"[[-0.07978543  1.02278307  0.14765899  0.07205312]
 [ 1.73689249  0.80243797  0.          0.        ]]","[ 1.10119002  1.22935305  0.12694798  1.21816512  1.28160188  0.61495563
 -0.37658773 -0.24265263 -0.33839812 -0.11830864  0.        ]",-0.0189130510309,[-0.7209375 -0.8966732],-1.90709,[-0.2029077 -0.0965673],[-0.65278614 -0.50021088]
18,"[[-0.07400241  1.00305777  0.14765899  0.07205312]
 [-1.14897095 -2.76308545  0.          0.        ]]","[ 1.10189647  1.25194337  0.1352364   1.18985841  1.28160127  0.61495547
 -0.49931982 -0.79153522 -0.32582354 -0.12165452  0.        ]",-0.01989924753,[ 0.47805207 -0.21564009],-1.94613,[ 0.43688038  0.70504683],[-0.65278614 -0.50021088]
