timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.57688206 -0.49657935],"[ 1.01553993  1.24532735 -0.20748924  0.81368663 -1.00166267  0.21437187
  0.27720799  0.33079957  2.5957015  -0.44269907  0.        ]",[ 1.34391752 -1.00128268],-3.66116,-0.327004635095,"[[ 0.02290412 -0.0503943  -0.11602689  0.0253951 ]
 [ 0.0042087  -0.00235358  0.          0.        ]]",[ 1.03206325 -1.19470108]
1,[-0.57688206 -0.49657935],"[ 1.01303186  1.24203657 -0.14601468  0.70949672 -1.00166191  0.21437178
  0.46546911 -0.35428665  2.59399011 -0.39560325  0.        ]",[-0.49424491 -0.54790711],-3.59917,-0.326541429326,"[[ 0.06269342 -0.09018417 -0.11602689  0.0253951 ]
 [ 3.96154174 -3.96342566  0.          0.        ]]",[ 0.94151598 -1.04110408]
2,[-0.57688206 -0.49657935],"[ 1.0050613   1.22553964 -0.05542257  0.44904538 -1.00166114  0.21437169
  0.36876622 -0.71580155  2.58636583 -0.38003648  0.        ]",[ 0.71076746 -1.51972611],-3.52063,-0.325695936973,"[[ 0.12152934 -0.1904246  -0.11602689  0.0253951 ]
 [ 1.92881014 -6.0536551   0.          0.        ]]",[ 1.13653159 -0.76704621]
3,[-0.57688206 -0.49657935],"[ 0.98998594  1.17543192  0.04604994  0.04568185 -1.00166038  0.21437161
  0.50078287 -1.38008131  2.56428639 -0.42295551  0.        ]",[ 1.04719482 -1.2918892 ],-3.51393,-0.323749909092,"[[ 0.18794845 -0.35003361 -0.11602689  0.0253951 ]
 [ 4.70385926 -9.89443318  0.          0.        ]]",[ 0.8715294  -0.91049814]
4,[-0.57688206 -0.49657935],"[ 0.94078273  1.05060237  0.24474737 -0.5052112  -1.00165961  0.21437152
  0.68462431 -2.03125498  2.50684169 -0.40163034  0.        ]",[ 0.01525538 -1.42880276],-3.38166,-0.317897746742,"[[  0.3207983   -0.58569835  -0.11602689   0.0253951 ]
 [  8.56828879 -13.65944912   0.           0.        ]]",[ 0.47567672 -1.25689793]
5,[-0.57688206 -0.49657935],"[ 0.84186183  0.80513589  0.48640108 -1.10371836 -1.00165884  0.21437144
  0.6794928  -2.66926122  2.38896856 -0.38853631  0.        ]",[-0.02464272 -1.57183168],-3.22721,-0.306079249526,"[[  0.49108247  -0.89589951  -0.11602689   0.0253951 ]
 [  8.46043043 -17.34836214   0.           0.        ]]",[ 0.27670777 -1.33200276]
6,[-0.57688206 -0.49657935],"[ 0.7087314   0.40807251  0.70240649 -1.56836537 -1.00165808  0.21437135
  0.66692863 -3.29461243  2.18149525 -0.4686349   0.        ]",[-0.5330483  -1.65542842],-3.0045,-0.286007119465,"[[  0.6576425   -1.27914518  -0.11602689   0.0253951 ]
 [  8.19633438 -20.96415232   0.           0.        ]]",[-0.20948702 -1.5031321 ]
7,[-0.57688206 -0.49657935],"[ 0.57049781 -0.12168522  0.86517893 -1.64434503 -1.00165731  0.21437127
  0.55884748 -3.90751871  1.84587661 -0.63392869  0.        ]",[-0.82539476 -2.16956262],-2.71125,-0.25462017472,"[[  0.79877742  -1.73398476  -0.11602689   0.0253951 ]
 [  5.924432   -24.50805489   0.           0.        ]]",[-0.74375772 -1.9194814 ]
8,[-0.57688206 -0.49657935],"[ 0.47774009 -0.67815126  0.95229654 -1.08170479 -1.00165655  0.21437118
  0.39776934 -4.50832265  1.34241017 -0.79704197  0.        ]",[-1.95182645 -2.62217642],-2.2978,-0.208482145544,"[[  8.83297243e-01  -2.25900101e+00  -1.16026892e-01   2.53951050e-02]
 [  2.53851102e+00  -2.79820737e+01   0.00000000e+00   0.00000000e+00]]",[-1.10361087 -2.56490231]
9,[-0.57688206 -0.49657935],"[ 0.46570842 -1.05891797  0.96255846  0.19832672 -1.00165578  0.2143711
  0.20694412 -5.09727662  0.70371508 -0.71691781  0.        ]",[-1.91902804 -4.12283755],-1.59958,-0.145621644015,"[[  8.93821659e-01  -2.85281168e+00  -1.16026892e-01   2.53951050e-02]
 [ -1.47270572e+00  -3.13876933e+01   0.00000000e+00   0.00000000e+00]]",[-1.60005021 -3.4096067 ]
10,[-0.57688206 -0.49657935],"[ 0.54253343 -1.10744644  0.89302445  0.99645952 -1.00165501  0.21437101
  0.02002332 -0.13271162  0.39938613 -0.49170948  0.        ]",[-0.9923539  -1.46386354],-1.68782,-0.110857127976,"[[ 0.8249448  -3.16084362 -0.11602689  0.0253951 ]
 [-5.4018502  -2.68243813  0.          0.        ]]",[-0.40868253 -2.26876783]
11,[-0.57688206 -0.49657935],"[ 0.68964178 -1.10765941  0.72780072  0.93888894 -1.00165425  0.21437092
 -0.16179287  0.82754566  0.41497088 -0.50781969  0.        ]",[-0.22752429 -1.66000167],-1.77056,-0.112728786958,"[[ 0.67856292 -3.13891228 -0.11602689  0.0253951 ]
 [-9.22369417  2.86979767  0.          0.        ]]",[-0.24959409 -1.98129773]
12,[-0.57688206 -0.49657935],"[ 0.84476554 -1.10558015  0.48066338  0.78984687 -1.00165348  0.21437084
 -0.19596217  0.75951058  0.43684933 -0.55623772  0.        ]",[-0.72988837 -3.04983328],-1.5997,-0.116018866073,"[[ 0.48688271 -3.08210267 -0.11602689  0.0253951 ]
 [-9.94194663  2.47641977  0.          0.        ]]",[-0.55153644 -2.24147344]
13,[-0.57688206 -0.49657935],"[ 0.96602848 -1.10197259  0.15619703  0.68815261 -1.00165272  0.21437075
 -0.32407905  0.57937673  0.4296376  -0.58666753  0.        ]",[-1.73242291 -2.85883258],-1.50187,-0.116154402515,"[[  0.26102336  -3.04324095  -0.11602689   0.0253951 ]
 [-12.63501088   1.43488315   0.           0.        ]]",[-0.78500199 -2.52669859]
14,[-0.57688206 -0.49657935],"[ 1.01530489 -1.09929682 -0.2875897   0.63355289 -1.00165195  0.21437067
 -0.50053573  0.45594895  0.39727169 -0.58603988  0.        ]",[ 1.24357861 -2.85310881],-1.75515,-0.113090079794,"[[ -0.02889234  -3.02231825  -0.11602689   0.0253951 ]
 [-16.34419546   0.72122209   0.           0.        ]]",[-0.51856405 -2.5586009 ]
15,[-0.57688206 -0.49657935],"[ 0.94444589 -1.0978148  -0.71882287  0.60712899 -1.00165118  0.21437058
 -0.29678811  0.38945745  0.36304448 -0.56106331  0.        ]",[-0.07458189 -2.18459113],-1.58996,-0.109164361597,"[[ -0.31280512  -3.01217433  -0.11602689   0.0253951 ]
 [-12.06135491   0.3367678    0.           0.        ]]",[-0.55039191 -2.70562649]
16,[-0.57688206 -0.49657935],"[ 0.79514999 -1.09709695 -1.05731585  0.5950636  -1.00165042  0.2143705
 -0.29947702  0.3572091   0.33904808 -0.52592647  0.        ]",[ 0.08187518 -1.80940241],-1.56158,-0.105941372363,"[[ -0.55459935  -3.0075382   -0.11602689   0.0253951 ]
 [-12.1178792    0.15030812   0.           0.        ]]",[-0.24476385 -2.60891533]
17,[-0.57688206 -0.49657935],"[ 0.57835801 -1.09677261 -1.34290057  0.58975646 -1.00164965  0.21437041
 -0.27264305  0.34246791  0.32377817 -0.48263262  0.        ]",[ 0.24533185 -2.52094368],-1.45098,-0.103393528185,"[[ -0.79129758  -3.00549808  -0.11602689   0.0253951 ]
 [-11.5538229    0.06507514   0.           0.        ]]",[ 0.13524976 -2.43989635]
18,[-0.57688206 -0.49657935],"[ 0.32598693 -1.09663157 -1.55282858  0.58748201 -1.00164889  0.21437032
 -0.2155523   0.33598018  0.31817029 -0.43858929  0.        ]",[-0.7073146  -1.84841467],-1.37062,-0.101853548941,"[[ -1.01033341  -3.00462365  -0.11602689   0.0253951 ]
 [-10.3537594    0.02756381   0.           0.        ]]",[ 0.4847911  -2.25575137]
19,[-0.57688206 -0.49657935],"[ 0.01661175 -1.09657149 -1.70730791  0.58652583 -1.00164812  0.21437024
 -0.33902783  0.33319861  0.32165419 -0.39078835  0.        ]",[ 1.31018975 -2.68051273],-1.44437,-0.101247937651,"[[ -1.24345005e+00  -3.00425607e+00  -1.16026892e-01   2.53951050e-02]
 [ -1.29492556e+01   1.14815573e-02   0.00000000e+00   0.00000000e+00]]",[ 0.84848535 -2.04769945]
20,[-0.57688206 -0.49657935],"[-0.29431292 -1.09654601 -1.77996797  0.58612946 -1.00164735  0.21437015
 -0.13847692  0.33203023  0.33335962 -0.34815601  0.        ]",[ 1.18756626 -2.14211101],-1.44689,-0.101686589867,"[[ -1.46013829e+00  -3.00410376e+00  -1.16026892e-01   2.53951050e-02]
 [ -8.73361691e+00   4.72673863e-03   0.00000000e+00   0.00000000e+00]]",[ 1.02741325 -1.83791482]
21,[-0.57688206 -0.49657935],"[-0.49018477 -1.09653501 -1.78903081  0.5859669  -1.00164659  0.21437007
  0.05810379  0.3315455   0.34434254 -0.32377814  0.        ]",[ 0.98111882 -1.60751477],-1.45862,-0.102422610093,"[[ -1.59335109e+00  -3.00404136e+00  -1.16026892e-01   2.53951050e-02]
 [ -4.60143282e+00   1.92484247e-03   0.00000000e+00   0.00000000e+00]]",[ 1.06306994 -1.72082353]
22,[-0.57688206 -0.49657935],"[-0.56688123 -1.09653001 -1.78510908  0.58590079 -1.00164582  0.21436998
  0.24723652  0.33134679  0.34937069 -0.3147399   0.        ]",[ 1.18615714 -2.64013623],-1.37067,-0.102802016073,"[[ -1.64549100e+00  -3.00401606e+00  -1.16026892e-01   2.53951050e-02]
 [ -6.25807312e-01   7.76755419e-04   0.00000000e+00   0.00000000e+00]]",[ 0.81663013 -1.80372918]
23,[-0.57688206 -0.49657935],"[-0.52669875 -1.09652744 -1.78768425  0.58587401 -1.00164506  0.2143699
  0.43618144  0.33126615  0.34665955 -0.31944207  0.        ]",[ 0.07222686 -1.27100995],-1.38341,-0.102594417872,"[[ -1.61815801e+00  -3.00400588e+00  -1.16026892e-01   2.53951050e-02]
 [  3.34587101e+00   3.11299677e-04   0.00000000e+00   0.00000000e+00]]",[ 0.47679806 -1.97028112]
24,[-0.57688206 -0.49657935],"[-0.42491815 -1.09652587 -1.78904944  0.58586324 -1.00164429  0.21436981
  0.44663451  0.33123312  0.34031908 -0.33170883  0.        ]",[-0.11338733 -1.13520139],-1.38335,-0.102133596509,"[[ -1.54903596e+00  -3.00400185e+00  -1.16026892e-01   2.53951050e-02]
 [  3.56560170e+00   1.21115715e-04   0.00000000e+00   0.00000000e+00]]",[ 0.37940517 -2.06559157]
25,[-0.57688206 -0.49657935],"[-0.32772469 -1.09652469 -1.78344751  0.58585889 -1.00164352  0.21436973
  0.42191914  0.33122006  0.33494275 -0.34389495  0.        ]",[ 0.07001556 -1.98670137],-1.32645,-0.101778761969,"[[ -1.48293643e+00  -3.00400029e+00  -1.16026892e-01   2.53951050e-02]
 [  3.04608219e+00   4.64147043e-05   0.00000000e+00   0.00000000e+00]]",[ 0.34534723 -2.1267004 ]
26,[-0.57688206 -0.49657935],"[-0.23546538 -1.09652368 -1.77182217  0.58585702 -1.00164276  0.21436964
  0.43223806  0.33121507  0.330457   -0.35589439  0.        ]",[-0.24687289 -2.47249894],-1.25357,-0.101520418568,"[[ -1.41983846e+00  -3.00399969e+00  -1.16026892e-01   2.53951050e-02]
 [  3.26299247e+00   1.83632938e-05   0.00000000e+00   0.00000000e+00]]",[ 0.25235122 -2.20186114]
27,[-0.57688206 -0.49657935],"[-0.1560345  -1.09652272 -1.75678418  0.58585614 -1.00164199  0.21436955
  0.38266488  0.33121282  0.32708609 -0.36657216  0.        ]",[ 0.09891953 -2.39935747],-1.307,-0.101360953739,"[[ -1.36503370e+00  -3.00399946e+00  -1.16026892e-01   2.53951050e-02]
 [  2.22095555e+00   6.18760746e-06   0.00000000e+00   0.00000000e+00]]",[ 0.26248375 -2.22571325]
28,[-0.57688206 -0.49657935],"[-0.08733212 -1.09652178 -1.73991283  0.5858556  -1.00164123  0.21436947
  0.39920515  0.33121216  0.32454869 -0.376071    0.        ]",[-0.65723675 -2.77357833],-1.19781,-0.101271676922,"[[ -1.31712617e+00  -3.00399937e+00  -1.16026892e-01   2.53951050e-02]
 [  2.56863957e+00   3.17431604e-06   0.00000000e+00   0.00000000e+00]]",[ 0.17452785 -2.28717613]
29,[-0.57688206 -0.49657935],"[-0.05215585 -1.09652086 -1.72984528  0.58585527 -1.00164046  0.21436938
  0.27299139  0.33121131  0.32338827 -0.38103558  0.        ]",[ 0.64927597 -2.70735471],-1.34786,-0.101243963655,"[[ -1.29237219e+00  -3.00399936e+00  -1.16026892e-01   2.53951050e-02]
 [ -8.44009914e-02  -9.57890494e-07   0.00000000e+00   0.00000000e+00]]",[ 0.3418991  -2.22466898]
30,[-0.57688206 -0.49657935],"[-0.01811731 -1.09651993 -1.71915859  0.58585488 -1.00163969  0.2143693
  0.39536583  0.33121186  0.32235913 -0.38589762  0.        ]",[-0.74307151 -1.33169761],-1.34101,-0.101229100336,"[[ -1.26825106e+00  -3.00399932e+00  -1.16026892e-01   2.53951050e-02]
 [  2.48794142e+00   3.07082443e-06   0.00000000e+00   0.00000000e+00]]",[ 0.11678621 -2.33472943]
31,[-0.57688206 -0.49657935],"[ 0.00955847 -1.09651901 -1.70977007  0.5858546  -1.00163893  0.21436921
  0.25306048  0.33121083  0.32158901 -0.38990708  0.        ]",[ 0.47378697 -2.5729669 ],-1.35089,-0.101225835055,"[[ -1.24850480e+00  -3.00399933e+00  -1.16026892e-01   2.53951050e-02]
 [ -5.03346272e-01  -2.08738701e-06   0.00000000e+00   0.00000000e+00]]",[ 0.31482592 -2.25415039]
