timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.44339898 -0.37418601],"[[-0.01893541 -0.09516191  0.17112414  0.17135487]
 [ 0.0040797   0.00093063  0.          0.        ]]",[ 2.48165605  1.36726895],"[ 1.01350122  1.23669272 -0.3434526   0.68406122  1.49636404  1.47604367
  0.25463386  0.3385708  -0.35023009 -2.52818812  0.        ]",-2.98431,-0.189647107264,[ 3.05792904  0.79615772]
1,[-0.44339898 -0.37418601],"[[ 0.0208205  -0.05543104  0.17112414  0.17135487]
 [ 3.95834718  3.95897044  0.          0.        ]]",[ 2.52186083 -1.10901279],"[ 1.01344412  1.24014286 -0.28115002  0.79441431  1.49636099  1.47604072
  0.42781056  1.01631385 -0.34341868 -2.36994418  0.        ]",-2.86577,-0.177377639908,[ 1.85323155 -0.10288256]
2,[-0.44339898 -0.37418601],"[[ 0.1389081  -0.01678097  0.17112414  0.17135487]
 [ 7.8374932  -0.08049646  0.          0.        ]]",[ 0.54979261  0.57418988],"[ 0.99941931  1.24175238 -0.09677694  0.90200051  1.49635794  1.47603777
  0.59769721  0.32462634 -0.36129998 -2.00856148  0.        ]",-2.39253,-0.148806958145,[ 0.82889414  0.06558901]
3,[-0.44339898 -0.37418601],"[[  3.15915258e-01   4.42856746e-03   1.71124140e-01   1.71354873e-01]
 [  9.85650310e+00   2.19387226e+00   0.00000000e+00   0.00000000e+00]]",[-1.91845156  0.63614741],"[ 0.94005709  1.2419017   0.17313843  0.96107867  1.49635489  1.47603481
  0.68611913  0.71407131 -0.4537485  -1.52890007  0.        ]",-1.70076,-0.109383572331,[-0.48892179 -0.61320436]
4,[-0.44339898 -0.37418601],"[[ 0.47138918  0.07315913  0.17112414  0.17135487]
 [ 5.70471903  4.67092117  0.          0.        ]]",[-0.88091568 -0.76455168],"[ 0.85132566  1.23882122  0.39793808  1.15235199  1.49635184  1.47603186
  0.50429126  1.13822086 -0.6254625  -1.07125374  0.        ]",-1.40905,-0.0700030879931,[-0.47253487 -0.91319436]
5,[-0.44339898 -0.37418601],"[[ 0.54939971  0.13528966  0.17112414  0.17135487]
 [ 2.10829862  1.55252043  0.          0.        ]]",[-0.45972283 -0.56343624],"[ 0.79457794  1.2313541   0.50458921  1.32445439  1.49634879  1.47602891
  0.34678562  0.60424899 -0.7594002  -0.82941391  0.        ]",-1.26303,-0.0495701679691,[-0.03756416 -0.23212348]
6,[-0.44339898 -0.37418601],"[[ 0.57290937  0.14365478  0.17112414  0.17135487]
 [ 0.24885457 -0.70847521  0.          0.        ]]",[ 0.11792021 -0.67385358],"[ 0.77594354  1.23000886  0.53578261  1.34752763  1.49634574  1.47602596
  0.26535097  0.2170929  -0.79643943 -0.77118202  0.        ]",-1.30255,-0.0450881258009,[ 0.36233246  0.27261722]
7,[-0.44339898 -0.37418601],"[[ 0.58252771  0.10285346  0.17112414  0.17135487]
 [ 0.7114371  -3.36280967  0.          0.        ]]",[ 0.14679404  0.54918183],"[ 0.76811933  1.23580074  0.54840991  1.23473919  1.49634269  1.47602301
  0.28560962 -0.23741555 -0.77862667 -0.79384244  0.        ]",-1.24995,-0.0467787084974,[ 0.40355667  0.74642229]
8,[-0.44339898 -0.37418601],"[[ 0.60243289  0.05808085  0.17112414  0.17135487]
 [ 1.27719902 -1.12191894  0.          0.        ]]",[-0.29593485  0.43925154],"[ 0.75156334  1.23995545  0.57428792  1.11043262  1.49633964  1.47602006
  0.31038702  0.14629815 -0.77234918 -0.79994813  0.        ]",-1.20789,-0.0472404651757,[ 0.18093516  0.41086304]
9,[-0.44339898 -0.37418601],"[[ 0.61597073  0.05332051  0.17112414  0.17135487]
 [ 0.08057166  0.64001118  0.          0.        ]]",[ 0.49560405 -0.24389723],"[ 0.74002491  1.24025959  0.59168741  1.09719123  1.4963366   1.47601711
  0.25798038  0.44799806 -0.78681904 -0.77660609  0.        ]",-1.31808,-0.0454474492796,[ 0.32256278  0.20431185]
10,[-0.44339898 -0.37418601],"[[ 0.63724077  0.05629645  0.17112414  0.17135487]
 [ 2.03990758 -0.33915171  0.          0.        ]]",[-1.03424251  0.32850608],"[ 0.72144749  1.2400693   0.61868857  1.10546703  1.49633355  1.47601416
  0.34378958  0.28033297 -0.81769511 -0.72929817  0.        ]",-1.13655,-0.0419934668706,[-0.241878    0.21073264]
11,[-0.44339898 -0.37418601],"[[ 0.63793848  0.06264721  0.17112414  0.17135487]
 [-1.95682823  0.96985967  0.          0.        ]]",[ 0.92752609  1.4203811 ],"[ 0.72082823  1.2396313   0.61956666  1.12312484  1.4963305   1.4760112
  0.16875165  0.50447852 -0.82341151 -0.72114299  0.        ]",-1.31605,-0.0414310218613,[ 0.64232492  0.26956111]
12,[-0.44339898 -0.37418601],"[[ 0.63598895  0.12156513  0.17112414  0.17135487]
 [ 1.74954509  4.9088109   0.          0.        ]]",[-1.22035525  0.80917249],"[ 0.72255451  1.23337071  0.6171099   1.28652555  1.49632745  1.47600825
  0.33107286  1.17895549 -0.86617608 -0.66489266  0.        ]",-1.1258,-0.0379319421199,[-0.61864436 -0.89108396]
13,[-0.44339898 -0.37418601],"[[ 0.63093016  0.2509284   0.17112414  0.17135487]
 [-2.24213172  8.01714794  0.          0.        ]]",[-0.34518294 -1.51382013],"[ 0.72701384  1.2057183   0.61071928  1.64039799  1.4963244   1.4760053
  0.1562563   1.71120126 -0.96845567 -0.55360539  0.        ]",-1.34097,-0.0342311512901,[-0.14032027 -1.42968595]
14,[-0.44339898 -0.37418601],"[[ 0.57284752  0.36995594  0.17112414  0.17135487]
 [-3.56176106  3.89932308  0.          0.        ]]",[ 0.32871201 -0.73320235],"[ 0.77598777  1.16374127  0.53569698  1.95591991  1.49632135  1.47600235
  0.09846271  1.00609318 -0.98970956 -0.56214868  0.        ]",-1.42056,-0.0360040687299,[ 0.48043263 -0.68611413]
15,[-0.44339898 -0.37418601],"[[ 0.51537731  0.41803401  0.17112414  0.17135487]
 [-2.18982923  0.91842304  0.          0.        ]]",[-0.16479611 -0.40708041],"[ 0.82029094  1.14242285  0.45864501  2.07956615  1.4963183   1.4759994
  0.15854677  0.49566485 -0.94950919 -0.63110938  0.        ]",-1.37901,-0.0384887308868,[ 0.54937768 -0.24843049]
16,[-0.44339898 -0.37418601],"[[ 0.46548026  0.42004976  0.17112414  0.17135487]
 [-2.79785164 -0.71141711  0.          0.        ]]",[ 1.13184089 -0.39096125],"[ 0.85529027  1.1414738   0.38966878  2.0846884   1.49631526  1.47599645
  0.13191815  0.21658243 -0.88086442 -0.72632776  0.        ]",-1.50331,-0.0430506580554,[ 1.02288496  0.08645594]
17,[-0.44339898 -0.37418601],"[[ 0.44977622  0.39041571  0.17112414  0.17135487]
 [ 1.21408264 -2.24686586  0.          0.        ]]",[ 0.7740123   0.09973683],"[ 0.86562337  1.15496633  0.36758927  2.00882213  1.49631221  1.4759935
  0.30762201 -0.04633705 -0.83354145 -0.78438005  0.        ]",-1.44258,-0.0465904091409,[ 0.29450932  0.09156048]
18,[-0.44339898 -0.37418601],"[[ 0.50453707  0.34987555  0.17112414  0.17135487]
 [ 4.25188198 -1.80861239  0.          0.        ]]",[ 1.69372902  0.55226675],"[ 0.82816947  1.1719035   0.44381666  1.90354401  1.49630916  1.47599055
  0.44066325  0.02870644 -0.87244211 -0.71080104  0.        ]",-1.51293,-0.0416333167052,[-0.64639866 -0.15475804]
