timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.68311995 -0.58350605],"[[-0.08302296 -0.06942513  0.08699385 -0.15986674]
 [ 0.00141381  0.00024277  0.          0.        ]]",[-2.93985022 -3.4040053 ],"[ 0.99773744  1.19890531 -0.3811971   0.80598855  0.75830066 -1.38045638
  0.27028168  0.3286108   0.54803772  1.55705615  0.        ]",-2.87085,-0.181450684502,[-2.54792738 -3.32343793]
1,[-0.68311995 -0.58350605],"[[-0.12267012 -0.10913274  0.08699385 -0.15986674]
 [-3.95297374 -3.95781654  0.          0.        ]]",[-1.33979346 -0.99655938],"[ 0.99167086  1.19466727 -0.44232198  0.70506585  0.7583003  -1.38045515
  0.08310021 -0.38382806  0.52618535  1.39788629  0.        ]",-2.90503,-0.170906287299,[-1.17310023 -1.90744793]
2,[-0.68311995 -0.58350605],"[[-0.24062135 -0.22707881  0.08699385 -0.15986674]
 [-7.82928177 -7.82390472  0.          0.        ]]",[ 0.28344251 -0.91577472],"[ 0.95993237  1.17106036 -0.62203602  0.40848588  0.75829993 -1.38045393
 -0.10038535 -1.07971199  0.41019516  0.94071414  0.        ]",-2.50899,-0.138583396961,[ 0.41417128 -0.07978344]
3,[-0.68311995 -0.58350605],"[[ -0.38439247  -0.41838872   0.08699385  -0.15986674]
 [ -6.55213978 -11.29551002   0.           0.        ]]",[ 1.30814595  0.79954791],"[ 0.89411175  1.09854752 -0.8339073  -0.05381986  0.75829957 -1.3804527
 -0.03993162 -1.70458879  0.13406024  0.39077753  0.        ]",-2.17537,-0.0928172976428,[ 1.51496649  1.58798563]
4,[-0.68311995 -0.58350605],"[[-0.47445894 -0.61030524  0.08699385 -0.15986674]
 [-2.46802288 -7.90742407  0.          0.        ]]",[ 2.33968201  2.54932245],"[ 0.83824279  0.98571354 -0.96079306 -0.47956229  0.7582992  -1.38045147
  0.1533907  -1.09474281 -0.16950109  0.05564206  0.        ]",-2.14643,-0.0559579778817,[ 1.27273142  1.47554624]
5,[-0.68311995 -0.58350605],"[[-0.48365124 -0.72716892  0.08699385 -0.15986674]
 [ 1.53553971 -3.79264388  0.          0.        ]]",[ 0.07596149  0.29382029],"[ 0.83192753  0.8990413  -0.97343675 -0.71342387  0.75829884 -1.38045025
  0.34289996 -0.35409472 -0.3072147  -0.02714348  0.        ]",-1.943,-0.0416040754538,[ 0.2122162   0.73468733]
6,[-0.68311995 -0.58350605],"[[-0.45023404 -0.7905964   0.08699385 -0.15986674]
 [ 1.80528954 -2.55423035  0.          0.        ]]",[-0.0068262   0.15836408],"[ 0.8543457   0.84681088 -0.92718608 -0.83085398  0.75829847 -1.38044902
  0.3556685  -0.13118393 -0.3240731  -0.00334032  0.        ]",-1.94294,-0.0405845061542,[-0.02076894  0.49732241]
7,[-0.68311995 -0.58350605],"[[-0.41475963 -0.83488187  0.08699385 -0.15986674]
 [ 1.74236246 -1.87657541  0.          0.        ]]",[-0.76017867  0.72687957],"[ 0.87650393  0.80832272 -0.87726525 -0.90854649  0.75829811 -1.38044779
  0.35268971 -0.00920802 -0.31807363  0.03371228  0.        ]",-1.93911,-0.042088265228,[-0.15829128  0.34734944]
8,[-0.68311995 -0.58350605],"[[-0.41044367 -0.84315357  0.08699385 -0.15986674]
 [-1.30063207  1.03968175  0.          0.        ]]",[ 0.48279932 -0.85585897],"[ 0.87908279  0.8009566  -0.87113639 -0.92265093  0.75829774 -1.38044657
  0.20864882  0.51570969 -0.32059657  0.03702291  0.        ]",-1.95537,-0.0419603125323,[ 0.34793776 -0.10943201]
9,[-0.68311995 -0.58350605],"[[-0.41702202 -0.85657401  0.08699385 -0.15986674]
 [ 0.63634136 -2.37035919  0.          0.        ]]",[ 0.01591638  1.11966723],"[ 0.87514075  0.78889001 -0.88047213 -0.94525722  0.75829738 -1.38044534
  0.30033582 -0.09808799 -0.34549875  0.0208665   0.        ]",-1.9939,-0.0392985146119,[ 0.18157271  0.60722685]
