timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.2681134  -0.24857005],"[ 1.04387307  1.51511931 -0.30328506  0.92818135 -1.01669763  1.6064365
  0.27621015  0.3449932   2.30308188 -1.96261921  0.        ]",[ 2.70183741  1.19004938],-3.12966,-0.38318402022,"[[-0.0919402   0.04869174 -0.11742173  0.18598471]
 [ 0.00402969  0.00163658  0.          0.        ]]",[ 3.31805754  0.68629086]
1,[-0.2681134  -0.24857005],"[ 1.04797751  1.51189439 -0.24286935  1.03955138 -1.01669612  1.60643228
  0.47622615  0.9535327   2.30575613 -1.83988917  0.        ]",[ 2.91796003  2.9002463 ],-3.15741,-0.376987654649,"[[-0.05218529  0.08843655 -0.11742173  0.18598471]
 [ 3.95830434  3.95965791  0.          0.        ]]",[ 2.9976325   0.29631659]
2,[-0.2681134  -0.24857005],"[ 1.04681763  1.49136544 -0.06308859  1.36754636 -1.0166946   1.60642807
  0.67229179  1.55002418  2.27130723 -1.47844838  0.        ]",[ 2.00920606  0.08666338],-2.74394,-0.356185842473,"[[ 0.0658713   0.20655577 -0.11742173  0.18598471]
 [ 7.83448454  7.83933365  0.          0.        ]]",[ 2.28052235 -0.41447577]
3,[-0.2681134  -0.24857005],"[ 1.00145279  1.43848353  0.2293692   1.79466365 -1.01669309  1.60642386
  0.86456359  1.57867688  2.10218316 -0.95633884  0.        ]",[ 1.41957324 -0.44635918],-2.33575,-0.317957511659,"[[  0.26069889   0.36521267  -0.11742173   0.18598471]
 [ 11.63566804   8.02572062   0.           0.        ]]",[ 1.51394272 -0.92455399]
4,[-0.2681134  -0.24857005],"[ 0.8525258   1.36803534  0.60798135  2.15383327 -1.01669157  1.60641964
  1.05308417  1.28224709  1.73291509 -0.42384794  0.        ]",[ 1.02448733 -1.29314748],-1.79351,-0.26277787657,"[[  0.53080643   0.50638316  -0.11742173   0.18598471]
 [ 15.36270036   6.09771853   0.           0.        ]]",[ 0.65980983 -1.27315283]
5,[-0.2681134  -0.24857005],"[ 0.53520923  1.31821451  1.00588951  2.34809898 -1.01669006  1.60641543
  1.2379123   0.65460129  1.17248857 -0.03006297  0.        ]",[ 0.33222374 -0.87128963],-1.17537,-0.19347651909,"[[  0.87472305   0.58737913  -0.11742173   0.18598471]
 [ 19.01674751   2.01543039   0.           0.        ]]",[-0.30211377 -1.33453035]
6,[-0.2681134  -0.24857005],"[ 0.04793     1.31473544  1.28943725  2.36041448 -1.01668855  1.60641122
  1.28542764  0.11784977  0.52026542  0.11272838  0.        ]",[-1.99727441 -1.22209665],-0.313585,-0.117452361397,"[[  1.26448404   0.59266052  -0.11742173   0.18598471]
 [ 19.95616257  -1.47567153   0.           0.        ]]",[-1.29200888 -1.15175712]
7,[-0.2681134  -0.24857005],"[-0.45517107  1.35792418  1.35852067  2.19618144 -1.01668703  1.606407
  1.06540562 -0.48631546 -0.01892041  0.03010712  0.        ]",[-0.08164737 -0.77459816],-0.178845,-0.0532525267616,"[[  1.61996514   0.52371968  -0.11742173   0.18598471]
 [ 15.60641635  -5.4052417    0.           0.        ]]",[-1.45303535 -0.4611651 ]
8,[-0.2681134  -0.24857005],"[-0.88326633  1.42948636  1.26536581  1.84871427 -1.01668552  1.60640279
  1.03349012 -0.94145556 -0.3956066  -0.1378445   0.        ]",[-2.56170181 -0.49930224],-0.0679235,-0.0138962213414,"[[  1.92576309   0.38591295  -0.11742173   0.18598471]
 [ 14.97548601  -8.3655375    0.           0.        ]]",[-1.9008342   0.02765733]
9,[-0.2681134  -0.24857005],"[-1.20862521  1.49280605  1.08395691  1.35068293 -1.016684    1.60639858
  0.81842938 -1.21974138 -0.63525181 -0.30604063  0.        ]",[-3.14260384 -0.34073966],-0.107537,-0.0347064375634,"[[  2.18261396   0.2004412   -0.11742173   0.18598471]
 [ 10.72380922 -10.17555705   0.           0.        ]]",[-1.93426001  0.30358234]
