timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.4692542  -0.40252632],"[ 1.01861308  1.2863279  -0.15453951  0.69304931 -1.56112553  1.31754929
  0.27855465  0.33293938  3.13525473 -1.82141189  0.        ]",[ 4.38388601 -0.05948121],-3.91905,-0.41912836666,"[[ 0.04600255 -0.08297472 -0.18068517  0.15276617]
 [-0.00490255 -0.00427739  0.          0.        ]]",[ 3.30612087  0.97023475]
1,[-0.4692542  -0.40252632],"[ 1.01480272  1.28608445 -0.09357458  0.68646718 -1.56112312  1.31754767
  0.46959974  0.29315268  3.13345927 -1.73096164  0.        ]",[ 2.99193912  1.07493483],-3.93433,-0.416105174266,"[[ 0.08559695 -0.08543789 -0.18068517  0.15276617]
 [ 3.95117023 -0.2412432   0.          0.        ]]",[ 2.92110538  0.82115042]
2,[-0.4692542  -0.40252632],"[ 0.98996045  1.28885346  0.08638583  0.77992759 -1.5611207   1.31754605
  0.65678705  0.95851854  3.10475123 -1.41101452  0.        ]",[ 2.0979649   0.11545489],-3.73399,-0.404275376619,"[[ 0.20351131 -0.05050201 -0.18068517  0.15276617]
 [ 7.82736015  3.72163031  0.          0.        ]]",[ 2.6640017   0.55284286]
3,[-0.4692542  -0.40252632],"[ 0.9056713   1.28989068  0.37286854  0.98973148 -1.56111829  1.31754443
  0.84033862  1.02265577  2.96710762 -0.87883256  0.        ]",[ 2.19445264  0.96614024],-3.59009,-0.379278538006,"[[  0.39819408   0.02776335  -0.18068517   0.15276617]
 [ 11.62826663   4.10363237   0.           0.        ]]",[ 2.47684979  0.28185567]
4,[-0.4692542  -0.40252632],"[ 0.70551564  1.27767887  0.73052001  1.30909006 -1.56111588  1.31754281
  1.02020091  1.65106309  2.59720052 -0.2277033   0.        ]",[ 1.02185089  0.13699063],-3.13417,-0.334763028154,"[[  0.6681282    0.14738852  -0.18068517   0.15276617]
 [ 15.35278281   7.84639512   0.           0.        ]]",[ 1.76577556 -0.80145657]
5,[-0.4692542  -0.40252632],"[ 0.33284495  1.23532262  1.08280414  1.72867553 -1.56111347  1.31754119
  1.19658223  1.71576732  1.88926502  0.32755366  0.        ]",[-0.02792077 -3.02146521],-2.14084,-0.263851854358,"[[  1.01182926   0.30818364  -0.18068517   0.15276617]
 [ 19.00522445   8.23178702   0.           0.        ]]",[ 0.31624091 -1.93126845]
6,[-0.4692542  -0.40252632],"[-0.17584018  1.183327    1.29169804  2.03667937 -1.56111105  1.31753957
  1.17318746  1.02352573  1.03253842  0.48095353  0.        ]",[-0.68569178 -1.8922543 ],-1.397,-0.179724756875,"[[  1.38707388   0.43145284  -0.18068517   0.15276617]
 [ 18.52080337   4.1088475    0.           0.        ]]",[-1.01606464 -1.73199177]
7,[-0.4692542  -0.40252632],"[-0.67027073  1.16207924  1.29897168  2.13709562 -1.56110864  1.31753795
  1.02457569  0.34514956  0.3443108   0.28702963  0.        ]",[-1.89452701 -0.99314021],-0.669732,-0.106367604708,"[[  1.72661453   0.47309131  -0.18068517   0.15276617]
 [ 15.4434449    0.06848483   0.           0.        ]]",[-1.69933558 -1.00420916]
8,[-0.4692542  -0.40252632],"[-1.04246374  1.18158377  1.18232137  2.04531188 -1.56110623  1.31753633
  0.81884386 -0.31512819 -0.07779954  0.0111878   0.        ]",[-1.21787413 -1.17487425],-0.531297,-0.0575470901032,"[[  1.99273998   0.43500386  -0.18068517   0.15276617]
 [ 11.18326576  -3.86408525   0.           0.        ]]",[-1.82760477 -0.36047179]
9,[-0.4692542  -0.40252632],"[-1.2739138   1.23150336  1.04488502  1.75567783 -1.56110382  1.31753471
  0.61718335 -0.96685971 -0.27365335 -0.15219004  0.        ]",[-1.40589075  0.45976926],-0.673363,-0.0364525511568,"[[ 2.17450723  0.31877578 -0.18068517  0.15276617]
 [ 7.00738942 -7.74575702  0.          0.        ]]",[-1.51093507  0.22712722]
