timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.23267585 -0.24277771],"[ 1.06208061  1.61538035 -0.17047876  0.83164915 -1.73817363  0.18429374
  0.27334431  0.34845968  2.93842874 -0.21790348  0.        ]",[-1.08669324 -4.19940731],-2.25862,-0.410180062312,"[[-0.02119505  0.02971354 -0.19959146  0.02127171]
 [-0.00429987  0.00173383  0.          0.        ]]",[-0.60273385 -2.0737834 ]
1,[-0.23267585 -0.24277771],"[ 1.05975259  1.61584729 -0.23075115  0.71923619 -1.73816769  0.18429358
  0.0691825  -0.24529328  2.93484411 -0.33540299  0.        ]",[ 1.70009639 -0.97321655],-2.61189,-0.41063699619,"[[-0.06095525 -0.00996453 -0.19959146  0.02127171]
 [-3.9585592  -3.95635449  0.          0.        ]]",[-0.1657688  -1.62713242]
2,[-0.23267585 -0.24277771],"[ 1.05533051  1.60620342 -0.28924737  0.38863181 -1.73816175  0.18429342
  0.27754521 -0.81184627  2.91154089 -0.52770679  0.        ]",[ 0.15659411 -1.42826888],-2.49174,-0.410115246138,"[[-0.09963571 -0.12698526 -0.19959146  0.02127171]
 [ 0.07706694 -7.73312507  0.          0.        ]]",[-0.19496873 -1.64467907]
3,[-0.23267585 -0.24277771],"[ 1.0563851   1.55480921 -0.27753382 -0.1434074  -1.7381558   0.18429325
  0.30952096 -1.38289048  2.85996131 -0.69916454  0.        ]",[-0.67353601 -1.47366532],-2.40853,-0.406850750529,"[[ -0.09188026  -0.31984189  -0.19959146   0.02127171]
 [  0.69638639 -11.53984912   0.           0.        ]]",[-0.31099579 -1.79571009]
4,[-0.23267585 -0.24277771],"[ 1.05457384  1.41354948 -0.29706243 -0.82437961 -1.73814986  0.18429309
  0.17128694 -1.94244144  2.72666811 -0.95386741  0.        ]",[-0.10471572 -1.60019672],-2.33534,-0.397004910056,"[[ -0.10481378  -0.58806445  -0.19959146   0.02127171]
 [ -1.98095774 -15.26998938   0.           0.        ]]",[-0.39224353 -1.93015289]
5,[-0.23267585 -0.24277771],"[ 1.04677457  1.13131241 -0.36235067 -1.52412666 -1.73814392  0.18429293
  0.15192495 -2.49103232  2.45535872 -1.24044511  0.        ]",[-1.26093557 -3.02380398],-2.05146,-0.374876315911,"[[ -0.14819362  -0.93015746  -0.19959146   0.02127171]
 [ -2.35596204 -18.92712517   0.           0.        ]]",[-0.58943856 -2.1097846 ]
6,[-0.23267585 -0.24277771],"[ 1.02337523  0.68142529 -0.49095417 -2.01380587 -1.73813798  0.18429277
 -0.05004127 -3.02860308  2.0091046  -1.43976423  0.        ]",[-1.43089169 -1.8886516 ],-1.85846,-0.333838019944,"[[ -2.34555747e-01  -1.34465670e+00  -1.99591465e-01   2.12717100e-02]
 [ -6.26768277e+00  -2.25108870e+01   0.00000000e+00   0.00000000e+00]]",[-0.65540743 -2.19277596]
7,[-0.23267585 -0.24277771],"[ 0.9507995   0.10246639 -0.72694868 -1.9911985  -1.73813204  0.18429261
 -0.24816191 -3.55553671  1.42513667 -1.37139915  0.        ]",[-0.06405989 -3.87698058],-1.36007,-0.268425293333,"[[ -3.98404708e-01  -1.83012104e+00  -1.99591465e-01   2.12717100e-02]
 [ -1.01049218e+01  -2.60238636e+01   0.00000000e+00   0.00000000e+00]]",[-0.55241823 -2.09827971]
8,[-0.23267585 -0.24277771],"[ 0.81264991 -0.46470125 -0.99640504 -1.19719735 -1.7381261   0.18429244
 -0.2511693  -4.0720965   1.00704449 -0.8877346   0.        ]",[-0.79391054 -2.31846388],-0.894916,-0.197635014489,"[[ -6.01088091e-01  -2.38515274e+00  -1.99591465e-01   2.12717100e-02]
 [ -1.01631739e+01  -2.94678500e+01   0.00000000e+00   0.00000000e+00]]",[-0.34938762 -1.92122817]
9,[-0.23267585 -0.24277771],"[ 0.59503748 -0.78252783 -1.26196018  0.3711515  -1.73812016  0.18429228
 -0.40321564 -3.71242026  1.08323297 -0.23596011  0.        ]",[-0.46607692 -2.13962671],-0.758425,-0.18432896638,"[[ -8.33905426e-01  -3.00838169e+00  -1.99591465e-01   2.12717100e-02]
 [ -1.31080366e+01  -2.70703930e+01   0.00000000e+00   0.00000000e+00]]",[-0.45238993 -1.90609884]
10,[-0.23267585 -0.24277771],"[ 0.26863513 -0.79072972 -1.49866649  0.92878701 -1.73811421  0.18429212
 -0.48503644  0.3540676   1.24718742 -0.09252808  0.        ]",[-1.26998638 -1.49934498],-1.04073,-0.20295201773,"[[ -1.11196389  -3.20562638  -0.19959146   0.02127171]
 [-14.69276216   0.03899091   0.           0.        ]]",[-0.14578664 -1.48138499]
11,[-0.23267585 -0.24277771],"[-0.18028865 -0.79313363 -1.64314786  0.77660504 -1.73810827  0.18429196
 -0.67443389  0.90240601  1.22243533 -0.11357791  0.        ]",[-0.43185452 -1.70607706],-1.04875,-0.200042567648,"[[ -1.44262349  -3.15187348  -0.19959146   0.02127171]
 [-18.36104976   3.69451439   0.           0.        ]]",[ 0.09500809 -1.26742959]
