timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.63889509 -0.5383665 ],"[ 1.00487533  1.21982243 -0.38063695  0.76088501 -0.81579653  0.89181161
  0.27570537  0.32954539  2.41112109 -1.73078277  0.        ]",[ 2.23259927  0.29040324],-4.12739,-0.329386053962,"[[-0.08524856 -0.07600602 -0.09466993  0.10328099]
 [-0.00342462  0.0010356   0.          0.        ]]",[ 2.50761867  0.04595441]
1,[-0.63889509 -0.5383665 ],"[ 1.00870385  1.22078035 -0.31937305  0.7907226  -0.81579606  0.89181106
  0.46231412  0.53153968  2.42157192 -1.6144469   0.        ]",[ 2.06644186  0.1597513 ],-4.06858,-0.326708885383,"[[-0.04563031 -0.06446383 -0.09466993  0.10328099]
 [ 3.95208016  1.14936176  0.          0.        ]]",[ 2.05349708 -0.32250851]
2,[-0.63889509 -0.5383665 ],"[ 1.00637847  1.22249775 -0.13670679  0.86601434 -0.81579559  0.89181051
  0.64524137  0.63854127  2.42601783 -1.27323387  0.        ]",[ 0.69736221 -1.29057048],-3.76867,-0.317934616408,"[[ 0.07231511 -0.03537339 -0.09466993  0.10328099]
 [ 7.82955093  1.7576607   0.          0.        ]]",[ 1.63156664 -0.64786404]
3,[-0.63889509 -0.5383665 ],"[ 0.96242567  1.22227572  0.14231152  0.85323681 -0.81579512  0.89180995
  0.76815438 -0.06426083  2.37038889 -0.81660796  0.        ]",[ 1.53611135 -0.41202566],-3.67046,-0.303856749582,"[[  0.25504656  -0.04030722  -0.09466993   0.10328099]
 [ 10.43491607  -2.23772343   0.           0.        ]]",[ 1.76835966 -0.35079795]
4,[-0.63889509 -0.5383665 ],"[ 0.82831824  1.21720279  0.49618274  0.6963647  -0.81579465  0.8918094
  0.94507341 -0.34369314  2.2140803  -0.30036893  0.        ]",[ 1.51253018 -0.1452912 ],-3.47814,-0.283932928573,"[[  0.50137091  -0.10100035  -0.09466993   0.10328099]
 [ 14.18503714  -3.82627804   0.           0.        ]]",[ 1.92115152 -0.39944279]
5,[-0.63889509 -0.5383665 ],"[ 0.53841092  1.20356303  0.8864869   0.4872019  -0.81579419  0.89180885
  1.11847588 -0.43178506  1.87938222  0.28530006  0.        ]",[ 1.04838535 -0.68798301],-3.08132,-0.253533582721,"[[  0.82194977  -0.18255091  -0.09466993   0.10328099]
 [ 17.86062372  -4.32707553   0.           0.        ]]",[ 1.49594903 -0.60079199]
6,[-0.63889509 -0.5383665 ],"[ 0.04654943  1.17189328  1.20419912  0.20277655 -0.81579372  0.89180829
  1.28849387 -0.89607185  1.31664985  0.8027301   0.        ]",[-0.42157964 -0.31988   ],-2.67966,-0.211065589359,"[[  1.21532042  -0.29557543  -0.09466993   0.10328099]
 [ 21.4644772   -6.96651629   0.           0.        ]]",[-0.6707648 -0.5465759]
7,[-0.63889509 -0.5383665 ],"[-0.54594775  1.10731194  1.2989261  -0.16072419 -0.81579325  0.89180774
  1.18982102 -1.09435716  0.65444215  1.04960746  0.        ]",[-3.45469834 -0.52339543],-2.17574,-0.164149031148,"[[  1.62362496  -0.44621589  -0.09466993   0.10328099]
 [ 19.37295436  -8.09375891   0.           0.        ]]",[-2.1875782  -0.49507138]
8,[-0.63889509 -0.5383665 ],"[-1.03909793  0.99786448  1.18069636 -0.56336794 -0.81579278  0.89180719
  0.9851595  -1.43033059  0.13768035  1.02351513  0.        ]",[-1.95525848 -0.01887015],-2.02809,-0.125736583953,"[[  1.96755843  -0.62725424  -0.09466993   0.10328099]
 [ 15.03480819 -10.00375263   0.           0.        ]]",[-2.52708077  0.20718324]
9,[-0.63889509 -0.5383665 ],"[-1.36806198  0.8417369   0.98056183 -0.9478245  -0.81579231  0.89180663
  0.78450013 -1.40830111 -0.15591719  0.88164389  0.        ]",[-2.23743878  0.53770011],-1.84059,-0.0994279688873,"[[  2.22558042  -0.82607225  -0.09466993   0.10328099]
 [ 10.78148997  -9.87852481   0.           0.        ]]",[-2.38089037  0.58584231]
