timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.55272979 -0.48432115],"[ 1.00944152  1.24802298 -0.09820824  1.12221342 -1.44708925  1.72165196
  0.27755276  0.33132415  3.08137215 -2.16300379  0.        ]",[ 4.61646254  1.87983959],-4.75392,-0.413403656803,"[[ 0.09243097  0.06861132 -0.167482    0.19950453]
 [ 0.00366825 -0.00035256  0.          0.        ]]",[ 4.29268646  1.90662551]
1,[-0.55272979 -0.48432115],"[ 1.00288634  1.24389846 -0.03711798  1.22633496 -1.4470875   1.7216493
  0.4660081   1.0134304   3.05956261 -2.01569516  0.        ]",[ 4.52702187  1.22452335],-4.62889,-0.40632844351,"[[ 0.13217876  0.10831676 -0.167482    0.19950453]
 [ 3.95795506  3.95770891  0.          0.        ]]",[ 3.89513993  1.4562912 ]
2,[-0.55272979 -0.48432115],"[ 0.96989252  1.22078926  0.14204884  1.53269959 -1.44708576  1.72164664
  0.65074203  1.68203298  2.94656797 -1.59344374  0.        ]",[ 3.62940352  2.21353079],-4.43508,-0.382843596154,"[[ 0.25022857  0.22639738 -0.167482    0.19950453]
 [ 7.83415884  7.83742267  0.          0.        ]]",[ 3.45882988  0.9499101 ]
3,[-0.55272979 -0.48432115],"[ 0.87238813  1.14799694  0.42490419  2.01840306 -1.44708402  1.72164398
  0.83184317  2.33738657  2.6163675  -0.98524015  0.        ]",[ 2.26727238 -0.61039481],-3.70215,-0.336907900625,"[[  0.44503689   0.4213013   -0.167482     0.19950453]
 [ 11.63414037  11.64027877   0.           0.        ]]",[ 2.63507652 -0.04085296]
4,[-0.55272979 -0.48432115],"[ 0.65522106  1.02683048  0.77326893  2.48756122 -1.44708227  1.72164133
  1.00950239  1.8808542   2.00715695 -0.44510956  0.        ]",[ 2.83765444 -0.60411077],-3.08856,-0.269199837934,"[[  0.71512101   0.62752794  -0.167482     0.19950453]
 [ 15.36190613   8.99117189   0.           0.        ]]",[ 1.8902142  -0.42025751]
5,[-0.55272979 -0.48432115],"[ 0.264845    0.90968509  1.10763601  2.79620358 -1.44708053  1.72163867
  1.18365428  1.43759396  1.20253951 -0.2037774   0.        ]",[ 0.279443   -0.07457954],-2.14754,-0.187245918412,"[[  1.05902253   0.78154529  -0.167482     0.19950453]
 [ 19.01608583   6.41906748   0.           0.        ]]",[-0.04598054 -0.9212501 ]
6,[-0.55272979 -0.48432115],"[-0.27360962  0.8007502   1.2939141   3.0133067  -1.44707879  1.72163601
  1.21846568  1.36455153  0.35770241 -0.39102378  0.        ]",[-1.50582344 -1.42259173],-1.04844,-0.104758791927,"[[  1.44667302   0.9056745   -0.167482     0.19950453]
 [ 19.74654357   5.99523145   0.           0.        ]]",[-2.03953719 -1.30705118]
7,[-0.55272979 -0.48432115],"[-0.78726148  0.72550614  1.26605842  3.13504421 -1.44707704  1.72163335
  1.01136563  0.66176354 -0.24451721 -0.87683158  0.        ]",[-3.39015919 -0.73302521],-0.827513,-0.0760618078568,"[[  1.79800592   0.98466174  -0.167482     0.19950453]
 [ 15.401065     1.91714973   0.           0.        ]]",[-2.60414886 -0.97545445]
8,[-0.55272979 -0.48432115],"[-1.1515441   0.71681765  1.12199186  3.14782745 -1.4470753   1.7216307
  0.8083188   0.15513158 -0.55718723 -1.33190198  0.        ]",[-3.09901172 -2.04466267],-1.0995,-0.102623674189,"[[  2.06328154   0.99350769  -0.167482     0.19950453]
 [ 11.14062755  -1.02269405   0.           0.        ]]",[-2.67878103 -0.7326141 ]
9,[-0.55272979 -0.48432115],"[-1.37348914  0.7746989   0.96815664  3.05773253 -1.44707356  1.72162804
  0.6092958  -0.52358648 -0.710744   -1.60560343  0.        ]",[-1.52460513 -1.22320756],-1.58637,-0.125405595613,"[[ 2.24419486  0.93353793 -0.167482    0.19950453]
 [ 6.964617   -4.96110599  0.          0.        ]]",[-2.55555558 -0.7962209 ]
10,[-0.55272979 -0.48432115],"[-1.48186832  0.89797609  0.86772825  2.82220102 -1.44707181  1.72162538
  0.41422317 -1.18882225 -0.78486623 -1.63061098  0.        ]",[-1.99643304 -1.72964965],-1.61401,-0.128023883458,"[[ 2.34241883  0.79558498 -0.167482    0.19950453]
 [ 2.87149368 -8.82128779  0.          0.        ]]",[-2.14211845 -0.71995515]
11,[-0.55272979 -0.48432115],"[-1.49983446  1.05777124  0.84903527  2.3871308  -1.44707007  1.72162272
  0.22303892 -1.84085778 -0.77502086 -1.39107928  0.        ]",[-1.37279741 -0.65620869],-1.57324,-0.107690514955,"[[  2.3595986    0.58119697  -0.167482     0.19950453]
 [ -1.14004238 -12.60488477   0.           0.        ]]",[-1.37739754 -0.28147787]
12,[-0.55272979 -0.48432115],"[-1.43329702  1.19633343  0.91520021  1.73364653 -1.44706832  1.72162006
  0.03563852 -2.24537707 -0.59670881 -0.93441445  0.        ]",[-1.52454024  0.36092289],-1.29502,-0.0686494353745,"[[  2.29734492   0.30554753  -0.167482     0.19950453]
 [ -5.07218349 -14.95222921   0.           0.        ]]",[-0.33908904  0.46562386]
13,[-0.55272979 -0.48432115],"[-1.27008599  1.25044477  1.0473836   1.00438791 -1.44706658  1.72161741
 -0.14813182 -1.94782721 -0.17332913 -0.4366436   0.        ]",[ 1.70073947  2.76947135],-1.52158,-0.0555944525385,"[[  2.15721376   0.02382625  -0.167482     0.19950453]
 [ -8.92815671 -13.22564791   0.           0.        ]]",[ 1.76348209  1.54785776]
14,[-0.55272979 -0.48432115],"[-1.09490813  1.22772983  1.15229073  0.42287546 -1.44706484  1.72161475
  0.04873455 -1.22060972  0.30145909 -0.16345704  0.        ]",[ 2.77058311  1.15421267],-1.60857,-0.0967805951194,"[[ 2.0200959  -0.19834773 -0.167482    0.19950453]
 [-4.79739762 -9.00580111  0.          0.        ]]",[ 2.6828146   1.99629021]
15,[-0.55272979 -0.48432115],"[-1.02063985  1.18467005  1.1873058   0.07120909 -1.44706309  1.72161209
  0.24171233 -0.50778143  0.56155805 -0.09832509  0.        ]",[ 1.33582512  1.51613276],-1.70261,-0.122861307791,"[[ 1.96477405 -0.33696241 -0.167482    0.19950453]
 [-0.74823107 -4.86944497  0.          0.        ]]",[ 2.6524868   1.86267948]
16,[-0.55272979 -0.48432115],"[-1.05424023  1.16085789  1.17210401 -0.06822163 -1.44706135  1.72160943
  0.43088266  0.1909431   0.573685   -0.10820604  0.        ]",[ 1.17012764  1.70287148],-1.71406,-0.124062575582,"[[ 1.98963413 -0.39367112 -0.167482    0.19950453]
 [ 3.22104619 -0.8149285   0.          0.        ]]",[ 1.4875989   1.02189898]
17,[-0.55272979 -0.48432115],"[-1.18987188  1.17118493  1.09957963 -0.01062139 -1.44705961  1.72160678
  0.61631227  0.87584706  0.34316463 -0.17799104  0.        ]",[ 0.31410789 -0.66065342],-1.32649,-0.10100570023,"[[ 2.09309265 -0.37009417 -0.167482    0.19950453]
 [ 7.1118352   3.15939231  0.          0.        ]]",[-0.51048934 -0.0711773 ]
18,[-0.55272979 -0.48432115],"[-1.3760056   1.18589663  0.966024    0.07911215 -1.44705786  1.72160412
  0.66887421  0.4142041   0.01574412 -0.33968118  0.        ]",[-0.70338148 -0.0726943 ],-1.2096,-0.0703710481799,"[[ 2.24639488 -0.33378355 -0.167482    0.19950453]
 [ 8.2147253   0.48060114  0.          0.        ]]",[-1.53300261  0.28096294]
19,[-0.55272979 -0.48432115],"[-1.52191966  1.18842836  0.8251343   0.09564904 -1.44705612  1.72160146
  0.52852199  0.36316217 -0.22501295 -0.52036237  0.        ]",[-1.4918968  0.3460872],-1.16811,-0.0550408447468,"[[ 2.38114194 -0.32714309 -0.167482    0.19950453]
 [ 5.26978767  0.18441931  0.          0.        ]]",[-1.64484286  0.44359738]
