timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.04219755 -0.18973733],"[ 1.12430997  1.92408098  0.00744245  0.85291415 -0.27876206 -1.17767705
  0.27831305  0.35003154  1.50314634  1.25386205  0.        ]",[-2.15042922 -3.79280962],-1.12732,-0.282339876973,"[[ 0.01123131  0.06782864 -0.03080571 -0.13816507]
 [-0.00303949 -0.00293659  0.          0.        ]]",[-1.81696284 -2.20104313]
1,[-0.04219755 -0.18973733],"[ 1.12383101  1.92654695 -0.05228471  0.74035866 -0.27876157 -1.17767245
  0.0301992  -0.20891802  1.50537219  1.15057119  0.        ]",[-2.02361145 -2.59650499],-1.12986,-0.276163306391,"[[-0.02850396  0.02805807 -0.03080571 -0.13816507]
 [-3.95732464 -3.96093446  0.          0.        ]]",[-1.57004297 -2.01717567]
2,[-0.04219755 -0.18973733],"[ 1.10955891  1.92176617 -0.22894533  0.40594872 -0.27876107 -1.17766784
 -0.21301019 -0.75680401  1.47578799  0.84577979  0.        ]",[ 0.2139357   0.10879703],-1.22217,-0.256073896621,"[[-0.14654053 -0.09008651 -0.03080571 -0.13816507]
 [-7.83344556 -7.84059503  0.          0.        ]]",[-1.14142406 -1.73923385]
3,[-0.04219755 -0.18973733],"[ 1.06534842  1.88940494 -0.44386797 -0.01548294 -0.27876058 -1.17766324
 -0.15020727 -0.67409343  1.36415797  0.48381624  0.        ]",[ 0.61532366 -0.89774379],-0.987437,-0.227534689755,"[[-0.29316694 -0.24102223 -0.03080571 -0.13816507]
 [-6.83253857 -7.2549232   0.          0.        ]]",[-0.85354209 -1.57575083]
4,[-0.04219755 -0.18973733],"[ 1.01297477  1.81370036 -0.60041889 -0.49544875 -0.27876009 -1.17765863
  0.01107338 -1.15593273  1.19250024  0.19794921  0.        ]",[-0.39230368 -1.45136167],-0.680254,-0.198272899178,"[[ -0.40402797  -0.42035435  -0.03080571  -0.13816507]
 [ -4.26215878 -10.66691125   0.           0.        ]]",[-0.47854176 -1.33760285]
5,[-0.04219755 -0.18973733],"[ 0.95233666  1.64456847 -0.73540799 -1.10158517 -0.2787596  -1.17765403
 -0.08097513 -1.68519264  0.92752665 -0.04376613  0.        ]",[-0.1657095   0.01618476],-0.464375,-0.161175810181,"[[ -0.50398861  -0.67129573  -0.03080571  -0.13816507]
 [ -5.72916404 -14.41473556   0.           0.        ]]",[-0.12043074 -1.08960879]
6,[-0.04219755 -0.18973733],"[ 0.86359846  1.37604275 -0.88781577 -1.65393382 -0.2787591  -1.17764943
 -0.11508157 -1.63579037  0.56772766 -0.19520333  0.        ]",[ 1.50779381 -1.03084254],-0.358573,-0.114988315016,"[[ -0.62402507  -0.95608128  -0.03080571  -0.13816507]
 [ -6.27273017 -14.0649812    0.           0.        ]]",[-0.02815808 -0.99721432]
7,[-0.04219755 -0.18973733],"[ 0.79134039  1.00561661 -0.98766003 -2.04901004 -0.27875861 -1.17764482
  0.14094904 -2.15576309  0.21923318 -0.17439391  0.        ]",[ 0.79056976 -0.75094097],-0.138831,-0.068528454608,"[[ -0.70853947  -1.27432536  -0.03080571  -0.13816507]
 [ -2.19230768 -17.7471293    0.           0.        ]]",[ 0.02804248 -0.92082447]
8,[-0.04219755 -0.18973733],"[ 0.78042841  0.51511158 -1.00132046 -2.16242753 -0.27875812 -1.17764022
  0.33990707 -2.52610398 -0.04112694  0.01804424  0.        ]",[ 0.30005514  0.6418355 ],-0.0457433,-0.0269322134663,"[[ -0.72057206  -1.65558251  -0.03080571  -0.13816507]
 [  0.97853701 -20.36980204   0.           0.        ]]",[ 0.03799766 -0.87196666]
9,[-0.04219755 -0.18973733],"[ 0.80846609  0.04439903 -0.96550971 -1.87473003 -0.27875763 -1.17763561
  0.41311235 -2.11026023 -0.17939598  0.29331724  0.        ]",[-0.09202533  0.6594606 ],-0.0360075,-0.0307521017308,"[[ -0.68929742  -2.03343496  -0.03080571  -0.13816507]
 [  2.14523559 -17.42523842   0.           0.        ]]",[-0.04385883 -0.88846844]
