timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.03687297 -0.18293148],"[ 1.11955777  1.91573707  0.10545411  0.39769173 -0.48269275 -0.34026652
  0.28175274  0.34870302  1.66899457  0.42550696  0.        ]",[ 0.57744682 -2.71747472],-1.1337,-0.268196935971,"[[ 0.07283976 -0.09205017 -0.05443171 -0.04127206]
 [ 0.00302833 -0.0032955   0.          0.        ]]",[-0.97542173 -1.74657226]
1,[-0.03687297 -0.18293148],"[ 1.11687514  1.90994162  0.13992751  0.28616451 -0.48269175 -0.34026588
  0.42594175 -0.21036713  1.66722285  0.4290946   0.        ]",[-0.86670241 -2.47806513],-1.03069,-0.268033132009,"[[ 0.09583433 -0.13185215 -0.05443171 -0.04127206]
 [ 2.2888133  -3.96370046  0.          0.        ]]",[-0.92413348 -1.70307779]
2,[-0.03687297 -0.18293148],"[ 1.11534152  1.88077873  0.15629829 -0.04089938 -0.48269074 -0.34026524
  0.20689779 -0.75805507  1.65881623  0.34279273  0.        ]",[-0.34032087 -2.39810788],-1.0433,-0.265221108557,"[[ 0.10677119 -0.25005319 -0.05443171 -0.04127206]
 [-1.18359372 -7.84348025  0.          0.        ]]",[-0.70583141 -1.54363346]
3,[-0.03687297 -0.18293148],"[ 1.11984079  1.79453795  0.10095031 -0.55716668 -0.48268974 -0.3402646
  0.12352516 -1.29501406  1.6141658   0.11362065  0.        ]",[ 0.64574637  0.80786819],-1.16263,-0.256657361332,"[[  0.0698393   -0.44508755  -0.05443171  -0.04127206]
 [ -2.50526    -11.6472817    0.           0.        ]]",[-0.3898083  -1.33634567]
4,[-0.03687297 -0.18293148],"[ 1.1217544   1.66107338  0.06491316 -1.03533002 -0.48268873 -0.34026396
  0.28770801 -0.8110277   1.53291227 -0.08076956  0.        ]",[-1.64367221 -0.30801182],-0.894945,-0.245774412442,"[[ 0.0458473  -0.64363407 -0.05443171 -0.04127206]
 [ 0.09746228 -8.21878626  0.          0.        ]]",[-0.39881593 -1.35599732]
5,[-0.03687297 -0.18293148],"[ 1.12315797  1.50938004  0.00811787 -1.40214503 -0.48268773 -0.34026332
  0.03801778 -0.96003207  1.42480568 -0.25550604  0.        ]",[-0.53544261 -1.31041037],-0.880298,-0.233288173079,"[[  8.08352787e-03  -8.18600379e-01  -5.44317080e-02  -4.12720647e-02]
 [ -3.86075307e+00  -9.27433993e+00   0.00000000e+00   0.00000000e+00]]",[-0.2415798 -1.2379719]
6,[-0.03687297 -0.18293148],"[ 1.11765005  1.27703029 -0.13870016 -1.77776187 -0.48268673 -0.34026268
 -0.09078344 -1.49296151  1.21296103 -0.49536351  0.        ]",[-0.75239047 -1.61111536],-0.717012,-0.211765032187,"[[ -0.08961599  -1.04196573  -0.05443171  -0.04127206]
 [ -5.90257446 -13.04961424   0.           0.        ]]",[-0.12786472 -1.13705385]
7,[-0.03687297 -0.18293148],"[ 1.08474518  0.91840581 -0.35638723 -2.08822839 -0.48268572 -0.34026204
 -0.27127499 -2.01529554  0.85461193 -0.69714388  0.        ]",[-1.54223739 -1.87368594],-0.492706,-0.176920549554,"[[ -0.23637218  -1.34008424  -0.05443171  -0.04127206]
 [ -8.76381631 -16.74990374   0.           0.        ]]",[-0.00837417 -1.01938939]
8,[-0.03687297 -0.18293148],"[ 0.98575007  0.43884146 -0.65800078 -2.1350682  -0.48268472 -0.3402614
 -0.51014168 -2.52723688  0.36676664 -0.70875825  0.        ]",[-1.03631385 -0.96177043],-0.259247,-0.125259990197,"[[ -0.44963681  -1.71147114  -0.05443171  -0.04127206]
 [-12.55045102 -20.37669218   0.           0.        ]]",[ 0.14689454 -0.84869969]
9,[-0.03687297 -0.18293148],"[ 0.76349857 -0.0938963  -1.01624703 -1.69811284 -0.48268372 -0.34026076
 -0.74442521 -3.00764868 -0.07534717 -0.38226679  0.        ]",[ 0.45496062 -1.18800956],-0.0471501,-0.0575838613824,"[[ -0.73790632  -2.15315437  -0.05443171  -0.04127206]
 [-16.26444053 -23.78029584   0.           0.        ]]",[ 0.14836809 -0.79917991]
