timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.6489113  -0.53641188],"[[-0.05047821  0.06478472 -0.11880094  0.06369558]
 [-0.00216379 -0.00496038  0.          0.        ]]",[ 1.94720119 -0.40634561],"[ 1.00606054  1.22141059 -0.32558436  1.13570765 -1.02273468  0.55037457
  0.2750488   0.329074    2.67440921 -0.96792708  0.        ]",-4.06213,-0.335455507328,[ 2.02965021 -0.39290252]
1,[-0.6489113  -0.53641188],"[[-0.01082425  0.04852783 -0.11880094  0.06369558]
 [ 3.95438255 -1.61535736  0.          0.        ]]",[ 1.92539396 -1.0763262 ],"[ 1.00786558  1.22250206 -0.26428546  1.09368772 -1.02273396  0.55037432
  0.46194812  0.04505823  2.67496336 -0.8876994   0.        ]",-3.96509,-0.334262377705,[ 1.60661578 -0.51130605]
2,[-0.6489113  -0.53641188],"[[ 0.10718444 -0.02320145 -0.11880094  0.06369558]
 [ 7.83356667 -5.54446993  0.          0.        ]]",[ 1.6028473 -1.3992776],"[ 0.9994242   1.22357874 -0.0820823   0.90804352 -1.02273324  0.55037408
  0.64519293 -0.64789498  2.66593427 -0.68063368  0.        ]",-3.84074,-0.330748769782,[ 1.55718374 -0.3889263 ]
3,[-0.6489113  -0.53641188],"[[  0.30200698  -0.1727319   -0.11880094   0.06369558]
 [ 11.63603802  -9.39571658   0.           0.        ]]",[ 1.43178145  0.74168497],"[ 0.9406975   1.20623626  0.21249312  0.52314229 -1.02273252  0.55037383
  0.82481386 -1.32711464  2.61984279 -0.38592836  0.        ]",-3.91693,-0.323961637268,[ 1.64389729 -0.2513991 ]
4,[-0.6489113  -0.53641188],"[[  0.57209891  -0.32932696  -0.11880094   0.06369558]
 [ 15.36079269  -6.27414466   0.           0.        ]]",[ 0.89148448 -1.37082913],"[ 0.77133113  1.16011785  0.58982063  0.13084434 -1.0227318   0.55037359
  1.0007634  -0.77658173  2.47892479  0.06419736  0.        ]",-3.599,-0.31011338935,[ 1.44140029 -0.79593313]
5,[-0.6489113  -0.53641188],"[[  0.91166832  -0.49329912  -0.11880094   0.06369558]
 [ 18.58547038 -10.11021077   0.           0.        ]]",[ 1.60255098 -0.93967299],"[ 0.4320213   1.08239969  0.97514051 -0.25781882 -1.02273109  0.55037334
  1.15309004 -1.45312371  2.17974441  0.59422963  0.        ]",-3.40149,-0.286911210262,[ 1.40652418 -0.43652552]
6,[-0.6489113  -0.53641188],"[[  1.3194024   -0.7308298   -0.11880094   0.06369558]
 [ 22.17610439 -13.63098147   0.           0.        ]]",[ 0.59262161  1.11660432],"[-0.10839484  0.92081083  1.25050916 -0.75994075 -1.02273037  0.55037309
  1.3227034  -2.07405652  1.71303715  1.01399516  0.        ]",-3.31292,-0.253344660851,[ 0.50113577  0.36936021]
7,[-0.6489113  -0.53641188],"[[  1.78204684  -0.9610036   -0.11880094   0.06369558]
 [ 24.08206172  -9.40037664   0.           0.        ]]",[-1.88654073  0.1546867 ],"[-0.78962892  0.71677203  1.26474183 -1.1541719  -1.02272965  0.55037285
  1.41273567 -1.32793047  1.07169863  1.26393653  0.        ]",-2.81283,-0.207335197421,[-1.81335187 -0.20124595]
8,[-0.6489113  -0.53641188],"[[  2.21921908  -1.14096688  -0.11880094   0.06369558]
 [ 19.64983463  -8.59874426   0.           0.        ]]",[-2.27046513 -0.28537333],"[-1.37547648  0.53165262  0.98520777 -1.38528009 -1.02272893  0.5503726
  1.20336494 -1.18655073  0.43033437  1.24365539  0.        ]",-2.27989,-0.157944430867,[-2.77421927 -0.10388041]
9,[-0.6489113  -0.53641188],"[[  2.56862592  -1.32254665  -0.11880094   0.06369558]
 [ 15.30522649  -9.55616265   0.           0.        ]]",[-3.44121395  0.42811683],"[-1.72671284  0.32870005  0.59094526 -1.5414062  -1.02272821  0.55037236
  0.99813352 -1.35540312  0.01330152  1.02059913  0.        ]",-1.86066,-0.1177358444,[-2.58232188  0.52936894]
10,[-0.6489113  -0.53641188],"[[  2.83199067  -1.49474619  -0.11880094   0.06369558]
 [ 11.04533545  -7.67018357   0.           0.        ]]",[-1.7111277   0.95740038],"[-1.89337664  0.12726337  0.22369113 -1.61328597 -1.0227275   0.55037211
  0.7969042  -1.02278453 -0.20109433  0.76292727  0.        ]",-1.72047,-0.0885793069075,[-2.2845037   0.61093318]
11,[-0.6489113  -0.53641188],"[[ 3.01099383 -1.60857925 -0.11880094  0.06369558]
 [ 6.8688233  -3.72634039  0.          0.        ]]",[-2.37834313  0.78853412],"[-1.95137042 -0.00773617 -0.0461286  -1.61891924 -1.02272678  0.55037186
  0.59961369 -0.32723443 -0.31342742  0.56627038  0.        ]",-1.62619,-0.069195045398,[-2.1638186   0.06144661]
12,[-0.6489113  -0.53641188],"[[ 3.1072937  -1.65103121 -0.11880094  0.06369558]
 [ 2.77477011 -0.52954689  0.          0.        ]]",[-1.79468586 -0.61439842],"[-1.96314772 -0.05802672 -0.1945097  -1.61243625 -1.02272606  0.55037162
  0.40621844  0.23656334 -0.38186997  0.45871765  0.        ]",-1.50918,-0.0582235426578,[-1.83236146 -0.4589417 ]
13,[-0.6489113  -0.53641188],"[[ 3.12253266 -1.68591941 -0.11880094  0.06369558]
 [-1.23753601 -2.95121326  0.          0.        ]]",[-1.13876735  0.48480602],"[-1.96374853 -0.0992326  -0.21807072 -1.60362628 -1.02272534  0.55037137
  0.2166848  -0.19053041 -0.36026109  0.43672379  0.        ]",-1.63531,-0.0579149926361,[-0.7653864   0.24801183]
