timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.1323851 -0.2209204],"[ 1.09571309  1.82107728  0.03156044  0.70512629  0.4722451   0.00877175
  0.27795953  0.35316986  0.87093153  0.1694791   0.        ]",[ 0.62693524 -2.01613852],-0.468908,-0.155382688584,"[[ 0.08322091  0.00586872  0.05484035  0.00045218]
 [-0.00329651  0.00404677  0.          0.        ]]",[ 0.078897   -1.05914032]
1,[-0.1323851 -0.2209204],"[ 1.0923727   1.82036821  0.06866668  0.59216171  0.47224444  0.00877174
  0.41479009 -0.21775219  0.87013402  0.17677894  0.        ]",[-1.32616313 -1.78728908],-0.339535,-0.155377795082,"[[  1.08054452e-01  -3.37886772e-02   5.48403530e-02   4.52178416e-04]
 [  2.47838278e+00  -3.95658298e+00   0.00000000e+00   0.00000000e+00]]",[ 0.04465128 -0.82558477]
2,[-0.1323851 -0.2209204],"[ 1.0908813   1.80652701  0.08268776  0.25746173  0.47224379  0.00877173
  0.19405493 -0.77700855  0.87114395  0.08186972  0.        ]",[ 0.59430201  0.327277  ],-0.508706,-0.15458706058,"[[  1.17454767e-01  -1.51846627e-01   5.48403530e-02   4.52178416e-04]
 [ -1.52504010e+00  -7.83628872e+00   0.00000000e+00   0.00000000e+00]]",[ 0.61548603 -0.26881689]
3,[-0.1323851 -0.2209204],"[ 1.09193922  1.76679179  0.07282112 -0.1372361   0.47224314  0.00877172
  0.32531122 -0.56797423  0.85813742 -0.06406547  0.        ]",[-0.19751135 -0.2519839 ],-0.445388,-0.152996330963,"[[  1.10838831e-01  -2.94022981e-01   5.48403530e-02   4.52178416e-04]
 [  8.55532375e-01  -6.38617386e+00   0.00000000e+00   0.00000000e+00]]",[ 0.53975827 -0.24454135]
4,[-0.1323851 -0.2209204],"[ 1.09046118  1.70566211  0.08639629 -0.50049889  0.47224248  0.00877171
  0.28131111 -0.69353043  0.83116902 -0.17331769  0.        ]",[ 0.67813918  0.72714656],-0.529658,-0.15080778615,"[[  1.19942926e-01  -4.30485667e-01   5.48403530e-02   4.52178416e-04]
 [  5.75194329e-02  -7.25719442e+00   0.00000000e+00   0.00000000e+00]]",[ 0.72962451 -0.00082052]
5,[-0.1323851 -0.2209204],"[ 1.08518654  1.63760937  0.12811512 -0.78929925  0.47224183  0.00877171
  0.42910494 -0.25792197  0.80299574 -0.22658915  0.        ]",[ 0.42643929  2.21339808],-0.574822,-0.148218858581,"[[  1.47987262e-01  -5.45309825e-01   5.48403530e-02   4.52178416e-04]
 [  2.73802695e+00  -4.23528130e+00   0.00000000e+00   0.00000000e+00]]",[ 0.40866053 -0.20996104]
6,[-0.1323851 -0.2209204],"[ 1.06691443  1.60759865  0.23307243 -0.89534299  0.47224118  0.0087717
  0.5190594   0.32486021  0.80156912 -0.1425415   0.        ]",[-0.60535947  0.18623837],-0.430577,-0.146487285038,"[[  2.19116949e-01  -5.89451879e-01   5.48403530e-02   4.52178416e-04]
 [  4.36951896e+00  -1.92389727e-01   0.00000000e+00   0.00000000e+00]]",[-0.06586179 -0.61670041]
7,[-0.1323851 -0.2209204],"[ 1.04512356  1.61011548  0.32393957 -0.88680937  0.47224053  0.00877169
  0.38223147  0.43183811  0.80813154 -0.03113391  0.        ]",[-1.05127296 -1.2007935 ],-0.352952,-0.146276383396,"[[  2.81608717e-01  -5.85853524e-01   5.48403530e-02   4.52178416e-04]
 [  1.88792076e+00   5.49742877e-01   0.00000000e+00   0.00000000e+00]]",[-0.0814046  -0.68482924]
8,[-0.1323851 -0.2209204],"[ 1.04601548  1.58951288  0.32062771 -0.95457746  0.47223987  0.00877168
  0.16211714 -0.14030368  0.80038962 -0.06103737  0.        ]",[ 0.55124816 -0.86706403],-0.432375,-0.145440441074,"[[  2.79313013e-01  -6.14681553e-01   5.48403530e-02   4.52178416e-04]
 [ -2.10421964e+00  -3.41932462e+00   0.00000000e+00   0.00000000e+00]]",[ 0.42557037 -0.23615876]
9,[-0.1323851 -0.2209204],"[ 1.05342139  1.50972772  0.29201458 -1.18337367  0.47223922  0.00877167
  0.28471643 -0.62555291  0.76483004 -0.18417376  0.        ]",[ 0.79899261  0.04646703],-0.4598,-0.142436232362,"[[  2.59538262e-01  -7.16843070e-01   5.48403530e-02   4.52178416e-04]
 [  1.19328703e-01  -6.78560228e+00   0.00000000e+00   0.00000000e+00]]",[ 0.55966973  0.08882168]
