timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.25367239 -0.25536808],"[[-0.04891997  0.02536395 -0.15814191 -0.18372176]
 [ 0.00274496  0.00046434  0.          0.        ]]",[-4.0455084  -5.30122026],"[ 1.03884558  1.46091347 -0.33607771  0.94966677 -1.34991147 -1.59567942
  0.23187166  0.35608678  2.85237644  1.80445379  0.        ]",-2.67839,-0.408018071217,[-3.15696454 -4.16954517]
1,[-0.25367239 -0.25536808],"[[-0.08854067 -0.01433926 -0.15814191 -0.18372176]
 [-3.95165385 -3.95759864  0.          0.        ]]",[-0.30907835 -2.68861736],"[ 1.03487193  1.46116327 -0.39708812  0.831006   -1.3499073  -1.59567322
  0.06048544 -0.26756108  2.84464591  1.66719312  0.        ]",-3.00668,-0.401962770032,[-2.68225765 -3.64252782]
2,[-0.25367239 -0.25536808],"[[-0.17904206 -0.13242843 -0.15814191 -0.18372176]
 [-5.09469906 -7.83838463  0.          0.        ]]",[-2.28083588 -3.60515933],"[ 1.01725506  1.45108277 -0.53549152  0.47920319 -1.34990313 -1.59566703
  0.01094507 -0.8790321   2.78921511  1.32677092  0.        ]",-2.6354,-0.384682740498,[-2.18099356 -3.09906721]
3,[-0.25367239 -0.25536808],"[[ -0.31960288  -0.3273517   -0.15814191  -0.18372176]
 [ -8.94863959 -11.64126301   0.           0.        ]]",[-1.18665467 -1.19667746],"[ 0.96667133  1.39944077 -0.74558117 -0.08717797 -1.34989896 -1.59566084
 -0.15608734 -1.47822438  2.59820693  0.82560123  0.        ]",-2.57228,-0.351534883445,[-1.74358511 -2.72853494]
4,[-0.25367239 -0.25536808],"[[ -0.53648548  -0.59757646  -0.15814191  -0.18372176]
 [-12.72726854 -15.36876409   0.           0.        ]]",[-1.77056239 -2.35092034],"[ 0.83552475  1.25948202 -1.04956262 -0.80781368 -1.34989479 -1.59565465
 -0.31985566 -2.06553239  2.12795093  0.24997145  0.        ]",-1.86733,-0.292485432592,[-1.28247297 -2.42319036]
5,[-0.25367239 -0.25536808],"[[ -0.8282082   -0.94160865  -0.15814191  -0.18372176]
 [-16.43308782 -19.02222177   0.           0.        ]]",[ 0.17961491 -1.60149881],"[ 0.56795948  0.98210543 -1.39780337 -1.542676   -1.34989063 -1.59564846
 -0.48046825 -2.64116062  1.31710746 -0.08322014  0.        ]",-1.33251,-0.204030039481,[-0.54548085 -1.8389883 ]
6,[-0.25367239 -0.25536808],"[[ -1.14650793  -1.35799538  -0.15814191  -0.18372176]
 [-15.4006281  -22.60448691   0.           0.        ]]",[-0.75050952  0.29526946],"[ 0.18185873  0.5427905  -1.66732967 -2.04760152 -1.34988646 -1.59564227
 -0.43572    -3.20555132  0.44519838  0.18722474  0.        ]",-0.640211,-0.114164104308,[-0.01726776 -1.02907801]
7,[-0.25367239 -0.25536808],"[[ -1.48131816  -1.7938481   -0.15814191  -0.18372176]
 [-18.07154736 -20.98615897   0.           0.        ]]",[-0.53664764  0.50658596],"[-0.28859097  0.03929955 -1.79801578 -2.04096578 -1.34988229 -1.59563608
 -0.55147923 -2.95053497 -0.04940522  0.9640932   0.        ]",-0.763085,-0.114570918933,[-0.41347286 -0.90448636]
8,[-0.25367239 -0.25536808],"[[ -1.86052231  -2.18926124  -0.15814191  -0.18372176]
 [-19.84276949 -18.56325172   0.           0.        ]]",[ 1.56931725 -2.3751215 ],"[-0.83601207 -0.37822745 -1.73984888 -1.56137167 -1.34987812 -1.59562989
 -0.62824468 -2.56876166 -0.01339611  1.78677435  0.        ]",-1.30346,-0.185261380281,[-0.811252   -1.22670627]
9,[-0.25367239 -0.25536808],"[[ -2.21375201  -2.59655693  -0.15814191  -0.18372176]
 [-15.49444099 -22.15444873   0.           0.        ]]",[ 0.33836248 -1.34024397],"[-1.29414042 -0.69881267 -1.49596066 -0.67570451 -1.34987395 -1.5956237
 -0.4397834  -3.13454813  0.42694622  2.20493402  0.        ]",-2.00173,-0.239386946428,[-1.07792997 -1.67834163]
10,[-0.25367239 -0.25536808],"[[ -2.50714363  -3.07496881  -0.15814191  -0.18372176]
 [-13.84960199 -20.80763096   0.           0.        ]]",[ 0.10218734 -0.45160375],"[-1.59457168 -0.86493891 -1.17551474  0.6748907  -1.34986979 -1.59561751
 -0.36849399 -2.92231709  0.92051859  2.01228004  0.        ]",-2.34845,-0.253605650916,[-1.22698355 -1.99298334]
11,[-0.25367239 -0.25536808],"[[ -2.77731296  -3.2080728   -0.15814191  -0.18372176]
 [-13.16985623   1.30882642   0.           0.        ]]",[-0.56604014 -2.25772815],"[-1.78282626 -0.86494838 -0.81051549  1.07242635 -1.34986562 -1.59561132
 -0.33903269  0.56225544  1.00026536  1.83791256  0.        ]",-2.00727,-0.247222552279,[-1.43591368 -2.26654482]
