timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.24976195 -0.24318303],"[ 1.05631974  1.57241341 -0.19923355  0.48859197 -0.45162757  1.43238507
  0.27536594  0.34670696  1.72817075 -1.74148951  0.        ]",[ 4.08455852  0.25986703],-2.25533,-0.318761079603,"[[-0.03276473 -0.09764461 -0.05180712  0.16567325]
 [-0.00321856 -0.0026803   0.          0.        ]]",[ 3.26663661  0.6153959 ]
1,[-0.24976195 -0.24318303],"[ 1.05705137  1.5735419  -0.13902273  0.51745248 -0.45162714  1.43238156
  0.47744063  0.50224881  1.73337496 -1.65291471  0.        ]",[ 3.97425373 -0.54409039],-2.16925,-0.313967408543,"[[ 0.00685811 -0.08738912 -0.05180712  0.16567325]
 [ 3.95233228  1.02481068  0.          0.        ]]",[ 2.87499952  0.30041733]
2,[-0.24976195 -0.24318303],"[ 1.04596484  1.57339682  0.03976558  0.5136853  -0.4516267   1.43237805
  0.6755815   0.17282116  1.72930584 -1.42160607  0.        ]",[ 2.37679005  1.0286197 ],-2.03664,-0.300626885605,"[[ 0.12481942 -0.08872702 -0.05180712  0.16567325]
 [ 7.83088371 -1.15133993  0.          0.        ]]",[ 2.55698466  0.22218916]
3,[-0.24976195 -0.24318303],"[ 0.98473109  1.57501416  0.32800246  0.56133793 -0.45162626  1.43237454
  0.86968087  0.77545968  1.66656732 -1.02673388  0.        ]",[ 1.2112577  -1.59687992],-1.65787,-0.275165697056,"[[  0.31955808  -0.07181176  -0.05180712   0.16567325]
 [ 11.63033114   2.82960675   0.           0.        ]]",[ 1.51019013 -0.66274571]
4,[-0.24976195 -0.24318303],"[ 0.81582065  1.57624889  0.69557254  0.60727873 -0.45162583  1.43237102
  1.06009847  0.16736093  1.46952529 -0.52611711  0.        ]",[ 0.06344707 -0.86381744],-1.2987,-0.235893196837,"[[  0.5895627   -0.05552364  -0.05180712   0.16567325]
 [ 15.3577201   -1.18740059   0.           0.        ]]",[ 0.63745177 -0.64355803]
5,[-0.24976195 -0.24318303],"[ 0.52055841  1.57041366  1.03747445  0.44444107 -0.45162539  1.43236751
  1.05746904 -0.34684295  1.15988436 -0.11127354  0.        ]",[ 0.37582617  0.33730116],-1.01807,-0.19250346735,"[[  0.89620101  -0.11335248  -0.05180712   0.16567325]
 [ 15.30628519  -4.584153     0.           0.        ]]",[-0.06015295 -0.40046266]
6,[-0.24976195 -0.24318303],"[ 0.12683932  1.5564005   1.27476394  0.2283308  -0.45162495  1.432364
  1.11792803 -0.13096655  0.75978213  0.18943064  0.        ]",[-1.09281225 -0.25862652],-0.528154,-0.145627742814,"[[  1.21420107  -0.19072778  -0.05180712   0.16567325]
 [ 16.48978703  -3.158109     0.           0.        ]]",[-1.24336767 -0.74098361]
7,[-0.24976195 -0.24318303],"[-0.27243667  1.53680213  1.36667544  0.02792846 -0.45162452  1.43236049
  0.89919316 -0.27624636  0.35205394  0.34058989  0.        ]",[-0.44598085 -1.13767363],-0.329339,-0.10210603983,"[[  1.501038    -0.26351873  -0.05180712   0.16567325]
 [ 12.20815763  -4.11780483   0.           0.        ]]",[-1.47399819 -0.42220521]
8,[-0.24976195 -0.24318303],"[-0.59168512  1.49064802  1.3523131  -0.29673459 -0.45162408  1.43235698
  0.7968061  -0.86317221  0.07697841  0.3612778   0.        ]",[-0.77931349  0.16649237],-0.273731,-0.0735433050714,"[[  1.72509278  -0.38477539  -0.05180712   0.16567325]
 [ 10.20398902  -7.99494444   0.           0.        ]]",[-1.4907515   0.33241239]
9,[-0.24976195 -0.24318303],"[-0.82894713  1.41010374  1.29060182 -0.68038933 -0.45162364  1.43235347
  0.62898563 -0.73921052 -0.07787578  0.32747335  0.        ]",[-2.57761126  0.08444304],-0.141884,-0.0563981850527,"[[ 1.89621331 -0.53645812 -0.05180712  0.16567325]
 [ 6.9189799  -7.17608098  0.          0.        ]]",[-1.40742457  0.46653566]
