timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.01275782 -0.13832343],"[ 1.07941351  1.55738711  0.07843929  0.38065131  1.30697323  1.11744918
  0.35214319  0.27054559  0.16780654 -0.91407492  0.        ]",[-0.51270351  0.44272353],-0.415785,-0.143005198704,"[[  1.12999014e-02  -5.43025713e-02   1.51003277e-01   1.26718489e-01]
 [ -1.16220485e-03   4.94913836e-05   0.00000000e+00   0.00000000e+00]]",[ 0.63725209 -0.3443498 ]
1,[-0.01275782 -0.13832343],"[ 1.07943576  1.55834566  0.0472949   0.41946314  1.30695948  1.11743942
  0.18389532  0.51482807  0.16772954 -0.93148808  0.        ]",[-0.30791247 -1.40225979],-0.465541,-0.145138608398,"[[-0.00907941 -0.03670523  0.15100328  0.12671849]
 [-2.03001161  1.75383763  0.          0.        ]]",[ 0.64462364 -0.34016404]
2,[-0.01275782 -0.13832343],"[ 1.07686763  1.55808542 -0.03273135  0.40844122  1.30694574  1.11742966
  0.08634173 -0.04147676  0.16331058 -1.0172172   0.        ]",[ 1.5117217   0.28635827],-0.571095,-0.155501316054,"[[-0.06148241 -0.04170009  0.15100328  0.12671849]
 [-3.20637711 -2.24001495  0.          0.        ]]",[ 0.64693987 -0.33761188]
3,[-0.01275782 -0.13832343],"[ 1.07444199  1.55571699 -0.06901314  0.33571469  1.30693199  1.1174199
  0.41961449  0.12241959  0.15659145 -1.0809655   0.        ]",[-0.1455995 -1.4110748],-0.539701,-0.163131554127,"[[-0.08528773 -0.07469471  0.15100328  0.12671849]
 [ 0.81246706 -1.06336319  0.          0.        ]]",[ 0.6499337  -0.33773205]
4,[-0.01275782 -0.13832343],"[ 1.07557719  1.54789795 -0.05328501  0.20226932  1.30691824  1.11741014
  0.37064145 -0.42615063  0.15025449 -1.11381806  0.        ]",[ 1.47880568  0.10387246],-0.612335,-0.166958497955,"[[-0.07496324 -0.13547628  0.15100328  0.12671849]
 [ 0.22193972 -5.00166962  0.          0.        ]]",[ 0.64061272 -0.34153908]
5,[-0.01275782 -0.13832343],"[ 1.07879662  1.5267586   0.01398692 -0.00375813  1.30690449  1.11740038
  0.69831477 -0.35527704  0.1429971  -1.12155369  0.        ]",[ 0.48548868 -1.27052451],-0.573438,-0.167582339026,"[[-0.03087977 -0.2304048   0.15100328  0.12671849]
 [ 4.17326186 -4.4928671   0.          0.        ]]",[ 0.63304913 -0.34527236]
6,[-0.01275782 -0.13832343],"[ 1.07595512  1.48103189  0.1696526  -0.27548412  1.30689075  1.11739062
  0.85085792 -0.89451328  0.1362267  -1.06685733  0.        ]",[ 1.90445358 -0.3887181 ],-0.585966,-0.160315054989,"[[ 0.0710419  -0.35910428  0.15100328  0.12671849]
 [ 6.01277988 -8.36416845  0.          0.        ]]",[ 0.60610819 -0.35795692]
7,[-0.01275782 -0.13832343],"[ 1.04303969  1.38486173  0.4092907  -0.63507139  1.306877    1.11738086
  1.16910617 -1.08601047  0.1152897  -0.96771537  0.        ]",[ 0.96166239 -0.88577033],-0.471135,-0.146728883812,"[[ 0.22980222 -0.54018241  0.15100328  0.12671849]
 [ 9.85051836 -9.73901997  0.          0.        ]]",[ 0.55303442 -0.38925359]
8,[-0.01275782 -0.13832343],"[ 0.93362801  1.21544681  0.74381264 -1.03376453  1.30686326  1.1173711
  1.46856045 -1.54779265  0.06310815 -0.80088446  0.        ]",[-0.65788143 -1.37774358],-0.274801,-0.123008652949,"[[  0.46304416  -0.76822757   0.15100328   0.12671849]
 [ 13.46172161 -13.05436862   0.           0.        ]]",[ 0.46168351 -0.43669772]
9,[-0.01275782 -0.13832343],"[ 0.75068908  0.92685088  1.04980372 -1.43256502  1.30684951  1.11736134
  1.23073677 -2.06309821 -0.04016936 -0.69657163  0.        ]",[ 0.32669444 -0.12198944],-0.268659,-0.104907076935,"[[  0.7035076   -1.06643554   0.15100328   0.12671849]
 [ 10.59404356 -16.75414538   0.           0.        ]]",[ 0.38892755 -0.4529407 ]
