timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.00628873  0.0130596 ],[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[-0.322853    0.45752593],-0.429554,-0.141793785784,"[[-0.07243818  0.04373209  0.10690179 -0.1080654 ]
 [-0.00113385 -0.00473777  0.          0.        ]]",[ 0.  0.]
1,[-0.00628873  0.0130596 ],"[-0.47633918 -0.45204144 -1.38092057  1.39718679  0.          0.         -1.4142101
  1.41421184 -0.0430279  -0.3413249   0.        ]",[-1.27377309 -0.85205984],9.47773,-0.141247542567,"[[-0.0852819   0.06181977  0.10690179 -0.1080654 ]
 [-1.278981    1.80746503  0.          0.        ]]",[-0.00307337  0.00179851]
2,[-0.00628873  0.0130596 ],"[ -1.64363645e+00  -3.76279487e-01  -1.71526908e+00   1.07885481e+00
   0.00000000e+00  -1.38777878e-14  -1.69514701e+00  -1.52197833e+00
  -7.19768506e-01  -1.70061524e+00   0.00000000e+00]",[-0.09790419  0.64312612],17.223,-0.131538826287,"[[-0.15028496  0.06377484  0.10690179 -0.1080654 ]
 [-5.20824587 -1.60060596  0.          0.        ]]",[-0.0064186   0.00072395]
3,[-0.00628873  0.0130596 ],"[ -1.92292957e+00  -1.94509233e-02  -1.84471139e+00   1.50850190e-01
   0.00000000e+00  -1.38777878e-14  -1.25203045e+00   6.76904667e-01
  -1.71026800e+00  -1.86257066e+00   0.00000000e+00]",[-1.49127057 -0.74166859],18.9864,-0.115004201869,"[[-0.25731219  0.05763172  0.10690179 -0.1080654 ]
 [-5.49352435  0.97770032  0.          0.        ]]",[-0.00443496 -0.00013918]
4,[-0.00628873  0.0130596 ],"[ -2.08647425e+00   3.87098270e-01  -1.91079683e+00  -1.17665233e+00
   0.00000000e+00  -1.38777878e-14  -1.75781277e+00  -1.49673258e+00
  -2.07247404e+00  -1.92747608e+00   0.00000000e+00]",[-1.44544969  0.13803101],15.0552,-0.0929795346968,"[[-0.40577147  0.04754151  0.10690179 -0.1080654 ]
 [-9.33960031 -1.97688122  0.          0.        ]]",[-0.00835846  0.00197188]
5,[-0.00628873  0.0130596 ],"[ -2.25395946e+00   1.04039498e+00  -1.99023498e+00  -2.26644857e+00
  -1.38777878e-14  -1.38777878e-14  -1.84275204e+00  -8.65300510e-01
  -2.28024736e+00  -2.01568701e+00   0.00000000e+00]",[-0.47970581  1.05174653],16.5337,-0.065255103936,"[[ -0.63040274   0.0138948    0.10690179  -0.1080654 ]
 [-13.11096969  -1.38975025   0.           0.        ]]",[-0.00870556  0.00158192]
6,[-0.00628873  0.0130596 ],"[ -2.33903968e+00   6.97784613e-01  -1.96971513e+00  -1.20064015e+00
  -1.38777878e-14  -1.38777878e-14  -1.63787650e+00   1.74211065e+00
  -2.33408991e+00  -1.95894898e+00   0.00000000e+00]",[-0.74659587 -1.85414759],25.8143,-0.0609094690575,"[[ -0.90907555   0.02611      0.10690179  -0.1080654 ]
 [-14.75084695   2.59797578   0.           0.        ]]",[-0.00434007 -0.00092429]
7,[-0.00628873  0.0130596 ],"[ -2.37144298e+00   3.35003219e-01  -1.85824346e+00  -4.18238843e-01
  -1.38777878e-14  -1.38777878e-14  -1.66500673e+00  -8.95364101e-01
  -2.36642352e+00  -1.84728374e+00   0.00000000e+00]",[ 0.45248819  0.0081073 ],19.5472,-0.0943925634318,"[[ -1.23078233   0.03783561   0.10690179  -0.1080654 ]
 [-17.41097611  -1.41205865   0.           0.        ]]",[-0.00682367  0.00088806]
8,[-0.00628873  0.0130596 ],"[ -2.32623677e+00   7.88302649e-01  -1.62896572e+00  -1.74895727e+00
   0.00000000e+00  -1.38777878e-14  -1.11502122e+00  -7.77788275e-01
  -2.34785260e+00  -1.63244073e+00   0.00000000e+00]",[ 0.88629938 -0.44486318],20.1867,-0.144891961711,"[[ -1.55758729e+00   1.01883264e-02   1.06901785e-01  -1.08065397e-01]
 [ -1.52766273e+01  -1.35285723e+00   0.00000000e+00   0.00000000e+00]]",[-0.00656152  0.00124703]
9,[-0.00628873  0.0130596 ],"[ -2.18140349e+00   3.06501160e-01  -1.31882539e+00  -2.50668197e+00
  -1.38777878e-14  -1.38777878e-14  -4.02530013e-01  -1.63601183e+00
  -2.21691167e+00  -1.31336884e+00   0.00000000e+00]",[-2.43959726 -0.97745896],9.07608,-0.188536176193,"[[ -1.82490372  -0.03428841   0.10690179  -0.1080654 ]
 [-11.467703    -3.08901967   0.           0.        ]]",[-0.00729523  0.00149923]
10,[-0.00628873  0.0130596 ],"[ -2.07286291e+00  -2.93531987e+00  -9.33130686e-01  -2.89549380e+00
   0.00000000e+00  -1.38777878e-14  -1.00472150e+00  -2.52488699e+00
  -2.13054270e+00  -8.52245768e-01   0.00000000e+00]",[ 0.63633235  1.21734156],-8.05492,-0.233186169819,"[[ -2.09165807  -0.13427254   0.10690179  -0.1080654 ]
 [-15.19535095  -6.89669042   0.           0.        ]]",[-0.01106907  0.00343721]
