timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.1632202  -0.22384572],"[ 1.0924396   1.77891133 -0.09542674  0.5285895   0.77682229  0.65146197
  0.27839284  0.35202506  0.60106185 -0.69366955  0.        ]",[ 0.87247721 -0.29594025],-0.635267,-0.144583306436,"[[ 0.0056022  -0.05908113  0.08985817  0.07535507]
 [ 0.00395822  0.00172951  0.          0.        ]]",[ 1.48104203  0.06535852]
1,[-0.1632202  -0.22384572],"[ 1.09131254  1.77794971 -0.04323594  0.49527334  0.77682096  0.65146098
  0.46576141  0.18180228  0.60126577 -0.64131794  0.        ]",[ 0.77617328  0.00972108],-0.605401,-0.141349475865,"[[ 0.04031424 -0.07081741  0.08985817  0.07535507]
 [ 3.45575095 -1.17144211  0.          0.        ]]",[ 1.10152268 -0.0060145 ]
2,[-0.1632202  -0.22384572],"[ 1.07873754  1.77559497  0.1053512   0.43057315  0.77681963  0.65145999
  0.62871853  0.19058485  0.59386371 -0.48160526  0.        ]",[ 1.51331521 -0.27852044],-0.553022,-0.131737501737,"[[ 0.13954999 -0.09363899  0.08985817  0.07535507]
 [ 6.45782971 -1.11091134  0.          0.        ]]",[ 0.53094578 -0.23666774]
3,[-0.1632202  -0.22384572],"[ 1.02641975  1.77103367  0.35083086  0.33705297  0.7768183   0.651459
  0.83653947  0.03355023  0.55221826 -0.2107075   0.        ]",[-1.02542039  1.03052475],-0.321322,-0.116479005309,"[[  0.3071199   -0.12671619   0.08985817   0.07535507]
 [ 10.28641582  -2.19318931   0.           0.        ]]",[-0.27786729 -0.47603607]
4,[-0.1632202  -0.22384572],"[ 0.93872452  1.77043456  0.5787672   0.32666014  0.77681697  0.65145801
  0.61067774  0.61461057  0.46891775  0.07040134  0.        ]",[-0.51197522 -1.89824598],-0.175127,-0.103148911484,"[[ 0.47110074 -0.13039986  0.08985817  0.07535507]
 [ 6.12552099  1.81146415  0.          0.        ]]",[-0.55213869 -0.85646379]
5,[-0.1632202  -0.22384572],"[ 0.86773986  1.76979078  0.71040229  0.31580375  0.77681564  0.65145702
  0.49424596  0.03500641  0.39854381  0.23320244  0.        ]",[-0.47126117 -1.75380172],-0.166377,-0.0972243472467,"[[ 0.57209039 -0.13424974  0.08985817  0.07535507]
 [ 3.98058372 -2.18314418  0.          0.        ]]",[-0.44191834 -0.53711188]
6,[-0.1632202  -0.22384572],"[ 0.81967836  1.75163216  0.78492252  0.08353743  0.7768143   0.65145603
  0.38885779 -0.53313552  0.38020497  0.2565231   0.        ]",[-0.1955259  -0.67449343],-0.185116,-0.0956909891638,"[[ 0.63222264 -0.2171992   0.08985817  0.07535507]
 [ 2.03909419 -6.09875642  0.          0.        ]]",[-0.12279433 -0.0707725 ]
7,[-0.1632202  -0.22384572],"[ 0.79186709  1.69867166  0.8240266  -0.31820819  0.77681297  0.65145504
  0.34473167 -0.90308171  0.39920364  0.17582509  0.        ]",[-0.08598489  1.0764959 ],-0.228091,-0.0958005071461,"[[ 0.66484868 -0.36475589  0.08985817  0.07535507]
 [ 1.22619537 -8.64841814  0.          0.        ]]",[ 0.19770151  0.36130938]
8,[-0.1632202  -0.22384572],"[ 0.77347104  1.62999198  0.84850312 -0.6579618   0.77681164  0.65145404
  0.32486492 -0.30369409  0.41195332  0.08688895  0.        ]",[ 1.17570409  1.57681318],-0.344412,-0.0959651505241,"[[ 0.68570034 -0.49627712  0.08985817  0.07535507]
 [ 0.86021094 -4.51747356  0.          0.        ]]",[ 0.1823566  0.2058728]
9,[-0.1632202  -0.22384572],"[ 0.72106214  1.59898451  0.91295126 -0.78065611  0.77681031  0.65145305
  0.5386081   0.28360527  0.38205807  0.13087193  0.        ]",[ 0.00343924 -1.16574234],-0.201204,-0.0927323802617,"[[ 0.74241201 -0.54601553  0.08985817  0.07535507]
 [ 4.79786644 -0.46983979  0.          0.        ]]",[-0.52254593 -0.30099791]
10,[-0.1632202  -0.22384572],"[ 0.62570564  1.56582798  1.01364369 -0.89802905  0.77680898  0.65145206
  0.53427221 -0.28955799  0.32114062  0.23267371  0.        ]",[ 0.08462756 -2.06698345],-0.185021,-0.0876020539142,"[[ 0.83756806 -0.59504602  0.08985817  0.07535507]
 [ 4.71800286 -4.42004456  0.          0.        ]]",[-0.54782629 -0.00264364]
11,[-0.1632202  -0.22384572],"[ 0.51994237  1.46837351  1.10569298 -1.18409884  0.77680765  0.65145107
  0.54745434 -0.85138796  0.26893368  0.25762737  0.        ]",[ 0.58810401  0.27878604],-0.237315,-0.0821124397719,"[[ 0.93436496 -0.72229701  0.08985817  0.07535507]
 [ 4.96086168 -8.2921458   0.          0.        ]]",[-0.49875119  0.36743245]
12,[-0.1632202  -0.22384572],"[ 0.37610889  1.33112608  1.20516734 -1.48763896  0.77680632  0.65145008
  0.66841229 -0.66748396  0.19523387  0.28563936  0.        ]",[-0.68248689 -0.10965436],-0.170291,-0.0745455343539,"[[ 1.05593931 -0.87542352  0.08985817  0.07535507]
 [ 7.18919972 -7.02470059  0.          0.        ]]",[-0.92208946  0.22991517]
13,[-0.1632202  -0.22384572],"[ 0.23022883  1.18546038  1.28165361 -1.72573479  0.77680499  0.65144909
  0.51412265 -0.71016286  0.11911554  0.30339816  0.        ]",[ 0.15034753  0.20226361],-0.213177,-0.0667615969198,"[[ 1.17120563 -1.01886848  0.08985817  0.07535507]
 [ 4.34685005 -7.31884797  0.          0.        ]]",[-0.73114204  0.41742328]
