timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.44421491 -0.39231786],"[ 1.02117567  1.31260149 -0.20014248  1.10603673 -1.51889964  1.52638635
  0.27853992  0.3345059   3.03389205 -1.92164049  0.        ]",[ 2.22430812  0.59041706],-3.88749,-0.419623571786,"[[ 0.00916484  0.07713761 -0.17563117  0.17680518]
 [-0.00256004 -0.00343816  0.          0.        ]]",[ 3.87049651  1.06779456]
1,[-0.44421491 -0.39231786],"[ 1.01949685  1.31018521 -0.13913669  1.16912052 -1.51889719  1.52638388
  0.47158568  0.72111689  3.02511858 -1.80264657  0.        ]",[ 3.51321879  1.97670095],-3.97559,-0.414583839286,"[[ 0.04879562  0.1005101  -0.17563117  0.17680518]
 [ 3.95247444  2.33290489  0.          0.        ]]",[ 3.53083777  0.80891001]
2,[-0.44421491 -0.39231786],"[ 1.00097118  1.29588369  0.04134565  1.39945309 -1.51889474  1.5263814
  0.66078612  1.36844252  2.96067874 -1.43593872  0.        ]",[ 2.92264597 -0.50107153],-3.6577,-0.396735893434,"[[ 0.16673647  0.1864174  -0.17563117  0.17680518]
 [ 7.82873022  6.24478745  0.          0.        ]]",[ 2.85636353  0.09514773]
3,[-0.44421491 -0.39231786],"[ 0.92681746  1.26737953  0.33038113  1.67248784 -1.51889229  1.52637892
  0.84636258  1.01941323  2.76427445 -0.91512086  0.        ]",[ 2.97996154  0.10956958],-3.39175,-0.364378394096,"[[  0.36145773   0.29015074  -0.17563117   0.17680518]
 [ 11.63074378   4.13556436   0.           0.        ]]",[ 2.5256958   0.04920071]
4,[-0.44421491 -0.39231786],"[ 0.73947644  1.2345377   0.69489595  1.89322036 -1.51888985  1.52637645
  1.02822748  1.07738062  2.37218315 -0.36636841  0.        ]",[ 2.5485238  -1.27604842],-2.90111,-0.316027640364,"[[  0.63145618   0.37637708  -0.17563117   0.17680518]
 [ 15.35672265   4.48587566   0.           0.        ]]",[ 1.93861175 -0.50439858]
5,[-0.44421491 -0.39231786],"[ 0.37972534  1.21223118  1.06070359  2.01565714 -1.5188874   1.52637397
  1.20657422  0.40715445  1.76193242  0.06337547  0.        ]",[ 0.21776618 -1.10218943],-2.19402,-0.250761024791,"[[  0.97525179   0.42545737  -0.17563117   0.17680518]
 [ 19.01063183   0.43561306   0.           0.        ]]",[ 1.10154068 -0.62820888]
6,[-0.44421491 -0.39231786],"[-0.13469447  1.22666815  1.29186271  1.93833485 -1.51888495  1.52637149
  1.23033462 -0.24963133  1.06460064  0.22523458  0.        ]",[ 0.32952883 -0.20013538],-1.58941,-0.178793881559,"[[  1.3603493    0.39434691  -0.17563117   0.17680518]
 [ 19.49745415  -3.53342804   0.           0.        ]]",[-0.20619273 -0.3588616 ]
7,[-0.44421491 -0.39231786],"[-0.7140323   1.25823682  1.29849714  1.74040594 -1.5188825   1.52636902
  1.27514137 -0.36934465  0.37839435  0.09950457  0.        ]",[-1.81390459 -1.06324821],-0.646446,-0.105138074464,"[[  1.7595091    0.31641968  -0.17563117   0.17680518]
 [ 20.41546644  -4.25687182   0.           0.        ]]",[-2.30770135 -0.39612255]
8,[-0.44421491 -0.39231786],"[-1.20775183  1.29455973  1.09605383  1.41538818 -1.51888006  1.52636654
  1.06240202 -1.01040818 -0.14214367 -0.21453651  0.        ]",[-3.31572581  0.73564084],-0.503838,-0.0496597920688,"[[  2.12408833   0.19241224  -0.17563117   0.17680518]
 [ 16.05698718  -8.13090316   0.           0.        ]]",[-2.81372547  0.25545138]
9,[-0.44421491 -0.39231786],"[-1.519678    1.31390868  0.82336009  1.06144231 -1.51887761  1.52636407
  0.85374965 -0.5015067  -0.44713687 -0.53802295  0.        ]",[-4.07188718 -1.09005965],-0.408912,-0.0434774379264,"[[  2.40233789   0.06064992  -0.17563117   0.17680518]
 [ 11.78223201  -5.05555107   0.           0.        ]]",[-3.09221172  0.12282228]
10,[-0.44421491 -0.39231786],"[-1.68892516  1.31240046  0.58497377  0.68288049 -1.51887516  1.52636159
  0.64935981 -1.13989705 -0.59024312 -0.75965869  0.        ]",[-1.6118161   2.14520144],-0.92935,-0.0605794661431,"[[ 2.59596877 -0.07916848 -0.17563117  0.17680518]
 [ 7.59480054 -8.9134284   0.          0.        ]]",[-2.71633482  0.60055351]
11,[-0.44421491 -0.39231786],"[-1.7650348   1.28900329  0.43466877  0.31661012 -1.51887272  1.52635911
  0.44886205 -0.45520824 -0.62324129 -0.84148     0.        ]",[-3.40422588  0.7219842 ],-0.757401,-0.0680733843833,"[[ 2.70665106 -0.21592249 -0.17563117  0.17680518]
 [ 3.48710555 -4.77577262  0.          0.        ]]",[-2.40955877  0.54096252]
12,[-0.44421491 -0.39231786],"[-1.78252648  1.27011142  0.39340466  0.14364661 -1.51887027  1.52635664
  0.25235036  0.03375232 -0.61103624 -0.83630641  0.        ]",[-0.36859062  1.57144271],-0.996535,-0.0675657328739,"[[ 2.73599882 -0.28179091 -0.17563117  0.17680518]
 [-0.53892602 -1.82092579  0.          0.        ]]",[-1.66858602  0.4682799 ]
13,[-0.44421491 -0.39231786],"[-1.76749871  1.2712929   0.42903272  0.1532216  -1.51886782  1.52635416
  0.18162525  0.69503143 -0.58689416 -0.79086315  0.        ]",[-1.03376815 -0.42866231],-0.772011,-0.0634276734706,"[[ 2.7106822  -0.27811434 -0.17563117  0.17680518]
 [-1.98790455  2.17526347  0.          0.        ]]",[-1.52273417 -0.10695606]
14,[-0.44421491 -0.39231786],"[-1.71515538  1.27924195  0.53752149  0.22136752 -1.51886537  1.52635168
 -0.00951325  0.40728502 -0.51626288 -0.66611619  0.        ]",[-1.31296203  0.53338556],-0.774391,-0.0527867043136,"[[ 2.63163425 -0.25205586 -0.17563117  0.17680518]
 [-5.90385193  0.43638043  0.          0.        ]]",[-0.341667    0.39491349]
15,[-0.44421491 -0.39231786],"[-1.58830517  1.28740557  0.7379611   0.29998055 -1.51886293  1.52634921
 -0.19694137  0.7555945  -0.33782354 -0.41944383  0.        ]",[-0.38624775 -0.98567464],-0.70594,-0.0405247847402,"[[ 2.47502994 -0.22220939 -0.17563117  0.17680518]
 [-9.74378322  2.54125706  0.          0.        ]]",[ 0.83038688  0.21171993]
16,[-0.44421491 -0.39231786],"[-1.37670454  1.29019934  0.96765112  0.32953578 -1.51886048  1.52634673
 -0.26204028  0.10153269 -0.03091002 -0.12477315  0.        ]",[ 1.70181555  1.0914261 ],-0.909078,-0.0603010583829,"[[  2.26677288  -0.21104167  -0.17563117   0.17680518]
 [-11.07749764  -1.41131046   0.           0.        ]]",[ 2.17974234  0.95586121]
