timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.72424459 -0.63088411],"[ 1.00263976  1.18535641 -0.24040506  1.07903881 -1.19569992 -0.76639295
  0.26589178  0.32767946  3.00164674  1.06672287  0.        ]",[-1.82689907 -4.73003278],-4.77812,-0.361020752212,"[[ 0.01567565  0.03445455 -0.13828881 -0.08850125]
 [-0.00155206  0.00163702  0.          0.        ]]",[-2.17342138 -3.84850955]
1,[-0.72424459 -0.63088411],"[ 1.00239269  1.18605451 -0.30221574  0.97889375 -1.19569911 -0.76639261
  0.07815969 -0.39589064  3.00244191  0.90087584  0.        ]",[-1.72701733 -3.8294704 ],-4.76027,-0.357941909061,"[[-0.02403014 -0.00522544 -0.13828881 -0.08850125]
 [-3.95586564 -3.95644954  0.          0.        ]]",[-1.62022436 -2.9573977 ]
2,[-0.72424459 -0.63088411],"[ 0.98785318  1.17692243 -0.48519513  0.6816801  -1.19569829 -0.76639227
 -0.10586246 -1.10513894  2.95100957  0.41253559  0.        ]",[-1.17352488 -2.4733925 ],-4.68062,-0.34643566802,"[[-0.14203796 -0.12328117 -0.13828881 -0.08850125]
 [-7.83203439 -7.83619484  0.          0.        ]]",[-1.18812704 -2.13050199]
3,[-0.72424459 -0.63088411],"[ 0.91931261  1.12557745 -0.77929679  0.20245004 -1.19569748 -0.76639193
 -0.28626054 -1.8003377   2.69788964 -0.33281087  0.        ]",[-1.83560647 -3.09312292],-4.32779,-0.320119076579,"[[ -0.33680253  -0.31816095  -0.13828881  -0.08850125]
 [-11.63186736 -11.63909432   0.           0.        ]]",[-1.30248761 -2.02596426]
4,[-0.72424459 -0.63088411],"[ 0.73745958  0.98340954 -1.15260281 -0.40882538 -1.19569667 -0.76639159
 -0.46313734 -2.48173894  2.06178513 -1.10760286  0.        ]",[-1.06969773 -1.56254668],-4.10388,-0.270247753452,"[[ -0.6068181   -0.58834192  -0.13828881  -0.08850125]
 [-15.35753002 -15.36653614   0.           0.        ]]",[-0.85371649 -1.65236652]
5,[-0.72424459 -0.63088411],"[ 0.38030285  0.69908028 -1.53172667 -1.03490476 -1.19569586 -0.76639125
 -0.63661262 -3.14957606  1.00549521 -1.45653335  0.        ]",[ 1.36230269 -0.23870983],-3.6754,-0.189647146206,"[[ -0.95062606  -0.93232795  -0.13828881  -0.08850125]
 [-19.01154564 -19.01980992   0.           0.        ]]",[ 1.03625286 -0.25159973]
6,[-0.72424459 -0.63088411],"[-0.06794182  0.2817152  -1.75954855 -1.45219783 -1.19569505 -0.76639091
 -0.43108356 -3.25352525  0.02663964 -1.01366965  0.        ]",[ 0.99645952  0.39342887],-2.72798,-0.0958526620654,"[[ -1.28742166  -1.31842993  -0.13828881  -0.08850125]
 [-14.68237161 -19.58849466   0.           0.        ]]",[ 1.479177    1.01142299]
7,[-0.72424459 -0.63088411],"[-0.43571639 -0.16339893 -1.82083169 -1.51403617 -1.19569424 -0.76639057
 -0.23025627 -2.89786169 -0.40088028 -0.205587    0.        ]",[ 0.34696732  0.57988546],-2.10959,-0.0319774546745,"[[ -1.53863008  -1.69067955  -0.13828881  -0.08850125]
 [-10.45223301 -17.64296544   0.           0.        ]]",[ 0.75821257  1.37452555]
8,[-0.72424459 -0.63088411],"[-0.72186449 -0.53938855 -1.80148773 -1.28501519 -1.19569343 -0.76639023
 -0.15536525 -2.41422158 -0.40095528  0.50474691  0.        ]",[-0.38841628  1.39463   ],-2.21338,-0.0614968432437,"[[ -1.73184985  -2.01699444  -0.13828881  -0.08850125]
 [ -8.8747621  -14.99734989   0.           0.        ]]",[-0.14149335  0.70179725]
9,[-0.72424459 -0.63088411],"[-0.99629476 -0.7988947  -1.72605134 -0.93296176 -1.19569262 -0.76638989
 -0.22010347 -1.63603147 -0.21070947  0.99860135  0.        ]",[-0.79505148 -0.59964811],-2.37478,-0.103083546098,"[[ -1.92302821  -2.27423048  -0.13828881  -0.08850125]
 [-10.23838093 -10.7404453    0.           0.        ]]",[-0.65768492 -0.48495105]
10,[-0.72424459 -0.63088411],"[-1.30620052 -0.99255858 -1.56140902 -0.49682594 -1.19569181 -0.76638955
 -0.35996662 -2.03112317  0.09558261  1.32182441  0.        ]",[-1.73225088 -1.60346174],-2.66569,-0.139082249192,"[[ -2.15735337  -2.51072418  -0.13828881  -0.08850125]
 [-13.18439828 -12.90172239   0.           0.        ]]",[-1.86339962 -1.66143858]
11,[-0.72424459 -0.63088411],"[-1.63603591 -1.15729248 -1.24787457  0.16059098 -1.19569099 -0.76638921
 -0.53560148 -2.70818987  0.52959289  1.37315244  0.        ]",[-3.06272334 -2.32714883],-2.95902,-0.167893407616,"[[ -2.45815919  -2.80591963  -0.13828881  -0.08850125]
 [-16.88389595 -16.60550275   0.           0.        ]]",[-2.59111023 -2.81724262]
12,[-0.72424459 -0.63088411],"[-1.89928514 -1.22419946 -0.73880052  0.93019872 -1.19569018 -0.76638887
 -0.70770953 -0.91151527  0.81297754  1.1240963   0.        ]",[-2.7326593  -3.80034201],-3.02828,-0.175906544875,"[[ -2.83221551  -3.11707255  -0.13828881  -0.08850125]
 [-20.50910791  -6.77717094   0.           0.        ]]",[-2.44400287 -3.39739156]
