timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.01249577 -0.15851074],"[ 1.08139205  1.64194844  0.13482221  0.41565802 -1.38228068  0.47340547
  0.33060478  0.29332041  2.27346292 -0.30556138  0.        ]",[ 0.71409295 -0.71064994],-1.3864,-0.368395196701,"[[ 0.05036059 -0.05326572 -0.15552952  0.05157804]
 [-0.00491203 -0.00152372  0.          0.        ]]",[-0.51210696 -1.15578508]
1,[-0.01249577 -0.15851074],"[ 1.07886342  1.63957512  0.17784965  0.34975803 -1.38226766  0.4734036
  0.55258879 -0.10056783  2.27216858 -0.28420517  0.        ]",[-1.04291442 -0.64511091],-1.26533,-0.367866807135,"[[ 0.07861702 -0.08153949 -0.15552952  0.05157804]
 [ 2.82114244 -2.81646809  0.          0.        ]]",[-0.52589399 -1.15912402]
2,[-0.01249577 -0.15851074],"[ 1.07691571  1.62729413  0.20244974  0.16110684 -1.38225463  0.47340172
  0.23754437 -0.44997531  2.26941369 -0.32627165  0.        ]",[ 0.76461539 -1.11995731],-1.37669,-0.36818105175,"[[ 0.0947991  -0.16292263 -0.15552952  0.05157804]
 [-1.18959256 -5.31353071  0.          0.        ]]",[-0.46519056 -1.11046863]
3,[-0.01249577 -0.15851074],"[ 1.07598419  1.58552413  0.21278634 -0.16789873 -1.3822416   0.47339984
  0.47709861 -0.98947078  2.25466131 -0.43522059  0.        ]",[-0.49728457  0.13136649],-1.31521,-0.368279595283,"[[ 0.10160603 -0.30787737 -0.15552952  0.05157804]
 [ 1.86012254 -9.16908512  0.          0.        ]]",[-0.43184933 -1.07992446]
4,[-0.01249577 -0.15851074],"[ 1.0733754   1.50153561  0.23870916 -0.5474583  -1.38222858  0.47339797
  0.31964891 -0.89117555  2.21946537 -0.54960681  0.        ]",[-2.60229326 -0.30207484],-1.12164,-0.366193875502,"[[ 0.11869772 -0.48421127 -0.15552952  0.05157804]
 [-0.14430142 -8.46665442  0.          0.        ]]",[-0.39529032 -1.04733098]
5,[-0.01249577 -0.15851074],"[ 1.07909752  1.38111256  0.17409101 -0.899376   -1.38221555  0.47339609
  0.0091203  -1.0348835   2.14548906 -0.74601139  0.        ]",[-2.13573582 -0.2767108 ],-1.13724,-0.362319685143,"[[ 0.07614866 -0.66384906 -0.15552952  0.05157804]
 [-4.09752325 -9.49371337  0.          0.        ]]",[-0.27791184 -0.96083498]
6,[-0.01249577 -0.15851074],"[ 1.08172     1.21136255 -0.01017008 -1.23465969 -1.38220253  0.47339421
 -0.29531588 -1.16169457  1.98334222 -1.03232109  0.        ]",[-2.05294127 -0.05412646],-1.11497,-0.353272045408,"[[ -0.04468628  -0.86281677  -0.15552952   0.05157804]
 [ -7.97318576 -10.40003253   0.           0.        ]]",[-0.11585514 -0.84244359]
7,[-0.01249577 -0.15851074],"[ 1.04265978  1.00005019 -0.3081105  -1.51018909 -1.3821895   0.47339234
 -0.59380832 -1.16265774  1.69153389 -1.32966186  0.        ]",[-0.51532058 -0.61059798],-1.14078,-0.334453033535,"[[ -0.24227536  -1.07088738  -0.15552952   0.05157804]
 [-11.77318961 -10.40697906   0.           0.        ]]",[-0.01759148 -0.76199353]
8,[-0.01249577 -0.15851074],"[ 0.91633148  0.73675907 -0.66807478 -1.71166825 -1.38217648  0.47339046
 -0.73577175 -1.47196456  1.26724421 -1.51477298  0.        ]",[-0.78837148  0.11809938],-1.00285,-0.300763524774,"[[ -0.49587075  -1.30120664  -0.15552952   0.05157804]
 [-13.58050403 -12.61755472   0.           0.        ]]",[ 0.06199845 -0.68063647]
9,[-0.01249577 -0.15851074],"[ 0.6670287   0.43777668 -1.03254885 -1.79532535 -1.38216345  0.47338859
 -0.95991276 -1.37134755  0.7866705  -1.48087856  0.        ]",[ 1.4464067  -0.31991881],-0.865043,-0.250781628835,"[[ -0.79611011  -1.54634445  -0.15552952   0.05157804]
 [-16.43400656 -11.89858184   0.           0.        ]]",[ 0.06512848 -0.65220356]
10,[-0.01249577 -0.15851074],"[ 0.34888402  0.13315746 -1.28918929 -1.7377087  -1.38215043  0.47338671
 -0.62363572 -1.51558758  0.42686742 -1.22910733  0.        ]",[-0.08586991  0.04481093],-0.584462,-0.19425337837,"[[ -1.0818394   -1.7946593   -0.15552952   0.05157804]
 [-12.15306954 -12.92951871   0.           0.        ]]",[ 0.04020966 -0.64392281]
11,[-0.01249577 -0.15851074],"[ 0.03422817 -0.16113661 -1.42246374 -1.53404188 -1.38213741  0.47338483
 -0.63159205 -1.45484129  0.26499715 -0.88406671  0.        ]",[-1.46496394 -2.56114095],-0.274722,-0.143053077734,"[[ -1.32591786  -2.04889488  -0.15552952   0.05157804]
 [-12.25439368 -12.49549428   0.           0.        ]]",[ 0.01706463 -0.63834113]
12,[-0.01249577 -0.15851074],"[-0.35335579 -0.44866719 -1.46690133 -1.14470516 -1.38212438  0.47338296
 -0.92364268 -1.97412204  0.28288549 -0.49903531  0.        ]",[-1.53701276  0.60064842],-0.207371,-0.104494984747,"[[ -1.60830758  -2.33604179  -0.15552952   0.05157804]
 [-15.97239848 -16.20682251   0.           0.        ]]",[-0.01731014 -0.63332099]
13,[-0.01249577 -0.15851074],"[-0.8323263  -0.67209203 -1.3513162  -0.59726536 -1.38211136  0.47338108
 -1.20993454 -1.5963061   0.48330769 -0.21297511  0.        ]",[-1.17840316 -1.33561064],-0.156697,-0.110160989897,"[[ -1.96432571  -2.63308801  -0.15552952   0.05157804]
 [-19.61714205 -13.50681957   0.           0.        ]]",[-0.04400448 -0.63283801]
14,[-0.01249577 -0.15851074],"[-1.31532777 -0.80351481 -0.98110768  0.0729533  -1.38209834  0.47337921
 -1.49052865 -2.11281364  0.76930581 -0.17893685  0.        ]",[ 1.35699279  0.38785453],-0.48119,-0.149324625123,"[[ -2.39251098  -2.94026278  -0.15552952   0.05157804]
 [-23.18943124 -17.19842524   0.           0.        ]]",[-0.06662729 -0.62307972]
