timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.04059212 -0.18936783],"[ 1.12201004  1.92673148  0.07992815  0.92258899  0.32631911  1.04391321
  0.27907656  0.35166464  0.99544127 -0.73944563  0.        ]",[ 0.49904957  0.44404916],-0.697432,-0.195388358423,"[[ 0.06372947  0.09055894  0.03863217  0.11983821]
 [ 0.00300356 -0.00175822  0.          0.        ]]",[ 1.06100059 -0.20031223]
1,[-0.04059212 -0.18936783],"[ 1.11998246  1.92444236  0.10968536  0.97243497  0.32631854  1.04390973
  0.40164395  0.60005316  0.98924152 -0.69019492  0.        ]",[ 0.31330876 -0.76672115],-0.62967,-0.191722221311,"[[ 0.08358968  0.10815755  0.03863217  0.11983821]
 [ 1.97644955  1.75576402  0.          0.        ]]",[ 0.86030978 -0.31179133]
2,[-0.04059212 -0.18936783],"[ 1.11218292  1.9238109   0.18671557  0.98460263  0.32631796  1.04390625
  0.4762672   0.16601139  0.97544696 -0.59940361  0.        ]",[-0.10678316 -0.58933012],-0.545863,-0.18500455064,"[[ 0.1351738   0.11245919  0.03863217  0.11983821]
 [ 3.17795747 -1.31536348  0.          0.        ]]",[ 0.80309522 -0.30052704]
3,[-0.04059212 -0.18936783],"[ 1.0988703   1.92944232  0.27370396  0.84437043  0.32631739  1.04390278
  0.44618136 -0.16007583  0.96663754 -0.54412788  0.        ]",[ 0.88222046  1.39514158],-0.613353,-0.181085665204,"[[ 0.19387293  0.06300224  0.03863217  0.11983821]
 [ 2.69356616 -3.62264212  0.          0.        ]]",[ 0.81927949 -0.26140961]
4,[-0.04059212 -0.18936783],"[ 1.07003661  1.93138758  0.40264024  0.75332724  0.32631681  1.0438993
  0.65953136  0.40948005  0.93893572 -0.42567104  0.        ]",[ 2.05585727 -0.42008592],-0.580759,-0.172163770649,"[[ 0.28220977  0.0309834   0.03863217  0.11983821]
 [ 6.12868452  0.40733115  0.          0.        ]]",[ 0.36847761 -0.50353211]
5,[-0.04059212 -0.18936783],"[ 0.9909965   1.93167312  0.62862506  0.72874382  0.32631624  1.04389583
  0.89773561  0.17304452  0.85148119 -0.17652755  0.        ]",[-0.1324302  -2.27496409],-0.270125,-0.152506752607,"[[ 0.44326423  0.02234496  0.03863217  0.11983821]
 [ 9.96398874 -1.26559543  0.          0.        ]]",[-0.09663218 -0.66891801]
6,[-0.04059212 -0.18936783],"[ 0.85464867  1.93081053  0.87584979  0.54436337  0.32631566  1.04389235
  0.85304998 -0.38298459  0.7289055   0.05627469  0.        ]",[ 0.1662502  -0.81271082],-0.216155,-0.133084362535,"[[ 0.63532574 -0.04244061  0.03863217  0.11983821]
 [ 9.24455549 -5.19984647  0.          0.        ]]",[-0.30121112 -0.66681123]
7,[-0.04059212 -0.18936783],"[ 0.67975848  1.91145234  1.08784714  0.16196872  0.32631508  1.04388887
  0.88261487 -0.82325529  0.61216649  0.21111527  0.        ]",[-0.0986274  -0.56539155],-0.136314,-0.118661288898,"[[ 0.82499322 -0.17769342  0.03863217  0.11983821]
 [ 9.72061184 -8.31504239  0.          0.        ]]",[-0.5226686  -0.67751098]
8,[-0.04059212 -0.18936783],"[ 0.47245447  1.84621129  1.25939535 -0.35043716  0.32631451  1.0438854
  0.84649319 -1.1163395   0.5029497   0.3053207   0.        ]",[-1.22916135 -1.5934094 ],-0.0467985,-0.106658385915,"[[  1.01357061  -0.3648012    0.03863217   0.11983821]
 [  9.13906416 -10.38881685   0.           0.        ]]",[-0.66374701 -0.66273707]
9,[-0.04059212 -0.18936783],"[ 0.29968187  1.69677698  1.35857059 -0.96613139  0.32631393  1.04388192
  0.58964208 -1.64664681  0.45912321  0.28193033  0.        ]",[-1.87133403  0.115286  ],-0.00163406,-0.100038445423,"[[  1.15486054  -0.61022538   0.03863217   0.11983821]
 [  5.00360028 -14.14112886   0.           0.        ]]",[-0.39328074 -0.47346058]
