timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.27071831 -0.25955272],"[[-0.02074971  0.08846966 -0.12956913  0.06862837]
 [ 0.00046071  0.00051252  0.          0.        ]]",[ 2.15900158  0.9477158 ],"[ 1.04221809  1.50178703 -0.19352271  1.04284449 -1.1156869   0.58547207
  0.27487248  0.34389417  2.40002741 -0.63357133  0.        ]",-2.67897,-0.345142298023,[ 0.90888214 -1.13545644]
1,[-0.27071831 -0.25955272],"[[ 0.01893542  0.12611509 -0.12956913  0.06862837]
 [ 3.95489618  3.751534    0.          0.        ]]",[ 0.23163076 -3.02766242],"[ 1.04226845  1.49701997 -0.13311775  1.14761863 -1.11568506  0.58547149
  0.47542772  0.92124268  2.39240421 -0.51327869  0.        ]",-2.27328,-0.342194397488,[ 0.35798636 -1.76552081]
2,[-0.27071831 -0.25955272],"[[ 0.10645787  0.16066936 -0.12956913  0.06862837]
 [ 4.79454281 -0.28266211  0.          0.        ]]",[ 1.7768056  -1.32068233],"[  1.03435384e+00   1.49118173e+00  -1.94882737e-04   1.24335332e+00
  -1.11568321e+00   5.85470915e-01   5.18011319e-01   3.00306936e-01
   2.36448949e+00  -3.01402206e-01   0.00000000e+00]",-2.40803,-0.336350861316,[ 0.38810113 -1.46751928]
3,[-0.27071831 -0.25955272],"[[ 0.24110314  0.1153292  -0.12956913  0.06862837]
 [ 8.65711312 -4.23817085  0.          0.        ]]",[-0.18008202 -2.41631339],"[ 1.00077255  1.49854778  0.20152326  1.11763935 -1.11568137  0.58547034
  0.71390732 -0.30851732  2.31927833 -0.08253868  0.        ]",-2.12076,-0.329824777759,[ 0.28317723 -1.25870705]
4,[-0.27071831 -0.25955272],"[[ 0.4053947  -0.008317   -0.12956913  0.06862837]
 [ 7.77498116 -8.11352758  0.          0.        ]]",[ 0.79202449 -0.07930911],"[ 0.92552648  1.50635327  0.43838965  0.772207   -1.11567953  0.58546976
  0.66916778 -0.90500416  2.26118934  0.10848544  0.        ]",-2.27166,-0.323180204228,[ 0.48010504 -0.8589673 ]
5,[-0.27071831 -0.25955272],"[[  0.59078807  -0.17213805  -0.12956913   0.06862837]
 [ 10.7544513   -8.26804298   0.           0.        ]]",[-0.35368384 -0.81578476],"[ 0.7978596   1.48892626  0.68595191  0.31596645 -1.11567769  0.58546918
  0.82027576 -0.92878563  2.17833822  0.28706637  0.        ]",-2.04116,-0.314730314043,[ 0.26361179 -0.87401688]
6,[-0.27071831 -0.25955272],"[[  0.78971755  -0.36825869  -0.12956913   0.06862837]
 [  9.14385115 -11.3338016    0.           0.        ]]",[ 0.74120874 -0.34319544],"[ 0.61532563  1.4271622   0.91905974 -0.21230491 -1.11567584  0.5854686
  0.73859052 -1.40065883  2.07016474  0.43817337  0.        ]",-2.05974,-0.304062268612,[ 0.50246662 -0.41227147]
7,[-0.27071831 -0.25955272],"[[  1.00020614  -0.60632602  -0.12956913   0.06862837]
 [ 11.89589907 -12.46909585   0.           0.        ]]",[ 1.21497582  0.10037837],"[ 0.37871859  1.29574664  1.11911855 -0.79980929 -1.115674    0.58546802
  0.87816434 -1.57539719  1.94156743  0.53846254  0.        ]",-2.02183,-0.290947917211,[ 0.41532964 -0.1400049 ]
8,[-0.27071831 -0.25955272],"[[  1.27546014  -0.84925111  -0.12956913   0.06862837]
 [ 15.61722431 -11.82545754   0.           0.        ]]",[-0.03241364 -0.17828542],"[ 0.01920121  1.10525588  1.29435565 -1.30633075 -1.11567216  0.58546744
  1.06689626 -1.47632623  1.71867086  0.68154784  0.        ]",-1.75883,-0.268803194408,[-0.05872378 -0.02725601]
9,[-0.27071831 -0.25955272],"[[  1.58342738  -1.09048452  -0.12956913   0.06862837]
 [ 15.18096071 -12.29630205   0.           0.        ]]",[-0.13862952 -0.19081976],"[-0.41916465  0.87070299  1.36013633 -1.68723972 -1.11567032  0.58546687
  1.04476877 -1.54879373  1.43392919  0.78714391  0.        ]",-1.55736,-0.240162312956,[-0.10984126  0.31685796]
10,[-0.27071831 -0.25955272],"[[  1.8785393   -1.34153783  -0.12956913   0.06862837]
 [ 14.33303596 -12.8073377    0.           0.        ]]",[ 2.92463991  0.59510331],"[-0.83816681  0.59324328  1.28874148 -1.93074511 -1.11566847  0.58546629
  1.0017633  -1.62744679  1.16792425  0.78256688  0.        ]",-1.60052,-0.210799464557,[-0.09498957  0.59025407]
