timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.31287014 -0.29151866],"[ 1.0317326   1.44273416 -0.03554827  0.62947299  0.45503225 -1.57764045
  0.27524052  0.34100156  0.86393978  1.89693339  0.        ]",[-1.00150024 -2.21673782],-1.73669,-0.249465233815,"[[ 0.09412863 -0.07004218  0.05266065 -0.1819269 ]
 [ 0.00424132 -0.00285856  0.          0.        ]]",[-2.86851645 -3.41664743]
1,[-0.31287014 -0.29151866],"[ 1.03597923  1.43854943 -0.09589435  0.51893007  0.45503189 -1.57763687
  0.07604864 -0.27990435  0.86531989  1.7699237   0.        ]",[-3.07252175 -4.13383456],-1.43229,-0.239850161931,"[[ 0.05453746 -0.10981119  0.05266065 -0.1819269 ]
 [-3.95020236 -3.96085647  0.          0.        ]]",[-2.34494758 -2.63765955]
2,[-0.31287014 -0.29151866],"[ 1.03522693  1.41530733 -0.27599889  0.19406422  0.45503154 -1.57763329
 -0.11920996 -0.88851926  0.82583799  1.39600125  0.        ]",[-0.52988526 -1.66173209],-1.46957,-0.209752043177,"[[-0.06335885 -0.22795415  0.05266065 -0.1819269 ]
 [-7.82656083 -7.84050789  0.          0.        ]]",[-1.43623662 -1.43672109]
3,[-0.31287014 -0.29151866],"[ 0.99693174  1.34242425 -0.54160266 -0.32073786  0.45503118 -1.57762971
 -0.21694841 -1.4851896   0.63994671  0.86040605  0.        ]",[-0.37005405 -0.33360825],-1.0528,-0.159460164604,"[[ -0.23935715  -0.42292641   0.05266065  -0.1819269 ]
 [ -9.7669078  -11.64403066   0.           0.        ]]",[ 0.08254018  0.09238458]
4,[-0.31287014 -0.29151866],"[ 0.8958791   1.19482003 -0.84057101 -0.90127373  0.45503082 -1.57762612
 -0.28098595 -1.656135    0.24457277  0.35263716  0.        ]",[ 2.67874852  1.43353246],-0.894974,-0.0948135993935,"[[ -0.44744957  -0.66674079   0.05266065  -0.1819269 ]
 [-11.03821082 -12.73375669   0.           0.        ]]",[ 1.44605994  1.30855751]
5,[-0.31287014 -0.29151866],"[ 0.76384073  1.02145448 -1.07524194 -1.32490591  0.45503046 -1.57762254
 -0.07081242 -0.99560534 -0.19649895  0.0880802   0.        ]",[ 1.02360356  1.49473421],-0.554761,-0.0380195465198,"[[-0.62635206 -0.87916981  0.05266065 -0.1819269 ]
 [-6.8657649  -8.5231796   0.          0.        ]]",[ 1.55115306  1.71867144]
6,[-0.31287014 -0.29151866],"[ 0.6770041   0.89917184 -1.19012951 -1.53612071  0.45503011 -1.57761896
  0.13524951 -0.34815656 -0.46493821  0.02448621  0.        ]",[ 1.07350814  1.85580665],-0.577023,-0.00865670217433,"[[-0.72262423 -1.00822384  0.05266065 -0.1819269 ]
 [-2.77494411 -4.39598075  0.          0.        ]]",[ 1.0320226   1.55543554]
7,[-0.31287014 -0.29151866],"[ 0.66229415  0.85160805 -1.20750686 -1.60390484  0.45502975 -1.57761538
  0.33726223  0.28647548 -0.53289814  0.02621523  0.        ]",[-0.44969642  1.34908009],-0.466416,-0.00794322009445,"[[-0.7378857  -1.05555371  0.05266065 -0.1819269 ]
 [ 1.23549075 -0.35048239  0.          0.        ]]",[ 0.17957669  0.86888194]
8,[-0.31287014 -0.29151866],"[ 0.66868626  0.8847053  -1.20001734 -1.55750393  0.45502939 -1.5776118
  0.24634616  0.90879779 -0.49190239  0.02238233  0.        ]",[ 0.7918554   0.48097196],-0.524002,-0.00719672574048,"[[-0.73128491 -1.02276081  0.05266065 -0.1819269 ]
 [-0.5694038   3.61655018  0.          0.        ]]",[ 0.16863269  0.1780048 ]
9,[-0.31287014 -0.29151866],"[ 0.68791341  0.97273653 -1.1768798  -1.4159764   0.45502903 -1.57760821
  0.40470022  1.19617922 -0.37463836  0.02196404  0.        ]",[-1.4125257  -0.86484489],-0.304493,-0.0166599793908,"[[-0.71113076 -0.93204934  0.05266065 -0.1819269 ]
 [ 2.57430095  5.44848977  0.          0.        ]]",[-0.54639661 -0.47992787]
10,[-0.31287014 -0.29151866],"[ 0.69848796  1.03992315 -1.16374267 -1.28765411  0.45502868 -1.57760463
  0.20288878  0.64224806 -0.28668461  0.02779828  0.        ]",[ 0.10871842  0.87084001],-0.454854,-0.0263070287339,"[[-0.69984295 -0.85850784  0.05266065 -0.1819269 ]
 [-1.43212348  1.9174302   0.          0.        ]]",[ 0.26973876  0.10731643]
11,[-0.31287014 -0.29151866],"[ 0.67578435  1.10216204 -1.1915779  -1.14984374  0.45502832 -1.57760105
  0.22592711  1.17719617 -0.25387434  0.01148814  0.        ]",[ 0.39110988 -1.28318039],-0.410565,-0.0295563009223,"[[-0.72389637 -0.78594492  0.05266065 -0.1819269 ]
 [-0.97475626  5.32749548  0.          0.        ]]",[ 0.0061518  -0.57188457]
12,[-0.31287014 -0.29151866],"[ 0.6721746   1.15481083 -1.19587883 -1.01595886  0.45502796 -1.57759747
  0.30490793  0.53941318 -0.19669643  0.01494167  0.        ]",[-0.2956729  -0.14236275],-0.392289,-0.0360488128867,"[[-0.72765977 -0.72018627  0.05266065 -0.1819269 ]
 [ 0.59319937  1.26191765  0.          0.        ]]",[ 0.01379129 -0.05649686]
13,[-0.31287014 -0.29151866],"[ 0.67218506  1.16957649 -1.19586376 -0.97504936  0.4550276  -1.57759388
  0.24540288  0.4471264  -0.17824976  0.0177799   0.        ]",[ 1.53799281 -0.47826681],-0.512977,-0.0381767400245,"[[-0.72764822 -0.70085036  0.05266065 -0.1819269 ]
 [-0.5881089   0.67363328  0.          0.        ]]",[ 0.22866172  0.04641315]
14,[-0.31287014 -0.29151866],"[ 0.69871831  1.16527491 -1.16344256 -0.98712508  0.45502725 -1.5775903
  0.44530711  0.14774759 -0.14096567  0.04279609  0.        ]",[-0.08468472  1.09022633],-0.448395,-0.0428416150333,"[[-0.69959265 -0.70652543  0.05266065 -0.1819269 ]
 [ 3.38045295 -1.23476996  0.          0.        ]]",[-0.3513765   0.15255409]
15,[-0.31287014 -0.29151866],"[ 0.75558299  1.17678394 -1.08716625 -0.95447635  0.45502689 -1.57758672
  0.42499357  0.77276385 -0.03236277  0.11044992  0.        ]",[-1.45738773 -0.51555379],-0.372595,-0.0565510010542,"[[-0.63602955 -0.69124606  0.05266065 -0.1819269 ]
 [ 2.97718938  2.74942723  0.          0.        ]]",[-0.77601266 -0.76509786]
16,[-0.31287014 -0.29151866],"[ 0.77190058  1.20161828 -1.06330781 -0.88040458  0.45502653 -1.57758314
  0.22277716  0.44420041  0.02687297  0.14178699  0.        ]",[ 0.58626275  0.15160111],-0.53281,-0.0639413958755,"[[-0.6167641  -0.65727165  0.05266065 -0.1819269 ]
 [-1.03726024  0.6549887   0.          0.        ]]",[-0.11489856 -0.39698231]
17,[-0.31287014 -0.29151866],"[ 0.77417671  1.21503026 -1.05989927 -0.83815136  0.45502617 -1.57757956
  0.34063263  0.53620778  0.0480967   0.15123738  0.        ]",[-1.66006018 -0.75379784],-0.386851,-0.0665402354283,"[[-0.61403435 -0.63828728  0.05266065 -0.1819269 ]
 [ 1.30244063  1.24149588  0.          0.        ]]",[-0.53531098 -0.6397894 ]
18,[-0.31287014 -0.29151866],"[ 0.7624962   1.21128251 -1.07716932 -0.85011792  0.45502582 -1.57757597
  0.14010367  0.06434147  0.02346014  0.13349496  0.        ]",[ 1.05952173  1.07505941],-0.590966,-0.0633274903105,"[[-0.62792748 -0.64363686  0.05266065 -0.1819269 ]
 [-2.67850571 -1.76643146  0.          0.        ]]",[ 0.33563814  0.08952898]
19,[-0.31287014 -0.29151866],"[ 0.75105236  1.21459829 -1.09361119 -0.83952388  0.45502546 -1.57757239
  0.34198645  0.69076904  0.00853265  0.11989976  0.        ]",[-0.3810532  -1.05529607],-0.429676,-0.0613088908397,"[[-0.64128591 -0.63890057  0.05266065 -0.1819269 ]
 [ 1.3293212   2.22675376  0.          0.        ]]",[-0.503932   -0.71842468]
20,[-0.31287014 -0.29151866],"[ 0.76066914  1.21763897 -1.0798205  -0.82971534  0.4550251  -1.57756881
  0.26479373  0.06277881  0.02873106  0.13403163  0.        ]",[ 0.01728977 -0.64894861],-0.464642,-0.0639209190135,"[[-0.63007492 -0.63453029  0.05266065 -0.1819269 ]
 [-0.20312126 -1.7763868   0.          0.        ]]",[-0.04251686 -0.01692313]
