timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.01025352 -0.2024979 ],"[ 1.08805882  1.74850848  0.16331169  0.55349214  1.16830297  0.79087813
  0.31001869  0.31658465  0.29229027 -0.51952876  0.        ]",[ 0.93057186 -0.58786101],-0.143337,-0.105251913575,"[[ 0.078097   -0.01248567  0.13382506  0.08820909]
 [-0.00178526 -0.00419981  0.          0.        ]]",[ 0.79744512 -0.54129553]
1,[-0.01025352 -0.2024979 ],"[ 1.08313115  1.74777664  0.21918603  0.49473406  1.16829582  0.79087481
  0.58153312 -0.01092954  0.28905706 -0.4794595   0.        ]",[ 1.84035245 -1.90389362],-0.187809,-0.101395967165,"[[ 0.11500559 -0.03593765  0.13382506  0.08820909]
 [ 3.68038189 -2.33323109  0.          0.        ]]",[ 0.74025083 -0.5713619 ]
2,[-0.01025352 -0.2024979 ],"[ 1.05659237  1.73924693  0.38783375  0.28007726  1.16828868  0.79087148
  0.8679741  -0.56145022  0.27376386 -0.37044009  0.        ]",[ 0.31282276  0.07035356],-0.0209985,-0.0908127877675,"[[ 0.22758869 -0.12188172  0.13382506  0.08820909]
 [ 7.56499469 -6.2481177   0.          0.        ]]",[ 0.61923099 -0.62381619]
3,[-0.01025352 -0.2024979 ],"[ 0.98848842  1.7116869   0.62264599 -0.01779095  1.16828153  0.79086816
  0.94817916 -0.50493133  0.23536068 -0.21521038  0.        ]",[ 0.34113672 -1.26372106],-0.00203496,-0.0756127136052,"[[ 0.38980232 -0.24281172  0.13382506  0.08820909]
 [ 8.65275522 -5.84621185  0.          0.        ]]",[ 0.43252999 -0.70170659]
4,[-0.01025352 -0.2024979 ],"[ 0.87003668  1.6501581   0.87144684 -0.38726621  1.16827439  0.79086483
  1.03518014 -1.04550638  0.17188137 -0.06303088  0.        ]",[-0.13920781 -1.31162625],0.0528929,-0.0601885510212,"[[ 0.57469598 -0.39830599  0.13382506  0.08820909]
 [ 9.83269017 -9.69038536  0.          0.        ]]",[ 0.27756196 -0.7454586 ]
5,[-0.01025352 -0.2024979 ],"[ 0.70790224  1.50733002  1.09679241 -0.89155228  1.16826724  0.79086151
  0.98033687 -1.57526012  0.09500817  0.01642478  0.        ]",[-1.242577   -0.81709208],0.123916,-0.0476021236136,"[[  0.76388841  -0.62991212   0.13382506   0.08820909]
 [  9.0890031  -13.45766798   0.           0.        ]]",[ 0.18335478 -0.74516529]
6,[-0.01025352 -0.2024979 ],"[ 0.56428328  1.24427043  1.24004256 -1.42248448  1.1682601   0.79085819
  0.67540635 -1.99252136  0.02910314 -0.04572922  0.        ]",[ 0.33358106 -1.07737563],0.0499861,-0.0399233896634,"[[  0.90417988  -0.92883799   0.13382506   0.08820909]
 [  4.95373623 -16.42508721   0.           0.        ]]",[ 0.23737386 -0.66183043]
7,[-0.01025352 -0.2024979 ],"[ 0.43819029  0.8354477   1.33713132 -1.82585888  1.16825295  0.79085486
  0.76554012 -2.50357966 -0.06392505 -0.21016741  0.        ]",[-1.00182964 -0.56910811],0.111372,-0.0415590021618,"[[  1.01551981  -1.29380726   0.13382506   0.08820909]
 [  6.17612202 -20.05969848   0.           0.        ]]",[ 0.29652494 -0.58403736]
8,[-0.01025352 -0.2024979 ],"[ 0.33873753  0.31290384  1.39886201 -1.89584757  1.16824581  0.79085154
  0.46464892 -2.76443149 -0.22567574 -0.43770345  0.        ]",[-0.74804725 -1.759603  ],0.0734716,-0.0627013070937,"[[  1.09810467  -1.71361673   0.13382506   0.08820909]
 [  2.09562967 -21.91515248   0.           0.        ]]",[ 0.2662321  -0.57062143]
9,[-0.01025352 -0.2024979 ],"[ 0.32419281 -0.23483377  1.40691029 -1.45999136  1.16823867  0.79084821
  0.24312239 -3.26007015 -0.49658617 -0.69332673  0.        ]",[ 2.69109451  0.29134867],-0.292886,-0.102529448823,"[[  1.10987807  -2.18729105   0.13382506   0.08820909]
 [ -0.90856966 -25.44058156   0.           0.        ]]",[ 0.26537961 -0.54793727]
