timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.70261723 -0.59084088],"[ 1.0039401   1.19203243 -0.19630588  1.11687423  1.36785226  0.70226772
  0.26786614  0.32771317 -0.18184747 -1.03408218  0.        ]",[ 1.5392165   0.39131751],-2.79612,-0.0845067623353,"[[  4.25890788e-02   5.18088471e-02   1.57494525e-01   8.12981699e-02]
 [  4.23067427e-03   1.33880256e-04   0.00000000e+00   0.00000000e+00]]",[ 1.77892661 -0.30908495]
1,[-0.70261723 -0.59084088],"[ 1.0002536   1.19092089 -0.13459113  1.1561904   1.36785112  0.70226741
  0.45542361  0.60840841 -0.19237848 -0.90515285  0.        ]",[ 0.84846517 -0.11430447],-2.58464,-0.0761976921077,"[[ 0.08235735  0.06734226  0.15749452  0.08129817]
 [ 3.95942979  1.54805307  0.          0.        ]]",[ 0.3084417  -1.07753408]
2,[-0.70261723 -0.59084088],"[ 0.97730889  1.18840301  0.03793712  1.22215326  1.36784997  0.7022671
  0.61088245  0.52054527 -0.24397311 -0.57099924  0.        ]",[-1.44274308 -0.34228433],-2.08062,-0.0554092939375,"[[ 0.19443817  0.09344188  0.15749452  0.08129817]
 [ 7.23773709  1.06352542  0.          0.        ]]",[-1.2260946 -1.5339148]
3,[-0.70261723 -0.59084088],"[ 0.93981822  1.18753094  0.19415471  1.24102147  1.36784882  0.7022668
  0.41652867  0.2712449  -0.31473661 -0.29314121  0.        ]",[-0.67342394 -0.33093048],-2.03034,-0.0405111826213,"[[ 0.29807136  0.10091872  0.15749452  0.08129817]
 [ 3.13922573 -0.31126167  0.          0.        ]]",[-0.32214841 -0.97168005]
4,[-0.70261723 -0.59084088],"[ 0.92347858  1.18964258  0.2465329   1.19228722  1.36784768  0.70226649
  0.28728019  0.03493815 -0.33394931 -0.228723    0.        ]",[ 0.70865518 -1.24164806],-2.09883,-0.0378844317066,"[[ 0.33350937  0.08161876  0.15749452  0.08129817]
 [ 0.41364865 -1.61439451  0.          0.        ]]",[ 0.48679826 -0.44653466]
5,[-0.70261723 -0.59084088],"[ 0.90489756  1.19358063  0.29956985  1.01069514  1.36784653  0.70226619
  0.4199009  -0.67748391 -0.33122306 -0.23104539  0.        ]",[-0.41303997 -0.46677328],-2.02461,-0.0381589361538,"[[ 0.36984246  0.0099128   0.15749452  0.08129817]
 [ 3.2103432  -5.54310452  0.          0.        ]]",[-0.18124977  0.07048693]
6,[-0.70261723 -0.59084088],"[ 0.87804499  1.18523293  0.36732691  0.68607721  1.36784539  0.70226588
  0.33943909 -0.99261695 -0.31887865 -0.28327592  0.        ]",[ 1.21663845  0.38264797],-2.10659,-0.039964334472,"[[ 0.41702521 -0.11838547  0.15749452  0.08129817]
 [ 1.51357574 -7.28093377  0.          0.        ]]",[ 0.50681645  0.81608081]
7,[-0.70261723 -0.59084088],"[ 0.83289951  1.15708056  0.46475056  0.36469197  1.36784424  0.70226557
  0.52558081 -0.69199892 -0.33278027 -0.28368369  0.        ]",[-0.26859722 -0.2531118 ],-2.02932,-0.0386969810371,"[[ 0.48668063 -0.24737123  0.15749452  0.08129817]
 [ 5.43891493 -5.62315348  0.          0.        ]]",[-0.94723332  0.37962022]
8,[-0.70261723 -0.59084088],"[ 0.75944836  1.11290025  0.59449798  0.07154453  1.36784309  0.70226527
  0.47010913 -0.85346492 -0.37909072 -0.20970488  0.        ]",[-0.98953824  0.79131513],-1.98748,-0.0335257146993,"[[ 0.58372229 -0.36876813  0.15749452  0.08129817]
 [ 4.2691385  -6.51357275  0.          0.        ]]",[-0.73288834  0.86212134]
9,[-0.70261723 -0.59084088],"[ 0.72116984  1.06542467  0.65230896 -0.15441156  1.36784195  0.70226496
  0.28041282 -0.26162944 -0.39507029 -0.23457936  0.        ]",[ 0.90128201  0.52986575],-2.11085,-0.0322525499177,"[[ 0.62896905 -0.46629344  0.15749452  0.08129817]
 [ 0.26884814 -3.24985043  0.          0.        ]]",[ 0.26337904  0.8490473 ]
10,[-0.70261723 -0.59084088],"[ 0.68427674  1.04103918  0.70318931 -0.25141533  1.3678408   0.70226466
  0.44920401  0.13026135 -0.42110528 -0.19558327  0.        ]",[-1.12224715  0.49784937],-2.00855,-0.0295171538312,"[[ 0.67005889 -0.50960742  0.15749452  0.08129817]
 [ 3.82829813 -1.08873851  0.          0.        ]]",[-1.09295487  0.13733521]
11,[-0.70261723 -0.59084088],"[ 0.65023452  1.04000271  0.74655579 -0.25532066  1.36783966  0.70226435
  0.25797836  0.49190172 -0.45267879 -0.11163046  0.        ]",[ 0.23918778  0.85053813],-2.12525,-0.0269563412609,"[[ 0.70616519 -0.51137269  0.15749452  0.08129817]
 [-0.20424086  0.90555529  0.          0.        ]]",[-0.12185982  0.1282405 ]
12,[-0.70261723 -0.59084088],"[ 0.64497903  1.06898336  0.75297366 -0.13935032  1.36783851  0.70226404
  0.30298306  1.09929312 -0.47126772 -0.02734705  0.        ]",[-1.24214716 -1.72270427],-2.03219,-0.0272739587794,"[[ 0.7116026  -0.45965487  0.15749452  0.08129817]
 [ 0.74481386  4.2550637   0.          0.        ]]",[-0.7804898  -0.80955702]
13,[-0.70261723 -0.59084088],"[ 0.66879679  1.09163911  0.72330399 -0.0370459   1.36783736  0.70226374
  0.11475679  0.36626032 -0.46015138 -0.02498704  0.        ]",[ 0.43027159  0.52407526],-2.12452,-0.0282991620649,"[[ 0.68667373 -0.41511196  0.15749452  0.08129817]
 [-3.22447323  0.21270086  0.          0.        ]]",[ 0.69575882  0.37380216]
14,[-0.70261723 -0.59084088],"[ 0.71155393  1.10341376  0.66599084  0.02133534  1.36783622  0.70226343
  0.19846286  0.74167749 -0.4228589  -0.10239264  0.        ]",[-0.00209952 -0.13072961],-2.08785,-0.0298388730317,"[[ 0.63989486 -0.39008626  0.15749452  0.08129817]
 [-1.45929115  2.28296791  0.          0.        ]]",[ 0.243297   -0.19360882]
15,[-0.70261723 -0.59084088],"[ 0.7367387   1.12079197  0.62946071  0.11591719  1.36783507  0.70226313
  0.19944781  0.63961348 -0.40805888 -0.1175027   0.        ]",[ 0.02827355  0.75493026],-2.09308,-0.0310150024005,"[[ 0.61091745 -0.35007404  0.15749452  0.08129817]
 [-1.43851946  1.72013008  0.          0.        ]]",[ 0.32244855 -0.13109162]
16,[-0.70261723 -0.59084088],"[ 0.75959221  1.14484195  0.59426364  0.27015921  1.36783393  0.70226282
  0.20604815  1.17548528 -0.40349697 -0.09670924  0.        ]",[ 0.31948017 -0.87896252],-2.10919,-0.0317064210652,"[[ 0.58354358 -0.28602188  0.15749452  0.08129817]
 [-1.29933138  4.67523754  0.          0.        ]]",[ 0.0740799  -0.86998737]
17,[-0.70261723 -0.59084088],"[ 0.77014897  1.16245043  0.57727642  0.41151603  1.36783278  0.70226251
  0.26726332  0.52749635 -0.41236673 -0.05071358  0.        ]",[-0.70109798 -0.82742986],-2.03381,-0.031781284975,"[[ 0.57050893 -0.22837003  0.15749452  0.08129817]
 [-0.00843436  1.10185739  0.          0.        ]]",[-0.18176934 -0.42691964]
18,[-0.70261723 -0.59084088],"[ 0.79209234  1.15937597  0.54033196  0.38427716  1.36783163  0.70226221
  0.13580981 -0.07038035 -0.38212845 -0.13377653  0.        ]",[ 1.43369288  0.35062325],-2.13707,-0.033281281723,"[[ 0.54252735 -0.23941307  0.15749452  0.08129817]
 [-2.78050202 -2.19517576  0.          0.        ]]",[ 1.0644275   0.53210533]
19,[-0.70261723 -0.59084088],"[ 0.80372499  1.15045068  0.51976561  0.31175067  1.36783049  0.7022619
  0.32598498  0.18897958 -0.3591626  -0.21212848  0.        ]",[-0.29325337 -1.1824835 ],-2.04409,-0.0354047636165,"[[ 0.52715458 -0.26896638  0.15749452  0.08129817]
 [ 1.22987947 -0.76491732  0.          0.        ]]",[-0.12338546 -0.03014797]
20,[-0.70261723 -0.59084088],"[ 0.79411369  1.13120557  0.53680798  0.1787037   1.36782934  0.7022616
  0.26988909 -0.52621596 -0.35448213 -0.25599338  0.        ]",[ 0.09934275  0.52221286],-2.05544,-0.0362775079443,"[[ 0.53988354 -0.3238361   0.15749452  0.08129817]
 [ 0.04694169 -4.70891217  0.          0.        ]]",[ 0.54794335  0.89339709]
21,[-0.70261723 -0.59084088],"[ 0.79038604  1.10053354  0.54328634  0.00670121  1.3678282   0.70226129
  0.28844218 -0.13437581 -0.34278196 -0.34497102  0.        ]",[ 0.06489991  0.04636696],-2.07117,-0.0391213525079,"[[ 0.54474777 -0.39633405  0.15749452  0.08129817]
 [ 0.43818765 -2.54808405  0.          0.        ]]",[ 0.41726542  0.65580285]
