timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.49829349 -0.4495652 ],"[ 1.01816976  1.26592391 -0.22213521  0.90618653 -0.91861379  1.4501288
  0.27796344  0.33146157  2.46125098 -2.05429098  0.        ]",[ 3.70009433  0.87385625],-4.12485,-0.357989983726,"[[ 0.00839192 -0.00830151 -0.10639614  0.16833805]
 [-0.00056971 -0.00402426  0.          0.        ]]",[ 3.61387277  0.98738205]
1,[-0.49829349 -0.4495652 ],"[ 1.01652522  1.26555731 -0.16089068  0.9980739  -0.91861309  1.45012694
  0.46766336  0.9206423   2.45716224 -1.91424101  0.        ]",[ 3.12260698  0.35239044],-3.99749,-0.352107582861,"[[ 0.04805765  0.02631978 -0.10639614  0.16833805]
 [ 3.95398018  3.45463156  0.          0.        ]]",[ 3.07697153  0.42387864]
2,[-0.49829349 -0.4495652 ],"[ 0.99802466  1.2590486   0.02020913  1.21620581 -0.91861239  1.45012507
  0.65365187  1.14642507  2.40727151 -1.52848546  0.        ]",[ 2.54092777  0.43319936],-3.75354,-0.333965910233,"[[ 0.16603806  0.1087107  -0.10639614  0.16833805]
 [ 7.83116258  4.78004439  0.          0.        ]]",[ 2.65656257  0.11198279]
3,[-0.49829349 -0.4495652 ],"[ 0.92367643  1.2375924   0.31021633  1.50891404 -0.91861169  1.45012321
  0.83596101  1.42224054  2.2206567  -0.95856721  0.        ]",[ 2.91769613  0.23027019],-3.38039,-0.30079054051,"[[  0.3607924    0.22055687  -0.10639614   0.16833805]
 [ 11.6316472    6.39916709   0.           0.        ]]",[ 2.18583465 -0.35166696]
4,[-0.49829349 -0.4495652 ],"[ 0.73561756  1.19236844  0.67597995  1.85432078 -0.91861098  1.45012134
  1.01469054  1.55569768  1.78745305 -0.32246967  0.        ]",[ 0.97385933 -1.00139636],-2.64875,-0.248388248379,"[[  0.63080756   0.35640103  -0.10639614   0.16833805]
 [ 15.35751513   7.18261021   0.           0.        ]]",[ 1.02179027 -1.31453896]
5,[-0.49829349 -0.4495652 ],"[ 0.37553658  1.14481118  1.04224922  2.10393253 -0.91861028  1.45011948
  1.18501675  0.85664706  1.10051416  0.14961007  0.        ]",[-1.37402321 -0.85272493],-1.71737,-0.17931951519,"[[  0.97358335   0.45888075  -0.10639614   0.16833805]
 [ 18.90821158   3.0789915    0.           0.        ]]",[-0.65991426 -1.50708163]
6,[-0.49829349 -0.4495652 ],"[-0.06920424  1.13036863  1.25672399  2.16798121 -0.91860958  1.45011761
  0.97736605  0.2712603   0.41480686  0.29053282  0.        ]",[-1.72814438 -1.40920804],-0.923444,-0.113644635672,"[[  1.30831665   0.48598186  -0.10639614   0.16833805]
 [ 14.57947788  -0.35739122   0.           0.        ]]",[-1.17531264 -0.96503544]
7,[-0.49829349 -0.4495652 ],"[-0.4304639   1.154819    1.30949037  2.05683768 -0.91860888  1.45011575
  0.77382322 -0.40183785 -0.03337046  0.24816261  0.        ]",[-0.67299203  0.15092224],-0.928597,-0.0699694703525,"[[  1.55733401   0.43918924  -0.10639614   0.16833805]
 [ 10.33637209  -4.30866449   0.           0.        ]]",[-1.31152701 -0.23457263]
8,[-0.49829349 -0.4495652 ],"[-0.69070087  1.19093719  1.28877614  1.86294445 -0.91860818  1.45011388
  0.63628453 -0.28534907 -0.30203556  0.1753746   0.        ]",[-1.78514341 -1.44021932],-0.758378,-0.0432778351282,"[[ 1.73529415  0.35987676 -0.10639614  0.16833805]
 [ 7.46920656 -3.62484418  0.          0.        ]]",[-1.68860447 -0.20383304]
9,[-0.49829349 -0.4495652 ],"[-0.84576487  1.23001388  1.25253608  1.58074042 -0.91860747  1.45011202
  0.43949782 -0.94738186 -0.40268313  0.15032829  0.        ]",[-0.3612172   0.33631276],-1.03322,-0.0339939826167,"[[ 1.84351876  0.24838707 -0.10639614  0.16833805]
 [ 3.36693639 -7.51116118  0.          0.        ]]",[-1.06083751  0.51001251]
10,[-0.49829349 -0.4495652 ],"[-0.91919006  1.25848027  1.22873588  1.22755924 -0.91860677  1.45011016
  0.36772954 -0.69510447 -0.37219542  0.18122629  0.        ]",[-1.44693709  1.23386071],-1.00316,-0.0380884548867,"[[ 1.89584666  0.11302253 -0.10639614  0.16833805]
 [ 1.87083748 -6.03022681  0.          0.        ]]",[-0.80055141  0.55573678]
11,[-0.49829349 -0.4495652 ],"[ -9.15484906e-01   1.26529897e+00   1.23004209e+00   1.01672883e+00
  -9.18606071e-01   1.45010829e+00   1.76114464e-01   1.17165605e-05
  -2.87753974e-01   2.22626579e-01   0.00000000e+00]",[-2.12771331  0.14465288],-0.852301,-0.0469292570623,"[[ 1.89318575  0.03335923 -0.10639614  0.16833805]
 [-2.12362321 -1.9497067   0.          0.        ]]",[-0.17036417  0.13188037]
12,[-0.49829349 -0.4495652 ],"[-0.80020468  1.26594898  1.26511115  0.92956403 -0.91860537  1.45010643
 -0.0116462   0.10441626 -0.09247477  0.29163951  0.        ]",[ 1.58434526  1.19147628],-1.17466,-0.0665998914087,"[[  1.81144185e+00   5.14404742e-04  -1.06396140e-01   1.68338051e-01]
 [ -6.03773391e+00  -1.33682376e+00   0.00000000e+00   0.00000000e+00]]",[ 1.15214586  0.29729649]
13,[-0.49829349 -0.4495652 ],"[-0.68528725  1.26583699  1.2897033   0.96470789 -0.91860467  1.45010456
  0.18377272  0.783171    0.05484967  0.32751933  0.        ]",[ 1.27493635 -1.69140868],-1.00586,-0.0811219764197,"[[ 1.73156032  0.01375541 -0.10639614  0.16833805]
 [-1.96397722  2.64765004  0.          0.        ]]",[ 0.32969493 -0.69188249]
