timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-2.68465,[-1.53901357  1.31721584],[ 0.51673377  1.2872436 ],-0.348276420252,[ 0.03628277 -0.1771729 ],"[[ 0.04901435 -0.02485594 -0.09816551 -0.15499878]
 [-0.00223548  0.00230094  0.          0.        ]]","[ 1.11563864  1.83368518  0.03784462 -0.54386645 -0.85330711 -1.35365124
 -0.67277207 -0.25141817  1.95051899  1.20265019  0.        ]"
1,-2.60881,[ 0.06471838  1.7125962 ],[ 0.53583908  1.38542795],-0.346545397912,[ 0.03628277 -0.1771729 ],"[[ 0.00926414  0.01493291 -0.09816551 -0.15499878]
 [-3.95960416  3.96337747  0.          0.        ]]","[ 1.1172336   1.83392597 -0.02215444 -0.44815997 -0.85330471 -1.353645
 -0.88569852  0.2697747   1.95132187  1.17176326  0.        ]"
2,-2.62076,[-0.33813656  2.33243871],[ 0.51865315  1.42175901],-0.344831850412,[ 0.03628277 -0.1771729 ],"[[-0.06658859  0.13313968 -0.09816551 -0.15499878]
 [-3.62677017  7.84436512  0.          0.        ]]","[ 1.11422864  1.82267708 -0.13662842 -0.1647539  -0.85330231 -1.35363876
 -0.86778766  0.78042877  1.94827623  1.14894833  0.        ]"
3,-2.55034,[ 1.07284299  2.7802169 ],[ 0.47186312  1.44713044],-0.344309807202,[ 0.03628277 -0.1771729 ],"[[ -0.15183976   0.32820138  -0.09816551  -0.15499878]
 [ -4.8941157   11.64911604   0.           0.        ]]","[ 1.10139791  1.76541304 -0.26456411  0.29132073 -0.85329991 -1.35363251
 -0.93597528  1.28104856  1.93134823  1.17629718  0.        ]"
4,-2.45517,[ 2.16580715  1.05668356],[ 0.3705394   1.39238012],-0.345881605129,[ 0.03628277 -0.1771729 ],"[[ -0.20907122   0.59858228  -0.09816551  -0.15499878]
 [ -0.84238441  15.37657985   0.           0.        ]]","[ 1.08721266  1.61047964 -0.34957658  0.87136732 -0.85329751 -1.35362627
 -0.71796703  1.77149204  1.87787195  1.30736529  0.        ]"
5,-2.51197,[-0.47086126  1.32224619],[ 0.20864725  1.25975633],-0.348366850669,[ 0.03628277 -0.1771729 ],"[[ -0.18606094   0.94277387  -0.09816551  -0.15499878]
 [  3.13048511  19.03043565   0.           0.        ]]","[ 1.09344507  1.30369609 -0.31550368  1.46244648 -0.8532951  -1.35362003
 -0.50420258  2.25223826  1.7270341   1.5876353   0.        ]"
6,-2.29101,[ 1.28001771  0.95436359],[ 0.11796707  1.11000383],-0.338933480418,[ 0.03628277 -0.1771729 ],"[[ -0.14275605   1.3593353   -0.09816551  -0.15499878]
 [  1.20653121  22.6137409    0.           0.        ]]","[ 1.103227    0.81810402 -0.25099305  1.86784764 -0.8532927  -1.35361379
 -0.60772123  2.72368336  1.43623145  1.83616851  0.        ]"
7,-2.18096,[-0.43829742  0.50886583],[ 0.13141757  0.88238209],-0.310147105164,[ 0.03628277 -0.1771729 ],"[[ -0.07913476   1.84502537  -0.09816551  -0.15499878]
 [  5.14294418  25.94422043   0.           0.        ]]","[ 1.11294772  0.20002976 -0.15552143  1.83153281 -0.8532903  -1.35360754
 -0.39591816  3.16183842  1.02058955  1.92227019  0.        ]"
8,-1.96175,[-0.51643666 -0.75802141],[ 0.23143476  0.54938167],-0.259583535213,[ 0.03628277 -0.1771729 ],"[[  5.33108098e-03   2.37897300e+00  -9.81655076e-02  -1.54998778e-01]
 [  3.30952356e+00   2.74455216e+01   0.00000000e+00   0.00000000e+00]]","[ 1.11724526 -0.38143831 -0.02808918  1.17767021 -0.8532879  -1.3536013
 -0.49456618  3.35930376  0.60825821  1.73614662  0.        ]"
9,-1.58049,[ 0.29654591  0.0705405 ],[ 0.35841012  0.23577733],-0.202920602794,[ 0.03628277 -0.1771729 ],"[[  0.05037012   2.89231678  -0.09816551  -0.15499878]
 [  1.20097828  23.9006568    0.           0.        ]]","[ 1.11550952 -0.69782386  0.03989489  0.10934445 -0.8532855  -1.35359506
 -0.60801734  2.89285461  0.41009953  1.35213972  0.        ]"
