timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-2.61908,[ 0.45698896  1.82716586],[ 0.52848941  1.14582813],-0.390054142679,[ 0.05990689 -0.1570586 ],"[[-0.01500881 -0.06759402 -0.1542202  -0.1511725 ]
 [-0.00259627  0.00387606  0.          0.        ]]","[ 1.09830686  1.65846949 -0.08353531 -0.52807716 -1.34208546 -1.30516994
 -0.6501571  -0.20502835  2.25348541  0.99140106  0.        ]"
1,-2.62427,[ 0.78274251  1.21938461],[ 0.50236201  1.16857362],-0.393394801893,[ 0.05990689 -0.1570586 ],"[[  3.06247556e-03  -2.77964774e-02  -1.54220196e-01  -1.51172504e-01]
 [  1.80371426e+00   3.96268690e+00   0.00000000e+00   0.00000000e+00]]","[ 1.09845056  1.66082333 -0.05607842 -0.44269471 -1.34207682 -1.30516183
 -0.5337164   0.31698239  2.2558632   1.05279135  0.        ]"
2,-2.65498,[ 1.41942761  0.49189754],[ 0.4307462   1.19615889],-0.402894733871,[ 0.05990689 -0.1570586 ],"[[ 0.06983116  0.090386   -0.1542202  -0.1511725 ]
 [ 4.86298328  7.84263309  0.          0.        ]]","[ 1.09508108  1.65619615  0.04528428 -0.18911285 -1.34206818 -1.30515372
 -0.33650736  0.82859264  2.24476367  1.25549342  0.        ]"
3,-2.74598,[ 0.0573781   1.73768044],[ 0.31149381  1.20273733],-0.414324902665,[ 0.05990689 -0.1570586 ],"[[ 0.20581066  0.2652076  -0.1542202  -0.1511725 ]
 [ 8.72217031  9.6335543   0.          0.        ]]","[ 1.06926082  1.61763934  0.24977598  0.18001028 -1.34205953 -1.30514561
 -0.08773375  1.06474019  2.15965642  1.60032107  0.        ]"
4,-2.67216,[ 1.11881615  1.73468512],[ 0.18694136  1.18646133],-0.418603293092,[ 0.05990689 -0.1570586 ],"[[  0.38079078   0.49569162  -0.1542202   -0.1511725 ]
 [  8.77577408  13.40227602   0.           0.        ]]","[ 0.99938528  1.51103678  0.50396375  0.63866907 -1.34205089 -1.30513749
 -0.0842781   1.56167534  1.93598046  1.98668256  0.        ]"
5,-2.62194,[-0.41307824  0.96493603],[ 0.10599963  1.11090922],-0.406467021191,[ 0.05990689 -0.1570586 ],"[[  0.5942575    0.80078691  -0.1542202   -0.1511725 ]
 [ 12.55861463  17.09491935   0.           0.        ]]","[ 0.8613584   1.28199357  0.78997475  1.15904346 -1.34204225 -1.30512938
  0.15957454  2.04856498  1.51774599  2.3071554   0.        ]"
6,-2.39226,[-0.31298219 -0.57638902],[ 0.06317938  0.99131906],-0.369101789716,[ 0.05990689 -0.1570586 ],"[[  0.82655497   1.17762522  -0.1542202   -0.1511725 ]
 [ 10.67760111  20.57728882   0.           0.        ]]","[ 0.65232873  0.89128725  1.05694446  1.60107496 -1.34203361 -1.30512127
  0.03831852  2.50770687  0.96667219  2.37558153  0.        ]"
7,-1.96176,[ 0.54409563  1.87737497],[ 0.11273398  0.96486813],-0.31528753148,[ 0.05990689 -0.1570586 ],"[[  1.02559996   1.56218381  -0.1542202   -0.1511725 ]
 [  9.23152712  17.88752846   0.           0.        ]]","[ 0.43268252  0.42384058  1.23839164  1.76487213 -1.34202497 -1.30511316
 -0.05489996  2.15301252  0.53394724  2.14953478  0.        ]"
8,-1.69899,[ 0.19732724  0.78145096],[ 0.19822586  0.69222254],-0.252781335769,[ 0.05990689 -0.1570586 ],"[[  1.23003013   1.95610194  -0.1542202   -0.1511725 ]
 [ 11.20518882  21.4922759    0.           0.        ]]","[ 0.17770495 -0.05602205  1.37129125  1.60745713 -1.34201633 -1.30510505
  0.07232878  2.62827561  0.29607296  1.74320761  0.        ]"
9,-1.54181,[-2.00133635  0.19455869],[ 0.30840677  0.33371964],-0.195778288944,[ 0.05990689 -0.1570586 ],"[[  1.45978178   2.41271843  -0.1542202   -0.1511725 ]
 [ 11.76807587  24.16050572   0.           0.        ]]","[-0.13126984 -0.51794518  1.44929581  1.04757856 -1.34200769 -1.30509694
  0.10861421  2.9800277   0.33469111  1.26616375  0.        ]"
10,-1.53805,[ 0.73097698  0.77026563],[ 0.42941421  0.02336481],-0.191644061032,[ 0.05990689 -0.1570586 ],"[[  1.65310935   2.89885568  -0.1542202   -0.1511725 ]
 [  7.57818551  24.45227018   0.           0.        ]]","[-0.39818181 -0.79847957  1.45349416  0.13325512 -1.34199905 -1.30508883
 -0.16148113  3.01842749  0.64278106  1.00369457  0.        ]"
11,-1.65067,[ 0.9180476   0.73540611],[ 0.45842505 -0.09549525],-0.211676250662,[ 0.05990689 -0.1570586 ],"[[  1.83219833   3.13564544  -0.1542202   -0.1511725 ]
 [ 10.32154383   1.83984203   0.           0.        ]]","[-0.64187164 -0.83504591  1.40701254 -0.37025546 -1.34199041 -1.30508073
  0.01536619  0.03697254  0.84031595  0.99917554  0.        ]"
12,-1.63799,[ 0.72626022 -1.27487134],[ 0.49063033  0.01516634],-0.210796880206,[ 0.05990689 -0.1570586 ],"[[  2.07304586   3.11393987  -0.1542202   -0.1511725 ]
 [ 13.75184924  -2.42876148   0.           0.        ]]","[-0.95020902 -0.83458754  1.2709776  -0.32363919 -1.34198177 -1.30507262
  0.23649671 -0.52584376  0.83552     0.99513626  0.        ]"
13,-1.68303,[-1.67163526 -0.38981698],[ 0.50902003  0.2797648 ],-0.203775306199,[ 0.05990689 -0.1570586 ],"[[  2.37420005   3.02611995  -0.1542202   -0.1511725 ]
 [ 16.35488281  -6.3402141    0.           0.        ]]","[-1.27978675 -0.82674925  0.99407593 -0.1355471  -1.34197313 -1.30506451
  0.40429786 -1.04156691  0.80468224  0.95381046  0.        ]"
