timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-3.43987,[ 1.61343062  1.24027703],[ 2.78069448  1.99732709],-0.16694663306,[-0.44694126 -0.43317068],"[[-0.06978464  0.02634353  0.12990427  0.13491765]
 [ 0.00084511  0.00190183  0.          0.        ]]","[ 1.00994359  1.86377895  0.13545367 -0.99294482  1.12550454  1.16328578
 -0.67173561 -0.32252537  0.25983374 -1.49226477  0.        ]"
1,-3.35329,[ 1.49772408  1.42556831],[ 1.64022076  1.0921576 ],-0.156029876776,[-0.44694126 -0.43317068],"[[-0.03009282  0.06609359  0.12990427  0.13491765]
 [ 3.95517831  3.95991742  0.          0.        ]]","[ 1.01296076  1.86134006  0.19577276 -0.88079496  1.12550391  1.16328511
 -0.55624473  0.22936349  0.26199752 -1.37336261  0.        ]"
2,-3.08022,[-0.58292246 -0.5427499 ],[-0.09623623  0.02476653],-0.122688046393,[-0.44694126 -0.43317068],"[[ 0.08790172  0.18421795  0.12990427  0.13491765]
 [ 7.83140266  7.83958906  0.          0.        ]]","[ 1.00776918  1.84178298  0.37514396 -0.54994657  1.12550328  1.16328444
 -0.44303513  0.77032828  0.22151458 -1.02313038  0.        ]"
3,-2.49565,[ 0.74967948 -0.71675475],[-0.49469295  0.03342505],-0.0841804142329,[-0.44694126 -0.43317068],"[[ 0.21984916  0.31789918  0.12990427  0.13491765]
 [ 5.37151508  5.53620568  0.          0.        ]]","[ 0.97698765  1.79774527  0.57340987 -0.18446446  1.12550266  1.16328376
 -0.51487875  0.44915403  0.0948867  -0.65022544  0.        ]"
4,-2.38278,[-0.97172025  0.3119155 ],[-1.54432571  0.01528531],-0.0503945493211,[-0.44694126 -0.43317068],"[[ 0.35598164  0.39903707  0.12990427  0.13491765]
 [ 8.23220031  2.58740475  0.          0.        ]]","[ 0.91815463  1.75998021  0.77188017  0.03008858  1.12550203  1.16328309
 -0.43132909  0.0379855  -0.07607558 -0.34976552  0.        ]"
5,-2.32114,[-0.63984944 -0.13354658],[-1.59573722 -0.40983313],-0.0233777636034,[-0.44694126 -0.43317068],"[[ 0.48041885  0.46267698  0.12990427  0.13491765]
 [ 4.22486059  3.77264061  0.          0.        ]]","[ 0.84122984  1.72471514  0.94480402  0.1933882   1.1255014   1.16328242
 -0.54836782  0.20324984 -0.26891281 -0.11546558  0.        ]"
6,-2.47362,[-1.46213351 -1.81311884],[-1.47136438 -0.5068174 ],-0.0155581615575,[-0.44694126 -0.43317068],"[[ 0.53868331  0.53208419  0.12990427  0.13491765]
 [ 1.61027558  3.17008744  0.          0.        ]]","[ 0.79794678  1.6807791   1.02218963  0.36564533  1.12550078  1.16328175
 -0.62472954  0.11923226 -0.40682243  0.00241261  0.        ]"
7,-2.40864,[ 0.28912909 -1.00854878],[-0.65582633  0.33666849],-0.0150884104866,[-0.44694126 -0.43317068],"[[ 0.5308908   0.55514268  0.12990427  0.13491765]
 [-2.37626805 -0.85084581  0.          0.        ]]","[ 0.80399566  1.6649519   1.01198702  0.42138548  1.12550015  1.16328107
 -0.74116083 -0.4414302  -0.41699753  0.00358242  0.        ]"
8,-2.26356,[-0.95131921  1.63894956],[-0.42619085  1.20981717],-0.0187033518533,[-0.44694126 -0.43317068],"[[ 0.49532789  0.49856256  0.12990427  0.13491765]
 [-1.18398607 -4.79402194  0.          0.        ]]","[ 0.83058426  1.70269614  0.96484238  0.28326105  1.12549952  1.1632804
 -0.7063386  -0.99125028 -0.31863801 -0.07350466  0.        ]"
9,-2.2792,[ 0.15562632  1.064656  ],[ 0.24748045  0.81929141],-0.0321947489188,[-0.44694126 -0.43317068],"[[ 0.43410871  0.44337582  0.12990427  0.13491765]
 [-4.92547477 -0.73817773  0.          0.        ]]","[ 0.87236762  1.73591839  0.88157813  0.14437037  1.1254989   1.16327973
 -0.81561275 -0.42571961 -0.19627848 -0.19585341  0.        ]"
10,-2.33551,[ 0.80240728 -0.68106217],[ 0.30627644  0.22350451],-0.0454599976805,[-0.44694126 -0.43317068],"[[ 0.34273914  0.4684837   0.12990427  0.13491765]
 [-4.21385249  3.23572402  0.          0.        ]]","[ 0.92505672  1.72124776  0.75294408  0.20804344  1.12549827  1.16327906
 -0.79482869  0.12838529 -0.11271606 -0.32039275  0.        ]"
11,-2.33296,[ 0.96659392  0.09176704],[ 0.1152432   0.56812412],-0.0508977817541,[-0.44694126 -0.43317068],"[[ 0.29115781  0.5054862   0.12990427  0.13491765]
 [-0.95512732  0.47374281  0.          0.        ]]","[ 0.94954021  1.69827022  0.67837111  0.30040416  1.12549764  1.16327839
 -0.69965359 -0.25673432 -0.08681838 -0.37671174  0.        ]"
12,-2.3498,[-1.10394407  1.15697182],[-0.60029936  0.31517357],-0.0459390562329,[-0.44694126 -0.43317068],"[[ 0.31061026  0.5184987   0.12990427  0.13491765]
 [ 2.88758218  0.82633475  0.          0.        ]]","[ 0.9407589   1.68980935  0.70664111  0.33244556  1.12549702  1.16327771
 -0.58742261 -0.20757024 -0.11653821 -0.33633276  0.        ]"
13,-2.36194,[-1.05213037 -0.5585668 ],[-0.33859679 -0.44073468],-0.0367421426761,[-0.44694126 -0.43317068],"[[ 0.32808198  0.57460348  0.12990427  0.13491765]
 [-1.12703919  4.77099102  0.          0.        ]]","[ 0.93240381  1.65111894  0.73188279  0.46781398  1.12549639  1.16327704
 -0.70467404  0.34245711 -0.17951317 -0.27164827  0.        ]"
14,-2.31922,[ 1.25716897 -0.42262128],[ 0.55412543  0.02389236],-0.0401207060073,[-0.44694126 -0.43317068],"[[ 0.26607939  0.64689862  0.12990427  0.13491765]
 [-5.06015439  2.46618272  0.          0.        ]]","[ 0.96004421  1.59611423  0.64168149  0.63506411  1.12549576  1.16327637
 -0.81954493  0.02108358 -0.17088189 -0.32062497  0.        ]"
15,-2.3732,[-0.08926362 -0.28721182],[ 0.24516714  0.26075172],-0.0478105864295,[-0.44694126 -0.43317068],"[[ 0.20558036  0.6789282   0.12990427  0.13491765]
 [-1.00324763  0.742538    0.          0.        ]]","[ 0.98157115  1.56995787  0.55218261  0.70636949  1.12549514  1.1632757
 -0.70105796 -0.21925475 -0.13460428 -0.39402569  0.        ]"
