timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-3.49721,[-2.37361351  2.19741224],[-1.88447928  2.05434179],-0.178101521954,[-0.39394185 -0.40853781],"[[ 0.07822011 -0.04030095  0.0514579  -0.06990865]
 [-0.00494135 -0.0037206   0.          0.        ]]","[ 1.02337076  1.90766583  0.3547896  -1.14288216  0.44616556 -0.60932867
 -0.67893316 -0.32499881  0.99505215  0.64205581  0.        ]"
1,-3.45093,[-0.58898266  1.50206309],[-1.3918159   1.83553147],-0.176512636601,[-0.39394185 -0.40853781],"[[  3.84163193e-02  -6.31335676e-04   5.14578954e-02  -6.99086534e-02]
 [ -3.96225645e+00   3.95747523e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02688295  1.90874712  0.29463926 -1.03004913  0.44616541 -0.60932844
 -0.79615391  0.22342823  0.99718449  0.60538523  0.        ]"
2,-3.41111,[-0.48096306  1.12030934],[-0.88902748  1.55955672],-0.172779589276,[-0.39394185 -0.40853781],"[[-0.06343468  0.11746865  0.0514579  -0.06990865]
 [-6.21534009  7.83957869  0.          0.        ]]","[ 1.024954    1.89954496  0.14053155 -0.69481226  0.44616526 -0.60932821
 -0.86289293  0.76090481  0.9952645   0.52815344  0.        ]"
3,-3.33066,[-0.42156819  0.30333466],[-0.41845012  1.14960313],-0.167404664687,[-0.39394185 -0.40853781],"[[ -0.20561285   0.31243734   0.0514579   -0.06990865]
 [ -7.99654878  11.64459305   0.           0.        ]]","[ 0.99610314  1.84411268 -0.07257964 -0.15373299  0.44616512 -0.60932798
 -0.91565433  1.28770786  0.97350544  0.45189214  0.        ]"
4,-3.23048,[-0.78715469  0.10412644],[ 0.09182209  0.78309321],-0.158434967509,[-0.39394185 -0.40853781],"[[ -0.38069429   0.55507138   0.0514579   -0.06990865]
 [ -9.50659307  12.61554768   0.           0.        ]]","[ 0.91958931  1.70831095 -0.32599387  0.47111947  0.44616497 -0.60932775
 -0.96038342  1.42213527  0.91759387  0.36558268  0.        ]"
5,-3.05642,[ 1.212141    0.72228775],[ 1.03460979  0.46936429],-0.143331675957,[-0.39394185 -0.40853781],"[[ -0.60018796   0.80902038   0.0514579   -0.06990865]
 [-12.43311301  12.77874062   0.           0.        ]]","[ 0.76335341  1.49517345 -0.61851735  1.03048434  0.44616482 -0.60932753
 -1.04707037  1.4447281   0.81631283  0.22207002  0.        ]"
6,-2.86271,[ 0.050316    0.26310381],[ 0.6949448  -0.44994208],-0.126579917712,[-0.39394185 -0.40853781],"[[ -0.80669721   1.0907347    0.0514579   -0.06990865]
 [ -8.23163884  15.38408608   0.           0.        ]]","[ 0.56144019  1.19029876 -0.85650586  1.49524266  0.44616468 -0.6093273
 -0.92261645  1.80543563  0.67545776  0.15117976  0.        ]"
7,-2.59964,[ 1.2537796  -1.27387515],[ 0.93107432 -0.68728328],-0.110312980689,[-0.39394185 -0.40853781],"[[ -0.96770056   1.40580952   0.0514579   -0.06990865]
 [ -7.86986863  16.12094369   0.           0.        ]]","[ 0.37262614  0.79301643 -1.01027809  1.77819611  0.44616453 -0.60932707
 -0.91189986  1.90745096  0.50618491  0.20347675  0.        ]"
8,-2.34976,[ 0.57558223 -0.26826926],[ 0.20985985 -1.01748931],-0.0965290506703,[-0.39394185 -0.40853781],"[[ -1.08381985   1.68528878   0.0514579   -0.06990865]
 [ -3.75569519  11.84132331   0.           0.        ]]","[ 0.2223544   0.42124935 -1.10136256  1.79820174  0.44616439 -0.60932684
 -0.79003201  1.31493806  0.33332532  0.29143446  0.        ]"
9,-2.24368,[-0.04635197 -1.70341446],[-0.17662275 -1.02459025],-0.0892515357148,[-0.39394185 -0.40853781],"[[ -1.13532675   1.90910186   0.0514579   -0.06990865]
 [ -1.40278711  10.5443364    0.           0.        ]]","[ 0.1525178   0.13069581 -1.13605958  1.65556318  0.44616424 -0.60932661
 -0.72033532  1.13537001  0.18078797  0.40491426  0.        ]"
