timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.142948214212,[-0.23233138 -0.35482058],[-1.32636929 -0.89000034],-2.34059,"[ 0.96749188  2.32494324  0.16424505  0.56042521  1.52117351 -0.98172766
 -0.84852351  0.05286727  0.03011628  1.61015533  0.        ]","[[ 0.09271955  0.07395275  0.17608932 -0.11182252]
 [-0.0004305   0.00180367  0.          0.        ]]",[-0.9106445  -0.61371917]
1,-0.133323215436,[-0.23233138 -0.35482058],[-0.72594619 -0.73219264],-2.26388,"[ 0.97139955  2.32717455  0.10839193  0.5065755   1.52117023 -0.98172641
 -0.96550071 -0.22179257  0.039703    1.50554908  0.        ]","[[ 0.05657653  0.04962077  0.17608932 -0.11182252]
 [-3.60188194 -2.4269127   0.          0.        ]]",[-0.84436687 -0.67257614]
2,-0.10445477808,[-0.23233138 -0.35482058],[ 0.18587527 -0.58348739],-2.03901,"[ 0.97203098  2.32852936 -0.0539847   0.34084625  1.52116695 -0.98172515
 -1.07164538 -0.51738428  0.04270729  1.19547588  0.        ]","[[-0.04824941 -0.02514267  0.17608932 -0.11182252]
 [-6.86983712 -5.04072268  0.          0.        ]]",[-0.29433957 -0.64776328]
3,-0.0605888240375,[-0.23233138 -0.35482058],[ 1.17288148 -0.42526126],-1.76461,"[ 0.94596293  2.31208879 -0.28098006  0.06372432  1.52116368 -0.9817239
 -1.10502088 -0.79610867 -0.02298905  0.74422888  0.        ]","[[-0.19595606 -0.15068592  0.17608932 -0.11182252]
 [-7.89742837 -7.5053839   0.          0.        ]]",[ 0.95096942 -0.71871074]
4,-0.0165567020149,[-0.23233138 -0.35482058],[ 1.57483506 -0.27798378],-1.51212,"[ 0.90254662  2.24952469 -0.45875977 -0.31747084  1.5211604  -0.98172265
 -0.97772637 -1.10129599 -0.17312911  0.3334649   0.        ]","[[ -0.31458375  -0.3278703    0.17608932  -0.11182252]
 [ -3.97840984 -10.20405253   0.           0.        ]]",[ 1.30964618 -0.22779827]
5,-0.0157482315404,[-0.23233138 -0.35482058],[ 1.6200577  -0.07404339],-1.46067,"[ 0.88395717  2.11750628 -0.51598018 -0.74152832  1.52115712 -0.98172139
 -0.84667412 -1.18061938 -0.33928404  0.09275906  0.        ]","[[ -0.35367064  -0.5389893    0.17608932  -0.11182252]
 [  0.05630883 -10.90549522   0.           0.        ]]",[ 2.19037572 -0.0917029 ]
6,-0.0322555030201,[-0.23233138 -0.35482058],[ 1.30613828  0.18994251],-1.43421,"[ 0.90331434  1.91998056 -0.4562234  -1.12875065  1.52115384 -0.98172014
 -0.71821227 -1.19741596 -0.46179105  0.02037374  0.        ]","[[ -0.31286368  -0.75858989   0.17608932  -0.11182252]
 [  4.01128248 -11.05403777   0.           0.        ]]",[ 1.83269463  0.22408841]
7,-0.0352804183813,[-0.23233138 -0.35482058],[ 0.60938543  0.34352884],-1.36144,"[ 0.94658043  1.6823053  -0.27761153 -1.43072565  1.52115057 -0.98171889
 -0.59228852 -1.07244464 -0.51077412  0.09371141  0.        ]","[[-0.1937416  -0.96858377  0.17608932 -0.11182252]
 [ 7.88811924 -9.94897674  0.          0.        ]]",[ 0.76160357 -0.1151714 ]
8,-0.0352365113711,[-0.23233138 -0.35482058],[-0.19658351  0.70558459],-1.2852,"[ 0.97367333  1.41908008  0.00943973 -1.64521433  1.52114729 -0.98171763
 -0.49946303 -1.10179116 -0.50803502  0.27719793  0.        ]","[[ -7.30648769e-03  -1.17016771e+00   1.76089317e-01  -1.11822519e-01]
 [  1.07459521e+01  -1.02084910e+01   0.00000000e+00   0.00000000e+00]]",[-0.86526625 -0.218383  ]
9,-0.0465910190431,[-0.23233138 -0.35482058],[-0.35390571  1.21953213],-1.4011,"[ 0.95252679  1.11880195  0.28467989 -1.78096189  1.52114401 -0.98171638
 -0.61756589 -1.17658787 -0.5469551   0.44610682  0.        ]","[[  0.17113173  -1.38097301   0.17608932  -0.11182252]
 [  7.10986975 -10.86990637   0.           0.        ]]",[ 0.63457519  1.29184779]
10,-0.0604599977202,[-0.23233138 -0.35482058],[-1.0761075   1.01568413],-1.33568,"[ 0.89208358  0.85870253  0.53335353 -1.82055945  1.52114074 -0.98171513
 -0.5405828  -0.70448386 -0.58905708  0.60703985  0.        ]","[[ 0.33710798 -1.55648613  0.17608932 -0.11182252]
 [ 9.47995453 -6.69527254  0.          0.        ]]",[-1.7099537   1.51764588]
11,-0.072418243078,[-0.23233138 -0.35482058],[-1.10810101  0.88074839],-1.51366,"[ 0.80638443  0.7203461   0.7434183  -1.81394807  1.52113746 -0.98171387
 -0.67523874 -0.24160556 -0.59126667  0.76927733  0.        ]","[[ 0.48511248 -1.64932398  0.17608932 -0.11182252]
 [ 5.33424855 -2.60221497  0.          0.        ]]",[-0.2863464   0.02582269]
12,-0.0808974580941,[-0.23233138 -0.35482058],[-1.24115205  0.98116863],-1.41057,"[ 0.73704236  0.64543506  0.86923718 -1.80234477  1.52113418 -0.98171262
 -0.71547547 -0.22418453 -0.59455407  0.87314372  0.        ]","[[ 0.57936829 -1.69982257  0.17608932 -0.11182252]
 [ 4.09544925 -2.44816885  0.          0.        ]]",[-2.8417208   0.19065346]
13,-0.0850289918904,[-0.23233138 -0.35482058],[-0.93808055  1.07261729],-1.59852,"[ 0.70315253  0.58511736  0.92216368 -1.78883633  1.5211309  -0.98171137
 -0.84666481 -0.13326542 -0.61324265  0.90845802  0.        ]","[[ 0.62075309 -1.74071934  0.17608932 -0.11182252]
 [ 0.05646369 -1.64420702  0.          0.        ]]",[ 0.07990818  2.40694453]
14,-0.0853057133305,[-0.23233138 -0.35482058],[-1.00891805  0.64860839],-1.67017,"[ 0.69952579  0.5956638   0.92755713 -1.79146374  1.52112763 -0.98171011
 -0.8364451   0.31819588 -0.60606327  0.91770282  0.        ]","[[ 0.62503895 -1.73354946  0.17608932 -0.11182252]
 [ 0.37107162  2.34789033  0.          0.        ]]",[ 0.23424978 -0.18403692]
15,-0.0866945004541,[-0.23233138 -0.35482058],[-1.17196405  0.64891917],-1.58741,"[ 0.68523341  0.65350071  0.94835501 -1.80385273  1.52112435 -0.98170886
 -0.80656634  0.2305157  -0.56985115  0.96116504  0.        ]","[[ 0.64168961 -1.69437069  0.17608932 -0.11182252]
 [ 1.29092886  1.57257067  0.          0.        ]]",[-0.75872622  0.26502323]
16,-0.0864959482449,[-0.23233138 -0.35482058],[-0.89542246  0.57510531],-1.68313,"[ 0.68918599  0.71532631  0.94267288 -1.81332363  1.52112107 -0.98170761
 -0.90493644  0.34571945 -0.53897886  0.97884102  0.        ]","[[ 0.63712142 -1.65269834  0.17608932 -0.11182252]
 [-1.73764486  2.59127327  0.          0.        ]]",[ 0.32870975 -0.02453933]
17,-0.0848414787582,[-0.23233138 -0.35482058],[-1.00724578  0.48206395],-1.46599,"[ 0.70734154  0.79027476  0.91586167 -1.81964659  1.5211178  -0.98170636
 -0.8615624   0.32890579 -0.50683276  0.97870724  0.        ]","[[ 0.61576645 -1.60236454  0.17608932 -0.11182252]
 [-0.40230945  2.44259905  0.          0.        ]]",[-2.15333275  0.49177033]
18,-0.0806222604526,[-0.23233138 -0.35482058],[-0.54047358  0.30219182],-1.5985,"[ 0.74591663  0.8915496   0.85454951 -1.81928211  1.52111452 -0.9817051
 -0.98985898  0.54372425 -0.4700469   0.9509126   0.        ]","[[ 0.56808904 -1.53445391  0.17608932 -0.11182252]
 [-4.35224129  4.34215413  0.          0.        ]]",[ 0.21416287  1.08257985]
19,-0.0745590165773,[-0.23233138 -0.35482058],[-0.60801077 -0.32521513],-1.52037,"[ 0.80278173  1.07800888  0.75065565 -1.7916909   1.52111124 -0.98170385
 -0.95955475  0.98177469 -0.40313515  0.91393032  0.        ]","[[ 0.4904052  -1.40874656  0.17608932 -0.11182252]
 [-3.419296    8.21566269  0.          0.        ]]",[-0.87560755 -1.38860117]
20,-0.065369962396,[-0.23233138 -0.35482058],[ 0.01540193  0.0292431 ],-1.42415,"[ 0.86593477  1.25674109  0.60699546 -1.73128503  1.52110797 -0.9817026
 -1.06986862  0.51569139 -0.35301977  0.83305911  0.        ]","[[ 0.38794235 -1.28578479  0.17608932 -0.11182252]
 [-6.81559698  4.09428616  0.          0.        ]]",[-1.04177572  0.73760857]
21,-0.0454555456527,[-0.23233138 -0.35482058],[ 0.82350409 -0.38080472],-1.42116,"[ 0.9408432   1.41187739  0.34877484 -1.64964764  1.52110469 -0.98170134
 -1.19402853  0.8369554  -0.35713307  0.61859779  0.        ]","[[  0.21327655  -1.17539683   0.17608932  -0.11182252]
 [-10.6381914    6.93509665   0.           0.        ]]",[ 0.42691935  0.14132299]
22,-0.0271666200059,[-0.23233138 -0.35482058],[ 1.17643309 -0.76149917],-1.33098,"[ 0.97342271  1.60210077  0.05108579 -1.50711215  1.52110141 -0.98170009
 -1.13231503  0.88469323 -0.37685297  0.38979386  0.        ]","[[ 0.01957575 -1.03245913  0.17608932 -0.11182252]
 [-8.73825642  7.35723115  0.          0.        ]]",[ 0.28735223 -0.76106566]
