timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.17507932951,"[[ 0.07433187  0.04713598  0.06301556 -0.07602622]
 [ 0.00334144 -0.0040663   0.          0.        ]]",[-2.7236414  -1.97244358],-3.24651,"[ 0.98932724  2.05129173  0.18161699  0.55321187  0.55988924 -0.65935184
 -0.7293465   0.07052592  0.9398774   1.20233388  0.        ]",[-0.46384126 -0.51874125],[-2.51250865 -1.65634115]
1,-0.16922101949,"[[ 0.03472297  0.00734306  0.06301556 -0.07602622]
 [-3.951069   -3.9620405   0.          0.        ]]",[-1.95230711 -1.23134673],-3.19233,"[ 0.99251343  2.05282351  0.1214589   0.47338085  0.55988898 -0.6593515
 -0.8522775  -0.4131955   0.94758223  1.07229754  0.        ]",[-0.46384126 -0.51874125],[-1.86103564 -1.52959678]
2,-0.151873913085,"[[-0.08318981 -0.1108234   0.06301556 -0.07602622]
 [-7.82732521 -7.84167649  0.          0.        ]]",[-0.497868   -0.64008951],-3.03933,"[ 0.9882969   2.04416566 -0.05774897  0.23667189  0.55988872 -0.65935117
 -0.97277876 -0.88734262  0.92890776  0.68570228  0.        ]",[-0.46384126 -0.51874125],[-1.7653321  -0.11149328]
3,-0.127320981558,"[[ -0.27787409  -0.27051331   0.06301556  -0.07602622]
 [-11.62848938  -8.12635336   0.           0.        ]]",[ 1.33161032 -0.29270843],-2.81777,"[ 0.93676874  2.00132638 -0.34862245 -0.07768868  0.55988846 -0.65935083
 -1.09094545 -0.92213365  0.7832697   0.11775311  0.        ]",[-0.46384126 -0.51874125],[ 1.66173206 -0.07014884]
4,-0.109455353284,"[[-0.46844748 -0.43422745  0.06301556 -0.07602622]
 [-7.4427787  -8.24466241  0.          0.        ]]",[ 1.7602005  -0.35715467],-2.57377,"[ 0.83435016  1.92135423 -0.61815644 -0.38573537  0.5598882  -0.6593505
 -0.9608228  -0.93659211  0.51228779 -0.36251487  0.        ]",[-0.46384126 -0.51874125],[ 1.5121124 -0.4253778]
5,-0.101482899598,"[[-0.57613157 -0.61439653  0.06301556 -0.07602622]
 [-3.33928344 -9.76716492  0.          0.        ]]",[ 1.81448555 -0.26267841],-2.46721,"[ 0.75507633  1.79372408 -0.76005389 -0.69834248  0.55988794 -0.65935017
 -0.83325614 -1.12266309  0.24112142 -0.6207013   0.        ]",[-0.46384126 -0.51874125],[ 3.04905818  0.42156498]
6,-0.0970077487706,"[[-0.6025698  -0.79106546  0.06301556 -0.07602622]
 [ 0.68215366 -7.9059144   0.          0.        ]]",[ 1.48463154 -0.51785088],-2.36772,"[ 0.73338105  1.63214583 -0.79348481 -0.96856363  0.55988768 -0.65934983
 -0.70824055 -0.89519074  0.05103195 -0.70635382  0.        ]",[-0.46384126 -0.51874125],[ 0.86616424 -1.23160913]
7,-0.0901755778712,"[[ -0.55466816  -0.98735182   0.06301556  -0.07602622]
 [  4.09665386 -11.71001119   0.           0.        ]]",[ 1.01317286  0.18642381],-2.47694,"[ 0.77205237  1.41650893 -0.73248528 -1.21636572  0.55988742 -0.6593495
 -0.602093   -1.36010513 -0.06178041 -0.68236018  0.        ]",[-0.46384126 -0.51874125],[ 0.60486615 -0.09646416]
8,-0.0784808710595,"[[ -0.4495359   -1.22306379   0.06301556  -0.07602622]
 [  6.40893864 -11.86064622   0.           0.        ]]",[ 0.45558816  0.52131617],-2.5266,"[ 0.84671847  1.11876407 -0.59236505 -1.42826254  0.55988716 -0.65934916
 -0.53021028 -1.3785135  -0.13882806 -0.58229812  0.        ]",[-0.46384126 -0.51874125],[ 0.85818193  1.33750169]
9,-0.0639823855822,"[[-0.28856477 -1.41819807  0.06301556 -0.07602622]
 [ 9.67742161 -7.66669533  0.          0.        ]]",[-0.50480109  0.16675754],-2.37697,"[ 0.93235526  0.85130583 -0.36423448 -1.52506336  0.5598869  -0.65934883
 -0.42860205 -0.8659517  -0.12168182 -0.4235819   0.        ]",[-0.46384126 -0.51874125],[-0.5235439   0.81933079]
10,-0.0527698937564,"[[-0.11772882 -1.53745096  0.06301556 -0.07602622]
 [ 7.41367944 -4.26995228  0.          0.        ]]",[-0.63837433  0.08711764],-2.35492,"[ 0.98317898  0.68316335 -0.11001806 -1.54726859  0.55988664 -0.65934849
 -0.4989753  -0.4508205  -0.04631435 -0.25821355  0.        ]",[-0.46384126 -0.51874125],[-1.40649663  1.12284614]
11,-0.0491847415364,"[[-0.01064054 -1.58226518  0.06301556 -0.07602622]
 [ 3.30878631 -0.22499223  0.          0.        ]]",[-0.38510042 -0.4612036 ],-2.19352,"[ 0.99331436  0.61967407  0.05246778 -1.54825046  0.55988638 -0.65934816
 -0.62658477  0.04353211  0.01612326 -0.15216898  0.        ]",[-0.46384126 -0.51874125],[-1.99865765 -1.03935761]
12,-0.0458849062868,"[[ 0.01517687 -1.62644121  0.06301556 -0.07602622]
 [-0.71368602 -4.17944703  0.          0.        ]]",[ 0.14793891  0.59544408],-2.19883,"[  9.93227207e-01   5.57120319e-01   9.17391115e-02  -1.54527416e+00
   5.59886120e-01  -6.59347823e-01  -7.51631928e-01  -4.39759446e-01
  -6.40117366e-04  -1.24987871e-01   0.00000000e+00]",[-0.46384126 -0.51874125],[ 0.64968037  0.90006742]
