timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.23096980512,"[[ 0.07872098 -0.06340848  0.05250732 -0.15969892]
 [ 0.00264232  0.00259356  0.          0.        ]]",[-4.16518021 -1.92468095],-4.04604,"[ 0.99290674  1.97003071  0.20674433  0.41288136  0.45466902 -1.38203304
 -0.70434667  0.07737162  1.08477643  2.06306646  0.        ]",[-0.55651462 -0.64017522],[-4.9049678  -2.83319867]
1,-0.2218710027,"[[ 0.03909816 -0.10306954  0.05250732 -0.15969892]
 [-3.95176786 -3.955512    0.          0.        ]]",[-3.308707   -1.24736845],-4.15728,"[ 0.99639431  1.9653821   0.1470203   0.33550663  0.45466886 -1.38203189
 -0.82314648 -0.42301746  1.08495986  1.92725931  0.        ]",[-0.55651462 -0.64017522],[-1.71547505 -1.24069592]
2,-0.193458603932,"[[-0.0788291  -0.22110666  0.05250732 -0.15969892]
 [-7.82808939 -7.83526937  0.          0.        ]]",[-1.83257341 -0.57256544],-3.86036,"[ 0.99289288  1.93855575 -0.03091522  0.10757449  0.4546687  -1.38203073
 -0.93960022 -0.91350144  1.04249763  1.52784758  0.        ]",[-0.55651462 -0.64017522],[-1.56796129 -0.75456333]
3,-0.144097100204,"[[ -0.27352064  -0.40621728   0.05250732  -0.15969892]
 [-11.62851018 -10.66634148   0.           0.        ]]",[ 0.13126677  0.19181487],-3.45318,"[ 0.9419477   1.85819479 -0.31989796 -0.23666189  0.45466855 -1.38202957
 -1.05377359 -1.27140867  0.84444355  0.92975442  0.        ]",[-0.55651462 -0.64017522],[ 0.09518639 -0.2806612 ]
4,-0.0832431118141,"[[ -0.50000898  -0.62857503   0.05250732  -0.15969892]
 [-11.02240445 -11.56641742   0.           0.        ]]",[ 1.51187015  0.76120853],-3.02715,"[ 0.81447236  1.70354941 -0.63596329 -0.61423506  0.45466839 -1.38202842
 -1.03556406 -1.38519637  0.43869015  0.38070225  0.        ]",[-0.55651462 -0.64017522],[ 1.46445189  0.5572388 ]
5,-0.0341027804657,"[[-0.67859208 -0.83547949  0.05250732 -0.15969892]
 [-6.84968849 -9.13214234  0.          0.        ]]",[ 1.6288867   0.82798743],-2.75501,"[  6.66251511e-01   1.50904728e+00  -8.59846589e-01  -9.15003401e-01
   4.54668231e-01  -1.38202726e+00  -9.10204920e-01  -1.07745130e+00
   5.80044265e-04   1.10169841e-01   0.00000000e+00]",[-0.55651462 -0.64017522],[ 0.67858263  0.87931649]
6,-0.019330827672,"[[-0.78730528 -0.98138253  0.05250732 -0.15969892]
 [-4.03090774 -5.47036671  0.          0.        ]]",[ 1.43870854  0.51936466],-2.7421,"[ 0.55753895  1.34708683 -0.98179078 -1.0905169   0.45466807 -1.3820261
 -0.8255214  -0.61452437 -0.30268769  0.04471931  0.        ]",[-0.55651462 -0.64017522],[ 1.86809647  0.53921777]
7,-0.0269817313107,"[[-0.82743294 -1.06829259  0.05250732 -0.15969892]
 [ 0.0047706  -3.22810723  0.          0.        ]]",[ 0.87179148  0.12283207],-2.75605,"[ 0.5141899   1.24246593 -1.02368219 -1.17883813  0.45466792 -1.38202495
 -0.70427936 -0.3310547  -0.44416413  0.05367059  0.        ]",[-0.55651462 -0.64017522],[ 0.58669098  0.34583405]
8,-0.0261732425337,"[[-0.80405106 -1.11848059  0.05250732 -0.15969892]
 [ 2.32570832 -1.79545747  0.          0.        ]]",[ 0.37068421 -0.16307774],-2.72089,"[ 0.53965117  1.17966472 -0.99948502 -1.22398025  0.45466776 -1.38202379
 -0.6345524  -0.14993703 -0.45346142  0.08134571  0.        ]",[-0.55651462 -0.64017522],[-0.81603304 -1.62086322]
9,-0.0289772839314,"[[-0.79038529 -1.1937522   0.05250732 -0.15969892]
 [-0.9482897  -5.71864269  0.          0.        ]]",[ 0.95354033  0.75060749],-2.79091,"[ 0.55427044  1.08261989 -0.98506638 -1.28333903  0.4546676  -1.38202263
 -0.73291108 -0.64591157 -0.49922783  0.11869705  0.        ]",[-0.55651462 -0.64017522],[ 1.20599758  1.08025042]
10,-0.0311871660574,"[[-0.76947171 -1.26727101  0.05250732 -0.15969892]
 [ 3.02647775 -1.64679035  0.          0.        ]]",[ 0.17106847  0.06278235],-2.76454,"[ 0.57626199  0.98499485 -0.9626139  -1.33136641  0.45466744 -1.38202148
 -0.61349897 -0.13114193 -0.53180075  0.161051    0.        ]",[-0.55651462 -0.64017522],[ 0.58088933  0.02319094]
