timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.14013113322,"[[ 0.0836181   0.03292744  0.11383453 -0.08180572]
 [ 0.00460294  0.0044624   0.          0.        ]]",[-0.2429353  -1.08765149],-0.885792,"[ 1.08735334  1.73085968  0.06293161  0.12908858  0.98045545 -0.70250811
 -0.59085636  0.05748741  0.4181788   0.78522056  0.        ]",[-0.02825464 -0.14164266],[-0.93904642 -0.77879355]
1,-0.132769548146,"[[  4.64500455e-02   2.09051394e-03   1.13834525e-01  -8.18057219e-02]
 [ -3.70904675e+00  -3.07788720e+00   0.00000000e+00   0.00000000e+00]]",[-0.16002694 -1.08736396],-0.858429,"[ 1.09070276  1.7315286   0.00664403  0.06624186  0.98045134 -0.70250587
 -0.83469255 -0.31949905  0.42406123  0.69793477  0.        ]",[-0.02825464 -0.14164266],[ 0.4206679   0.25678504]
2,-0.121363999543,"[[-0.01030252 -0.0486611   0.11383453 -0.08180572]
 [-1.97199205 -2.00086144  0.          0.        ]]",[-0.14092737 -1.11758351],-0.783285,"[ 1.09212196  1.73001751 -0.07946387 -0.03717241  0.98044723 -0.70250363
 -0.72063467 -0.18777259  0.42434197  0.56103648  0.        ]",[-0.02825464 -0.14164266],[ 0.35510781 -0.38713071]
3,-0.114054686865,"[[-0.03525081 -0.10366637  0.11383453 -0.08180572]
 [-0.52764903 -3.4946852   0.          0.        ]]",[-0.12508583 -1.14273429],-0.738858,"[ 1.09132774  1.72470309 -0.11731707 -0.14895742  0.98044312 -0.70250139
 -0.6257967  -0.37047475  0.4179958   0.47309022  0.        ]",[-0.02825464 -0.14164266],[-0.6192561  -2.41172592]
4,-0.10161207404,"[[-0.0702629  -0.21258425  0.11383453 -0.08180572]
 [-2.96546669 -7.38414312  0.          0.        ]]",[-0.03629932 -1.1831491 ],-0.661037,"[ 1.08875862  1.70297926 -0.17037834 -0.36810039  0.98043901 -0.70249914
 -0.78586221 -0.84617513  0.39402813  0.3247703   0.        ]",[-0.02825464 -0.14164266],[-0.02226534 -1.03034438]
5,-0.081433642468,"[[ -0.12985439  -0.39852796   0.11383453  -0.08180572]
 [ -2.99363997 -11.19751766   0.           0.        ]]",[ 0.06230812 -1.25168753],-0.597564,"[ 1.08048751  1.63222996 -0.26035499 -0.72905556  0.9804349  -0.7024969
 -0.78770936 -1.31256582  0.31704605  0.08472204  0.        ]",[-0.02825464 -0.14164266],[-0.29304176  0.46937594]
6,-0.06300745895,"[[-0.20077575 -0.60160249  0.11383453 -0.08180572]
 [-4.09483756 -9.11687077  0.          0.        ]]",[ 0.1607452  -1.32611299],-0.477866,"[ 1.06427688  1.50911979 -0.36650303 -1.09169385  0.98043079 -0.70249466
 -0.86001141 -1.05808596  0.1818358  -0.15490135  0.        ]",[-0.02825464 -0.14164266],[ 0.81652623 -1.16341033]
7,-0.0532385996033,"[[ -0.24944002  -0.8218679    0.11383453  -0.08180572]
 [ -0.78264285 -12.89705701   0.           0.        ]]",[ 0.22404607 -1.37208557],-0.504075,"[ 1.04918753  1.32728698 -0.43849015 -1.43099227  0.98042668 -0.70249242
 -0.64252878 -1.52041357  0.01143391 -0.32867937  0.        ]",[-0.02825464 -0.14164266],[ 0.50899112 -0.58351495]
8,-0.0502449246951,"[[ -0.24473214  -1.10043516   0.11383453  -0.08180572]
 [  1.24666504 -14.95279841   0.           0.        ]]",[ 0.26696429 -1.41062236],-0.494916,"[ 1.05078198  1.03899017 -0.43156082 -1.7550594   0.98042258 -0.70249018
 -0.50928166 -1.77182611 -0.18032724 -0.40842362  0.        ]",[-0.02825464 -0.14164266],[ 0.92447956 -1.52068391]
9,-0.0507858222756,"[[ -0.18334118  -1.43625755   0.11383453  -0.08180572]
 [  4.88037012 -18.61716705   0.           0.        ]]",[ 0.2721751 -1.3678751],-0.53756,"[ 1.06888441  0.63491002 -0.34052571 -1.95798223  0.98041847 -0.70248793
 -0.27068911 -2.21996789 -0.37694615 -0.38229241  0.        ]",[-0.02825464 -0.14164266],[ 0.47773672 -1.37158257]
10,-0.0583972746531,"[[ -0.06773428  -1.84463243   0.11383453  -0.08180572]
 [  6.67432242 -22.2083109    0.           0.        ]]",[ 0.28530353 -1.18697739],-0.507913,"[ 1.08897144  0.12257238 -0.16654305 -1.90043392  0.98041436 -0.70248569
 -0.15289622 -2.65913251 -0.5828982  -0.24392497  0.        ]",[-0.02825464 -0.14164266],[ 0.88057859 -2.50185479]
11,-0.0813616721915,"[[  0.09939461  -2.32411542   0.11383453  -0.08180572]
 [ 10.02750306 -25.72818289   0.           0.        ]]",[ 0.26119223 -0.8185522 ],-0.636957,"[ 1.0852964  -0.4012604   0.08678688 -1.42482807  0.98041025 -0.70248345
  0.06727701 -3.08955097 -0.79090293  0.01445565  0.        ]",[-0.02825464 -0.14164266],[ 1.47897581 -0.14113042]
12,-0.118426377292,"[[  0.33767225  -2.839172     0.11383453  -0.08180572]
 [ 13.78789252 -25.77728571   0.           0.        ]]",[ 0.19696301 -0.31002018],-0.831304,"[ 1.01371699 -0.74389171  0.43899254 -0.54507275  0.98040614 -0.70248121
  0.31418794 -3.09548625 -0.97238826  0.36503689  0.        ]",[-0.02825464 -0.14164266],[-1.12816503 -1.2928451 ]
13,-0.154938745814,"[[ 0.57097246 -3.23053332  0.11383453 -0.08180572]
 [ 9.55657595 -5.22972162  0.          0.        ]]",[ 0.15522927 -0.049977  ],-1.03381,"[ 0.8718407  -0.79635521  0.75643839  0.24308578  0.98040203 -0.70247897
  0.03635403 -0.58256433 -1.11315724  0.66014703  0.        ]",[-0.02825464 -0.14164266],[ 0.62548601 -0.27227304]
