timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.303868785621,[-0.09439921 -0.18370867],[ 1.75232792  1.35495722],-2.05327,"[ 1.08470012  2.45808157 -0.08986835 -0.09155342 -0.5869165   0.89504981
 -0.94755056  0.03866423  1.8994066  -1.04899202  0.        ]","[[-0.03150066 -0.06162505 -0.07007389  0.1057405 ]
 [ 0.00354159  0.00095233  0.          0.        ]]",[ 1.39243809  0.87437654]
1,-0.299785830009,[-0.09439921 -0.18370867],[ 1.5846349   1.49079502],-2.06407,"[ 1.08534164  2.4603218  -0.02998365  0.0048493  -0.58691406  0.89504481
 -0.77238846  0.44473998  1.90314473 -0.93996333  0.        ]","[[ 0.00824648 -0.02688453 -0.07007389  0.1057405 ]
 [ 3.95800941  3.46157207  0.          0.        ]]",[ 1.02426632  2.02813726]
2,-0.285740903554,[-0.09439921 -0.18370867],[ 1.28793705  1.66623652],-1.87342,"[ 1.07419859  2.45586858  0.14739364  0.30530531 -0.58691161  0.89503981
 -0.60069867  0.90114486  1.87967186 -0.61237985  0.        ]","[[ 0.12629656  0.081372   -0.07007389  0.1057405 ]
 [ 7.83410891  7.35111959  0.          0.        ]]",[ 1.30460957  1.27330214]
3,-0.25684512384,[-0.09439921 -0.18370867],[ 0.95764524  1.76119316],-1.68283,"[ 1.01360867  2.40800646  0.43316718  0.81146269 -0.58690916  0.89503481
 -0.43239377  1.34850406  1.72708548 -0.09831968  0.        ]","[[  0.32110139   0.26664673  -0.07007389   0.1057405 ]
 [ 11.6338033   11.16363445   0.           0.        ]]",[-0.08341254  2.56069982]
4,-0.212134401923,[-0.09439921 -0.18370867],[ 0.72275925  1.79635251],-1.1638,"[ 0.87965227  2.25787066  0.74281834  1.47761256 -0.58690671  0.89502981
 -0.45722772  1.78717345  1.36221329  0.40735297  0.        ]","[[  0.54815036   0.52742991  -0.07007389   0.1057405 ]
 [ 11.07310307  14.9022016    0.           0.        ]]",[ 1.53249747  2.18596017]
5,-0.149196148548,[-0.09439921 -0.18370867],[ 0.56673485  1.76675797],-0.744448,"[ 0.65231662  1.93938902  1.04596688  2.18862994 -0.58690427  0.89502481
 -0.29165546  2.21693412  0.76953202  0.70170969  0.        ]","[[  0.80711302   0.86222464  -0.07007389   0.1057405 ]
 [ 14.81109917  18.56502136   0.           0.        ]]",[ 0.23381521  1.33020454]
6,-0.0692831261045,[-0.09439921 -0.18370867],[ 0.63467491  1.74784994],-0.157771,"[ 0.30597488  1.41093166  1.30705286  2.7321038  -0.58690182  0.89501981
 -0.26352619  2.63823794  0.0713143   0.55659016  0.        ]","[[  1.10970259   1.26955513  -0.07007389   0.1057405 ]
 [ 15.44613413  22.15602291   0.           0.        ]]",[ 0.93555069  2.69102104]
7,-0.0308035231019,[-0.09439921 -0.18370867],[ 0.77906847  1.68871629],-0.263323,"[-0.15340069  0.70498228  1.45391876  2.81361975 -0.58689937  0.89501482
 -0.11283148  3.05105839 -0.39940775 -0.09604747  0.        ]","[[  1.45275434   1.74798362  -0.07007389   0.1057405 ]
 [ 18.84824403  25.67506865   0.           0.        ]]",[ 0.03559536  1.54444646]
8,-0.101820523383,[-0.09439921 -0.18370867],[ 0.85814381  1.42400765],-0.874784,"[-0.67520275 -0.02205936  1.41503204  2.15793136 -0.58689692  0.89500982
 -0.1228227   3.45571809 -0.31306386 -0.88181413  0.        ]","[[  1.82745654   2.29609871  -0.07007389   0.1057405 ]
 [ 18.62267191  29.12500496   0.           0.        ]]",[-0.07085661  0.50988514]
9,-0.137122082443,[-0.09439921 -0.18370867],[ 0.8618961   0.91478652],-1.21648,"[-1.13763354 -0.47866215  1.18160109  0.76267627 -0.58689448  0.89500482
 -0.15138124  3.62469927  0.19795887 -1.11881231  0.        ]","[[  2.19344789   2.89306124  -0.07007389   0.1057405 ]
 [ 17.97792086  30.56656807   0.           0.        ]]",[-0.23238258  0.86883874]
10,-0.133979268298,[-0.09439921 -0.18370867],[ 0.79848361  0.4264977 ],-1.14232,"[-1.47651533 -0.52316672  0.81009956 -0.03884887 -0.58689203  0.89499982
 -0.20793874  0.26537403  0.42009361 -0.93313505  0.        ]","[[  2.54019651   3.18418935  -0.07007389   0.1057405 ]
 [ 16.70106252   1.93432929   0.           0.        ]]",[ 1.10794703  2.5578914 ]
11,-0.133438907896,[-0.09439921 -0.18370867],[ 0.85112059  0.40639186],-1.00054,"[-1.68556825 -0.52445825  0.30248595  0.05445865 -0.58688958  0.89499482
 -0.04721656 -0.34860118  0.40842492 -0.93768113  0.        ]","[[  2.91062227   3.15058413  -0.07007389   0.1057405 ]
 [ 20.32951546  -3.29870778   0.           0.        ]]",[ 1.23555734  0.60200369]
12,-0.13614254703,[-0.09439921 -0.18370867],[ 0.87218356  0.50720054],-1.07076,"[-1.69160386 -0.52230208 -0.35850608  0.23068102 -0.58688714  0.89498982
  0.11033459 -0.28071426  0.41462457 -0.96238651  0.        ]","[[  3.35289966   3.08711372  -0.07007389   0.1057405 ]
 [ 23.88637964  -2.7201043    0.           0.        ]]",[ 0.59035218 -0.45293127]
13,-0.139906087959,[-0.09439921 -0.18370867],[ 0.91769272  0.56099743],-1.12607,"[-1.38559912 -0.51261878 -1.02208701  0.42941514 -0.58688469  0.89498482
  0.19291666 -0.48482981  0.45258527 -0.97018289  0.        ]","[[  3.84933324   3.01525683  -0.07007389   0.1057405 ]
 [ 25.7507511   -4.45982584   0.           0.        ]]",[ 1.28154295  1.20409744]
