timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.120185790712,"[[ -4.78894259e-02   7.49002610e-02   1.19393968e-01  -8.09566250e-02]
 [  3.56458034e-05   2.32866274e-04   0.00000000e+00   0.00000000e+00]]",[-2.61979985 -2.03208232],-3.4522,"[ 1.00209125  1.92465502  0.01650936  0.71466762  1.04080395 -0.6993521
 -0.6914653   0.07918371  0.50100502  1.11767703  0.        ]",[-0.57459211 -0.65605098],[-3.17108633 -2.56671041]
1,-0.111936469202,"[[-0.08756381  0.03519245  0.11939397 -0.08095662]
 [-3.95431088 -3.95782824  0.          0.        ]]",[-1.38734889 -1.20747101],-3.44371,"[ 0.99804604  1.9277119  -0.04285299  0.63734522  1.04080336 -0.69935182
 -0.81007183 -0.42767703  0.49769211  0.97938651  0.        ]",[-0.57459211 -0.65605098],[-0.90850874 -0.87371574]
2,-0.0896566031211,"[[-0.20191129 -0.07787505  0.11939397 -0.08095662]
 [-7.46875021 -7.33765864  0.          0.        ]]",[ 0.37870261 -0.37147808],-3.29965,"[ 0.97321259  1.92433219 -0.21246287  0.41699035  1.04080277 -0.69935154
 -0.91548366 -0.8604906   0.4472      0.58760572  0.        ]",[-0.57459211 -0.65605098],[ 0.99210408 -0.97755893]
3,-0.0689040219274,"[[ -0.31041341  -0.26202259   0.11939397  -0.08095662]
 [ -3.39505363 -11.06466621   0.           0.        ]]",[ 1.03711522  0.17645442],-3.0261,"[ 0.93181647  1.88077393 -0.36980449  0.06351026  1.04080219 -0.69935126
 -0.79329662 -1.33776238  0.30721834  0.15463259  0.        ]",[-0.57459211 -0.65605098],[-0.1525079  -0.20194763]
4,-0.0599947832678,"[[ -0.38369477  -0.48913877   0.11939397  -0.08095662]
 [ -3.93134296 -11.6450166    0.           0.        ]]",[ 2.03015304  0.67161649],-2.85328,"[ 0.8942743   1.76435179 -0.47313416 -0.34768667  1.0408016  -0.69935097
 -0.80938176 -1.41207968  0.09505239 -0.18972572  0.        ]",[-0.57459211 -0.65605098],[ 2.68015942  0.90098601]
5,-0.062034294217,"[[-0.42186548 -0.68394595  0.11939397 -0.08095662]
 [ 0.10094723 -7.84833908  0.          0.        ]]",[ 1.61242473  0.37955391],-2.80803,"[ 0.87173464  1.61358789 -0.52579708 -0.66362663  1.04080101 -0.69935069
 -0.68843671 -0.92588487 -0.10491626 -0.38120272  0.        ]",[-0.57459211 -0.65605098],[ 1.01894202  0.34882124]
6,-0.0602653612119,"[[-0.38017772 -0.82550896  0.11939397 -0.08095662]
 [ 4.05473162 -6.31305135  0.          0.        ]]",[ 0.86197793  0.07244174],-2.84744,"[ 0.89624829  1.4778791  -0.46823911 -0.86458504  1.04080043 -0.69935041
 -0.56984643 -0.72927892 -0.17855567 -0.38763327  0.        ]",[-0.57459211 -0.65605098],[ 0.37100036  0.60947915]
7,-0.0524174951979,"[[-0.2851678  -0.92630635  0.11939397 -0.08095662]
 [ 5.44166954 -3.77513254  0.          0.        ]]",[ 0.14668825 -0.31864148],-2.73869,"[ 0.94297362  1.36949376 -0.33360844 -0.99040871  1.04079984 -0.69935013
 -0.52824633 -0.40427832 -0.15662982 -0.29219245  0.        ]",[-0.57459211 -0.65605098],[ 0.17609223 -0.44937431]
8,-0.0430775205181,"[[-0.1704179  -1.01891241  0.11939397 -0.08095662]
 [ 6.03136019 -5.47978483  0.          0.        ]]",[-0.24145517  0.10091654],-2.70309,"[ 0.9819912   1.26236036 -0.16604683 -1.0920844   1.04079926 -0.69934985
 -0.51055892 -0.62257228 -0.11410662 -0.16073477  0.        ]",[-0.57459211 -0.65605098],[ 0.30215234  0.18806425]
9,-0.0341634628714,"[[-0.03899359 -1.11994969  0.11939397 -0.08095662]
 [ 7.10750422 -4.62677069  0.          0.        ]]",[-0.94445693  0.02130129],-2.68235,"[ 1.00266893  1.13832895  0.02983993 -1.18675463  1.04079867 -0.69934957
 -0.47828081 -0.51333689 -0.07515623 -0.0042364   0.        ]",[-0.57459211 -0.65605098],[ 0.04611253  0.87056948]
