timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.70737946 -0.75383532],[-4.81820202 -1.23341119],"[ 0.92230193  1.11944929 -0.09583505  0.75378921  1.14604672 -1.12815687
 -0.25834951  0.28698107 -0.03348023  2.18486632  0.        ]",-0.133101865966,-0.807431,[-4.86994849 -0.87355073],"[[-0.05732731 -0.08515838  0.13253508 -0.13049129]
 [ 0.00205796 -0.0042408   0.          0.        ]]"
1,[-0.70737946 -0.75383532],[-3.04385424  0.46367365],"[ 0.91729098  1.11483632 -0.15553376  0.67741566  1.14604622 -1.12815639
 -0.6865786  -0.39458487 -0.05492105  1.98245894  0.        ]",-0.12237228387,-1.08682,[-3.16935127  0.98467331],"[[-0.0969637  -0.11993121  0.13253508 -0.13049129]
 [-3.95253876 -3.4615251   0.          0.        ]]"
2,[-0.70737946 -0.75383532],[-0.925385    0.61484462],"[ 0.88725069  1.10972051 -0.33149604  0.6130692   1.14604571 -1.1281559
 -1.10664905  0.38785047 -0.13345545  1.52411856  0.        ]",-0.0975350878471,-0.920549,[-1.02850549 -0.31018901],"[[-0.21493629 -0.14933994  0.13253508 -0.13049129]
 [-7.8317946   0.50742459  0.          0.        ]]"
3,[-0.70737946 -0.75383532],[ 2.38171792  2.06856108],"[ 0.78923531  1.10928099 -0.61106435  0.60813487  1.14604521 -1.12815541
 -1.51819229  0.14404055 -0.32314682  0.88533299  0.        ]",-0.0613806274908,-0.998976,[ 1.32771556  1.61483734],"[[ -0.40970381  -0.1516001    0.13253508  -0.13049129]
 [-11.63230828  -0.72931521   0.           0.        ]]"
4,[-0.70737946 -0.75383532],[ 1.88133621  1.42331684],"[ 0.6381388   1.11381659 -0.86276595  0.66339491  1.1460447  -1.12815492
 -1.06507178  0.92717023 -0.56735621  0.35897722  0.        ]",-0.0321982773161,-0.850175,[ 1.06569282  1.6013746 ],"[[-0.60036616 -0.12632924  0.13253508 -0.13049129]
 [-7.44785014  3.24315639  0.          0.        ]]"
5,[-0.70737946 -0.75383532],[ 0.15684791 -0.57896787],"[ 0.53057004  1.12381787 -0.99193474  0.89214336  1.14604419 -1.12815443
 -0.62091281  1.69479058 -0.65036355  0.20938137  0.        ]",-0.0265646877187,-0.583418,[ 0.12529094  0.07493815],"[[-0.70816954 -0.02239829  0.13253508 -0.13049129]
 [-3.34614701  7.13696063  0.          0.        ]]"
6,[-0.70737946 -0.75383532],[-0.10796539 -1.26161933],"[ 0.46287988  1.11452648 -1.06037167  1.2100881   1.14604369 -1.12815394
 -0.56008135  1.72538677 -0.62997008  0.25188222  0.        ]",-0.0275670959962,-0.475937,[-0.3331624  -0.55451166],"[[-0.76945616  0.12189817  0.13253508 -0.13049129]
 [-2.78438398  7.29216823  0.          0.        ]]"
7,[-0.70737946 -0.75383532],[ 0.75777155 -0.68119597],"[ 0.38218253  1.0856731  -1.13202918  1.47560639  1.14604318 -1.12815346
 -0.69673789  1.26417281 -0.64771895  0.25344702  0.        ]",-0.0261154838906,-0.577345,[ 0.27776095 -0.04258228],"[[-0.83780568  0.24426828  0.13253508 -0.13049129]
 [-4.04637684  4.95263564  0.          0.        ]]"
8,[-0.70737946 -0.75383532],[ 0.48809719 -0.99606693],"[ 0.29539169  1.04968108 -1.19914154  1.67928732  1.14604268 -1.12815297
 -0.56907515  1.21151219 -0.69199327  0.22080058  0.        ]",-0.0230916285637,-0.458448,[ 0.56151396 -1.64690236],"[[-0.90690465  0.34064084  0.13253508 -0.13049129]
 [-2.86744288  4.68551434  0.          0.        ]]"
9,[-0.70737946 -0.75383532],[ 0.27780181 -0.39526096],"[ 0.25025619  1.02500893 -1.23052249  1.78858917  1.14604217 -1.12815248
 -0.32222828  0.4124669  -0.71227616  0.21501629  0.        ]",-0.0216302101947,-0.526056,[ 0.43493898 -0.80680048],"[[-0.94138186  0.39368392  0.13253508 -0.13049129]
 [-0.58787131  0.63230832  0.          0.        ]]"
10,[-0.70737946 -0.75383532],[ 0.2554594   0.15667117],"[ 0.2577127   1.03449184 -1.22549137  1.74858709  1.14604167 -1.12815199
 -0.13451999 -0.21990795 -0.7165319   0.19870102  0.        ]",-0.021667341438,-0.562045,[-0.58089908  0.35835267],"[[-0.93574712  0.37414557  0.13253508 -0.13049129]
 [ 1.14556962 -2.57545179  0.          0.        ]]"
11,[-0.70737946 -0.75383532],[ 0.83920979  0.46542907],"[ 0.25721305  1.05107935 -1.22582969  1.67252105  1.14604116 -1.1281515
 -0.38587809  0.07004147 -0.7440502   0.1407103   0.        ]",-0.021337368168,-0.788154,[ 1.64156354  0.4680878 ],"[[-0.93612538  0.33739343  0.13253508 -0.13049129]
 [-1.17566268 -1.10466594  0.          0.        ]]"
12,[-0.70737946 -0.75383532],[-0.99432218 -0.86219114],"[ 0.27875065  1.05248485 -1.21097192  1.66565503  1.14604066 -1.12815101
  0.04494253  0.4394419  -0.71839784  0.17741876  0.        ]",-0.0220601269147,-0.395112,[-0.96423528 -1.26651898],"[[-0.91972094  0.33410058  0.13253508 -0.13049129]
 [ 2.80286154  0.76914005  0.          0.        ]]"
13,[-0.70737946 -0.75383532],[ 0.99047053  0.96664333],"[ 0.30110218  1.06252051 -1.19500511  1.61437091  1.14604015 -1.12815052
 -0.37395611 -0.34386338 -0.70716026  0.18420178  0.        ]",-0.0227223058197,-0.749986,[ 1.1494393   0.29691114],"[[-0.9024768   0.30961737  0.13253508 -0.13049129]
 [-1.06556595 -3.20422195  0.          0.        ]]"
14,[-0.70737946 -0.75383532],[-0.66072363  0.08236796],"[ 0.3248553   1.08126472 -1.17740052  1.50486046  1.14603965 -1.12815004
  0.05665165 -0.09988942 -0.71493362  0.15340623  0.        ]",-0.0229799423026,-0.568105,[-0.81245438  0.4212163 ],"[[-0.88389006  0.25794987  0.13253508 -0.13049129]
 [ 2.9109911  -1.96665016  0.          0.        ]]"
15,[-0.70737946 -0.75383532],[ 0.07600042  0.28961313],"[ 0.35671841  1.08829248 -1.15270308  1.45733661  1.14603914 -1.12814955
 -0.29768839  0.23682908 -0.68882407  0.18586666  0.        ]",-0.0240662034066,-0.615146,[-0.47051492  0.73539504],"[[-0.85850167  0.23575405  0.13253508 -0.13049129]
 [-0.36125215 -0.25862635  0.          0.        ]]"
16,[-0.70737946 -0.75383532],[ 0.54756027 -0.19269101],"[ 0.32428254  1.08063153 -1.17783179  1.5089265   1.14603864 -1.12814906
 -0.49859155  0.81201954 -0.71418416  0.15516406  0.        ]",-0.0229829139204,-0.663101,[ 0.7950091   0.16366804],"[[-0.88434143  0.25985567  0.13253508 -0.13049129]
 [-2.21654398  2.65906046  0.          0.        ]]"
17,[-0.70737946 -0.75383532],[-0.88875771 -1.19668329],"[ 0.30854827  1.0587603  -1.18955617  1.63406649  1.14603813 -1.12814857
 -0.15330438  0.92916027 -0.69052467  0.213656    0.        ]",-0.0233427365635,-0.447232,[-0.52756269 -0.76244997],"[[-0.89667983  0.31899866  0.13253508 -0.13049129]
 [ 0.97209636  3.25326497  0.          0.        ]]"
18,[-0.70737946 -0.75383532],[ 0.33842131 -0.15883043],"[ 0.30639505  1.04417227 -1.19113727  1.70522053  1.14603763 -1.12814808
 -0.38125762  0.32145746 -0.66900611  0.26295471  0.        ]",-0.0242834120853,-0.632669,[ 1.33584011 -0.77193192],"[[-0.8983588   0.3531352   0.13253508 -0.13049129]
 [-1.13299508  0.1706594   0.          0.        ]]"
19,[-0.70737946 -0.75383532],[-0.55852598 -0.09859927],"[ 0.3284014   1.0559535  -1.17471146  1.64837555  1.14603712 -1.12814759
  0.04967288 -0.2820661  -0.65977343  0.26535546  0.        ]",-0.0250030552363,-0.653143,[ 0.5112278  -0.06781726],"[[-0.88109079  0.32583228  0.13253508 -0.13049129]
 [ 2.84653892 -2.89074686  0.          0.        ]]"
20,[-0.70737946 -0.75383532],[-1.64652479 -0.45331246],"[ 0.4222479   1.07859791 -1.0976689   1.52178783  1.14603662 -1.12814711
  0.2625809  -0.32387145 -0.57875027  0.37788179  0.        ]",-0.0313119333985,-0.395938,[-1.46891853 -1.24652504],"[[-0.80443298  0.26588969  0.13253508 -0.13049129]
 [ 4.81269073 -3.10280706  0.          0.        ]]"
21,[-0.70737946 -0.75383532],[ 0.05257536  1.5638653 ],"[ 0.48618934  1.10659155 -1.03773751  1.30368805  1.14603611 -1.12814662
 -0.17593971 -1.09204814 -0.56374734  0.37337914  0.        ]",-0.032530368195,-0.759874,[-0.54113985  1.61691548],"[[-0.74881039  0.16473747  0.13253508 -0.13049129]
 [ 0.76306511 -6.99942585  0.          0.        ]]"
22,[-0.70737946 -0.75383532],[ 0.55584735  1.60950685],"[ 0.47903554  1.12132467 -1.04478084  1.08693315  1.14603561 -1.12814613
 -0.40955213 -0.28397462 -0.65255299  0.20847525  0.        ]",-0.0264085651137,-0.79832,[ 0.83228544  1.15064807],"[[-0.75519445  0.06587553  0.13253508 -0.13049129]
 [-1.39428601 -2.90043073  0.          0.        ]]"
23,[-0.70737946 -0.75383532],[-1.33310127  0.04331285],"[ 0.48509987  1.12263256 -1.03881501  1.04787547  1.1460351  -1.12814564
 -0.05020842  0.50768275 -0.65863165  0.19754066  0.        ]",-0.0261391894534,-0.431816,[-2.08165367  0.02732934],"[[-0.74978527  0.04815795  0.13253508 -0.13049129]
 [ 1.92415961  1.1152928   0.          0.        ]]"
24,[-0.70737946 -0.75383532],[ 0.29280859  0.58539402],"[ 0.48332132  1.12083793 -1.04057071  1.09897757  1.1460346  -1.12814515
 -0.4827028   0.52496773 -0.64151593  0.22657103  0.        ]",-0.0269810602956,-0.629937,[ 0.16566838  0.18681823],"[[-0.75137479  0.07134357  0.13253508 -0.13049129]
 [-2.06981387  1.20297234  0.          0.        ]]"
25,[-0.70737946 -0.75383532],[ 0.06479125  0.26003033],"[ 0.4440834   1.11732149 -1.07794335  1.16769234  1.14603409 -1.12814466
 -0.40733219  0.66604771 -0.67324206  0.18020895  0.        ]",-0.0253803733138,-0.594871,[-0.19331191  0.26714876],"[[-0.78578763  0.10258322  0.13253508 -0.13049129]
 [-1.37378695  1.91860858  0.          0.        ]]"
26,[-0.70737946 -0.75383532],[ 0.34025356  0.00290027],"[ 0.40291229  1.10935074 -1.11453152  1.2741455   1.14603359 -1.12814417
 -0.48724159  0.86714897 -0.6922172   0.15923168  0.        ]",-0.0244719782919,-0.673422,[ 1.04062399 -0.01400616],"[[-0.82066738  0.15119038  0.13253508 -0.13049129]
 [-2.1117301   2.93870616  0.          0.        ]]"
27,[-0.70737946 -0.75383532],[-1.44335878 -0.99086022],"[ 0.40036028  1.0959846  -1.11671642  1.39929644  1.14603308 -1.12814369
 -0.05434059  0.84444289 -0.64980423  0.23922888  0.        ]",-0.0261336748749,-0.350344,[-1.74238774 -0.91180433],"[[-0.82279168  0.20880884  0.13253508 -0.13049129]
 [ 1.88599544  2.82352984  0.          0.        ]]"
28,[-0.70737946 -0.75383532],[ 0.67192817  0.61436546],"[ 0.39755401  1.09044617 -1.11910834  1.4417601   1.14603258 -1.1281432
 -0.48660218  0.12197697 -0.63862216  0.26317564  0.        ]",-0.0267405559007,-0.788896,[ 1.18339779  0.92541828],"[[-0.82512281  0.22850992  0.13253508 -0.13049129]
 [-2.10582579 -0.84121392  0.          0.        ]]"
29,[-0.70737946 -0.75383532],[-1.49539852 -1.20279193],"[ 0.39511523  1.08429323 -1.12117791  1.48486687  1.14603207 -1.12814271
 -0.05386876  0.84733221 -0.62713329  0.2886359   0.        ]",-0.0274528465775,-0.431547,[-1.28933783 -0.20509248],"[[-0.82714459  0.24860222  0.13253508 -0.13049129]
 [ 1.89035091  2.83818691  0.          0.        ]]"
30,[-0.70737946 -0.75383532],[ 0.14457953 -0.50960684],"[ 0.3923888   1.06752162 -1.12348172  1.58707093  1.14603157 -1.12814222
 -0.48625786  0.67645988 -0.59683311  0.35840052  0.        ]",-0.0297684961006,-0.539437,[-0.28637787  0.00841975],"[[-0.8294004   0.29666957  0.13253508 -0.13049129]
 [-2.10264641  1.9714298   0.          0.        ]]"
