timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.58679521 -0.52510744],[-3.84040499 -1.67096627],"[ 0.90539397  1.18148989  0.05109059  0.92585001 -0.5642009  -1.3911193
 -0.32003423  0.29792144  2.1460376   2.79999234  0.        ]",-0.326295343254,-1.88814,[-4.0760312  -1.31680322],"[[ 0.06612578  0.01138745 -0.06493354 -0.1614577 ]
 [ 0.00325258 -0.00495514  0.          0.        ]]"
1,[-0.58679521 -0.52510744],[-3.14354444 -1.15360367],"[ 0.9085194   1.18107114 -0.00876121  0.83401257 -0.56420067 -1.39111805
 -0.67765261 -0.4251182   2.15169712  2.61933615  0.        ]",-0.32005252703,-1.93153,[-3.23937216 -0.54233454],"[[ 0.02651513 -0.02842307 -0.06493354 -0.1614577 ]
 [-3.9511571  -3.96291044  0.          0.        ]]"
2,[-0.58679521 -0.52510744],[-2.1089077  -1.11709034],"[ 0.90200257  1.17141887 -0.18694702  0.60410466 -0.56420045 -1.3911168
 -1.0282668  -0.80279977  2.11828947  2.11271517  0.        ]",-0.300642643798,-1.74571,[-1.63286344 -1.19971525],"[[-0.09140656 -0.12842466 -0.06493354 -0.1614577 ]
 [-7.82812021 -6.03035961  0.          0.        ]]"
3,[-0.58679521 -0.52510744],[-0.18387732 -0.38332254],"[ 0.83983893  1.13096693 -0.47576649  0.24528676 -0.56420022 -1.39111555
 -1.37190318 -1.50404449  1.91307053  1.33190995  0.        ]",-0.263726076201,-1.42679,[-0.18662365 -0.28050099],"[[ -0.28609287  -0.28754646  -0.06493354  -0.1614577 ]
 [-11.62793168  -9.86901449   0.           0.        ]]"
4,[-0.58679521 -0.52510744],[ 1.2012862   0.17958525],"[ 0.6806353   1.03415949 -0.80543052 -0.19454734 -0.56419999 -1.3911143
 -1.41789066 -1.67116935  1.42816254  0.53817704  0.        ]",-0.21005845063,-1.09839,[ 0.19311763 -0.69354847],"[[ -0.52375301  -0.49410606  -0.06493354  -0.1614577 ]
 [-12.13645805 -10.78387482   0.           0.        ]]"
5,[-0.58679521 -0.52510744],[ 2.33354235  1.83017194],"[ 0.44432794  0.86322976 -1.08706951 -0.64786031 -0.56419976 -1.39111304
 -1.32710145 -2.13383631  0.73403071  0.04426596  0.        ]",-0.147330907239,-0.76813,[ 2.26150927  1.04588291],"[[ -0.75640867  -0.73519495  -0.06493354  -0.1614577 ]
 [-11.13255794 -13.31655782   0.           0.        ]]"
6,[-0.58679521 -0.52510744],[ 2.00522447  2.06831861],"[ 0.21381671  0.6568038  -1.26795657 -0.98926256 -0.56419953 -1.39111179
 -0.9495959  -1.36252672  0.10078883 -0.04869276  0.        ]",-0.0919683853239,-0.497037,[ 1.23124804  2.49282021],"[[-0.93717964 -0.9591635  -0.06493354 -0.1614577 ]
 [-6.95825044 -9.09437075  0.          0.        ]]"
7,[-0.58679521 -0.52510744],[ 1.14722216  1.69534361],"[ 0.07442814  0.5086809  -1.34981639 -1.1560212  -0.5641993  -1.39111054
 -0.57946513 -0.60649184 -0.2499615   0.03464271  0.        ]",-0.0597737447498,-0.398107,[ 1.94171812  0.76326862],"[[-1.03528221 -1.09952718 -0.06493354 -0.1614577 ]
 [-2.86548697 -4.95579214  0.          0.        ]]"
8,[-0.58679521 -0.52510744],[ 0.04383837  0.8301084 ],"[ 0.0493106   0.43298047 -1.36278669 -1.22227798 -0.56419908 -1.39110929
 -0.21657768 -0.03665865 -0.35079032  0.09821309  0.        ]",-0.0497516692214,-0.480515,[-0.20203919  1.00180216],"[[-1.05233223 -1.16734614 -0.06493354 -0.1614577 ]
 [ 1.14718355 -1.8364919   0.          0.        ]]"
9,[-0.58679521 -0.52510744],[ 0.05873506 -0.27647278],"[ 0.07095828  0.43679166 -1.35163636 -1.21921725 -0.56419885 -1.39110804
 -0.2910217   0.69335876 -0.31918012  0.09182231  0.        ]",-0.0526359035545,-0.469297,[ 0.26466489  0.25104106],"[[-1.0376477  -1.1639812  -0.06493354 -0.1614577 ]
 [ 0.32400912  2.15966668  0.          0.        ]]"
10,[-0.58679521 -0.52510744],[-0.39901006 -0.87937415],"[ 0.09567009  0.49577375 -1.33844032 -1.16815232 -0.56419862 -1.39110678
 -0.19691988  0.86708557 -0.23326633  0.04297078  0.        ]",-0.0610580649013,-0.500415,[ 0.12293384 -1.48967531],"[[-1.02072734 -1.11124625 -0.06493354 -0.1614577 ]
 [ 1.36454988  3.11065949  0.          0.        ]]"
11,[-0.58679521 -0.52510744],[-0.51172686 -0.08258098],"[ 0.14157583  0.51979376 -1.31255256 -1.14528325 -0.56419839 -1.39110553
 -0.15527479  0.13247722 -0.14738703  0.02442158  0.        ]",-0.0689060787427,-0.499868,[-1.00921693  0.81846684],"[[-0.98881617 -1.08937995 -0.06493354 -0.1614577 ]
 [ 1.82504456 -0.91062727  0.          0.        ]]"
12,[-0.58679521 -0.52510744],[ 0.47783446 -0.67390013],"[ 0.13648668  0.53556693 -1.31551192 -1.12958347 -0.56419816 -1.39110428
 -0.51645431  0.72799721 -0.13905549  0.01341869  0.        ]",-0.0698409041288,-0.444066,[ 0.69344208  0.2221331 ],"[[-0.99238619 -1.07488474 -0.06493354 -0.1614577 ]
 [-2.16873872  2.34928319  0.          0.        ]]"
13,[-0.58679521 -0.52510744],[-0.37394571 -1.20895505],"[ 0.11437324  0.594621   -1.32810994 -1.06576029 -0.56419794 -1.39110303
 -0.26446232  0.880036   -0.11037787 -0.02715215  0.        ]",-0.0731456189917,-0.484544,[ 0.38420034 -0.87124645],"[[-1.00780368 -1.01954858 -0.06493354 -0.1614577 ]
 [ 0.61768799  3.18155423  0.          0.        ]]"
14,[-0.58679521 -0.52510744],[-0.78226036 -0.64682662],"[ 0.15365242  0.62415433 -1.30543107 -1.03067756 -0.56419771 -1.39110178
 -0.1280021   0.23824596 -0.02327759 -0.04219556  0.        ]",-0.081008772192,-0.529154,[-0.53873142 -0.03429245],"[[-0.98031051 -0.99116653 -0.06493354 -0.1614577 ]
 [ 2.12661013 -0.33163791  0.          0.        ]]"
15,[-0.58679521 -0.52510744],[-0.26382118 -0.50410604],"[ 0.18278771  0.61596347 -1.28770727 -1.0406277  -0.56419748 -1.39110052
 -0.32457344  0.2147561   0.00993092 -0.03319796  0.        ]",-0.0837310038187,-0.538526,[-0.7051382   0.16523685],"[[-0.95958675 -0.99908936 -0.06493354 -0.1614577 ]
 [-0.0469978  -0.46022223  0.          0.        ]]"
16,[-0.58679521 -0.52510744],[ 0.64272559 -0.3156206 ],"[ 0.14200836  0.61332809 -1.31229429 -1.04379191 -0.56419725 -1.39109927
 -0.57682148  0.33609111 -0.0515638  -0.03698755  0.        ]",-0.0784463719592,-0.435052,[ 1.01150088  0.46116802],"[[-0.9885122  -1.00162975 -0.06493354 -0.1614577 ]
 [-2.83625691  0.20397227  0.          0.        ]]"
