timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.66652071 -0.75669688],-1.52227,"[ 0.92096104  1.13295913 -0.07553922  0.78829224  1.31651709  1.39390773
 -0.2664578   0.29029375 -0.26588835 -2.5024223   0.        ]",-0.18554814275,[ 3.32921648  4.06439924],[ 3.61011192  4.30162172],"[[-0.04220992 -0.06619003  0.15311058  0.16072633]
 [ 0.0034722  -0.00490445  0.          0.        ]]"
1,[-0.66652071 -0.75669688],-1.49466,"[ 0.92243858  1.13530862 -0.01566287  0.87661233  1.31651631  1.39390684
  0.14707561  1.05781445 -0.25774876 -2.2976672   0.        ]",-0.173734329583,[ 2.66287851  3.50495076],[ 2.77842919  3.42365571],"[[ -2.46607785e-03  -2.65747256e-02   1.53110580e-01   1.60726327e-01]
 [  3.95774863e+00   3.95324856e+00   0.00000000e+00   0.00000000e+00]]"
2,[-0.66652071 -0.75669688],-1.33232,"[ 0.91133515  1.130417    0.16184712  1.1396795   1.31651554  1.39390596
  0.55243476  1.81014304 -0.29286244 -1.69056661  0.        ]",-0.13757912459,[ 1.08280957  1.76738191],[ 1.67816048  1.78405871],"[[ 0.1155789   0.09141766  0.15311058  0.16072633]
 [ 7.83386182  7.8330611   0.          0.        ]]"
3,[-0.66652071 -0.75669688],-1.12345,"[ 0.84288875  1.08370052  0.44833082  1.5661071   1.31651476  1.39390508
  0.94980696  2.54756823 -0.53855067 -0.75026536  0.        ]",-0.0759796478888,[-2.15199018 -0.83660698],[-2.04006468 -0.26298686],"[[  0.31037917   0.28623546   0.15311058   0.16072633]
 [ 11.63360414  11.63603044   0.           0.        ]]"
4,[-0.66652071 -0.75669688],-0.813937,"[ 0.71777787  0.97529263  0.71196588  2.01813799  1.31651399  1.39390419
  0.51213259  2.30124549 -1.00896841  0.03629805  0.        ]",-0.0207878249419,[-2.88063598 -2.23131871],[-2.55421742 -1.79465916],"[[  0.501061     0.50621095   0.15311058   0.16072633]
 [  7.44849102  10.36574315   0.           0.        ]]"
5,[-0.66652071 -0.75669688],-0.622024,"[ 0.62323688  0.85776153  0.84999702  2.32501622  1.31651321  1.39390331
  0.0831845   1.49391792 -1.39902832  0.38473576  0.        ]",-0.0396582780545,[-2.7111125  -2.43588471],[-2.78302201 -3.35308236],"[[ 0.60887856  0.67175267  0.15311058  0.16072633]
 [ 3.34681947  6.20230065  0.          0.        ]]"
6,[-0.66652071 -0.75669688],-0.723927,"[ 0.59743386  0.78820781  0.8825619   2.4652314   1.31651244  1.39390243
 -0.33733292  0.70256883 -1.55612786  0.46506105  0.        ]",-0.0533326549648,[-1.70197594 -2.14974761],[-1.93372284 -2.2925208 ],"[[ 0.63547114  0.75485229  0.15311058  0.16072633]
 [-0.67423678  2.12125506  0.          0.        ]]"
7,[-0.66652071 -0.75669688],-0.931698,"[ 0.64793427  0.78619854  0.81701318  2.46894452  1.31651166  1.39390154
 -0.74955067 -0.07312608 -1.45559216  0.37637042  0.        ]",-0.0444154450184,[-0.09784028 -1.51426792],[-0.11802562 -1.02728756],"[[ 0.58243815  0.75714106  0.15311058  0.16072633]
 [-4.61593102 -1.87906154  0.          0.        ]]"
8,[-0.66652071 -0.75669688],-1.07931,"[ 0.72937237  0.85099358  0.69246227  2.33972404  1.31651089  1.39390066
 -0.78868147 -0.83369809 -1.18404796  0.14691201  0.        ]",-0.0249996830376,[ 0.86839998 -0.47664064],[ 0.98967472  0.10583357],"[[ 0.48636494  0.68020584  0.15311058  0.16072633]
 [-4.99010863 -5.8013889   0.          0.        ]]"
9,[-0.66652071 -0.75669688],-1.05371,"[ 0.77306313  0.93379851  0.61195408  2.13945731  1.31651011  1.39389978
 -0.36889743 -0.73044283 -0.95764409 -0.08144767  0.        ]",-0.027083577416,[ 0.20622522 -0.17433041],[-0.4529945  -0.50806377],"[[ 0.4268373   0.56952068  0.15311058  0.16072633]
 [-0.97606821 -5.26889519  0.          0.        ]]"
