timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.69164324 -0.76531148],-1.32301,"[ 0.92300798  1.12254827  0.09439041  1.11929145  0.11107618  0.8695856
 -0.25560342  0.28751732  1.4032766  -0.92997936  0.        ]",-0.209841603708,[ 3.04717159 -0.95187652],[ 2.62544619 -0.74187093],"[[ 0.06432573  0.08182195  0.01365048  0.10003704]
 [-0.00175754 -0.00436095  0.          0.        ]]"
1,[-0.69164324 -0.76531148],-1.27322,"[ 0.917504    1.12510935  0.15394342  1.05410151  0.11107616  0.8695853
  0.17337418 -0.28975074  1.39725793 -0.84580883  0.        ]",-0.207559124997,[ 2.62230039 -0.86532795],[ 2.83828149 -0.02498977],"[[ 0.10399291  0.05224724  0.01365048  0.10003704]
 [ 3.95529542 -2.9433113   0.          0.        ]]"
2,[-0.69164324 -0.76531148],-1.25924,"[ 0.88591073  1.12684132  0.32929854  0.92316704  0.11107614  0.869585
  0.59374482 -0.29803642  1.35991152 -0.54592665  0.        ]",-0.198989578107,[ 1.79395843 -1.18978   ],[ 2.44662891 -1.72153812],"[[  2.22004519e-01  -7.04228623e-03   1.36504756e-02   1.00037041e-01]
 [  7.83295498e+00  -2.98549515e+00   0.00000000e+00   0.00000000e+00]]"
3,[-0.69164324 -0.76531148],-1.2233,"[ 0.78509624  1.11962852  0.60754193  0.70519632  0.11107612  0.86958471
  1.00596504 -1.06445278  1.25347848 -0.06809384  0.        ]",-0.184343174818,[ 0.58723456 -1.69265354],[ 0.82034284 -1.54899814],"[[  0.41681497  -0.10590169   0.01365048   0.10003704]
 [ 11.63543367  -6.88742572   0.           0.        ]]"
4,[-0.69164324 -0.76531148],-1.21772,"[ 0.55948597  1.0757888   0.94472173  0.32389099  0.11107609  0.86958441
  1.33299512 -1.81560861  1.04924741  0.45443167  0.        ]",-0.165621817331,[-0.94773382 -2.05234313],[-1.21831804 -1.90268262],"[[  6.79790355e-01  -2.82020491e-01   1.36504756e-02   1.00037041e-01]
 [  1.46520893e+01  -1.07116685e+01   0.00000000e+00   0.00000000e+00]]"
5,[-0.69164324 -0.76531148],-1.16357,"[ 0.26225033  0.94695305  1.20559824 -0.1854392   0.11107607  0.86958411
  0.87288755 -2.55133238  0.83333904  0.74092481  0.        ]",-0.149302727095,[-0.9347803 -1.8351202],[-0.87962567 -1.44351872],"[[  9.30249324e-01  -5.33835346e-01   1.36504756e-02   1.00037041e-01]
 [  1.04078854e+01  -1.44573576e+01   0.00000000e+00   0.00000000e+00]]"
6,[-0.69164324 -0.76531148],-1.06713,"[ 0.02237407  0.67761297  1.34134103 -0.7353024   0.11107605  0.86958381
  0.47343768 -3.2725618   0.72274023  0.6218013   0.        ]",-0.139245775674,[-0.13120064 -0.35256898],[-0.02564006  0.23664766],"[[  1.10143926e+00  -8.59823595e-01   1.36504756e-02   1.00037041e-01]
 [  6.72320959e+00  -1.81292771e+01   0.00000000e+00   0.00000000e+00]]"
7,[-0.69164324 -0.76531148],-0.940016,"[-0.17804615  0.29098443  1.41940231 -1.1278415   0.11107603  0.86958351
  0.44795081 -3.01796171  0.61478422  0.31351649  0.        ]",-0.129442021184,[ 0.12419142  0.72719967],[ 0.31928708 -0.14350146],"[[  1.23354450e+00  -1.20940418e+00   1.36504756e-02   1.00037041e-01]
 [  6.48811002e+00  -1.68330999e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.69164324 -0.76531148],-0.729171,"[-0.40261382 -0.13729736  1.47540101 -1.26999497  0.11107601  0.86958321
  0.57099155 -3.06410905  0.43164572  0.01415772  0.        ]",-0.11608830048,[ 0.06334336  2.04191351],[ 0.75250924  2.71137035],"[[  1.37469379e+00  -1.54842404e+00   1.36504756e-02   1.00037041e-01]
 [  7.62308548e+00  -1.70680751e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.69164324 -0.76531148],-0.538411,"[-0.69902358 -0.51844609  1.50410338 -1.1870102   0.11107598  0.86958291
  0.87746361 -2.22000749  0.17992373 -0.1635824   0.        ]",-0.0984658847869,[-1.16559434  2.12520814],[-1.26149752  2.20355966],"[[  1.55551779  -1.84666848   0.01365048   0.10003704]
 [ 10.4501014  -12.77062545   0.           0.        ]]"
10,[-0.69164324 -0.76531148],-0.474201,"[-0.97406993 -0.77366217  1.48692093 -1.01161353  0.11107596  0.86958261
  0.42592391 -1.39248062 -0.03926457 -0.26266228  0.        ]",-0.0839039385683,[-0.72845906  2.16853523],[-1.22321975  2.27068387],"[[ 1.72273014 -2.05980898  0.01365048  0.10003704]
 [ 6.28493107 -8.55754802  0.          0.        ]]"
11,[-0.69164324 -0.76531148],-0.524719,"[-1.11126101 -0.916224    1.46227691 -0.86097866  0.11107594  0.86958231
 -0.01671597 -0.5814081  -0.16015872 -0.36716894  0.        ]",-0.0783761569909,[-0.10244992  1.82160175],[-0.55385907  2.05269383],"[[ 1.80746234 -2.18952883  0.01365048  0.10003704]
 [ 2.20185584 -4.42823842  0.          0.        ]]"
12,[-0.69164324 -0.76531148],-0.575219,"[-1.14582789 -0.96585798  1.45430419 -0.79748234  0.11107592  0.86958201
 -0.25914629  0.21356648 -0.1987632  -0.42061523  0.        ]",-0.0776357716387,[ 0.37269408  1.00750518],[ 0.27408281  0.97716064],"[[ 1.82906227 -2.23748512  0.01365048  0.10003704]
 [-0.03441185 -0.38088572  0.          0.        ]]"
13,[-0.69164324 -0.76531148],-0.600917,"[-1.16208851 -0.93368665  1.45030108 -0.8393575   0.1110759   0.86958171
 -0.14146832  0.97501227 -0.18985651 -0.35462748  0.        ]",-0.0759122600762,[-0.05110705 -0.22480072],[ 0.08307542 -0.45756991],"[[ 1.83926541 -2.20620711  0.01365048  0.10003704]
 [ 1.05109291  3.49576704  0.          0.        ]]"
14,[-0.69164324 -0.76531148],-0.529157,"[-1.20033365 -0.87958879  1.44024148 -0.90394055  0.11107587  0.86958141
 -0.10806766  0.60554771 -0.1855628  -0.23530258  0.        ]",-0.0724016280137,[-0.26877785 -0.00591776],[-0.17244171  0.42926852],"[[ 1.86337844 -2.15516452  0.01365048  0.10003704]
 [ 1.35919264  1.61476057  0.          0.        ]]"
15,[-0.69164324 -0.76531148],-0.523194,"[-1.23194621 -0.82587385  1.43123143 -0.96145808  0.11107585  0.86958111
 -0.18499935  0.93313423 -0.18535465 -0.12275765  0.        ]",-0.0693161097895,[-0.29317588 -0.66232306],[-1.0008276  -0.36066535],"[[ 1.88344224 -2.10613572  0.01365048  0.10003704]
 [ 0.64954623  3.28256114  0.          0.        ]]"
16,[-0.69164324 -0.76531148],-0.45319,"[-1.18959032 -0.76869273  1.44315719 -1.01610419  0.11107583  0.86958082
 -0.61550955  0.63992051 -0.14791113 -0.06679419  0.        ]",-0.0708613467678,[ 0.70051879 -0.23231411],[ 1.58447924 -0.349718  ],"[[ 1.85658871 -2.05546238  0.01365048  0.10003704]
 [-3.3216381   1.78976101  0.          0.        ]]"
17,[-0.69164324 -0.76531148],-0.483584,"[-1.14817081 -0.74390522  1.4537325  -1.03782372  0.11107581  0.86958052
 -0.17924916  0.360917   -0.1188968  -0.06324641  0.        ]",-0.0730384017978,[-0.2092073  -0.09307614],[-0.57171626 -0.40620647],"[[ 1.83053237 -2.03391895  0.01365048  0.10003704]
 [ 0.70258572  0.36930717  0.          0.        ]]"
18,[-0.69164324 -0.76531148],-0.454167,"[-1.13412731 -0.7540898   1.45707775 -1.02903815  0.11107579  0.86958022
 -0.42607915  0.04359293 -0.11359626 -0.09109169  0.        ]",-0.0740501202188,[ 0.43359059  0.51297963],[ 0.83130915  0.1523877 ],"[[ 1.82173979 -2.04274215  0.01365048  0.10003704]
 [-1.57426408 -1.24624322  0.          0.        ]]"
19,[-0.69164324 -0.76531148],-0.478997,"[-1.1370727  -0.77543829  1.45638489 -1.00999029  0.11107576  0.86957992
 -0.06597263  0.16691118 -0.12077358 -0.12188278  0.        ]",-0.074200866674,[-0.36085796  0.25459799],[-0.2446324  0.1352835],"[[ 1.8235826  -2.06136778  0.01365048  0.10003704]
 [ 1.74748785 -0.61840911  0.          0.        ]]"
20,[-0.69164324 -0.76531148],-0.474451,"[-1.17671408 -0.78325955  1.44655495 -1.00279324  0.11107574  0.86957962
 -0.17470373  0.27454554 -0.14426607 -0.10055044  0.        ]",-0.0719032295757,[-0.20579368  0.13575444],[-0.1381181   0.01459658],"[[ 1.84846921 -2.06823784  0.01365048  0.10003704]
 [ 0.74451294 -0.07042433  0.          0.        ]]"
21,[-0.69164324 -0.76531148],-0.45784,"[-1.19138863 -0.78418436  1.44266871 -1.00193384  0.11107572  0.86957932
 -0.2355716   0.28617928 -0.15256707 -0.0897218   0.        ]",-0.0710161277971,[-0.10086277  0.13456887],[ 0.15117274  0.22373436],"[[ 1.85772609 -2.06905205  0.01365048  0.10003704]
 [ 0.18304559 -0.01119471  0.          0.        ]]"
22,[-0.69164324 -0.76531148],-0.487626,"[-1.20660887 -0.77431703  1.43849538 -1.01101044  0.1110757   0.86957902
 -0.17109909  0.46022142 -0.15879351 -0.06148021  0.        ]",-0.0699025633606,[-0.31767374 -0.18913153],[-0.20189781 -0.74872195],"[[ 1.867354   -2.06038564  0.01365048  0.10003704]
 [ 0.7777625   0.87488311  0.          0.        ]]"
