timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[ 0.02901788  0.03486067],-3.19526,"[ 1.09706866  1.16593351 -0.05836607  0.24215966 -1.39266763  0.22171273
 -0.02549109  0.04407899  2.03146193 -0.15043504  0.        ]",-0.369941091624,[ 0.03238288 -0.08355117],[ 0.75682121 -0.39829023],"[[-0.01282063  0.05994228 -0.16001071  0.01060107]
 [ 0.00226958  0.00220657  0.          0.        ]]"
1,[ 0.02901788  0.03486067],-3.39412,"[ 1.09688021  1.16684752 -0.01309557  0.21522624 -1.39250713  0.22170361
  0.23342848 -0.15881276  2.0304837  -0.11902192  0.        ]",-0.369794538667,[ 0.03226571 -0.08353303],[-0.72852433  1.09500114],"[[ 0.01726909  0.04415108 -0.16001071  0.01060107]
 [ 2.99672949 -1.57606316  0.          0.        ]]"
2,[ 0.02901788  0.03486067],-3.09684,"[ 1.09540365  1.16622591  0.03263097  0.22976594 -1.39234669  0.22169449
 -0.02104008  0.35438312  2.02731852 -0.06885305  0.        ]",-0.369379971934,[ 0.03256207 -0.08290929],[ 1.39316741  0.31150975],"[[ 0.0476779   0.0526822  -0.16001071  0.01060107]
 [ 0.05395568  2.41586723  0.          0.        ]]"
3,[ 0.02901788  0.03486067],-3.14648,"[ 1.09143049  1.15992763  0.09380333  0.33217116 -1.39218631  0.22168537
  0.32090397  0.50659236  2.01486197  0.03431677  0.        ]",-0.36795520557,[ 0.03263193 -0.08180945],[ 1.15486739  0.47576192],"[[ 0.08843229  0.11287984 -0.16001071  0.01060107]
 [ 4.00832288  3.59995506  0.          0.        ]]"
4,[ 0.02901788  0.03486067],-3.35978,"[ 1.06678607  1.14218372  0.27087646  0.48414897 -1.39202598  0.22167625
  0.65605762  0.73939239  1.96072286  0.265392    0.        ]",-0.362753163098,[ 0.03297984 -0.08026032],[-0.44232682 -0.47115003],"[[ 0.20748732  0.20304961 -0.16001071  0.01060107]
 [ 7.88429525  5.41098522  0.          0.        ]]"
5,[ 0.02901788  0.03486067],-3.37851,"[ 1.01374076  1.11516703  0.47128143  0.63048394 -1.3918657   0.22166713
  0.49129374  0.48582208  1.85963301  0.5048639   0.        ]",-0.353796640638,[ 0.0331512  -0.08044913],[-1.35789869  0.55026886],"[[ 0.34606066  0.2914835  -0.16001071  0.01060107]
 [ 5.97936823  3.43897392  0.          0.        ]]"
6,[ 0.02901788  0.03486067],-3.05061,"[ 0.97225889  1.07813331  0.58096866  0.77541228 -1.39170548  0.22165802
  0.13887117  0.75736267  1.76510382  0.65032296  0.        ]",-0.345259002601,[ 0.03331544 -0.08016113],[ 1.00014405  1.73130567],"[[ 0.42476275  0.38145602 -0.16001071  0.01060107]
 [ 1.90440858  5.5512358   0.          0.        ]]"
7,[ 0.02901788  0.03486067],-3.14625,"[ 0.92377303  0.99611167  0.68507986  1.00450665 -1.39154532  0.2216489
  0.47763473  1.25203546  1.62061054  0.80137487  0.        ]",-0.331420254996,[ 0.03447226 -0.07790034],[-0.94770535  1.22892335],"[[ 0.50215246  0.53109114 -0.16001071  0.01060107]
 [ 5.82160996  9.3994538   0.          0.        ]]"
8,[ 0.02901788  0.03486067],-2.69813,"[ 0.86774868  0.82770729  0.78517581  1.31215052 -1.39138521  0.22163979
  0.14332679  1.73710873  1.40466304  0.93290042  0.        ]",-0.308729221387,[ 0.03454267 -0.07785563],[ 0.73559629 -0.91769174],"[[  5.79803359e-01   7.56954056e-01  -1.60010706e-01   1.06010682e-02]
 [  1.95637549e+00   1.31742445e+01   0.00000000e+00   0.00000000e+00]]"
9,[ 0.02901788  0.03486067],-2.56086,"[ 0.81291194  0.61489646  0.86870576  1.55876217 -1.39122516  0.22163068
  0.39185081  1.23616711  1.18247237  0.99022549  0.        ]",-0.282675685361,[ 0.0345878  -0.07777644],[-0.66851502  0.24783394],"[[ 0.64776208  0.98135468 -0.16001071  0.01060107]
 [ 4.82992876  9.27880945  0.          0.        ]]"
