timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.47207484 -0.36439106],-1.38553,"[ 0.89390371  1.22791462  0.03435775  1.05787987 -0.35229595  1.2087928
 -0.34392655  0.30509909  1.78546379 -1.26977912  0.        ]",-0.275976164856,[ 2.78152752 -0.69175589],[ 3.6220243  -1.11973042],"[[ 0.05749265  0.07681266 -0.04050412  0.13874733]
 [-0.00257499 -0.0013011   0.          0.        ]]"
1,[-0.47207484 -0.36439106],-1.3629,"[ 0.88868647  1.23064375  0.09465781  0.96353748 -0.35229579  1.20879162
 -0.00619726 -0.38702959  1.78229504 -1.21874012  0.        ]",-0.274034317036,[ 2.50108123 -0.26445007],[ 3.30120047 -0.62270075],"[[ 0.09714762  0.03704362 -0.04050412  0.13874733]
 [ 3.95488933 -3.96239698  0.          0.        ]]"
2,[-0.47207484 -0.36439106],-1.29931,"[ 0.85744505  1.22882946  0.27236644  0.71840888 -0.35229563  1.20879044
  0.32480022 -0.80440919  1.7608329  -1.04691903  0.        ]",-0.266860497253,[ 2.10748887 -0.12161629],[ 2.58348955  0.20223891],"[[ 0.21516037 -0.06617092 -0.04050412  0.13874733]
 [ 7.8334714  -6.35108819  0.          0.        ]]"
3,[-0.47207484 -0.36439106],-1.2543,"[ 0.75558379  1.21111886  0.55465052  0.44097411 -0.35229548  1.20878926
  0.64914594 -0.64276277  1.68221928 -0.69928325  0.        ]",-0.250666110242,[ 1.52111006 -0.29720849],[ 2.24509635 -1.50385947],"[[  0.40996257  -0.18391098  -0.04050412   0.13874733]
 [ 11.63411045  -5.42597834   0.           0.        ]]"
4,[-0.47207484 -0.36439106],-1.17044,"[ 0.51783727  1.1659275   0.90584715  0.10306926 -0.35229532  1.20878809
  0.9672448  -1.31606946  1.49722753 -0.23308216  0.        ]",-0.224907614731,[ 0.93864924  0.2171663 ],[-0.32917636  0.60733233],"[[  0.68004298  -0.33109325  -0.04050412   0.13874733]
 [ 15.36155325  -9.2793592    0.           0.        ]]"
5,[-0.47207484 -0.36439106],-1.07214,"[ 0.1547242   1.08907689  1.20588412 -0.244257   -0.35229516  1.20878691
  0.83012458 -0.86360825  1.21495762  0.19319587  0.        ]",-0.194558642439,[-0.0812435  -0.46691629],[ 0.19777457 -1.09600182],"[[  0.97115305  -0.49069958  -0.04050412   0.13874733]
 [ 13.75480588  -6.68990046   0.           0.        ]]"
6,[-0.47207484 -0.36439106],-0.957105,"[-0.27165229  0.97589813  1.39483997 -0.58681065 -0.35229501  1.20878573
  0.87382549 -1.53228055  0.8917176   0.48615186  0.        ]",-0.164308507798,[-0.851152    0.31347162],[-0.64229871  1.06526451],"[[  1.25138687  -0.66289403  -0.04050412   0.13874733]
 [ 14.26689358 -10.51676264   0.           0.        ]]"
7,[-0.47207484 -0.36439106],-0.900228,"[-0.70023569  0.83788248  1.46901569 -0.88021367 -0.35229485  1.20878455
  0.63279789 -0.8037863   0.57021004  0.65081201  0.        ]",-0.135827922151,[-1.57594347 -0.42240503],[-1.38900053 -1.8990825 ],"[[  1.50838779  -0.83139783  -0.04050412   0.13874733]
 [ 11.44257357  -6.34754833   0.           0.        ]]"
8,[-0.47207484 -0.36439106],-0.835409,"[-1.01793994  0.6799802   1.46017933 -1.11988907 -0.35229469  1.20878338
  0.27595231 -1.4734168   0.36059735  0.66701846  0.        ]",-0.116580443617,[-1.29059851  0.33747464],[-1.51521413  0.11965739],"[[  1.69528634  -0.99679936  -0.04050412   0.13874733]
 [  7.2611147  -10.17989484   0.           0.        ]]"
9,[-0.47207484 -0.36439106],-0.775147,"[-1.19237248  0.46918135  1.43231111 -1.33367093 -0.35229454  1.2087822
 -0.07399498 -1.35520062  0.31846141  0.53832771  0.        ]",-0.11034320862,[-0.75817531  0.38899457],[-0.74003562 -0.058729  ],"[[ 1.79936675 -1.19360866 -0.04050412  0.13874733]
 [ 3.16048861 -9.50334484  0.          0.        ]]"
