timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.61720639 -0.68138349],[ 2.35416245 -1.07402515],"[ 0.91702137  1.15343538 -0.03449345  0.97282021 -1.41635008  1.00974493
 -0.29084013  0.29479109  3.39720764 -1.4448434   0.        ]",-0.390189242589,-2.08037,[ 2.61704125 -0.94281135],"[[-0.00106592  0.01919439 -0.1632342   0.11571807]
 [-0.0039652  -0.00366131  0.          0.        ]]"
1,[-0.61720639 -0.68138349],[ 2.04339218 -0.71832633],"[ 0.91577469  1.15345473  0.02532135  0.88791915 -1.41634903  1.00974443
  0.09810241 -0.41500502  3.3962869  -1.38004393  0.        ]",-0.388912395466,-2.07065,[ 2.25753369 -0.37714751],"[[ 0.03856063 -0.01834941 -0.1632342   0.11571807]
 [ 3.95343842 -3.73826744  0.          0.        ]]"
2,[-0.61720639 -0.68138349],[ 1.88761508 -0.70623338],"[ 0.89650625  1.14640112  0.20250154  0.68706081 -1.41634799  1.00974393
  0.47926503 -0.68504661  3.38170065 -1.14928658  0.        ]",-0.383753147949,-2.01953,[ 2.9656256  -0.79042015],"[[ 0.15654094 -0.10737052 -0.1632342   0.11571807]
 [ 7.8316833  -5.15909734  0.          0.        ]]"
3,[-0.61720639 -0.68138349],[ 1.70190644 -0.64937061],"[ 0.81453844  1.11722134  0.48670869  0.38977466 -1.41634694  1.00974343
  0.8529563  -1.26073278  3.31890556 -0.75428852  0.        ]",-0.372931543861,-1.97095,[ 1.8612558  -0.15888525],"[[  0.35132331  -0.24094355  -0.1632342    0.11571807]
 [ 11.6339104   -8.1880841    0.           0.        ]]"
4,[-0.61720639 -0.68138349],[ 1.30760539 -0.77976233],"[ 0.60339348  1.04940213  0.8460827   0.02919344 -1.4163459   1.00974293
  1.21917986 -1.34970916  3.1524051  -0.21553826  0.        ]",-0.353752913,-1.92415,[ 0.86890896 -1.0236733 ],"[[  0.6213876   -0.40940296  -0.1632342    0.11571807]
 [ 15.36015895  -8.65623979   0.           0.        ]]"
5,[-0.61720639 -0.68138349],[ 1.01219404 -0.31139281],"[ 0.20140699  0.91844993  1.20399619 -0.38560069 -1.41634485  1.00974243
  1.52734747 -2.0697889   2.83073857  0.35984145  0.        ]",-0.324316527055,-1.83809,[ 0.37284728 -0.16904619],"[[  0.96004988  -0.62054221  -0.1632342    0.11571807]
 [ 18.49570694 -12.44496698   0.           0.        ]]"
6,[-0.61720639 -0.68138349],[ 0.44659352 -0.19492415],"[-0.3787752   0.70201235  1.43728801 -0.80447687 -1.41634381  1.00974193
  1.63647073 -2.15004134  2.36634708  0.79890373  0.        ]",-0.285912736935,-1.69785,[ 1.32875454  0.23692332],"[[  1.34110348  -0.87367906  -0.1632342    0.11571807]
 [ 19.60602663 -12.86723266   0.           0.        ]]"
7,[-0.61720639 -0.68138349],[-0.75655085  0.10381138],"[-1.0912093   0.44278     1.44736909 -1.10523522 -1.41634277  1.00974143
  1.98731714 -1.92320195  1.75152905  1.07225913  0.        ]",-0.236227018208,-1.54168,[-1.25692263  0.16141268],"[[  1.7690396   -1.11905052  -0.1632342    0.11571807]
 [ 23.1758362  -11.67372259   0.           0.        ]]"
8,[-0.61720639 -0.68138349],[-0.98285621  0.68149287],"[-1.73217079  0.17600818  1.19814345 -1.27406111 -1.41634172  1.00974093
  1.55346219 -1.75725831  1.14092933  1.05935114  0.        ]",-0.184745253573,-1.33154,[-1.33222552 -0.02148416],"[[  2.18826683  -1.34376338  -0.1632342    0.11571807]
 [ 18.76146764 -10.80061423   0.           0.        ]]"
9,[-0.61720639 -0.68138349],[-0.67292404  1.27279949],"[-2.12480916 -0.09240914  0.84623605 -1.33192186 -1.41634068  1.00974043
  1.12813469 -1.73239691  0.75284719  0.82212498  0.        ]",-0.148522714689,-1.17048,[-1.1708241   1.64219143],"[[  2.52007721  -1.55846196  -0.1632342    0.11571807]
 [ 14.43385563 -10.66981408   0.           0.        ]]"
10,[-0.61720639 -0.68138349],[-0.37817854  1.01906085],"[-2.32171019 -0.30797567  0.5206999  -1.30349477 -1.41633963  1.00973993
  0.71108437 -0.93944564  0.53710757  0.55723816  0.        ]",-0.127203652309,-1.04066,[-0.48454586  0.92424367],"[[  2.76618001  -1.72999674  -0.1632342    0.11571807]
 [ 10.19045827  -6.49767432   0.           0.        ]]"
11,[-0.61720639 -0.68138349],[-0.36139798  0.38312793],"[-2.40744404 -0.42149505  0.25651103 -1.26114899 -1.41633859  1.00973943
  0.50275705 -0.21933557  0.37610557  0.35901103  0.        ]",-0.112375324319,-0.953752,[ 0.00399429  0.60928346],"[[ 2.9487221  -1.82193473 -0.1632342   0.11571807]
 [ 8.07077305 -2.70878935  0.          0.        ]]"
12,[-0.61720639 -0.68138349],[-0.62497771 -0.09452769],"[-2.43764135 -0.45731834  0.01677724 -1.24366275 -1.41633754  1.00973893
  0.48859391  0.24942928  0.20087107  0.19547895  0.        ]",-0.0975205049409,-0.84722,[ -6.91780617e-04  -1.13107793e+00],"[[ 3.1086919  -1.85136407 -0.1632342   0.11571807]
 [ 7.92666767 -0.24236635  0.          0.        ]]"
