timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.5991748  -0.53753084],-1.52865,"[ 0.90276534  1.17928619  0.09155211  1.05814175 -0.01321879  1.69088149
 -0.3116125   0.29955384  1.43299526 -2.10329915  0.        ]",-0.268834133846,[ 3.5464797   0.62980795],[ 3.50196522  0.47381693],"[[ 0.08963095  0.06440985 -0.0008599   0.19472378]
 [-0.00092389  0.00128449  0.          0.        ]]"
1,[-0.5991748  -0.53753084],-1.41227,"[ 0.8953471   1.17757078  0.15110143  1.10156639 -0.01321879  1.69087951
  0.05176579  0.64260875  1.41528013 -1.95672977  0.        ]",-0.261229859164,[ 3.23837924  0.59778798],[ 4.24091616  1.17538253],"[[  1.29295895e-01   8.32435704e-02  -8.59902247e-04   1.94723776e-01]
 [  3.95425331e+00   1.87584500e+00   0.00000000e+00   0.00000000e+00]]"
2,[-0.5991748  -0.53753084],-1.29246,"[ 0.85756526  1.16605938  0.32604706  1.27790576 -0.01321878  1.69087753
  0.40788793  1.36016055  1.31891287 -1.50037064  0.        ]",-0.235741840612,[ 2.85318232  0.08255944],[ 3.28449438  0.11530544],"[[  2.47271787e-01   1.60100468e-01  -8.59902247e-04   1.94723776e-01]
 [  7.83045146e+00   5.79677759e+00   0.00000000e+00   0.00000000e+00]]"
3,[-0.5991748  -0.53753084],-1.08652,"[ 0.74510081  1.13396327  0.6024656   1.54704972 -0.01321878  1.69087555
  0.75710598  1.42242691  1.04330255 -0.82390859  0.        ]",-0.191074165165,[ 1.65140283 -0.74789274],[ 1.59075194 -0.46220983],"[[  4.42017602e-01   2.79449974e-01  -8.59902247e-04   1.94723776e-01]
 [  1.16315038e+01   6.13702755e+00   0.00000000e+00   0.00000000e+00]]"
4,[-0.5991748  -0.53753084],-0.876896,"[ 0.49368249  1.09260617  0.94324621  1.77247226 -0.01321877  1.69087357
  1.09950827  1.06495671  0.52621824 -0.14318282  0.        ]",-0.130864152719,[-0.3626042  -1.51412499],[-0.69439028 -2.00838497],"[[  7.12040394e-01   3.82592447e-01  -8.59902247e-04   1.94723776e-01]
 [  1.53583739e+01   4.18370189e+00   0.00000000e+00   0.00000000e+00]]"
5,[-0.5991748  -0.53753084],-0.714901,"[ 0.13899432  1.07167706  1.21797393  1.86413284 -0.01321877  1.69087158
  0.81936478  0.32531772 -0.06973423  0.27210978  0.        ]",-0.0730256694008,[-1.24566829 -2.00421381],[-1.28203234 -2.92555914],"[[  9.88614801e-01   4.25715463e-01  -8.59902247e-04   1.94723776e-01]
 [  1.23091693e+01   1.42082599e-01   0.00000000e+00   0.00000000e+00]]"
6,[-0.5991748  -0.53753084],-0.689298,"[-0.17031293  1.08971561  1.36009948  1.7857964  -0.01321877  1.6908696
  0.43366875 -0.39957359 -0.47126704  0.42555893  0.        ]",-0.0375041621962,[-1.60831726 -2.04911399],[-0.97523036 -0.99374927],"[[  1.19267764e+00   3.88814522e-01  -8.59902247e-04   1.94723776e-01]
 [  8.11108027e+00  -3.81895101e+00   0.00000000e+00   0.00000000e+00]]"
7,[-0.5991748  -0.53753084],-0.715463,"[-0.36849755  1.13588853  1.41749336  1.53431723 -0.01321876  1.69086762
  0.0646078  -1.10556817 -0.60730776  0.47966267  0.        ]",-0.0270703858413,[-1.51332986 -1.79906797],[-1.45508181 -1.74917971],"[[  1.31459499e+00   2.73728996e-01  -8.59902247e-04   1.94723776e-01]
 [  4.09405465e+00  -7.67672929e+00   0.00000000e+00   0.00000000e+00]]"
8,[-0.5991748  -0.53753084],-0.70426,"[-0.43739883  1.17769131  1.43207937  1.09870688 -0.01321876  1.69086564
 -0.30614064 -1.80209647 -0.46971328  0.47987041  0.        ]",-0.0386494583304,[-0.90978479 -1.01387286],[-0.61455456 -1.41872617],"[[  1.35598759e+00   8.20069288e-02  -8.59902247e-04   1.94723776e-01]
 [  5.86614539e-02  -1.14827898e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.5991748  -0.53753084],-0.698672,"[-0.39866917  1.16075793  1.42420625  0.48382553 -0.01321875  1.69086366
 -0.52947597 -2.48494148 -0.10704254  0.34775611  0.        ]",-0.0696552138812,[-0.0371442   0.14993447],[ 0.44119977  0.1277893 ],"[[  1.33277161e+00  -1.85086287e-01  -8.59902247e-04   1.94723776e-01]
 [ -2.37222185e+00  -1.52140999e+01   0.00000000e+00   0.00000000e+00]]"
