timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.25402787 -0.19265804],-0.56254,"[ 0.90239327  1.47044117 -0.08267734  0.71946726  1.09215799 -1.11432767
 -0.41717693  0.32648853  0.17625118  1.38683281  0.        ]",-0.151949797598,[-2.15357637 -0.69542563],[-2.3511326   1.55975309],"[[-0.0033055  -0.01947801  0.12575557 -0.12931386]
 [ 0.00177297  0.00127647  0.          0.        ]]"
1,[-0.25402787 -0.19265804],-0.371487,"[ 0.90098113  1.47041795 -0.14508792  0.82338678  1.09215591 -1.1143255
 -0.7219153   0.93710716  0.17546122  1.34735513  0.        ]",-0.148623517106,[-1.82185972 -0.98872364],[-1.68790206 -1.41600406],"[[-0.04297634  0.02029055  0.12575557 -0.12931386]
 [-3.95567508  3.96237323  0.          0.        ]]"
2,[-0.25402787 -0.19265804],-0.408347,"[ 0.88252741  1.46859003 -0.32972207  0.92455888  1.09215382 -1.11432332
 -1.02038719  0.31485678  0.16041321  1.14338351  0.        ]",-0.131188097317,[-0.80625141 -0.29243627],[-0.6227537  -0.29850802],"[[-0.16097963  0.05903817  0.12575557 -0.12931386]
 [-7.83175385 -0.07416644  0.          0.        ]]"
3,[-0.25402787 -0.19265804],-0.270193,"[ 0.81401839  1.46941376 -0.60344325  0.88979918  1.09215174 -1.11432115
 -1.1981232   0.13301227  0.08581527  0.76206766  0.        ]",-0.0975806244657,[ 0.30975559  0.18831292],[ 0.90593697 -0.75693115],"[[ -0.34077328   0.04571932   0.12575557  -0.12931386]
 [-10.139926    -1.25379112   0.           0.        ]]"
4,[-0.25402787 -0.19265804],-0.259864,"[ 0.71010812  1.47060001 -0.83967377  0.74633561  1.09214965 -1.11431897
 -0.90662353 -0.32541055 -0.05462358  0.39076379  0.        ]",-0.063384187799,[ 0.42457533  0.67423141],[ 0.29855543  2.24815124],"[[-0.50559075 -0.00919358  0.12575557 -0.12931386]
 [-6.35443139 -4.22757965  0.          0.        ]]"
5,[-0.25402787 -0.19265804],-0.066942,"[ 0.61670972  1.46896773 -0.9913374   0.6314429   1.09214757 -1.1143168
 -0.80611935  0.29780331 -0.1909648   0.150859    0.        ]",-0.0417726481483,[ 0.54078782  0.33610097],[-0.05578131  1.5829072 ],"[[-0.61958433 -0.05318263  0.12575557 -0.12931386]
 [-5.04926525 -0.18479582  0.          0.        ]]"
6,[-0.25402787 -0.19265804],0.11002,"[ 0.51911296  1.47046825 -1.11729407  0.72563864  1.09214548 -1.11431462
 -0.81553772  0.90876338 -0.2865302   0.01567142  0.        ]",-0.0324811609804,[ 0.71773535 -0.14106482],[-0.76689797 -0.5317686 ],"[[-0.72179701 -0.01711347  0.12575557 -0.12931386]
 [-5.17159071  3.77850221  0.          0.        ]]"
7,[-0.25402787 -0.19265804],-0.0329638,"[ 0.37444972  1.4698434  -1.26458578  0.86596161  1.0921434  -1.11431245
 -1.04120557  0.57281959 -0.42052776 -0.1396116   0.        ]",-0.0304086832718,[ 1.60841274  0.34884939],[ 0.91424739  0.25318722],"[[-0.85463258  0.03659143  0.12575557 -0.12931386]
 [-8.10221205  1.59924459  0.          0.        ]]"
8,[-0.25402787 -0.19265804],-0.0138504,"[ 0.22311423  1.46699665 -1.383385    0.97477617  1.09214131 -1.11431027
 -0.7503964   0.72225379 -0.56488046 -0.27414803  0.        ]",-0.03990232336,[ 1.20396924  0.05714583],[-0.15600884 -0.20988058],"[[-0.97878579  0.0783024   0.12575557 -0.12931386]
 [-4.3256817   2.56862747  0.          0.        ]]"
9,[-0.25402787 -0.19265804],-0.157165,"[ 0.10252744  1.46197498 -1.45842046  1.08534977  1.09213922 -1.1143081
 -0.79130444  0.58633497 -0.66999986 -0.35432236  0.        ]",-0.0498457510222,[ 1.48466647  0.20271963],[ 1.10988059  0.74516029],"[[-1.07062969  0.1208286   0.12575557 -0.12931386]
 [-4.85694127  1.68692959  0.          0.        ]]"
10,[-0.25402787 -0.19265804],-0.163394,"[ 0.02519779  1.45062658 -1.49882871  1.24803013  1.09213714 -1.11430592
 -0.47937267  1.03578193 -0.70847773 -0.37582377  0.        ]",-0.0532760584288,[ 0.80770838 -0.51376325],[ 1.40595403 -0.10397399],"[[-1.12712535  0.1838199   0.12575557 -0.12931386]
 [-0.80610209  4.60249224  0.          0.        ]]"
