timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.1032948  -0.07178436],-0.742555,"[ 1.01697948  1.83278479 -0.14717954  0.66432171 -0.01372086  0.23036964
 -0.46023387  0.3398178   1.25045026 -0.26788949  0.        ]",-0.2145490334,[ 0.39957869 -1.07625854],[ 1.47663285 -1.85835219],"[[-0.04475283 -0.02562994 -0.00171152  0.02476471]
 [-0.00439815  0.00258855  0.          0.        ]]"
1,[-0.1032948  -0.07178436],-0.750308,"[ 1.01838189  1.83045859 -0.08625741  0.55614765 -0.01372084  0.23036924
 -0.15895437 -0.21706355  1.25117388 -0.23370501  0.        ]",-0.214000646666,[ 0.20233378 -0.95654881],[ 0.64871227 -1.6202622 ],"[[ -5.13396640e-03  -6.53219605e-02  -1.71152057e-03   2.47647059e-02]
 [  3.95310350e+00  -3.95858310e+00   0.00000000e+00   0.00000000e+00]]"
2,[-0.1032948  -0.07178436],-0.724528,"[ 1.01144379  1.81166884  0.07353829  0.23654766 -0.01372082  0.23036885
  0.03057251 -0.76283655  1.24666361 -0.15717376  0.        ]",-0.212212032768,[-0.02961981 -0.81982768],[ 0.96134396  0.88181   ],"[[  9.89065707e-02  -1.83444716e-01  -1.71152057e-03   2.47647059e-02]
 [  6.44266092e+00  -7.84074497e+00   0.00000000e+00   0.00000000e+00]]"
3,[-0.1032948  -0.07178436],-0.736565,"[ 0.96886839  1.77450361  0.32397275 -0.08162626 -0.0137208   0.23036845
  0.31028895 -0.25033033  1.22675024  0.02685474  0.        ]",-0.208167317412,[-0.70215786 -1.01713669],[ 0.71737348 -2.21959416],"[[  2.64624423e-01  -3.03683257e-01  -1.71152057e-03   2.47647059e-02]
 [  1.01169166e+01  -4.19523325e+00   0.00000000e+00   0.00000000e+00]]"
4,[-0.1032948  -0.07178436],-0.718909,"[ 0.84866344  1.71831546  0.65026603 -0.39440354 -0.01372078  0.23036805
  0.51122411 -0.79542295  1.16285563  0.31127456  0.        ]",-0.201772960799,[-1.23627484 -0.91448832],[-0.56525044 -0.77545398],"[[  4.93444563e-01  -4.26490632e-01  -1.71152057e-03   2.47647059e-02]
 [  1.27563340e+01  -8.07254799e+00   0.00000000e+00   0.00000000e+00]]"
5,[-0.1032948  -0.07178436],-0.687637,"[ 0.66186427  1.59666353  0.94013383 -0.84463194 -0.01372075  0.23036766
  0.32187497 -1.20444996  1.06263253  0.51183375  0.        ]",-0.193470019027,[-1.39078784 -0.76954228],[-0.51923989 -0.06055808],"[[  7.23616674e-01  -6.17133231e-01  -1.71152057e-03   2.47647059e-02]
 [  1.02691303e+01  -1.09820316e+01   0.00000000e+00   0.00000000e+00]]"
6,[-0.1032948  -0.07178436],-0.664505,"[ 0.47292521  1.40968707  1.13266283 -1.29187957 -0.01372073  0.23036726
  0.15003729 -1.20744996  0.96675981  0.58492498  0.        ]",-0.183737400637,[-1.42896032 -0.70810145],[-1.53423961 -1.85042953],"[[  9.06352688e-01  -8.36988069e-01  -1.71152057e-03   2.47647059e-02]
 [  8.01194886e+00  -1.10034053e+01   0.00000000e+00   0.00000000e+00]]"
7,[-0.1032948  -0.07178436],-0.618474,"[ 0.33378727  1.13880656  1.23667392 -1.69049901 -0.01372071  0.23036687
 -0.16316421 -1.73328478  0.89419999  0.5116115   0.        ]",-0.171748680538,[-1.08373296 -0.41926023],[-1.91157242 -0.49800131],"[[  1.02531582e+00  -1.09458423e+00  -1.71152057e-03   2.47647059e-02]
 [  3.89787358e+00  -1.47438062e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.1032948  -0.07178436],-0.539773,"[ 0.28769161  0.76103322  1.26565118 -1.95721454 -0.01372069  0.23036647
 -0.47031018 -1.96931087  0.82443886  0.27321992  0.        ]",-0.156035902627,[-0.56936628 -0.16253324],[-1.11829589 -0.87108091],"[[  1.06279595e+00  -1.40630571e+00  -1.71152057e-03   2.47647059e-02]
 [ -1.36661225e-01  -1.64228025e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.1032948  -0.07178436],-0.400291,"[ 0.33978895  0.3023052   1.2327027  -1.94215888 -0.01372066  0.23036607
 -0.77148525 -2.40836989  0.68268225 -0.07055111  0.        ]",-0.135564932872,[-0.05995952  0.09191683],[ 0.62412706  0.87258374],"[[  1.02037319e+00  -1.76609833e+00  -1.71152057e-03   2.47647059e-02]
 [ -4.09277436e+00  -1.95460921e+01   0.00000000e+00   0.00000000e+00]]"
10,[-0.1032948  -0.07178436],-0.249992,"[ 0.40682115 -0.11646231  1.18536386 -1.59496721 -0.01372064  0.23036568
 -0.57739772 -1.86825706  0.4481907  -0.3218816   0.        ]",-0.111899919822,[-0.06112559  0.00375411],[ 0.82168825  1.05687228],"[[  9.64093710e-01  -2.11847390e+00  -1.71152057e-03   2.47647059e-02]
 [ -1.54335475e+00  -1.57042476e+01   0.00000000e+00   0.00000000e+00]]"
11,[-0.1032948  -0.07178436],-0.155405,"[ 0.40440394 -0.3853051   1.18716839 -1.12918272 -0.01372062  0.23036528
 -0.32749553 -1.26790843  0.23653701 -0.3918967   0.        ]",-0.090616516702,[-0.15341036 -0.12793873],[ 0.88669239  0.60910748],"[[  9.66159557e-01  -2.38971287e+00  -1.71152057e-03   2.47647059e-02]
 [  1.73922314e+00  -1.14338560e+01   0.00000000e+00   0.00000000e+00]]"
12,[-0.1032948  -0.07178436],-0.121092,"[ 0.32097005 -0.54208365  1.24495771 -0.69100624 -0.0137206   0.23036488
 -0.06287896 -0.89701818  0.08528157 -0.36957904  0.        ]",-0.0729630263575,[-0.22158022 -0.21885133],[-0.51262602  0.40140427],"[[  1.03581751e+00  -2.59192012e+00  -1.71152057e-03   2.47647059e-02]
 [  5.21508288e+00  -8.79563707e+00   0.00000000e+00   0.00000000e+00]]"
13,[-0.1032948  -0.07178436],-0.100669,"[ 0.21712066 -0.63395278  1.30534945 -0.30665849 -0.01372057  0.23036449
 -0.22524368 -0.64909656 -0.03030855 -0.33394939  0.        ]",-0.0590752404091,[-0.16401707 -0.25946692],[-0.47207599  0.22638795],"[[  1.11872086e+00  -2.75013877e+00  -1.71152057e-03   2.47647059e-02]
 [  3.08234554e+00  -7.03211815e+00   0.00000000e+00   0.00000000e+00]]"
14,[-0.1032948  -0.07178436],-0.128042,"[ 0.16246549 -0.68744429  1.33251062  0.02971429 -0.01372055  0.23036409
 -0.37217798 -0.50351287 -0.13019246 -0.30992838  0.        ]",-0.0488712166562,[-0.10687996 -0.29201853],[ 1.24074612 -1.91448085],"[[  1.16100299e+00  -2.88039091e+00  -1.71152057e-03   2.47647059e-02]
 [  1.15229250e+00  -5.99655252e+00   0.00000000e+00   0.00000000e+00]]"
15,[-0.1032948  -0.07178436],-0.188367,"[ 0.07979598 -0.72416915  1.36805036  0.45447151 -0.01372053  0.2303637
 -0.07250022 -0.74788512 -0.25004655 -0.27211628  0.        ]",-0.0385550599864,[-0.13449474 -0.29211992],[ 0.46813993  1.12042308],"[[  1.22354285e+00  -3.03885699e+00  -1.71152057e-03   2.47647059e-02]
 [  5.08867901e+00  -7.73484440e+00   0.00000000e+00   0.00000000e+00]]"
