timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.69208038 -0.76239824],[ 0.56502497 -3.11810064],"[ 0.91443414  1.12981825  0.11935195  1.11493049  0.1696767   0.21161925
 -0.26940356  0.29187919  1.30084881  0.39796261  0.        ]",-0.188021052435,-1.47033,[ 0.83109661 -3.30389706],"[[ 0.09143772  0.07865794  0.02001245  0.02393627]
 [-0.00301282  0.00463323  0.          0.        ]]"
1,[-0.69208038 -0.76239824],[-0.04842883 -2.93564558],"[ 0.90856957  1.13281148  0.1688392   1.02680774  0.16967667  0.21161921
  0.07530161 -0.48016134  1.29806877  0.43972559  0.        ]",-0.18785787177,-1.48186,[ 0.23271992 -3.3210505 ],"[[ 0.12438016  0.03900902  0.02001245  0.02393627]
 [ 3.28629875 -3.95632087  0.          0.        ]]"
2,[-0.69208038 -0.76239824],[-0.35435727 -2.88398647],"[ 0.88881334  1.12977622  0.27966436  0.76411872  0.16967663  0.21161916
  0.16512337 -1.23673268  1.29188326  0.48191878  0.        ]",-0.187446417521,-1.46826,[ 0.19921187 -2.65477065],"[[ 0.19870586 -0.0790627   0.02001245  0.02393627]
 [ 4.14341329 -7.83791242  0.          0.        ]]"
3,[-0.69208038 -0.76239824],[-0.49304029 -2.7472415 ],"[ 0.85294317  1.08588294  0.4115524   0.33751195  0.16967659  0.21161911
  0.23927267 -1.97830947  1.27518156  0.43621531  0.        ]",-0.185939652664,-1.4641,[-0.90956408 -2.16521572],"[[  0.28867343  -0.2739945    0.02001245   0.02393627]
 [  4.85097514 -11.6425819    0.           0.        ]]"
4,[-0.69208038 -0.76239824],[ 0.96231818 -1.70869613],"[ 0.82189302  0.94823871  0.49759393 -0.21288373  0.16967656  0.21161907
 -0.14773987 -2.70488222  1.22773409  0.15253355  0.        ]",-0.182215184936,-1.34773,[ 1.15158724 -1.96797747],"[[  0.34864092  -0.54424721   0.02001245   0.02393627]
 [  1.15795206 -15.37028897   0.           0.        ]]"
5,[-0.69208038 -0.76239824],[ 1.12558305  0.24203593],"[ 0.78350339  0.65952276  0.58547076 -0.78789881  0.16967652  0.21161902
  0.26453577 -3.41758424  1.07804735 -0.22994678  0.        ]",-0.172839445566,-1.17127,[ 0.98110627  0.27627457],"[[  0.41127179  -0.88834107   0.02001245   0.02393627]
 [  5.09204481 -19.02685925   0.           0.        ]]"
6,[-0.69208038 -0.76239824],[ 0.25723767  0.97156537],"[ 0.67666641  0.2494668   0.77254423 -1.17588374  0.16967648  0.21161898
  0.66072456 -3.13109879  0.83544841 -0.36501665  0.        ]",-0.155093432884,-1.01404,[-0.14991008  0.40444641],"[[  0.5510424   -1.25413231   0.02001245   0.02393627]
 [  8.87263127 -17.55707588   0.           0.        ]]"
7,[-0.69208038 -0.76239824],[ 0.19262002  1.70318699],"[ 0.51023643 -0.16959533  0.9786471  -1.28634114  0.16967645  0.21161893
  0.58011842 -2.75111402  0.56464241 -0.34779538  0.        ]",-0.133155277836,-0.792769,[-0.13154092  1.80849282],"[[  0.72077757  -1.58571371   0.02001245   0.02393627]
 [  8.10345836 -15.60757783   0.           0.        ]]"
8,[-0.69208038 -0.76239824],[-0.20056748  1.61860764],"[ 0.32664181 -0.51056808  1.14217833 -1.1972493   0.16967641  0.21161889
  0.50870474 -1.91904792  0.31207497 -0.29461567  0.        ]",-0.112153165827,-0.618999,[ 0.75152854  1.92530932],"[[  0.87600897  -1.85503347   0.02001245   0.02393627]
 [  7.42200324 -11.33864168   0.           0.        ]]"
9,[-0.69208038 -0.76239824],[-1.56343591  1.02048206],"[ 0.08679999 -0.73093558  1.29424346 -1.04613517  0.16967638  0.21161884
  0.80504096 -1.10351347  0.12966379 -0.13757996  0.        ]",-0.0946303064782,-0.495441,[-0.78446086  1.50082104],"[[  1.05281983  -2.03982605   0.02001245   0.02393627]
 [ 10.24975798  -7.15451247   0.           0.        ]]"
10,[-0.69208038 -0.76239824],[-1.43923163  0.19010025],"[-0.17076853 -0.84449136  1.40282288 -0.93340884  0.16967634  0.21161879
  0.45836221 -0.30404228  0.0180816   0.05340497  0.        ]",-0.082615220688,-0.442665,[-1.68473047  0.48042977],"[[ 1.22462388 -2.14176191  0.02001245  0.02393627]
 [ 6.94161976 -3.05279404  0.          0.        ]]"
11,[-0.69208038 -0.76239824],[-0.70831072 -0.07656887],"[-0.32517319 -0.88857488  1.44606923 -0.88205095  0.1696763   0.21161875
  0.02912081  0.07857588 -0.03609206  0.16444882  0.        ]",-0.0769888612796,-0.46197,[-0.18141731  0.5249999 ],"[[ 1.32236022 -2.18312169  0.02001245  0.02393627]
 [ 2.84563729 -1.08975662  0.          0.        ]]"
12,[-0.69208038 -0.76239824],[-0.91432071 -0.75921685],"[-0.4043664  -0.88933201  1.46255169 -0.88112749  0.16967627  0.2116187
 -0.05205134  0.48797046 -0.04611455  0.24084065  0.        ]",-0.0756626426914,-0.511357,[-0.41601452 -0.26834877],"[[ 1.37150146 -2.18384265  0.02001245  0.02393627]
 [ 2.07106222  1.01065841  0.          0.        ]]"
13,[-0.69208038 -0.76239824],[-0.37257943 -0.28257546],"[-0.44413561 -0.87947607  1.46943163 -0.89302849  0.16967623  0.21161866
 -0.22892229  0.27698417 -0.0430836   0.29106374  0.        ]",-0.0757441734445,-0.543708,[ 0.79777828 -0.95891524],"[[ 1.39598875 -2.17449026  0.02001245  0.02393627]
 [ 0.38329349 -0.07181425  0.          0.        ]]"
14,[-0.69208038 -0.76239824],[-0.87154698  0.85832191],"[-0.50827524 -0.92067643  1.47860272 -0.84165826  0.16967619  0.21161861
  0.10125517 -0.46282433 -0.08973371  0.3006922   0.        ]",-0.0718294482908,-0.531534,[-0.60926522  0.67105951],"[[ 1.43526625 -2.2140093   0.02001245  0.02393627]
 [ 3.53396896 -3.86742904  0.          0.        ]]"
15,[-0.69208038 -0.76239824],[-0.52982926  0.26887625],"[-0.58345753 -0.97099259  1.48637647 -0.77280264  0.16967616  0.21161856
 -0.15883769  0.07002363 -0.14804155  0.30382251  0.        ]",-0.0669542905401,-0.494269,[-0.8812144  -0.13578521],"[[ 1.48104401 -2.26392872  0.02001245  0.02393627]
 [ 1.05206702 -1.13363373  0.          0.        ]]"
16,[-0.69208038 -0.76239824],[ 0.76505268  0.93144548],"[-0.56014764 -0.99817428  1.4843055  -0.73253567  0.16967612  0.21161852
 -0.52659635 -0.03037474 -0.17097317  0.2490119   0.        ]",-0.0652236472462,-0.462952,[ 0.06036142  0.77364209],"[[ 1.46687566 -2.29176953  0.02001245  0.02393627]
 [-2.4572219  -1.64873103  0.          0.        ]]"
17,[-0.69208038 -0.76239824],[ 0.38090175 -0.16059619],"[-0.48430505 -1.00001664  1.47544798 -0.72972231  0.16967609  0.21161847
 -0.49646707  0.57306228 -0.16366839  0.18194137  0.        ]",-0.0662846120112,-0.427959,[ 0.27775421  0.27583191],"[[ 1.42061574 -2.29368142  0.02001245  0.02393627]
 [-2.16971856  1.44722339  0.          0.        ]]"
18,[-0.69208038 -0.76239824],[-0.10851273 -0.76463765],"[-0.43225253 -0.96120881  1.46746738 -0.78674907  0.16967605  0.21161843
 -0.37674123  0.78035084 -0.11824218  0.18223147  0.        ]",-0.0700416903118,-0.428984,[-0.81144031 -1.15912569],"[[ 1.38868417 -2.25406645  0.02001245  0.02393627]
 [-1.02725205  2.51072539  0.          0.        ]]"
