timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.269123995455,[ 1.11957381  2.36339059],-0.269123995455,[ 1.06409121  1.62988019],"[[-0.05347897 -0.04231653 -0.01833118  0.12761768]
 [ 0.0042224   0.00110878  0.          0.        ]]","[ 1.08309618  1.93310351 -0.11340157 -0.83208588 -0.1557592   1.11335
  0.19774952 -0.34194785  1.38379071 -1.2160525   0.        ]",[-0.03073108 -0.24117073]
1,-0.263115289518,[-0.03135922  1.07541955],-0.263115289518,[ 0.83506018  1.48992765],"[[ -1.37203005e-02  -2.58217033e-03  -1.83311753e-02   1.27617677e-01]
 [  3.95848315e+00   3.95914136e+00   0.00000000e+00   0.00000000e+00]]","[ 1.08493869  1.93423913 -0.0529132  -0.718527   -0.15575868  1.11334183
  0.512182    0.20762779  1.3882168  -1.11495568  0.        ]",[-0.03073108 -0.24117073]
2,-0.248171034341,[ 1.21640337  2.36847358],-0.248171034341,[ 0.6453231   1.37652826],"[[ 0.0634041   0.11554283 -0.01833118  0.12761768]
 [ 3.75465183  7.84042167  0.          0.        ]]","[ 1.0822776   1.92549912  0.06443147 -0.38156732 -0.15575815  1.11333365
  0.4959717   0.7465449   1.37443345 -0.88337914  0.        ]",[-0.03073108 -0.24117073]
3,-0.221755594883,[-0.79388513  0.75889135],-0.221755594883,[ 0.30511421  1.175143  ],"[[  0.17742951   0.31050645  -0.01833118   0.12761768]
 [  7.63504867  11.64326589   0.           0.        ]]","[ 1.06330404  1.87168428  0.23666723  0.16232976 -0.15575763  1.11332548
  0.80452996  1.27456466  1.28575034 -0.53862039  0.        ]",[-0.03073108 -0.24117073]
4,-0.185580012482,[ 0.31886862  2.79073048],-0.185580012482,[ 0.08571535  1.03264952],"[[  0.29709947   0.57121967  -0.01833118   0.12761768]
 [  4.34295975  14.41879444   0.           0.        ]]","[ 1.02435217  1.72666934  0.41363665  0.83447726 -0.15575711  1.1133173
  0.542746    1.65992981  1.07983648 -0.18813327  0.        ]",[-0.03073108 -0.24117073]
5,-0.141839547913,[-0.14201293  0.38843305],-0.141839547913,[-0.24022257  0.79432428],"[[  0.39575218   0.89645462  -0.01833118   0.12761768]
 [  5.518617    18.09245752   0.           0.        ]]","[ 0.97795886  1.44322583  0.55483997  1.52188542 -0.15575659  1.11330913
  0.63622967  2.16997894  0.76520021  0.0592889   0.        ]",[-0.03073108 -0.24117073]
6,-0.0889559881496,[-1.063719  -0.7365616],-0.0889559881496,[-0.38694984  0.63615811],"[[  4.99407834e-01   1.27014239e+00  -1.83311753e-02   1.27617677e-01]
 [  4.84926535e+00   1.92723793e+01   0.00000000e+00   0.00000000e+00]]","[ 0.91583123  1.01422167  0.69703073  2.01935101 -0.15575606  1.11330095
  0.58300111  2.33376029  0.36303135  0.15019437  0.        ]",[-0.03073108 -0.24117073]
7,-0.0433427544046,[-0.14911605 -0.70331265],-0.0433427544046,[-0.3724283   0.58619887],"[[  0.55575221   1.62250771  -0.01833118   0.12761768]
 [  0.79833263  15.97510383   0.           0.        ]]","[ 0.87653274  0.55961203  0.77113052  2.14372528 -0.15575554  1.11329278
  0.26087441  1.87591657  0.05025223  0.04949847  0.        ]",[-0.03073108 -0.24117073]
8,-0.0173213653401,[-2.41957582 -0.28580721],-0.0173213653401,[-0.38150367  0.54234993],"[[  0.56565358   1.91089624  -0.01833118   0.12761768]
 [  0.1936855   12.87407815   0.           0.        ]]","[ 0.86923312  0.19118522  0.78389182  1.98377091 -0.15575502  1.1132846
  0.21279265  1.44533821 -0.12282028 -0.12250613  0.        ]",[-0.03073108 -0.24117073]
9,-0.0291211378565,[-0.29259211 -0.3160534 ],-0.0291211378565,[-0.3787322   0.49677137],"[[  0.5297802    2.15446921  -0.01833118   0.12761768]
 [ -3.76798898  11.48779728   0.           0.        ]]","[ 0.89510673 -0.09309637  0.73726693  1.67421901 -0.15575449  1.11327643
 -0.10223702  1.25284936 -0.19597981 -0.30061989  0.        ]",[-0.03073108 -0.24117073]
