timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.405369702401,[ 4.80838907  4.20346959],-0.405369702401,[ 3.82016158  3.34903789],"[[ 0.0075836   0.08601934 -0.1740369   0.14223445]
 [ 0.00081417  0.00212459  0.          0.        ]]","[ 0.9549102   1.7416981   0.05775183 -0.70426544 -1.49678888  1.22897617
  0.27806076 -0.35544024  2.90464934 -1.42625566  0.        ]",[-0.21269609 -0.28542793]
1,-0.40024983724,[ 3.22554154  1.59724241],-0.40024983724,[ 3.11424446  2.7177465 ],"[[ 0.04727492  0.12577383 -0.1740369   0.14223445]
 [ 3.95516269  3.96013795  0.          0.        ]]","[ 0.95326293  1.7363629   0.11854918 -0.59209823 -1.49678394  1.22897304
  0.65054218  0.2393075   2.89360998 -1.30415893  0.        ]",[-0.21269609 -0.28542793]
2,-0.382493883114,[ 2.2826273   1.90568333],-0.382493883114,[ 2.33007383  2.09720254],"[[ 0.16526957  0.24390256 -0.1740369   0.14223445]
 [ 7.83143724  7.8398034   0.          0.        ]]","[ 0.93435244  1.70884145  0.29824371 -0.26280185 -1.49677901  1.2289699
  1.01566844  0.82228177  2.81823109 -0.9505946   0.        ]",[-0.21269609 -0.28542793]
3,-0.345506585942,[ 1.29941178  1.12178138],-0.345506585942,[ 1.35708582  1.33259916],"[[  0.3600243    0.4388536   -0.1740369    0.14223445]
 [ 11.63150716  11.64261014   0.           0.        ]]","[ 0.8580344   1.62620331  0.58600208  0.25763666 -1.49677408  1.22896676
  1.3736146   1.39370433  2.56458547 -0.42978566  0.        ]",[-0.21269609 -0.28542793]
4,-0.281101059753,[ 0.72885908 -0.85012227],-0.281101059753,[-0.06839773  0.23326187],"[[  0.63003639   0.70910385  -0.1740369    0.14223445]
 [ 15.35756794  15.36994637   0.           0.        ]]","[ 0.66472101  1.44068819  0.94899994  0.89963971 -1.49676915  1.22896362
  1.72458617  1.95378042  2.00721506  0.07254318  0.        ]",[-0.21269609 -0.28542793]
5,-0.195788010957,[-2.48716027 -1.28715495],-0.195788010957,[-1.3546077  -0.58939809],"[[  0.96310461   0.97965955  -0.1740369    0.14223445]
 [ 17.94065972  11.69780092   0.           0.        ]]","[ 0.30641217  1.18499131  1.30420645  1.40799618 -1.49676421  1.22896049
  1.96789181  1.40198532  1.23576173  0.2524374   0.        ]",[-0.21269609 -0.28542793]
6,-0.120433872884,[-2.04438708 -0.05701206],-0.120433872884,[-1.6364609  -0.92402822],"[[  1.27868605   1.17156592  -0.1740369    0.14223445]
 [ 13.63158952   7.50684407   0.           0.        ]]","[-0.12138405  0.97119831  1.51363982  1.66635769 -1.49675928  1.22895735
  1.56199289  0.77223519  0.60198867  0.07174057  0.        ]",[-0.21269609 -0.28542793]
7,-0.0760836090735,[-1.29326647 -1.39868971],-0.0760836090735,[-1.60691977 -1.1618104 ],"[[ 1.50892052  1.31795101 -0.1740369   0.14223445]
 [ 9.40584144  7.13294827  0.          0.        ]]","[-0.4632237   0.79550667  1.57561819  1.79927293 -1.49675435  1.22895421
  1.16394577  0.71605109  0.2336513  -0.23816892  0.        ]",[-0.21269609 -0.28542793]
8,-0.066030708888,[ 0.05971056 -1.43527151],-0.066030708888,[-1.24500585 -0.94815713],"[[ 1.65548037  1.41947153 -0.1740369   0.14223445]
 [ 5.26379086  3.03279306  0.          0.        ]]","[-0.68455718  0.66944456  1.57305369  1.85705887 -1.49674942  1.22895108
  0.7737842   0.09994575  0.06190998 -0.49833531  0.        ]",[-0.21269609 -0.28542793]
9,-0.0679304436222,[-1.71451407 -0.95175243],-0.0679304436222,[-1.18159354 -0.72598511],"[[ 1.76209107  1.43979564 -0.1740369   0.14223445]
 [ 5.39679392 -0.98698598  0.          0.        ]]","[-0.84410634  0.64392804  1.55058662  1.86516416 -1.49674449  1.22894794
  0.78631113 -0.50408182 -0.03000438 -0.64747211  0.        ]",[-0.21269609 -0.28542793]
10,-0.0658678532266,[-1.57173662 -0.49044064],-0.0658678532266,[-0.45002097 -0.04695579],"[[ 1.82925745  1.38244844 -0.1740369   0.14223445]
 [ 1.33341428 -4.73521645  0.          0.        ]]","[-0.94306158  0.71571232  1.52763418  1.8392868  -1.49673956  1.2289448
  0.40356044 -1.06730415 -0.08618817 -0.67240496  0.        ]",[-0.21269609 -0.28542793]
11,-0.0558391921165,[ 0.16854085  1.53176264],-0.0558391921165,[ 0.27435461  0.64386678],"[[ 1.81596242  1.26920932 -0.1740369   0.14223445]
 [-2.64956505 -6.58253039  0.          0.        ]]","[-0.92359638  0.85494463  1.53270524  1.76139315 -1.49673462  1.22894166
  0.02838319 -1.34488532 -0.07584939 -0.53463925  0.        ]",[-0.21269609 -0.28542793]
12,-0.0517307666445,[-0.64010909 -1.06758473],-0.0517307666445,[ 0.02936977  0.33613279],"[[ 1.77018069  1.17859209 -0.1740369   0.14223445]
 [-1.93105845 -2.49282093  0.          0.        ]]","[-0.85609734  0.96297004  1.54816462  1.673998   -1.49672969  1.22893853
  0.09606298 -0.73034808 -0.02093443 -0.38092034  0.        ]",[-0.21269609 -0.28542793]
13,-0.0573083220269,[ 1.34953643  0.50698738],-0.0573083220269,[ 0.69262862  1.21008539],"[[ 1.70654167  1.08950919 -0.1740369   0.14223445]
 [-4.42446419 -6.40244524  0.          0.        ]]","[-0.76125949  1.06529383  1.56442127  1.56710604 -1.49672476  1.22893539
 -0.138804   -1.31782048  0.07217186 -0.21419771  0.        ]",[-0.21269609 -0.28542793]
14,-0.0694820298049,[-0.03034923  0.90123539],-0.0694820298049,[ 0.13310137  0.96035266],"[[ 1.6586264   0.98286182 -0.1740369   0.14223445]
 [-0.3806124  -4.26939704  0.          0.        ]]","[-0.68928621  1.18160231  1.57260601  1.41299132 -1.49671983  1.22893225
  0.24210799 -0.99729819  0.17396547 -0.05913694  0.        ]",[-0.21269609 -0.28542793]
15,-0.0744649712826,[ 1.99554166  1.7017362 ],-0.0744649712826,[-0.00961408  0.68513525],"[[ 1.64987449  0.93412642 -0.1740369   0.14223445]
 [-0.49421357 -0.61631851  0.          0.        ]]","[-0.67610145  1.23216671  1.57371839  1.33351437 -1.4967149   1.22892912
  0.23140703 -0.44837159  0.20918043 -0.00563536  0.        ]",[-0.21269609 -0.28542793]
16,-0.0673752827033,[-0.60519239 -1.86557368],-0.0673752827033,[-0.8892169  -0.16157597],"[[ 1.67977402  0.96163829 -0.1740369   0.14223445]
 [ 3.47099563  3.35427348  0.          0.        ]]","[-0.72109675  1.20383003  1.56941115  1.37905246 -1.49670997  1.22892598
  0.60491139  0.14826562  0.15574874 -0.06106882  0.        ]",[-0.21269609 -0.28542793]
17,-0.0587283133858,[-0.18920921 -0.30840502],-0.0587283133858,[-0.37190217  0.35684353],"[[ 1.72449243  0.98833662 -0.1740369   0.14223445]
 [ 1.00901144 -0.67102341  0.          0.        ]]","[-0.78810647  1.17580613  1.56043217  1.42155986 -1.49670503  1.22892284
  0.37300276 -0.45659196  0.08673228 -0.13472312  0.        ]",[-0.21269609 -0.28542793]
