timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.248696506577,[ 1.86851828  3.5174524 ],-0.248696506577,[ 1.66957331  2.72968602],"[[ 0.07763508 -0.05390304 -0.03620604  0.04772907]
 [-0.00051682 -0.00267953  0.          0.        ]]","[ 0.95378818  1.77175931  0.16757438 -1.08290669 -0.30113248  0.41595364
  0.28214797 -0.35708538  1.69382456 -0.50571912  0.        ]",[-0.19449417 -0.2856957 ]
1,-0.246179589389,[ 0.98206767  2.81256501],-0.246179589389,[ 0.88017255  2.1237669 ],"[[ 0.11729991 -0.01424368 -0.03620604  0.04772907]
 [ 3.95383789  3.95542862  0.          0.        ]]","[ 0.94799466  1.77346928  0.22817592 -0.96905946 -0.30113213  0.41595311
  0.64839711  0.23274664  1.68579215 -0.38538773  0.        ]",[-0.19449417 -0.2856957 ]
2,-0.237537110905,[-0.35164     1.99867788],-0.237537110905,[ 0.0029614   1.53003645],"[[ 0.23455575  0.10379214 -0.03620604  0.04772907]
 [ 7.75909697  7.83522399  0.          0.        ]]","[ 0.91721588  1.76674749  0.40531056 -0.63054503 -0.30113178  0.41595259
  1.00083616  0.81090799  1.61988236 -0.0359018   0.        ]",[-0.19449417 -0.2856957 ]
3,-0.222823254535,[ 0.45772383  1.05412499],-0.222823254535,[-0.28897834  1.18223655],"[[  0.37422785   0.2986737   -0.03620604   0.04772907]
 [  6.21331134  11.64024315   0.           0.        ]]","[ 0.85445031  1.71728849  0.60971565 -0.08292402 -0.30113143  0.41595207
  0.85766467  1.37792364  1.43229238  0.39569506  0.        ]",[-0.19449417 -0.2856957 ]
4,-0.200653130711,[-0.95345604  0.25528949],-0.200653130711,[-0.88941896  0.55455494],"[[  0.51542057   0.56888711  -0.03620604   0.04772907]
 [  7.90050423  15.36866526   0.           0.        ]]","[ 0.76335905  1.57330938  0.80522195  0.61921901 -0.30113108  0.41595154
  1.01392947  1.9335188   1.08440034  0.7896876   0.        ]",[-0.19449417 -0.2856957 ]
5,-0.172533241164,[-1.0081191  -0.22239064],-0.172533241164,[-0.71194959  0.3686468 ],"[[  0.63402551   0.88336199  -0.03620604   0.04772907]
 [  3.97304447  16.07644491   0.           0.        ]]","[ 0.66666876  1.30889401  0.9579637   1.29188834 -0.30113072  0.41595102
  0.65016902  2.03897969  0.63947558  1.00429643  0.        ]",[-0.19449417 -0.2856957 ]
6,-0.145448112683,[ 0.98217306  0.34410696],-0.145448112683,[-0.45111138  0.25956506],"[[  0.67301482   1.19287388  -0.03620604   0.04772907]
 [ -0.06083994  14.87870228   0.           0.        ]]","[ 0.63109978  0.97121239  1.00548259  1.74157984 -0.30113037  0.4159505
  0.27655202  1.86048575  0.29524686  0.9899921   0.        ]",[-0.19449417 -0.2856957 ]
7,-0.115326717852,[-1.54374715 -0.51561498],-0.115326717852,[-0.8871662  -0.42961299],"[[  0.71081419   1.50115394  -0.03620604   0.04772907]
 [  3.82804644  15.94578198   0.           0.        ]]","[ 0.59491321  0.59050507  1.05016296  1.93730517 -0.30113002  0.41594997
  0.63673845  2.01948826 -0.01454213  0.8550668   0.        ]",[-0.19449417 -0.2856957 ]
8,-0.0842575040199,[-0.54145893  0.0262883 ],-0.0842575040199,[-0.62851441 -0.58326191],"[[  0.74692395   1.79642421  -0.03620604   0.04772907]
 [ -0.20389897  13.58906502   0.           0.        ]]","[ 0.55882615  0.21755419  1.09151022  1.87145414 -0.30112967  0.41594945
  0.26330044  1.66829067 -0.24991796  0.6313925   0.        ]",[-0.19449417 -0.2856957 ]
9,-0.0569879381351,[ 0.44118859 -0.22837274],-0.0569879381351,[-0.45888844 -0.73900467],"[[  0.72139016   2.06655276  -0.03620604   0.04772907]
 [ -2.34244831  13.42431541   0.           0.        ]]","[ 0.58449397 -0.10284906  1.06240635  1.59844027 -0.30112932  0.41594893
  0.06522831  1.64373371 -0.34047325  0.3864071   0.        ]",[-0.19449417 -0.2856957 ]
10,-0.0301880615526,[-0.59846066 -0.87033889],-0.0301880615526,[-0.63778329 -0.79508418],"[[  0.69253427   2.32329866  -0.03620604   0.04772907]
 [ -0.54910076  12.2541914    0.           0.        ]]","[ 0.6126164  -0.36703914  1.02872176  1.16864372 -0.30112896  0.4159484
  0.23132776  1.46936104 -0.375234    0.13436091  0.        ]",[-0.19449417 -0.2856957 ]
11,-0.00982754517166,[ 0.21747239 -0.58840273],-0.00982754517166,[-0.48001683 -0.57887989],"[[ 0.65789342  2.53137187 -0.03620604  0.04772907]
 [-2.90723047  8.56540791  0.          0.        ]]","[ 0.64510484 -0.54003801  0.98720936  0.71786836 -0.30112861  0.41594788
  0.01291773  0.91967061 -0.36308071 -0.07251565  0.        ]",[-0.19449417 -0.2856957 ]
12,-0.0113700684928,[ 0.18988355 -0.94453736],-0.0113700684928,[-0.55205625 -0.48581499],"[[ 0.60896488  2.67760259 -0.03620604  0.04772907]
 [-1.98869165  6.065999    0.          0.        ]]","[ 0.68855746 -0.63508875  0.92666912  0.35729848 -0.30112826  0.41594736
  0.0979928   0.5472173  -0.3294943  -0.21133975  0.        ]",[-0.19449417 -0.2856957 ]
13,-0.0189393663645,[-0.01835568 -0.67680094],-0.0189393663645,[-0.62160873 -0.39135945],"[[ 0.57712799  2.76019335 -0.03620604  0.04772907]
 [-1.19764009  2.20594324  0.          0.        ]]","[ 0.71525496 -0.6781561   0.88613812  0.14100485 -0.30112791  0.41594683
  0.17125997 -0.02799416 -0.30617346 -0.28880257  0.        ]",[-0.19449417 -0.2856957 ]
14,-0.0206253194615,[-0.69534322  0.49230369],-0.0206253194615,[-0.60809314 -0.23547705],"[[ 0.55268305  2.77698615 -0.03620604  0.04772907]
 [-1.24669057 -0.51758616  0.          0.        ]]","[ 0.73488988 -0.68593623  0.85443902  0.0960862  -0.30112755  0.41594631
  0.16671672 -0.4338445  -0.29635277 -0.30058004  0.        ]",[-0.19449417 -0.2856957 ]
15,-0.0217519153218,[-0.55365825 -1.4385997 ],-0.0217519153218,[-0.32847077 -0.19260405],"[[ 0.50037573  2.78629447 -0.03620604  0.04772907]
 [-3.97495265  1.44188353  0.          0.        ]]","[ 0.77432804 -0.69010412  0.78501807  0.07106234 -0.3011272   0.41594579
 -0.08597594 -0.14185072 -0.28058088 -0.29920776  0.        ]",[-0.19449417 -0.2856957 ]
16,-0.022215489226,[-0.51818315 -0.27090707],-0.022215489226,[-0.0436748   0.24884365],"[[ 0.39967142  2.77511687 -0.03620604  0.04772907]
 [-6.08842206 -2.54635654  0.          0.        ]]","[ 0.84003056 -0.68508442  0.64586369  0.10110065 -0.30112685  0.41594527
 -0.28172622 -0.73616433 -0.25248459 -0.26890404  0.        ]",[-0.19449417 -0.2856957 ]
17,-0.0247224928101,[ 0.68821318  0.93822336],-0.0247224928101,[ 0.33266407  0.66622418],"[[ 0.25852856  2.71393167 -0.03620604  0.04772907]
 [-8.01941354 -3.56876384  0.          0.        ]]","[ 0.90842151 -0.65500141  0.440974    0.26315138 -0.3011265   0.41594474
 -0.4605752  -0.88851857 -0.20058056 -0.18496658  0.        ]",[-0.19449417 -0.2856957 ]
18,-0.0314950075483,[-1.51914826  1.77425216],-0.0314950075483,[ 0.19752008  0.47047704],"[[ 0.12707285  2.68053865 -0.03620604  0.04772907]
 [-5.13579391  0.21685398  0.          0.        ]]","[ 0.94618839 -0.6367482   0.24303943  0.34975101 -0.30112615  0.41594422
 -0.19349219 -0.32439708 -0.14045906 -0.1407046   0.        ]",[-0.19449417 -0.2856957 ]
19,-0.0364110177064,[ 0.30445731  0.06004846],-0.0364110177064,[ 0.55491966  0.43691438],"[[-0.01434564  2.72455877 -0.03620604  0.04772907]
 [-8.99322022  4.1719594   0.          0.        ]]","[ 0.95813083 -0.66053842  0.02645303  0.23530745 -0.30112579  0.4159437
 -0.55076922  0.2649808  -0.0994437  -0.18040378  0.        ]",[-0.19449417 -0.2856957 ]
