timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.242597357614,[-3.37081104  0.30385509],-0.242597357614,[-3.09432602  0.51273125],"[[-0.04657494 -0.00887094  0.01156776 -0.15070948]
 [ 0.00477582  0.00276442  0.          0.        ]]","[ 0.99212022  1.51667387 -0.0663319  -1.22338796  0.10262055 -1.29485883
  0.22820243 -0.3482607   1.46958168  1.41773775  0.        ]",[-0.40676576 -0.45184082]
1,-0.238257943288,[-3.53244352  1.45839327],-0.238257943288,[-3.08150101  0.36187488],"[[ -8.61755667e-02   3.27075264e-03   1.15677598e-02  -1.50709476e-01]
 [ -3.95166336e+00   1.20738496e+00   0.00000000e+00   0.00000000e+00]]","[ 0.98789157  1.51671445 -0.1241071  -1.19140264  0.10262049 -1.29485687
 -0.21440829 -0.14647662  1.46489438  1.33595214  0.        ]",[-0.40676576 -0.45184082]
2,-0.226862529653,[-3.82439186 -0.53103313],-0.226862529653,[-2.94824648  0.04270504],"[[-0.20413049  0.06692157  0.01156776 -0.15070948]
 [-7.83091052  5.14456708  0.          0.        ]]","[ 0.96044373  1.51385982 -0.29467545 -1.02386216  0.10262043 -1.29485491
 -0.6483833   0.51303425  1.44141592  1.12915094  0.        ]",[-0.40676576 -0.45184082]
3,-0.205340464176,[-3.29148966  0.98055226],-0.205340464176,[-2.74270821  0.47960842],"[[ -3.98876900e-01   1.47708630e-01   1.15677598e-02  -1.50709476e-01]
 [ -1.16310870e+01   2.94146349e+00   0.00000000e+00   0.00000000e+00]]","[ 0.86750282  1.50280943 -0.56617071 -0.81233157  0.10262037 -1.29485294
 -1.07351195  0.14399556  1.35997515  0.76662929  0.        ]",[-0.40676576 -0.45184082]
4,-0.172698735842,[-0.39081968  1.16045746],-0.172698735842,[-1.3787756   0.34515616],"[[ -6.68896670e-01   2.44921984e-01   1.15677598e-02  -1.50709476e-01]
 [ -1.53584986e+01   6.76708795e+00   0.00000000e+00   0.00000000e+00]]","[ 0.64699614  1.47860016 -0.9050311  -0.56126659  0.10262031 -1.29485098
 -1.49049885  0.78481985  1.1612435   0.28389089  0.        ]",[-0.40676576 -0.45184082]
5,-0.136262959372,[ 0.65976471  0.54930899],-0.136262959372,[ 0.62093484 -0.3423655 ],"[[ -9.88547756e-01   4.18648932e-01   1.15677598e-02  -1.50709476e-01]
 [ -1.66025026e+01   1.05928126e+01   0.00000000e+00   0.00000000e+00]]","[ 0.2693708   1.40642087 -1.21957372 -0.12913208  0.10262025 -1.29484902
 -1.62966347  1.42565933  0.85195079 -0.13446751  0.        ]",[-0.40676576 -0.45184082]
6,-0.104801694222,[ 1.79518835 -0.10373052],-0.104801694222,[ 1.29925251 -0.98629314],"[[ -1.29112679e+00   6.50208220e-01   1.15677598e-02  -1.50709476e-01]
 [ -1.36651571e+01   1.25565869e+01   0.00000000e+00   0.00000000e+00]]","[-0.17145266  1.25613094 -1.40369758  0.39462072  0.10262019 -1.29484706
 -1.30105795  1.75460425  0.53543255 -0.35786761  0.        ]",[-0.40676576 -0.45184082]
7,-0.0834995091096,[ 0.98925462 -1.64453897],-0.0834995091096,[ 0.86502731 -1.35969281],"[[ -1.52202491e+00   8.94706274e-01   1.15677598e-02  -1.50709476e-01]
 [ -9.43864677e+00   1.18954848e+01   0.00000000e+00   0.00000000e+00]]","[-0.53730015  1.03875864 -1.45877003  0.85474973  0.10262014 -1.29484509
 -0.82823378  1.64386068  0.31825657 -0.38794903  0.        ]",[-0.40676576 -0.45184082]
8,-0.0711969702266,[ 0.77144455 -0.57165924],-0.0711969702266,[ 0.22430396 -0.84437901],"[[-1.6696427   1.09051074  0.01156776 -0.15070948]
 [-5.33673974  7.69900877  0.          0.        ]]","[-0.77462051  0.82968054 -1.45336844  1.1361837   0.10262008 -1.29484313
 -0.36934954  0.94091561  0.20156729 -0.33231535  0.        ]",[-0.40676576 -0.45184082]
9,-0.0664073901165,[-0.19376326  0.30956963],-0.0664073901165,[-0.42695075 -0.55229425],"[[-1.7446855   1.22024173  0.01156776 -0.15070948]
 [-2.17802703  5.28217678  0.          0.        ]]","[-0.89426187  0.67820105 -1.43845183  1.27400328  0.10262002 -1.29484117
 -0.01598135  0.53607606  0.1590162  -0.26015826  0.        ]",[-0.40676576 -0.45184082]
10,-0.064954448198,[-0.51105151 -1.90530414],-0.064954448198,[-0.42964458 -1.02693558],"[[-1.79550904  1.33713604  0.01156776 -0.15070948]
 [-2.90191717  6.40351089  0.          0.        ]]","[-0.97444031  0.53532268 -1.42373731  1.36262459  0.10261996 -1.2948392
 -0.09696362  0.72390816  0.1435975  -0.17307336  0.        ]",[-0.40676576 -0.45184082]
